gene,metabolite,cell_type,mean,std,n
ATP1A1,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid|1b,3a,12a-Trihydroxy-5b-cholanoic acid|3-Sulfodeoxycholic acid|3alpha,7alpha-Dihydroxycoprostanic acid|3b-Hydroxy-5-cholenoic acid|Chenodeoxycholic acid|Chenodeoxycholic acid 3-sulfate|Coprocholic acid|Deoxycholic acid|Glycochenodeoxycholate-3-sulfate|Hyodeoxycholic acid|Isoursodeoxycholic acid|Lithocholic acid|Sulfolithocholic acid|Trihydroxycoprostanoic acid|Ursocholic acid|Ursodeoxycholic acid|Ursodeoxycholic acid 3-sulfate|Varanic acid",Endothelial,0.0,0.0,243
ATP1A1,"17a-Ethynylestradiol|3',4'-Dihydrodiol|4'-Hydroxydiclofenac|4-Hydroxycyclophosphamide|8-Hydroxycarvedilol|E-3179|Estriol|Glycerol|N-Desmethylcitalopram|N-Desmethyleletriptan|O-Deethylated candesartan|Progesterone",Endothelial,0.0,0.0,243
ATP1A1,2-Hydroxychlorpropamide,Endothelial,0.0,0.0,243
ATP1A1,25-Hydroxycholesterol,Endothelial,0.0,0.0,243
ATP1A1,4-ene-Valproic acid,Endothelial,0.0,0.0,243
ATP1A1,5-Hydroxyomeprazole,Endothelial,0.0,0.0,243
ATP1A1,Acetate,Endothelial,0.0,0.0,243
ATP1A1,Acetyl-L-Carnitine|Creatine|Dopamine|Histamine,Endothelial,0.0,0.0,243
ATP1A1,Adenosine triphosphate,Endothelial,0.0,0.0,243
ATP1A1,Amiloride-sensitive sodium transport,Endothelial,0.0,0.0,243
ATP1A1,Anion exchange,Endothelial,0.0,0.0,243
ATP1A1,Butyrate|D-Lactate|Ketone bodies|L-Lactate|Pyruvate|alpha-Ketoisovaleric acid,Endothelial,0.0,0.0,243
ATP1A1,Cadmium|Manganese|Zinc,Endothelial,0.0,0.0,243
ATP1A1,Chloride,Endothelial,0.0,0.0,243
ATP1A1,Chloride ion,Endothelial,0.0,0.0,243
ATP1A1,Cholesterol,Endothelial,0.0,0.0,243
ATP1A1,Cholic acid,Endothelial,0.0,0.0,243
ATP1A1,Choline,Endothelial,0.0,0.0,243
ATP1A1,Citric acid|Oxalic acid,Endothelial,0.0,0.0,243
ATP1A1,Cortisol|Hydroxylansoprazole|N-Desmethyltamoxifen|N-desmethylimatinib,Endothelial,0.0,0.0,243
ATP1A1,D-Galactose|D-Glucose|D-Mannose|Dehydroascorbic acid|Docosahexaenoic acid,Endothelial,0.0,0.0,243
ATP1A1,Estradiol,Endothelial,0.0,0.0,243
ATP1A1,Fatty acid,Endothelial,0.0,0.0,243
ATP1A1,Folic acid,Endothelial,0.0,0.0,243
ATP1A1,Folinic acid|Glutathione,Endothelial,0.0,0.0,243
ATP1A1,Glucosamine,Endothelial,0.0,0.0,243
ATP1A1,Glycyl-glycine|L-Dopa,Endothelial,0.0,0.0,243
ATP1A1,Heme,Endothelial,0.0,0.0,243
ATP1A1,Iron,Endothelial,0.0,0.0,243
ATP1A1,L-Alanine|L-Asparagine|L-Cysteine|L-Glutamine|L-Leucine|L-Serine|L-Threonine,Endothelial,0.0,0.0,243
ATP1A1,L-Carnitine,Endothelial,0.0,0.0,243
ATP1A1,L-Cystine,Endothelial,0.0,0.0,243
ATP1A1,L-Glutamate,Endothelial,0.0,0.0,243
ATP1A1,Nicotinate,Endothelial,0.0,0.0,243
ATP1A1,Norepinephrine,Endothelial,0.0,0.0,243
ATP1A1,O-Desmethylverapamil (D-702),Endothelial,0.0,0.0,243
ATP1A1,Phosphate,Endothelial,0.0,0.0,243
ATP1A1,Sodium,Endothelial,0.0,0.0,243
ATP1A1,Sodium_hydrogen exchange,Endothelial,0.0,0.0,243
ATP1A1,Taurocholic acid,Endothelial,0.0,0.0,243
ATP1A1,Testosterone,Endothelial,0.0,0.0,243
ATP1A1,Vitamin D3,Endothelial,0.0,0.0,243
ATP1A1,Water,Endothelial,0.0,0.0,243
ATP1A1,alpha-Tocopherol,Endothelial,0.0,0.0,243
ATP1A1,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid|1b,3a,12a-Trihydroxy-5b-cholanoic acid|3-Sulfodeoxycholic acid|3alpha,7alpha-Dihydroxycoprostanic acid|3b-Hydroxy-5-cholenoic acid|Chenodeoxycholic acid|Chenodeoxycholic acid 3-sulfate|Coprocholic acid|Deoxycholic acid|Glycochenodeoxycholate-3-sulfate|Hyodeoxycholic acid|Isoursodeoxycholic acid|Lithocholic acid|Sulfolithocholic acid|Trihydroxycoprostanoic acid|Ursocholic acid|Ursodeoxycholic acid|Ursodeoxycholic acid 3-sulfate|Varanic acid",Enteric_glia,0.0,0.0,283
ATP1A1,"17a-Ethynylestradiol|3',4'-Dihydrodiol|4'-Hydroxydiclofenac|4-Hydroxycyclophosphamide|8-Hydroxycarvedilol|E-3179|Estriol|Glycerol|N-Desmethylcitalopram|N-Desmethyleletriptan|O-Deethylated candesartan|Progesterone",Enteric_glia,0.0,0.0,283
ATP1A1,2-Hydroxychlorpropamide,Enteric_glia,0.0,0.0,283
ATP1A1,25-Hydroxycholesterol,Enteric_glia,0.0,0.0,283
ATP1A1,4-ene-Valproic acid,Enteric_glia,0.0,0.0,283
ATP1A1,5-Hydroxyomeprazole,Enteric_glia,0.0,0.0,283
ATP1A1,Acetate,Enteric_glia,0.0,0.0,283
ATP1A1,Acetyl-L-Carnitine|Creatine|Dopamine|Histamine,Enteric_glia,0.0,0.0,283
ATP1A1,Adenosine triphosphate,Enteric_glia,0.0,0.0,283
ATP1A1,Amiloride-sensitive sodium transport,Enteric_glia,0.0,0.0,283
ATP1A1,Anion exchange,Enteric_glia,0.0,0.0,283
ATP1A1,Butyrate|D-Lactate|Ketone bodies|L-Lactate|Pyruvate|alpha-Ketoisovaleric acid,Enteric_glia,0.0,0.0,283
ATP1A1,Cadmium|Manganese|Zinc,Enteric_glia,0.0,0.0,283
ATP1A1,Chloride,Enteric_glia,0.0,0.0,283
ATP1A1,Chloride ion,Enteric_glia,0.0,0.0,283
ATP1A1,Cholesterol,Enteric_glia,0.0,0.0,283
ATP1A1,Cholic acid,Enteric_glia,0.0,0.0,283
ATP1A1,Choline,Enteric_glia,0.0,0.0,283
ATP1A1,Citric acid|Oxalic acid,Enteric_glia,0.0,0.0,283
ATP1A1,Cortisol|Hydroxylansoprazole|N-Desmethyltamoxifen|N-desmethylimatinib,Enteric_glia,0.0,0.0,283
ATP1A1,D-Galactose|D-Glucose|D-Mannose|Dehydroascorbic acid|Docosahexaenoic acid,Enteric_glia,0.0,0.0,283
ATP1A1,Estradiol,Enteric_glia,0.0,0.0,283
ATP1A1,Fatty acid,Enteric_glia,0.0,0.0,283
ATP1A1,Folic acid,Enteric_glia,0.0,0.0,283
ATP1A1,Folinic acid|Glutathione,Enteric_glia,0.0,0.0,283
ATP1A1,Glucosamine,Enteric_glia,0.0,0.0,283
ATP1A1,Glycyl-glycine|L-Dopa,Enteric_glia,0.0,0.0,283
ATP1A1,Heme,Enteric_glia,0.0,0.0,283
ATP1A1,Iron,Enteric_glia,0.0,0.0,283
ATP1A1,L-Alanine|L-Asparagine|L-Cysteine|L-Glutamine|L-Leucine|L-Serine|L-Threonine,Enteric_glia,0.0,0.0,283
ATP1A1,L-Carnitine,Enteric_glia,0.0,0.0,283
ATP1A1,L-Cystine,Enteric_glia,0.0,0.0,283
ATP1A1,L-Glutamate,Enteric_glia,0.0,0.0,283
ATP1A1,Nicotinate,Enteric_glia,0.0,0.0,283
ATP1A1,Norepinephrine,Enteric_glia,0.0,0.0,283
ATP1A1,O-Desmethylverapamil (D-702),Enteric_glia,0.0,0.0,283
ATP1A1,Phosphate,Enteric_glia,0.0,0.0,283
ATP1A1,Sodium,Enteric_glia,0.0,0.0,283
ATP1A1,Sodium_hydrogen exchange,Enteric_glia,0.0,0.0,283
ATP1A1,Taurocholic acid,Enteric_glia,0.0,0.0,283
ATP1A1,Testosterone,Enteric_glia,0.0,0.0,283
ATP1A1,Vitamin D3,Enteric_glia,0.0,0.0,283
ATP1A1,Water,Enteric_glia,0.0,0.0,283
ATP1A1,alpha-Tocopherol,Enteric_glia,0.0,0.0,283
ATP1A1,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid|1b,3a,12a-Trihydroxy-5b-cholanoic acid|3-Sulfodeoxycholic acid|3alpha,7alpha-Dihydroxycoprostanic acid|3b-Hydroxy-5-cholenoic acid|Chenodeoxycholic acid|Chenodeoxycholic acid 3-sulfate|Coprocholic acid|Deoxycholic acid|Glycochenodeoxycholate-3-sulfate|Hyodeoxycholic acid|Isoursodeoxycholic acid|Lithocholic acid|Sulfolithocholic acid|Trihydroxycoprostanoic acid|Ursocholic acid|Ursodeoxycholic acid|Ursodeoxycholic acid 3-sulfate|Varanic acid",Fibroblast,6.982272e-08,4.23554e-09,1369
ATP1A1,"17a-Ethynylestradiol|3',4'-Dihydrodiol|4'-Hydroxydiclofenac|4-Hydroxycyclophosphamide|8-Hydroxycarvedilol|E-3179|Estriol|Glycerol|N-Desmethylcitalopram|N-Desmethyleletriptan|O-Deethylated candesartan|Progesterone",Fibroblast,-1.7327662e-09,1.165557e-11,1369
ATP1A1,2-Hydroxychlorpropamide,Fibroblast,2.7696172e-08,6.374692e-10,1369
ATP1A1,25-Hydroxycholesterol,Fibroblast,5.339691e-06,1.2603124e-07,1369
ATP1A1,4-ene-Valproic acid,Fibroblast,1.6710557e-05,2.1872702e-07,1369
ATP1A1,5-Hydroxyomeprazole,Fibroblast,8.026919e-07,9.337943e-08,1369
ATP1A1,Acetate,Fibroblast,3.396444e-06,2.7602266e-07,1369
ATP1A1,Acetyl-L-Carnitine|Creatine|Dopamine|Histamine,Fibroblast,2.4620325e-08,7.918501e-10,1369
ATP1A1,Adenosine triphosphate,Fibroblast,-1.6003567e-07,5.5379874e-09,1369
