group,left,right,count
lr,-0.005627335,-0.0052705086,2
lr,-0.0052705086,-0.0049136817,0
lr,-0.0049136817,-0.004556855,0
lr,-0.004556855,-0.0042000283,0
lr,-0.0042000283,-0.0038432018,0
lr,-0.0038432018,-0.003486375,0
lr,-0.003486375,-0.0031295484,0
lr,-0.0031295484,-0.0027727217,0
lr,-0.0027727217,-0.002415895,1
lr,-0.002415895,-0.0020590683,0
lr,-0.0020590683,-0.0017022417,0
lr,-0.0017022417,-0.001345415,1
lr,-0.001345415,-0.0009885883,1
lr,-0.0009885883,-0.0006317617,1
lr,-0.0006317617,-0.00027493498,6
lr,-0.00027493498,8.189168e-05,5795
lr,8.189168e-05,0.00043871836,51
lr,0.00043871836,0.000795545,4
lr,0.000795545,0.0011523716,2
lr,0.0011523716,0.0015091983,1
lr,0.0015091983,0.001866025,1
lr,0.001866025,0.0022228516,1
lr,0.0022228516,0.0025796783,2
lr,0.0025796783,0.002936505,0
lr,0.002936505,0.0032933317,0
lr,0.0032933317,0.0036501584,1
lr,0.0036501584,0.004006985,0
lr,0.004006985,0.0043638116,1
lr,0.0043638116,0.0047206385,0
lr,0.0047206385,0.005077465,0
lr,0.005077465,0.005434292,0
lr,0.005434292,0.0057911184,0
lr,0.0057911184,0.0061479453,0
lr,0.0061479453,0.0065047718,0
lr,0.0065047718,0.006861598,0
lr,0.006861598,0.007218425,0
lr,0.007218425,0.0075752516,0
lr,0.0075752516,0.007932078,0
lr,0.007932078,0.008288905,1
lr,0.008288905,0.008645732,0
lr,0.008645732,0.009002559,0
lr,0.009002559,0.009359385,0
lr,0.009359385,0.009716212,0
lr,0.009716212,0.010073039,0
lr,0.010073039,0.010429865,0
lr,0.010429865,0.010786692,0
lr,0.010786692,0.011143519,1
lr,0.011143519,0.011500346,0
lr,0.011500346,0.011857172,0
lr,0.011857172,0.0122139985,1
ltf,-0.026091924,-0.025380738,1
ltf,-0.025380738,-0.02466955,0
ltf,-0.02466955,-0.023958365,0
ltf,-0.023958365,-0.023247177,0
ltf,-0.023247177,-0.02253599,0
ltf,-0.02253599,-0.021824805,0
ltf,-0.021824805,-0.021113617,0
ltf,-0.021113617,-0.020402431,0
ltf,-0.020402431,-0.019691246,0
ltf,-0.019691246,-0.018980058,0
ltf,-0.018980058,-0.018268872,0
ltf,-0.018268872,-0.017557684,0
ltf,-0.017557684,-0.016846498,0
ltf,-0.016846498,-0.016135313,0
ltf,-0.016135313,-0.015424126,0
ltf,-0.015424126,-0.014712939,1
ltf,-0.014712939,-0.014001752,0
ltf,-0.014001752,-0.013290565,0
ltf,-0.013290565,-0.01257938,0
ltf,-0.01257938,-0.011868193,0
ltf,-0.011868193,-0.011157006,0
ltf,-0.011157006,-0.010445819,0
ltf,-0.010445819,-0.009734633,0
ltf,-0.009734633,-0.009023447,0
ltf,-0.009023447,-0.00831226,1
ltf,-0.00831226,-0.007601073,0
ltf,-0.007601073,-0.0068898867,0
ltf,-0.0068898867,-0.0061787,0
ltf,-0.0061787,-0.0054675136,1
ltf,-0.0054675136,-0.004756327,0
ltf,-0.004756327,-0.0040451405,0
ltf,-0.0040451405,-0.003333954,2
ltf,-0.003333954,-0.0026227674,2
ltf,-0.0026227674,-0.0019115807,1
ltf,-0.0019115807,-0.0012003941,2
ltf,-0.0012003941,-0.00048920757,6
ltf,-0.00048920757,0.00022197899,3956
ltf,0.00022197899,0.00093316555,5
ltf,0.00093316555,0.0016443521,1
ltf,0.0016443521,0.0023555388,0
ltf,0.0023555388,0.0030667253,0
ltf,0.0030667253,0.003777912,1
ltf,0.003777912,0.004489098,0
ltf,0.004489098,0.005200285,0
