,gene,export,import,pair,cell_type,mean,std,n,frac_nonzero
0,CD4,ABCA1,ABCA1,ABCA1@ABCA1,0,1.2840716e-06,1.0739408e-06,37999,0.9962893760362115
1,CD4,ATP7A,ATP7A,ATP7A@ATP7A,0,0.0,0.0,37999,0.0
2,CD4,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,0,5.939908e-07,4.5212153e-07,37999,1.0
3,CD4,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,0,-2.6065945e-06,1.9586482e-06,37999,1.0
4,CD4,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,0,3.2790933e-06,9.167121e-07,37999,1.0
5,CD4,SLC16A4,SLC16A4,SLC16A4@SLC16A4,0,-9.5535015e-06,2.9812047e-06,37999,1.0
6,CD4,SLC16A1,SLC16A1,SLC16A1@SLC16A1,0,-5.489506e-07,3.9877773e-07,37999,1.0
7,CD4,SLC16A1,SLC16A4,SLC16A1@SLC16A4,0,-4.2098936e-06,1.2219933e-06,37999,1.0
8,CD4,SLC16A4,SLC16A1,SLC16A4@SLC16A1,0,-2.5907834e-06,9.4633106e-07,37999,1.0
9,CD4,SLC29A3,SLC29A3,SLC29A3@SLC29A3,0,0.0,0.0,37999,0.0
10,CD4,SLC29A1,SLC29A1,SLC29A1@SLC29A1,0,-4.264625e-06,1.5162213e-06,37999,1.0
11,CD4,CD38,CD38,CD38@CD38,0,0.0,0.0,37999,0.0
12,CD4,TAP1,TAP1,TAP1@TAP1,0,1.6486962e-05,5.376021e-06,37999,1.0
13,CD4,ATP7B,TAP1,ATP7B@TAP1,0,0.0,0.0,37999,0.0
14,CD4,ATP7A,TAP1,ATP7A@TAP1,0,-2.9150394e-07,8.5854005e-08,37999,1.0
15,CD4,TAP1,ATP7A,TAP1@ATP7A,0,1.2186222e-08,6.5195627e-09,37999,1.0
16,CD4,ABCC2,ABCC2,ABCC2@ABCC2,0,0.0,0.0,37999,0.0
17,CD4,SLC39A8,SLC39A8,SLC39A8@SLC39A8,0,0.0,0.0,37999,0.0
18,CD4,CLCN3,CLCN5,CLCN3@CLCN5,0,-2.2313716e-06,7.168356e-07,37999,1.0
19,CD4,CLCN5,CLCN3,CLCN5@CLCN3,0,-4.591453e-07,3.787316e-07,37999,0.9993420879496829
20,CD4,CLCN3,CLCN3,CLCN3@CLCN3,0,-1.3126018e-05,4.1581075e-06,37999,1.0
21,CD4,CD36,CD36,CD36@CD36,0,0.0,0.0,37999,0.0
22,CD4,SLC1A3,SLC1A3,SLC1A3@SLC1A3,0,0.0,0.0,37999,0.0
23,CD4,SLC2A1,SLC2A3,SLC2A1@SLC2A3,0,-1.1381189e-06,9.142343e-07,37999,1.0
24,CD4,SLC2A3,SLC2A1,SLC2A3@SLC2A1,0,-1.778022e-06,1.3517705e-06,37999,1.0
25,CD4,SLC2A3,SLC2A3,SLC2A3@SLC2A3,0,-2.1073663e-05,5.032846e-06,37999,1.0
26,CD4,SLC2A1,SLC2A1,SLC2A1@SLC2A1,0,-1.7221086e-07,5.3675624e-08,37999,1.0
27,CD4,SLC2A9,SLC2A1,SLC2A9@SLC2A1,0,0.0,0.0,37999,0.0
28,CD4,ABCB1,SLCO2B1,ABCB1@SLCO2B1,0,0.0,0.0,37999,0.0
29,CD4,SLCO2B1,ABCB1,SLCO2B1@ABCB1,0,0.0,0.0,37999,0.0
30,CD4,CHRNA5,SLC29A1,CHRNA5@SLC29A1,0,3.674408e-08,2.7194808e-08,37999,1.0
31,CD4,SLC29A1,CHRNA5,SLC29A1@CHRNA5,0,0.0,0.0,37999,0.0
32,CD4,MSR1,MSR1,MSR1@MSR1,0,6.8359973e-06,2.1016153e-06,37999,1.0
33,CD4,CD36,CPT1A,CD36@CPT1A,0,0.0,0.0,37999,0.0
34,CD4,CPT1A,CD36,CPT1A@CD36,0,0.0,0.0,37999,0.0
35,CD4,CPT1A,CPT1A,CPT1A@CPT1A,0,0.0,0.0,37999,0.0
36,CD4,CD36,MSR1,CD36@MSR1,0,-1.7877464e-07,1.4943588e-07,37999,0.9998947340719493
37,CD4,MSR1,CD36,MSR1@CD36,0,0.0,0.0,37999,0.0
38,CD4,CPT1A,MSR1,CPT1A@MSR1,0,-2.549468e-07,7.9472194e-08,37999,1.0
39,CD4,MSR1,CPT1A,MSR1@CPT1A,0,0.0,0.0,37999,0.0
40,CD4,ABCC3,FOLR2,ABCC3@FOLR2,0,0.0,0.0,37999,0.0
41,CD4,FOLR2,FOLR2,FOLR2@FOLR2,0,0.0,0.0,37999,0.0
42,CD4,ABCC1,ABCC1,ABCC1@ABCC1,0,0.0,0.0,37999,0.0
43,CD4,ABCC4,ABCC1,ABCC4@ABCC1,0,0.0,0.0,37999,0.0
44,CD4,LRP1,LRP1,LRP1@LRP1,0,5.2803017e-08,3.9526178e-08,37999,1.0
45,CD4,SLC3A2,SLC3A2,SLC3A2@SLC3A2,0,1.1713156e-07,4.0719907e-08,37999,1.0
46,CD4,CUBN,SLC11A2,CUBN@SLC11A2,0,0.0,0.0,37999,0.0
47,CD4,CUBN,SLC3A2,CUBN@SLC3A2,0,0.0,0.0,37999,0.0
48,CD4,SLC11A2,SLC11A2,SLC11A2@SLC11A2,0,-1.3173725e-06,7.147644e-07,37999,1.0
49,CD4,SLC11A2,SLC3A2,SLC11A2@SLC3A2,0,1.4486434e-07,6.0966435e-08,37999,1.0
50,CD4,SLC3A2,SLC11A2,SLC3A2@SLC11A2,0,-1.4327746e-06,5.063755e-07,37999,1.0
51,CD4,SLC40A1,SLC40A1,SLC40A1@SLC40A1,0,-3.0356378e-07,1.3230621e-07,37999,1.0
52,CD4,SLC7A5,SLC7A5,SLC7A5@SLC7A5,0,-4.3364603e-06,2.637996e-06,37999,1.0
53,CD4,SLC43A2,SLC43A2,SLC43A2@SLC43A2,0,0.0,0.0,37999,0.0
54,CD4,SLC6A17,SLC6A17,SLC6A17@SLC6A17,0,-3.1233687e-06,2.625759e-06,37999,0.9999473670359746
55,CD4,SLC6A17,SLC6A9,SLC6A17@SLC6A9,0,0.0,0.0,37999,0.0
56,CD4,SLC6A9,SLC6A17,SLC6A9@SLC6A17,0,-4.8753606e-09,1.3839322e-09,37999,1.0
57,CD4,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,0,1.3091122e-07,4.0786027e-08,37999,1.0
58,CD4,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,0,0.0,0.0,37999,0.0
59,CD4,SLC16A1,SLC22A5,SLC16A1@SLC22A5,0,0.0,0.0,37999,0.0
60,CD4,SLC22A5,SLC16A1,SLC22A5@SLC16A1,0,0.0,0.0,37999,0.0
61,CD4,SLC29A1,SLC5A3,SLC29A1@SLC5A3,0,-3.5634207e-06,7.46862e-07,37999,1.0
62,CD4,SLC5A3,SLC29A1,SLC5A3@SLC29A1,0,-2.0691155e-06,6.06939e-07,37999,1.0
63,CD4,SLC1A5,SLC5A3,SLC1A5@SLC5A3,0,-9.8315105e-08,6.4891026e-08,37999,1.0
64,CD4,SLC5A3,SLC1A5,SLC5A3@SLC1A5,0,0.0,0.0,37999,0.0
65,CD4,SLC1A5,SLC22A5,SLC1A5@SLC22A5,0,0.0,0.0,37999,0.0
66,CD4,SLC22A5,SLC1A5,SLC22A5@SLC1A5,0,0.0,0.0,37999,0.0
67,CD4,SLC12A2,SLC29A1,SLC12A2@SLC29A1,0,-3.6421565e-07,2.571658e-07,37999,1.0
68,CD4,SLC29A1,SLC12A2,SLC29A1@SLC12A2,0,-2.340533e-06,7.655573e-07,37999,1.0
69,CD4,SLC12A2,SLC12A2,SLC12A2@SLC12A2,0,-1.0629359e-07,1.6355326e-08,37999,1.0
70,CD4,SLC5A3,SLC5A3,SLC5A3@SLC5A3,0,-4.542327e-07,3.4522995e-07,37999,1.0
71,CD4,SLC12A2,SLC5A3,SLC12A2@SLC5A3,0,1.927981e-08,1.4474689e-08,37999,1.0
72,CD4,SLC5A3,SLC12A2,SLC5A3@SLC12A2,0,2.0308255e-08,1.411724e-08,37999,1.0
73,CD4,SLC1A5,SLC1A5,SLC1A5@SLC1A5,0,0.0,0.0,37999,0.0
74,CD4,SLC12A2,SLC22A5,SLC12A2@SLC22A5,0,0.0,0.0,37999,0.0
75,CD4,SLC22A5,SLC12A2,SLC22A5@SLC12A2,0,0.0,0.0,37999,0.0
76,CD4,SLC22A5,SLC29A1,SLC22A5@SLC29A1,0,-1.03468714e-07,5.5744156e-08,37999,1.0
77,CD4,SLC29A1,SLC22A5,SLC29A1@SLC22A5,0,-2.9339296e-07,2.3328899e-07,37999,1.0
78,CD4,SLC1A5,SLC29A1,SLC1A5@SLC29A1,0,-2.186509e-06,1.7714513e-06,37999,1.0
79,CD4,SLC29A1,SLC1A5,SLC29A1@SLC1A5,0,-4.5577854e-06,1.4231473e-06,37999,1.0
80,CD4,SLC22A5,SLC5A3,SLC22A5@SLC5A3,0,0.0,0.0,37999,0.0
81,CD4,SLC5A3,SLC22A5,SLC5A3@SLC22A5,0,0.0,0.0,37999,0.0
82,CD4,SLC12A2,SLC1A5,SLC12A2@SLC1A5,0,0.0,0.0,37999,0.0
83,CD4,SLC1A5,SLC12A2,SLC1A5@SLC12A2,0,-2.3506702e-08,1.5585004e-08,37999,1.0
84,CD4,ABCC1,SLCO2B1,ABCC1@SLCO2B1,0,-5.374112e-07,1.8118243e-07,37999,1.0
85,CD4,SLCO2B1,ABCC1,SLCO2B1@ABCC1,0,0.0,0.0,37999,0.0
86,CD4,ABCC2,SLCO2B1,ABCC2@SLCO2B1,0,1.201621e-07,5.538224e-08,37999,1.0
87,CD4,SLCO2B1,ABCC2,SLCO2B1@ABCC2,0,0.0,0.0,37999,0.0
88,CD4,ABCC3,SLCO2B1,ABCC3@SLCO2B1,0,0.0,0.0,37999,0.0
89,CD4,SLCO2B1,ABCC3,SLCO2B1@ABCC3,0,0.0,0.0,37999,0.0
90,CD4,ABCC4,SLC16A1,ABCC4@SLC16A1,0,0.0,0.0,37999,0.0
91,CD4,SLC16A1,ABCC4,SLC16A1@ABCC4,0,0.0,0.0,37999,0.0
92,CD4,ABCC4,SLCO2B1,ABCC4@SLCO2B1,0,0.0,0.0,37999,0.0
93,CD4,SLCO2B1,ABCC4,SLCO2B1@ABCC4,0,0.0,0.0,37999,0.0
94,CD4,ABCC1,SLC16A1,ABCC1@SLC16A1,0,0.0,0.0,37999,0.0
95,CD4,SLC16A1,ABCC1,SLC16A1@ABCC1,0,0.0,0.0,37999,0.0
96,CD4,ABCC2,SLC16A1,ABCC2@SLC16A1,0,-1.2212534e-08,9.09171e-09,37999,1.0
97,CD4,SLC16A1,ABCC2,SLC16A1@ABCC2,0,-6.983819e-08,5.354616e-08,37999,1.0
98,CD4,SLC23A2,SLC23A2,SLC23A2@SLC23A2,0,0.0,0.0,37999,0.0
99,CD4,SCARB1,SCARB1,SCARB1@SCARB1,0,-1.158971e-06,3.5050377e-07,37999,1.0
100,CD4,ABCA1,ABCA1,ABCA1@ABCA1,1,0.0003925164,7.652195e-05,21161,1.0
101,CD4,ATP7A,ATP7A,ATP7A@ATP7A,1,0.0,0.0,21161,0.0
102,CD4,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,1,0.00094538584,0.00012053958,21161,1.0
103,CD4,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,1,-1.156933e-06,3.3955928e-07,21161,1.0
104,CD4,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,1,0.0013405517,0.00031832018,21161,1.0
105,CD4,SLC16A4,SLC16A4,SLC16A4@SLC16A4,1,-2.6588032e-05,1.2386821e-05,21161,1.0
106,CD4,SLC16A1,SLC16A1,SLC16A1@SLC16A1,1,-1.2824853e-05,3.9454076e-06,21161,1.0
107,CD4,SLC16A1,SLC16A4,SLC16A1@SLC16A4,1,-1.5823249e-05,2.3622486e-06,21161,1.0
108,CD4,SLC16A4,SLC16A1,SLC16A4@SLC16A1,1,-2.6856133e-05,7.911386e-06,21161,1.0
109,CD4,SLC29A3,SLC29A3,SLC29A3@SLC29A3,1,1.031354e-08,3.877171e-09,21161,1.0
110,CD4,SLC29A1,SLC29A1,SLC29A1@SLC29A1,1,-5.7578207e-05,8.525557e-06,21161,1.0
111,CD4,CD38,CD38,CD38@CD38,1,-4.221549e-06,1.7178505e-06,21161,1.0
112,CD4,TAP1,TAP1,TAP1@TAP1,1,0.00040642926,6.770225e-05,21161,1.0
113,CD4,ATP7B,TAP1,ATP7B@TAP1,1,0.0,0.0,21161,0.0
114,CD4,ATP7A,TAP1,ATP7A@TAP1,1,1.0822143e-05,4.982394e-06,21161,1.0
115,CD4,TAP1,ATP7A,TAP1@ATP7A,1,-6.588491e-07,2.6114657e-07,21161,1.0
116,CD4,ABCC2,ABCC2,ABCC2@ABCC2,1,0.0,0.0,21161,0.0
117,CD4,SLC39A8,SLC39A8,SLC39A8@SLC39A8,1,0.0,0.0,21161,0.0
118,CD4,CLCN3,CLCN5,CLCN3@CLCN5,1,-1.2112137e-05,4.496333e-06,21161,1.0
119,CD4,CLCN5,CLCN3,CLCN5@CLCN3,1,0.0,0.0,21161,0.0
120,CD4,CLCN3,CLCN3,CLCN3@CLCN3,1,-7.218664e-05,1.2015621e-05,21161,1.0
121,CD4,CD36,CD36,CD36@CD36,1,2.1122183e-05,5.6253066e-06,21161,1.0
122,CD4,SLC1A3,SLC1A3,SLC1A3@SLC1A3,1,1.0407038e-07,2.5711156e-08,21161,1.0
123,CD4,SLC2A1,SLC2A3,SLC2A1@SLC2A3,1,-3.6993554e-06,1.2745207e-06,21161,1.0
124,CD4,SLC2A3,SLC2A1,SLC2A3@SLC2A1,1,0.0,0.0,21161,0.0
125,CD4,SLC2A3,SLC2A3,SLC2A3@SLC2A3,1,-4.677316e-05,1.7464183e-05,21161,1.0
126,CD4,SLC2A1,SLC2A1,SLC2A1@SLC2A1,1,0.0,0.0,21161,0.0
127,CD4,SLC2A9,SLC2A1,SLC2A9@SLC2A1,1,0.0,0.0,21161,0.0
128,CD4,ABCB1,SLCO2B1,ABCB1@SLCO2B1,1,2.2970014e-05,5.877016e-06,21161,1.0
129,CD4,SLCO2B1,ABCB1,SLCO2B1@ABCB1,1,-6.8383466e-05,2.4692e-05,21161,1.0
130,CD4,CHRNA5,SLC29A1,CHRNA5@SLC29A1,1,0.0,0.0,21161,0.0
131,CD4,SLC29A1,CHRNA5,SLC29A1@CHRNA5,1,-1.882179e-05,4.7272015e-06,21161,1.0
132,CD4,MSR1,MSR1,MSR1@MSR1,1,0.0018425848,0.00015127663,21161,1.0
133,CD4,CD36,CPT1A,CD36@CPT1A,1,0.0,0.0,21161,0.0
134,CD4,CPT1A,CD36,CPT1A@CD36,1,2.0453102e-05,6.4316737e-06,21161,1.0
135,CD4,CPT1A,CPT1A,CPT1A@CPT1A,1,0.0,0.0,21161,0.0
136,CD4,CD36,MSR1,CD36@MSR1,1,0.00036790303,8.027423e-05,21161,1.0
137,CD4,MSR1,CD36,MSR1@CD36,1,0.0001280752,2.8263512e-05,21161,1.0
138,CD4,CPT1A,MSR1,CPT1A@MSR1,1,0.00039358865,7.910942e-05,21161,1.0
139,CD4,MSR1,CPT1A,MSR1@CPT1A,1,1.5938076e-06,4.01538e-07,21161,1.0
140,CD4,ABCC3,FOLR2,ABCC3@FOLR2,1,0.0,0.0,21161,0.0
141,CD4,FOLR2,FOLR2,FOLR2@FOLR2,1,2.4659113e-05,3.3052565e-06,21161,1.0
142,CD4,ABCC1,ABCC1,ABCC1@ABCC1,1,0.0,0.0,21161,0.0
143,CD4,ABCC4,ABCC1,ABCC4@ABCC1,1,0.0,0.0,21161,0.0
144,CD4,LRP1,LRP1,LRP1@LRP1,1,-2.7873375e-05,6.1107844e-06,21161,1.0
145,CD4,SLC3A2,SLC3A2,SLC3A2@SLC3A2,1,-4.6281646e-05,9.36501e-06,21161,1.0
146,CD4,CUBN,SLC11A2,CUBN@SLC11A2,1,0.0,0.0,21161,0.0
147,CD4,CUBN,SLC3A2,CUBN@SLC3A2,1,0.0,0.0,21161,0.0
148,CD4,SLC11A2,SLC11A2,SLC11A2@SLC11A2,1,2.0809965e-05,5.2111363e-06,21161,1.0
149,CD4,SLC11A2,SLC3A2,SLC11A2@SLC3A2,1,-3.1127176e-05,9.4626885e-06,21161,1.0
150,CD4,SLC3A2,SLC11A2,SLC3A2@SLC11A2,1,1.3451264e-05,4.2634647e-06,21161,1.0
151,CD4,SLC40A1,SLC40A1,SLC40A1@SLC40A1,1,0.0012733961,0.0002007016,21161,1.0
152,CD4,SLC7A5,SLC7A5,SLC7A5@SLC7A5,1,-0.00011688795,2.5310927e-05,21161,1.0
153,CD4,SLC43A2,SLC43A2,SLC43A2@SLC43A2,1,1.6100527e-07,5.0957162e-08,21161,1.0
154,CD4,SLC6A17,SLC6A17,SLC6A17@SLC6A17,1,-0.000120766475,2.5687643e-05,21161,1.0
155,CD4,SLC6A17,SLC6A9,SLC6A17@SLC6A9,1,4.3879814e-07,1.17609126e-07,21161,1.0
156,CD4,SLC6A9,SLC6A17,SLC6A9@SLC6A17,1,0.0,0.0,21161,0.0
157,CD4,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,1,0.00010363838,2.9793693e-05,21161,1.0
158,CD4,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,1,0.0,0.0,21161,0.0
159,CD4,SLC16A1,SLC22A5,SLC16A1@SLC22A5,1,0.0,0.0,21161,0.0
160,CD4,SLC22A5,SLC16A1,SLC22A5@SLC16A1,1,0.0,0.0,21161,0.0
161,CD4,SLC29A1,SLC5A3,SLC29A1@SLC5A3,1,-7.8848214e-05,3.1164123e-05,21161,1.0
162,CD4,SLC5A3,SLC29A1,SLC5A3@SLC29A1,1,-9.279647e-06,2.1914152e-06,21161,1.0
163,CD4,SLC1A5,SLC5A3,SLC1A5@SLC5A3,1,-1.5795258e-05,3.2137739e-06,21161,1.0
164,CD4,SLC5A3,SLC1A5,SLC5A3@SLC1A5,1,-5.3236464e-09,1.144111e-09,21161,1.0
165,CD4,SLC1A5,SLC22A5,SLC1A5@SLC22A5,1,0.0,0.0,21161,0.0
166,CD4,SLC22A5,SLC1A5,SLC22A5@SLC1A5,1,0.0,0.0,21161,0.0
167,CD4,SLC12A2,SLC29A1,SLC12A2@SLC29A1,1,-4.5574793e-06,7.8272626e-07,21161,1.0
168,CD4,SLC29A1,SLC12A2,SLC29A1@SLC12A2,1,-3.077615e-06,1.0049712e-06,21161,1.0
169,CD4,SLC12A2,SLC12A2,SLC12A2@SLC12A2,1,0.0,0.0,21161,0.0
170,CD4,SLC5A3,SLC5A3,SLC5A3@SLC5A3,1,-2.7304597e-05,6.4414303e-06,21161,1.0
171,CD4,SLC12A2,SLC5A3,SLC12A2@SLC5A3,1,-3.8278067e-06,9.36646e-07,21161,1.0
172,CD4,SLC5A3,SLC12A2,SLC5A3@SLC12A2,1,-3.5141153e-07,1.1133277e-07,21161,1.0
173,CD4,SLC1A5,SLC1A5,SLC1A5@SLC1A5,1,-6.4295356e-09,2.1284452e-09,21161,1.0
174,CD4,SLC12A2,SLC22A5,SLC12A2@SLC22A5,1,0.0,0.0,21161,0.0
175,CD4,SLC22A5,SLC12A2,SLC22A5@SLC12A2,1,0.0,0.0,21161,0.0
176,CD4,SLC22A5,SLC29A1,SLC22A5@SLC29A1,1,-7.0034716e-09,1.2260746e-09,21161,1.0
177,CD4,SLC29A1,SLC22A5,SLC29A1@SLC22A5,1,-5.0582294e-06,1.5904237e-06,21161,1.0
178,CD4,SLC1A5,SLC29A1,SLC1A5@SLC29A1,1,0.0,0.0,21161,0.0
179,CD4,SLC29A1,SLC1A5,SLC29A1@SLC1A5,1,-4.782455e-06,1.1367266e-06,21161,1.0
180,CD4,SLC22A5,SLC5A3,SLC22A5@SLC5A3,1,-1.9852916e-08,6.232229e-09,21161,1.0
181,CD4,SLC5A3,SLC22A5,SLC5A3@SLC22A5,1,0.0,0.0,21161,0.0
182,CD4,SLC12A2,SLC1A5,SLC12A2@SLC1A5,1,0.0,0.0,21161,0.0
183,CD4,SLC1A5,SLC12A2,SLC1A5@SLC12A2,1,0.0,0.0,21161,0.0
184,CD4,ABCC1,SLCO2B1,ABCC1@SLCO2B1,1,0.00043449723,7.23223e-05,21161,1.0
185,CD4,SLCO2B1,ABCC1,SLCO2B1@ABCC1,1,-1.9216332e-05,5.859919e-06,21161,1.0
186,CD4,ABCC2,SLCO2B1,ABCC2@SLCO2B1,1,0.00012817909,2.973612e-05,21161,1.0
187,CD4,SLCO2B1,ABCC2,SLCO2B1@ABCC2,1,0.0,0.0,21161,0.0
188,CD4,ABCC3,SLCO2B1,ABCC3@SLCO2B1,1,1.2794675e-07,3.6413372e-08,21161,1.0
189,CD4,SLCO2B1,ABCC3,SLCO2B1@ABCC3,1,0.0,0.0,21161,0.0
190,CD4,ABCC4,SLC16A1,ABCC4@SLC16A1,1,0.0,0.0,21161,0.0
191,CD4,SLC16A1,ABCC4,SLC16A1@ABCC4,1,-9.953155e-09,3.4730203e-09,21161,1.0
192,CD4,ABCC4,SLCO2B1,ABCC4@SLCO2B1,1,7.939941e-05,1.7166029e-05,21161,1.0
193,CD4,SLCO2B1,ABCC4,SLCO2B1@ABCC4,1,0.0,0.0,21161,0.0
194,CD4,ABCC1,SLC16A1,ABCC1@SLC16A1,1,0.0,0.0,21161,0.0
195,CD4,SLC16A1,ABCC1,SLC16A1@ABCC1,1,-6.260038e-07,1.9171941e-07,21161,1.0
196,CD4,ABCC2,SLC16A1,ABCC2@SLC16A1,1,1.0880825e-07,3.5094768e-08,21161,1.0
197,CD4,SLC16A1,ABCC2,SLC16A1@ABCC2,1,0.0,0.0,21161,0.0
198,CD4,SLC23A2,SLC23A2,SLC23A2@SLC23A2,1,0.0,0.0,21161,0.0
199,CD4,SCARB1,SCARB1,SCARB1@SCARB1,1,-1.4126938e-06,5.9866517e-07,21161,1.0
200,CD4,ABCA1,ABCA1,ABCA1@ABCA1,2,-0.0001449865,0.00013065524,19889,1.0
201,CD4,ATP7A,ATP7A,ATP7A@ATP7A,2,0.0,0.0,19889,0.0
202,CD4,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,2,0.014105664,0.0008390651,19889,1.0
203,CD4,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,2,-8.8037774e-07,2.58435e-07,19889,1.0
204,CD4,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,2,0.019952156,0.00018427668,19889,1.0
205,CD4,SLC16A4,SLC16A4,SLC16A4@SLC16A4,2,-2.4007609e-06,1.3828409e-06,19889,1.0
206,CD4,SLC16A1,SLC16A1,SLC16A1@SLC16A1,2,0.00014963206,6.9039335e-05,19889,1.0
207,CD4,SLC16A1,SLC16A4,SLC16A1@SLC16A4,2,-2.0917456e-07,1.4055654e-07,19889,1.0
208,CD4,SLC16A4,SLC16A1,SLC16A4@SLC16A1,2,0.00030655024,0.000105896186,19889,1.0
209,CD4,SLC29A3,SLC29A3,SLC29A3@SLC29A3,2,0.0,0.0,19889,0.0
210,CD4,SLC29A1,SLC29A1,SLC29A1@SLC29A1,2,0.003038275,0.00048353407,19889,1.0
211,CD4,CD38,CD38,CD38@CD38,2,0.0010277545,0.0004288554,19889,1.0
212,CD4,TAP1,TAP1,TAP1@TAP1,2,0.0104011195,0.00042545705,19889,1.0
213,CD4,ATP7B,TAP1,ATP7B@TAP1,2,8.1652586e-05,3.692538e-05,19889,1.0
214,CD4,ATP7A,TAP1,ATP7A@TAP1,2,0.0013700355,0.00019851107,19889,1.0
215,CD4,TAP1,ATP7A,TAP1@ATP7A,2,7.055771e-05,2.2858481e-05,19889,1.0
216,CD4,ABCC2,ABCC2,ABCC2@ABCC2,2,0.0,0.0,19889,0.0
217,CD4,SLC39A8,SLC39A8,SLC39A8@SLC39A8,2,1.6760667e-06,4.4750772e-07,19889,1.0
218,CD4,CLCN3,CLCN5,CLCN3@CLCN5,2,1.4324825e-05,8.397309e-06,19889,1.0
219,CD4,CLCN5,CLCN3,CLCN5@CLCN3,2,3.2295294e-08,9.590209e-09,19889,1.0
220,CD4,CLCN3,CLCN3,CLCN3@CLCN3,2,6.576915e-05,2.3725266e-05,19889,1.0
221,CD4,CD36,CD36,CD36@CD36,2,-0.00043498946,0.00043759946,19889,1.0
222,CD4,SLC1A3,SLC1A3,SLC1A3@SLC1A3,2,0.00012398954,5.807234e-05,19889,1.0
223,CD4,SLC2A1,SLC2A3,SLC2A1@SLC2A3,2,-0.002726066,0.00045585024,19889,1.0
224,CD4,SLC2A3,SLC2A1,SLC2A3@SLC2A1,2,-0.0020312604,0.0007289465,19889,1.0
225,CD4,SLC2A3,SLC2A3,SLC2A3@SLC2A3,2,-0.009176675,0.0003741258,19889,1.0
226,CD4,SLC2A1,SLC2A1,SLC2A1@SLC2A1,2,-0.0008412029,0.00020188218,19889,1.0
227,CD4,SLC2A9,SLC2A1,SLC2A9@SLC2A1,2,-1.9900419e-05,1.4623363e-05,19889,1.0
228,CD4,ABCB1,SLCO2B1,ABCB1@SLCO2B1,2,0.00097269507,0.00033498407,19889,1.0
229,CD4,SLCO2B1,ABCB1,SLCO2B1@ABCB1,2,1.4195471e-07,5.8451484e-08,19889,1.0
230,CD4,CHRNA5,SLC29A1,CHRNA5@SLC29A1,2,9.112351e-05,3.0051746e-05,19889,1.0
231,CD4,SLC29A1,CHRNA5,SLC29A1@CHRNA5,2,2.1346306e-08,9.684591e-09,19889,1.0
232,CD4,MSR1,MSR1,MSR1@MSR1,2,-9.693671e-05,0.00013196046,19889,1.0
233,CD4,CD36,CPT1A,CD36@CPT1A,2,-0.00044422044,0.00014362828,19889,1.0
234,CD4,CPT1A,CD36,CPT1A@CD36,2,-4.5170586e-05,1.2861289e-05,19889,1.0
235,CD4,CPT1A,CPT1A,CPT1A@CPT1A,2,3.5639022e-07,1.6497575e-07,19889,1.0
236,CD4,CD36,MSR1,CD36@MSR1,2,-0.00021883856,0.00029355794,19889,1.0
237,CD4,MSR1,CD36,MSR1@CD36,2,-0.00030832508,0.0003800309,19889,1.0
238,CD4,CPT1A,MSR1,CPT1A@MSR1,2,0.0036348824,0.00018766231,19889,1.0
239,CD4,MSR1,CPT1A,MSR1@CPT1A,2,-0.0005127424,0.00013981572,19889,1.0
240,CD4,ABCC3,FOLR2,ABCC3@FOLR2,2,1.07286e-05,2.1282017e-06,19889,1.0
241,CD4,FOLR2,FOLR2,FOLR2@FOLR2,2,0.0007828419,0.00028274354,19889,1.0
242,CD4,ABCC1,ABCC1,ABCC1@ABCC1,2,0.0003121716,8.4122876e-05,19889,1.0
243,CD4,ABCC4,ABCC1,ABCC4@ABCC1,2,7.429455e-05,3.1617757e-05,19889,1.0
244,CD4,LRP1,LRP1,LRP1@LRP1,2,0.0012832056,0.00016332924,19889,1.0
245,CD4,SLC3A2,SLC3A2,SLC3A2@SLC3A2,2,0.000646729,0.00022078457,19889,1.0
246,CD4,CUBN,SLC11A2,CUBN@SLC11A2,2,-5.1481308e-08,2.9553508e-08,19889,1.0
247,CD4,CUBN,SLC3A2,CUBN@SLC3A2,2,2.1445516e-08,5.138537e-09,19889,1.0
248,CD4,SLC11A2,SLC11A2,SLC11A2@SLC11A2,2,0.00051456713,0.00012471656,19889,1.0
249,CD4,SLC11A2,SLC3A2,SLC11A2@SLC3A2,2,0.0005211097,0.00029172155,19889,1.0
250,CD4,SLC3A2,SLC11A2,SLC3A2@SLC11A2,2,0.0005908759,0.00021388076,19889,1.0
251,CD4,SLC40A1,SLC40A1,SLC40A1@SLC40A1,2,0.022634901,0.00032303465,19889,1.0
252,CD4,SLC7A5,SLC7A5,SLC7A5@SLC7A5,2,1.1477173e-06,2.0387452e-07,19889,1.0
