,gene,export,import,pair,cell_type,mean,std,n,frac_nonzero
2576,IL2RA,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,7,0.0,0.0,4214,0.0
2577,IL2RA,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,7,0.0,0.0,4214,0.0
2578,IL2RA,SLC29A1,SLC5A3,SLC29A1@SLC5A3,7,0.0,0.0,4214,0.0
2579,IL2RA,SLC5A3,SLC29A1,SLC5A3@SLC29A1,7,0.0,0.0,4214,0.0
2580,IL2RA,SLC5A3,SLC1A5,SLC5A3@SLC1A5,7,0.0,0.0,4214,0.0
2581,IL2RA,SLC5A3,SLC5A3,SLC5A3@SLC5A3,7,0.0,0.0,4214,0.0
2582,IL2RA,SLC1A5,SLC1A5,SLC1A5@SLC1A5,7,0.0,0.0,4214,0.0
2583,IL2RA,SLC1A5,SLC29A1,SLC1A5@SLC29A1,7,0.0,0.0,4214,0.0
2584,IL2RA,SLC29A1,SLC1A5,SLC29A1@SLC1A5,7,0.0,0.0,4214,0.0
2585,IL2RA,ABCC1,SLCO2B1,ABCC1@SLCO2B1,7,0.0,0.0,4214,0.0
2586,IL2RA,SLCO2B1,ABCC1,SLCO2B1@ABCC1,7,0.0,0.0,4214,0.0
2587,IL2RA,ABCC2,SLCO2B1,ABCC2@SLCO2B1,7,0.0,0.0,4214,0.0
2588,IL2RA,ABCC3,SLCO2B1,ABCC3@SLCO2B1,7,0.0,0.0,4214,0.0
2589,IL2RA,ABCC4,SLCO2B1,ABCC4@SLCO2B1,7,0.0,0.0,4214,0.0
2590,IL2RA,ABCA1,ABCA1,ABCA1@ABCA1,8,0.0,0.0,3786,0.0
2591,IL2RA,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,8,0.0,0.0,3786,0.0
2592,IL2RA,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,8,0.0,0.0,3786,0.0
2593,IL2RA,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,8,0.0,0.0,3786,0.0
2594,IL2RA,SLC16A4,SLC16A4,SLC16A4@SLC16A4,8,0.0,0.0,3786,0.0
2595,IL2RA,SLC29A1,SLC29A1,SLC29A1@SLC29A1,8,0.0,0.0,3786,0.0
2596,IL2RA,CD38,CD38,CD38@CD38,8,0.0,0.0,3786,0.0
2597,IL2RA,TAP1,TAP1,TAP1@TAP1,8,0.0,0.0,3786,0.0
2598,IL2RA,ATP7A,TAP1,ATP7A@TAP1,8,0.0,0.0,3786,0.0
2599,IL2RA,SLC39A8,SLC39A8,SLC39A8@SLC39A8,8,0.0,0.0,3786,0.0
2600,IL2RA,CLCN3,CLCN3,CLCN3@CLCN3,8,0.0,0.0,3786,0.0
2601,IL2RA,CD36,CD36,CD36@CD36,8,0.0,0.0,3786,0.0
2602,IL2RA,SLC2A1,SLC2A3,SLC2A1@SLC2A3,8,0.0,0.0,3786,0.0
2603,IL2RA,SLC2A3,SLC2A1,SLC2A3@SLC2A1,8,0.0,0.0,3786,0.0
2604,IL2RA,SLC2A3,SLC2A3,SLC2A3@SLC2A3,8,0.0,0.0,3786,0.0
2605,IL2RA,SLC2A1,SLC2A1,SLC2A1@SLC2A1,8,0.0,0.0,3786,0.0
2606,IL2RA,ABCB1,SLCO2B1,ABCB1@SLCO2B1,8,0.0,0.0,3786,0.0
2607,IL2RA,MSR1,MSR1,MSR1@MSR1,8,0.0,0.0,3786,0.0
2608,IL2RA,CPT1A,CD36,CPT1A@CD36,8,0.0,0.0,3786,0.0
2609,IL2RA,CD36,MSR1,CD36@MSR1,8,0.0,0.0,3786,0.0
2610,IL2RA,MSR1,CD36,MSR1@CD36,8,0.0,0.0,3786,0.0
2611,IL2RA,CPT1A,MSR1,CPT1A@MSR1,8,0.0,0.0,3786,0.0
2612,IL2RA,MSR1,CPT1A,MSR1@CPT1A,8,0.0,0.0,3786,0.0
2613,IL2RA,ABCC3,FOLR2,ABCC3@FOLR2,8,0.0,0.0,3786,0.0
2614,IL2RA,FOLR2,FOLR2,FOLR2@FOLR2,8,0.0,0.0,3786,0.0
2615,IL2RA,LRP1,LRP1,LRP1@LRP1,8,0.0,0.0,3786,0.0
2616,IL2RA,SLC11A2,SLC11A2,SLC11A2@SLC11A2,8,0.0,0.0,3786,0.0
2617,IL2RA,SLC11A2,SLC3A2,SLC11A2@SLC3A2,8,0.0,0.0,3786,0.0
2618,IL2RA,SLC3A2,SLC11A2,SLC3A2@SLC11A2,8,0.0,0.0,3786,0.0
2619,IL2RA,SLC40A1,SLC40A1,SLC40A1@SLC40A1,8,0.0,0.0,3786,0.0
2620,IL2RA,SLC7A5,SLC7A5,SLC7A5@SLC7A5,8,0.0,0.0,3786,0.0
2621,IL2RA,SLC6A17,SLC6A17,SLC6A17@SLC6A17,8,0.0,0.0,3786,0.0
2622,IL2RA,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,8,0.0,0.0,3786,0.0
2623,IL2RA,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,8,0.0,0.0,3786,0.0
2624,IL2RA,SLC29A1,SLC5A3,SLC29A1@SLC5A3,8,0.0,0.0,3786,0.0
2625,IL2RA,SLC5A3,SLC29A1,SLC5A3@SLC29A1,8,0.0,0.0,3786,0.0
2626,IL2RA,SLC5A3,SLC1A5,SLC5A3@SLC1A5,8,0.0,0.0,3786,0.0
2627,IL2RA,SLC5A3,SLC5A3,SLC5A3@SLC5A3,8,0.0,0.0,3786,0.0
2628,IL2RA,SLC1A5,SLC1A5,SLC1A5@SLC1A5,8,0.0,0.0,3786,0.0
2629,IL2RA,SLC1A5,SLC29A1,SLC1A5@SLC29A1,8,0.0,0.0,3786,0.0
2630,IL2RA,SLC29A1,SLC1A5,SLC29A1@SLC1A5,8,0.0,0.0,3786,0.0
2631,IL2RA,ABCC1,SLCO2B1,ABCC1@SLCO2B1,8,0.0,0.0,3786,0.0
2632,IL2RA,SLCO2B1,ABCC1,SLCO2B1@ABCC1,8,0.0,0.0,3786,0.0
2633,IL2RA,ABCC2,SLCO2B1,ABCC2@SLCO2B1,8,0.0,0.0,3786,0.0
2634,IL2RA,ABCC3,SLCO2B1,ABCC3@SLCO2B1,8,0.0,0.0,3786,0.0
2635,IL2RA,ABCC4,SLCO2B1,ABCC4@SLCO2B1,8,0.0,0.0,3786,0.0
2636,IL2RA,ABCA1,ABCA1,ABCA1@ABCA1,9,0.0,0.0,3133,0.0
2637,IL2RA,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,9,0.0,0.0,3133,0.0
2638,IL2RA,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,9,0.0,0.0,3133,0.0
2639,IL2RA,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,9,0.0,0.0,3133,0.0
2640,IL2RA,SLC16A4,SLC16A4,SLC16A4@SLC16A4,9,0.0,0.0,3133,0.0
2641,IL2RA,SLC29A1,SLC29A1,SLC29A1@SLC29A1,9,0.0,0.0,3133,0.0
2642,IL2RA,CD38,CD38,CD38@CD38,9,0.0,0.0,3133,0.0
2643,IL2RA,TAP1,TAP1,TAP1@TAP1,9,0.0,0.0,3133,0.0
2644,IL2RA,ATP7A,TAP1,ATP7A@TAP1,9,0.0,0.0,3133,0.0
2645,IL2RA,SLC39A8,SLC39A8,SLC39A8@SLC39A8,9,0.0,0.0,3133,0.0
2646,IL2RA,CLCN3,CLCN3,CLCN3@CLCN3,9,0.0,0.0,3133,0.0
2647,IL2RA,CD36,CD36,CD36@CD36,9,0.0,0.0,3133,0.0
2648,IL2RA,SLC2A1,SLC2A3,SLC2A1@SLC2A3,9,0.0,0.0,3133,0.0
2649,IL2RA,SLC2A3,SLC2A1,SLC2A3@SLC2A1,9,0.0,0.0,3133,0.0
2650,IL2RA,SLC2A3,SLC2A3,SLC2A3@SLC2A3,9,0.0,0.0,3133,0.0
2651,IL2RA,SLC2A1,SLC2A1,SLC2A1@SLC2A1,9,0.0,0.0,3133,0.0
2652,IL2RA,ABCB1,SLCO2B1,ABCB1@SLCO2B1,9,0.0,0.0,3133,0.0
2653,IL2RA,MSR1,MSR1,MSR1@MSR1,9,0.0,0.0,3133,0.0
2654,IL2RA,CPT1A,CD36,CPT1A@CD36,9,0.0,0.0,3133,0.0
2655,IL2RA,CD36,MSR1,CD36@MSR1,9,0.0,0.0,3133,0.0
2656,IL2RA,MSR1,CD36,MSR1@CD36,9,0.0,0.0,3133,0.0
2657,IL2RA,CPT1A,MSR1,CPT1A@MSR1,9,0.0,0.0,3133,0.0
2658,IL2RA,MSR1,CPT1A,MSR1@CPT1A,9,0.0,0.0,3133,0.0
2659,IL2RA,ABCC3,FOLR2,ABCC3@FOLR2,9,0.0,0.0,3133,0.0
2660,IL2RA,FOLR2,FOLR2,FOLR2@FOLR2,9,0.0,0.0,3133,0.0
2661,IL2RA,LRP1,LRP1,LRP1@LRP1,9,0.0,0.0,3133,0.0
2662,IL2RA,SLC11A2,SLC11A2,SLC11A2@SLC11A2,9,0.0,0.0,3133,0.0
2663,IL2RA,SLC11A2,SLC3A2,SLC11A2@SLC3A2,9,0.0,0.0,3133,0.0
2664,IL2RA,SLC3A2,SLC11A2,SLC3A2@SLC11A2,9,0.0,0.0,3133,0.0
2665,IL2RA,SLC40A1,SLC40A1,SLC40A1@SLC40A1,9,0.0,0.0,3133,0.0
2666,IL2RA,SLC7A5,SLC7A5,SLC7A5@SLC7A5,9,0.0,0.0,3133,0.0
2667,IL2RA,SLC6A17,SLC6A17,SLC6A17@SLC6A17,9,0.0,0.0,3133,0.0
2668,IL2RA,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,9,0.0,0.0,3133,0.0
2669,IL2RA,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,9,0.0,0.0,3133,0.0
2670,IL2RA,SLC29A1,SLC5A3,SLC29A1@SLC5A3,9,0.0,0.0,3133,0.0
2671,IL2RA,SLC5A3,SLC29A1,SLC5A3@SLC29A1,9,0.0,0.0,3133,0.0
2672,IL2RA,SLC5A3,SLC1A5,SLC5A3@SLC1A5,9,0.0,0.0,3133,0.0
2673,IL2RA,SLC5A3,SLC5A3,SLC5A3@SLC5A3,9,0.0,0.0,3133,0.0
2674,IL2RA,SLC1A5,SLC1A5,SLC1A5@SLC1A5,9,0.0,0.0,3133,0.0
2675,IL2RA,SLC1A5,SLC29A1,SLC1A5@SLC29A1,9,0.0,0.0,3133,0.0
2676,IL2RA,SLC29A1,SLC1A5,SLC29A1@SLC1A5,9,0.0,0.0,3133,0.0
2677,IL2RA,ABCC1,SLCO2B1,ABCC1@SLCO2B1,9,0.0,0.0,3133,0.0
2678,IL2RA,SLCO2B1,ABCC1,SLCO2B1@ABCC1,9,0.0,0.0,3133,0.0
2679,IL2RA,ABCC2,SLCO2B1,ABCC2@SLCO2B1,9,0.0,0.0,3133,0.0
2680,IL2RA,ABCC3,SLCO2B1,ABCC3@SLCO2B1,9,0.0,0.0,3133,0.0
2681,IL2RA,ABCC4,SLCO2B1,ABCC4@SLCO2B1,9,0.0,0.0,3133,0.0
2682,IL2RA,ABCA1,ABCA1,ABCA1@ABCA1,10,0.0,0.0,521,0.0
2683,IL2RA,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,10,0.0,0.0,521,0.0
2684,IL2RA,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,10,0.0,0.0,521,0.0
2685,IL2RA,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,10,0.0,0.0,521,0.0
2686,IL2RA,SLC16A4,SLC16A4,SLC16A4@SLC16A4,10,0.0,0.0,521,0.0
2687,IL2RA,SLC29A1,SLC29A1,SLC29A1@SLC29A1,10,0.0,0.0,521,0.0
2688,IL2RA,CD38,CD38,CD38@CD38,10,0.0,0.0,521,0.0
2689,IL2RA,TAP1,TAP1,TAP1@TAP1,10,0.0,0.0,521,0.0
2690,IL2RA,ATP7A,TAP1,ATP7A@TAP1,10,0.0,0.0,521,0.0
2691,IL2RA,SLC39A8,SLC39A8,SLC39A8@SLC39A8,10,0.0,0.0,521,0.0
2692,IL2RA,CLCN3,CLCN3,CLCN3@CLCN3,10,0.0,0.0,521,0.0
2693,IL2RA,CD36,CD36,CD36@CD36,10,0.0,0.0,521,0.0
2694,IL2RA,SLC2A1,SLC2A3,SLC2A1@SLC2A3,10,0.0,0.0,521,0.0
2695,IL2RA,SLC2A3,SLC2A1,SLC2A3@SLC2A1,10,0.0,0.0,521,0.0
2696,IL2RA,SLC2A3,SLC2A3,SLC2A3@SLC2A3,10,0.0,0.0,521,0.0
2697,IL2RA,SLC2A1,SLC2A1,SLC2A1@SLC2A1,10,0.0,0.0,521,0.0
2698,IL2RA,ABCB1,SLCO2B1,ABCB1@SLCO2B1,10,0.0,0.0,521,0.0
2699,IL2RA,MSR1,MSR1,MSR1@MSR1,10,0.0,0.0,521,0.0
2700,IL2RA,CPT1A,CD36,CPT1A@CD36,10,0.0,0.0,521,0.0
2701,IL2RA,CD36,MSR1,CD36@MSR1,10,0.0,0.0,521,0.0
2702,IL2RA,MSR1,CD36,MSR1@CD36,10,0.0,0.0,521,0.0
2703,IL2RA,CPT1A,MSR1,CPT1A@MSR1,10,0.0,0.0,521,0.0
2704,IL2RA,MSR1,CPT1A,MSR1@CPT1A,10,0.0,0.0,521,0.0
2705,IL2RA,ABCC3,FOLR2,ABCC3@FOLR2,10,0.0,0.0,521,0.0
2706,IL2RA,FOLR2,FOLR2,FOLR2@FOLR2,10,0.0,0.0,521,0.0
2707,IL2RA,LRP1,LRP1,LRP1@LRP1,10,0.0,0.0,521,0.0
2708,IL2RA,SLC11A2,SLC11A2,SLC11A2@SLC11A2,10,0.0,0.0,521,0.0
2709,IL2RA,SLC11A2,SLC3A2,SLC11A2@SLC3A2,10,0.0,0.0,521,0.0
2710,IL2RA,SLC3A2,SLC11A2,SLC3A2@SLC11A2,10,0.0,0.0,521,0.0
2711,IL2RA,SLC40A1,SLC40A1,SLC40A1@SLC40A1,10,0.0,0.0,521,0.0
2712,IL2RA,SLC7A5,SLC7A5,SLC7A5@SLC7A5,10,0.0,0.0,521,0.0
2713,IL2RA,SLC6A17,SLC6A17,SLC6A17@SLC6A17,10,0.0,0.0,521,0.0
2714,IL2RA,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,10,0.0,0.0,521,0.0
2715,IL2RA,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,10,0.0,0.0,521,0.0
2716,IL2RA,SLC29A1,SLC5A3,SLC29A1@SLC5A3,10,0.0,0.0,521,0.0
2717,IL2RA,SLC5A3,SLC29A1,SLC5A3@SLC29A1,10,0.0,0.0,521,0.0
2718,IL2RA,SLC5A3,SLC1A5,SLC5A3@SLC1A5,10,0.0,0.0,521,0.0
2719,IL2RA,SLC5A3,SLC5A3,SLC5A3@SLC5A3,10,0.0,0.0,521,0.0
2720,IL2RA,SLC1A5,SLC1A5,SLC1A5@SLC1A5,10,0.0,0.0,521,0.0
2721,IL2RA,SLC1A5,SLC29A1,SLC1A5@SLC29A1,10,0.0,0.0,521,0.0
2722,IL2RA,SLC29A1,SLC1A5,SLC29A1@SLC1A5,10,0.0,0.0,521,0.0
2723,IL2RA,ABCC1,SLCO2B1,ABCC1@SLCO2B1,10,0.0,0.0,521,0.0
2724,IL2RA,SLCO2B1,ABCC1,SLCO2B1@ABCC1,10,0.0,0.0,521,0.0
2725,IL2RA,ABCC2,SLCO2B1,ABCC2@SLCO2B1,10,0.0,0.0,521,0.0
2726,IL2RA,ABCC3,SLCO2B1,ABCC3@SLCO2B1,10,0.0,0.0,521,0.0
2727,IL2RA,ABCC4,SLCO2B1,ABCC4@SLCO2B1,10,0.0,0.0,521,0.0
2728,ENTPD1,ABCA1,ABCA1,ABCA1@ABCA1,0,0.0,0.0,37999,0.0
2729,ENTPD1,SLC16A4,SLC16A4,SLC16A4@SLC16A4,0,0.0,0.0,37999,0.0
2730,ENTPD1,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,0,0.0,0.0,37999,0.0
2731,ENTPD1,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,0,0.0,0.0,37999,0.0
2732,ENTPD1,SLC16A1,SLC16A4,SLC16A1@SLC16A4,0,0.0,0.0,37999,0.0
2733,ENTPD1,SLC16A4,SLC16A1,SLC16A4@SLC16A1,0,0.0,0.0,37999,0.0
2734,ENTPD1,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,0,0.0,0.0,37999,0.0
2735,ENTPD1,SLC29A1,SLC29A1,SLC29A1@SLC29A1,0,0.0,0.0,37999,0.0
2736,ENTPD1,CD38,CD38,CD38@CD38,0,0.0,0.0,37999,0.0
2737,ENTPD1,TAP1,ATP7B,TAP1@ATP7B,0,0.0,0.0,37999,0.0
2738,ENTPD1,ATP7A,TAP1,ATP7A@TAP1,0,0.0,0.0,37999,0.0
2739,ENTPD1,TAP1,TAP1,TAP1@TAP1,0,0.0,0.0,37999,0.0
2740,ENTPD1,SLC39A8,SLC39A8,SLC39A8@SLC39A8,0,0.0,0.0,37999,0.0
2741,ENTPD1,CLCN3,CLCN3,CLCN3@CLCN3,0,0.0,0.0,37999,0.0
2742,ENTPD1,CLCN5,CLCN3,CLCN5@CLCN3,0,0.0,0.0,37999,0.0
2743,ENTPD1,CD36,CD36,CD36@CD36,0,0.0,0.0,37999,0.0
2744,ENTPD1,SLC2A1,SLC2A1,SLC2A1@SLC2A1,0,0.0,0.0,37999,0.0
2745,ENTPD1,SLC2A3,SLC2A3,SLC2A3@SLC2A3,0,0.0,0.0,37999,0.0
2746,ENTPD1,SLC2A1,SLC2A3,SLC2A1@SLC2A3,0,0.0,0.0,37999,0.0
2747,ENTPD1,SLC2A3,SLC2A1,SLC2A3@SLC2A1,0,0.0,0.0,37999,0.0
2748,ENTPD1,ABCB1,SLCO2B1,ABCB1@SLCO2B1,0,0.0,0.0,37999,0.0
2749,ENTPD1,CHRNA5,SLC29A1,CHRNA5@SLC29A1,0,0.0,0.0,37999,0.0
2750,ENTPD1,CD36,MSR1,CD36@MSR1,0,0.0,0.0,37999,0.0
2751,ENTPD1,MSR1,CD36,MSR1@CD36,0,0.0,0.0,37999,0.0
2752,ENTPD1,CD36,CPT1A,CD36@CPT1A,0,0.0,0.0,37999,0.0
2753,ENTPD1,CPT1A,CD36,CPT1A@CD36,0,0.0,0.0,37999,0.0
2754,ENTPD1,MSR1,MSR1,MSR1@MSR1,0,0.0,0.0,37999,0.0
2755,ENTPD1,CPT1A,MSR1,CPT1A@MSR1,0,0.0,0.0,37999,0.0
2756,ENTPD1,MSR1,CPT1A,MSR1@CPT1A,0,0.0,0.0,37999,0.0
2757,ENTPD1,ABCC1,ABCC1,ABCC1@ABCC1,0,0.0,0.0,37999,0.0
2758,ENTPD1,ABCC1,ABCC4,ABCC1@ABCC4,0,0.0,0.0,37999,0.0
2759,ENTPD1,LRP1,LRP1,LRP1@LRP1,0,0.0,0.0,37999,0.0
2760,ENTPD1,SLC11A2,SLC3A2,SLC11A2@SLC3A2,0,0.0,0.0,37999,0.0
2761,ENTPD1,SLC3A2,SLC11A2,SLC3A2@SLC11A2,0,0.0,0.0,37999,0.0
2762,ENTPD1,SLC40A1,SLC40A1,SLC40A1@SLC40A1,0,0.0,0.0,37999,0.0
2763,ENTPD1,SLC3A2,SLC3A2,SLC3A2@SLC3A2,0,0.0,0.0,37999,0.0
2764,ENTPD1,SLC11A2,SLC11A2,SLC11A2@SLC11A2,0,0.0,0.0,37999,0.0
2765,ENTPD1,SLC7A5,SLC7A5,SLC7A5@SLC7A5,0,0.0,0.0,37999,0.0
2766,ENTPD1,SLC43A2,SLC43A2,SLC43A2@SLC43A2,0,0.0,0.0,37999,0.0
2767,ENTPD1,SLC6A17,SLC6A17,SLC6A17@SLC6A17,0,0.0,0.0,37999,0.0
2768,ENTPD1,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,0,0.0,0.0,37999,0.0
2769,ENTPD1,SLC12A2,SLC5A3,SLC12A2@SLC5A3,0,0.0,0.0,37999,0.0
2770,ENTPD1,SLC5A3,SLC12A2,SLC5A3@SLC12A2,0,0.0,0.0,37999,0.0
2771,ENTPD1,SLC12A2,SLC1A5,SLC12A2@SLC1A5,0,0.0,0.0,37999,0.0
2772,ENTPD1,SLC1A5,SLC12A2,SLC1A5@SLC12A2,0,0.0,0.0,37999,0.0
2773,ENTPD1,SLC5A3,SLC5A3,SLC5A3@SLC5A3,0,0.0,0.0,37999,0.0
2774,ENTPD1,SLC12A2,SLC12A2,SLC12A2@SLC12A2,0,0.0,0.0,37999,0.0
2775,ENTPD1,SLC22A5,SLC29A1,SLC22A5@SLC29A1,0,0.0,0.0,37999,0.0
2776,ENTPD1,SLC1A5,SLC29A1,SLC1A5@SLC29A1,0,0.0,0.0,37999,0.0
2777,ENTPD1,SLC29A1,SLC1A5,SLC29A1@SLC1A5,0,0.0,0.0,37999,0.0
2778,ENTPD1,SLC12A2,SLC29A1,SLC12A2@SLC29A1,0,0.0,0.0,37999,0.0
2779,ENTPD1,SLC29A1,SLC12A2,SLC29A1@SLC12A2,0,0.0,0.0,37999,0.0
2780,ENTPD1,SLC5A3,SLC1A5,SLC5A3@SLC1A5,0,0.0,0.0,37999,0.0
2781,ENTPD1,SLC1A5,SLC1A5,SLC1A5@SLC1A5,0,0.0,0.0,37999,0.0
2782,ENTPD1,SLC29A1,SLC5A3,SLC29A1@SLC5A3,0,0.0,0.0,37999,0.0
2783,ENTPD1,SLC5A3,SLC29A1,SLC5A3@SLC29A1,0,0.0,0.0,37999,0.0
2784,ENTPD1,ABCC2,SLCO2B1,ABCC2@SLCO2B1,0,0.0,0.0,37999,0.0
2785,ENTPD1,ABCC1,SLCO2B1,ABCC1@SLCO2B1,0,0.0,0.0,37999,0.0
2786,ENTPD1,SLCO2B1,ABCC1,SLCO2B1@ABCC1,0,0.0,0.0,37999,0.0
2787,ENTPD1,SLC16A1,ABCC1,SLC16A1@ABCC1,0,0.0,0.0,37999,0.0
2788,ENTPD1,ABCC4,SLCO2B1,ABCC4@SLCO2B1,0,0.0,0.0,37999,0.0
2789,ENTPD1,SLCO2B1,ABCC4,SLCO2B1@ABCC4,0,0.0,0.0,37999,0.0
2790,ENTPD1,SCARB1,SCARB1,SCARB1@SCARB1,0,0.0,0.0,37999,0.0
2791,ENTPD1,ABCA1,ABCA1,ABCA1@ABCA1,1,0.0,0.0,21161,0.0
2792,ENTPD1,SLC16A4,SLC16A4,SLC16A4@SLC16A4,1,0.0,0.0,21161,0.0
2793,ENTPD1,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,1,0.0,0.0,21161,0.0
2794,ENTPD1,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,1,0.0,0.0,21161,0.0
2795,ENTPD1,SLC16A1,SLC16A4,SLC16A1@SLC16A4,1,0.0,0.0,21161,0.0
2796,ENTPD1,SLC16A4,SLC16A1,SLC16A4@SLC16A1,1,0.0,0.0,21161,0.0
2797,ENTPD1,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,1,0.0,0.0,21161,0.0
2798,ENTPD1,SLC29A1,SLC29A1,SLC29A1@SLC29A1,1,0.0,0.0,21161,0.0
2799,ENTPD1,CD38,CD38,CD38@CD38,1,0.0,0.0,21161,0.0
2800,ENTPD1,TAP1,ATP7B,TAP1@ATP7B,1,0.0,0.0,21161,0.0
2801,ENTPD1,ATP7A,TAP1,ATP7A@TAP1,1,0.0,0.0,21161,0.0
2802,ENTPD1,TAP1,TAP1,TAP1@TAP1,1,0.0,0.0,21161,0.0
2803,ENTPD1,SLC39A8,SLC39A8,SLC39A8@SLC39A8,1,0.0,0.0,21161,0.0
2804,ENTPD1,CLCN3,CLCN3,CLCN3@CLCN3,1,0.0,0.0,21161,0.0
2805,ENTPD1,CLCN5,CLCN3,CLCN5@CLCN3,1,0.0,0.0,21161,0.0
2806,ENTPD1,CD36,CD36,CD36@CD36,1,0.0,0.0,21161,0.0
2807,ENTPD1,SLC2A1,SLC2A1,SLC2A1@SLC2A1,1,0.0,0.0,21161,0.0
2808,ENTPD1,SLC2A3,SLC2A3,SLC2A3@SLC2A3,1,0.0,0.0,21161,0.0
2809,ENTPD1,SLC2A1,SLC2A3,SLC2A1@SLC2A3,1,0.0,0.0,21161,0.0
2810,ENTPD1,SLC2A3,SLC2A1,SLC2A3@SLC2A1,1,0.0,0.0,21161,0.0
2811,ENTPD1,ABCB1,SLCO2B1,ABCB1@SLCO2B1,1,0.0,0.0,21161,0.0
2812,ENTPD1,CHRNA5,SLC29A1,CHRNA5@SLC29A1,1,0.0,0.0,21161,0.0
2813,ENTPD1,CD36,MSR1,CD36@MSR1,1,0.0,0.0,21161,0.0
2814,ENTPD1,MSR1,CD36,MSR1@CD36,1,0.0,0.0,21161,0.0
2815,ENTPD1,CD36,CPT1A,CD36@CPT1A,1,0.0,0.0,21161,0.0
2816,ENTPD1,CPT1A,CD36,CPT1A@CD36,1,0.0,0.0,21161,0.0
2817,ENTPD1,MSR1,MSR1,MSR1@MSR1,1,0.0,0.0,21161,0.0
2818,ENTPD1,CPT1A,MSR1,CPT1A@MSR1,1,0.0,0.0,21161,0.0
2819,ENTPD1,MSR1,CPT1A,MSR1@CPT1A,1,0.0,0.0,21161,0.0
2820,ENTPD1,ABCC1,ABCC1,ABCC1@ABCC1,1,0.0,0.0,21161,0.0
2821,ENTPD1,ABCC1,ABCC4,ABCC1@ABCC4,1,0.0,0.0,21161,0.0
2822,ENTPD1,LRP1,LRP1,LRP1@LRP1,1,0.0,0.0,21161,0.0
2823,ENTPD1,SLC11A2,SLC3A2,SLC11A2@SLC3A2,1,0.0,0.0,21161,0.0
2824,ENTPD1,SLC3A2,SLC11A2,SLC3A2@SLC11A2,1,0.0,0.0,21161,0.0
2825,ENTPD1,SLC40A1,SLC40A1,SLC40A1@SLC40A1,1,0.0,0.0,21161,0.0
2826,ENTPD1,SLC3A2,SLC3A2,SLC3A2@SLC3A2,1,0.0,0.0,21161,0.0
2827,ENTPD1,SLC11A2,SLC11A2,SLC11A2@SLC11A2,1,0.0,0.0,21161,0.0
2828,ENTPD1,SLC7A5,SLC7A5,SLC7A5@SLC7A5,1,0.0,0.0,21161,0.0
2829,ENTPD1,SLC43A2,SLC43A2,SLC43A2@SLC43A2,1,0.0,0.0,21161,0.0
2830,ENTPD1,SLC6A17,SLC6A17,SLC6A17@SLC6A17,1,0.0,0.0,21161,0.0
2831,ENTPD1,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,1,0.0,0.0,21161,0.0
2832,ENTPD1,SLC12A2,SLC5A3,SLC12A2@SLC5A3,1,0.0,0.0,21161,0.0
2833,ENTPD1,SLC5A3,SLC12A2,SLC5A3@SLC12A2,1,0.0,0.0,21161,0.0
2834,ENTPD1,SLC12A2,SLC1A5,SLC12A2@SLC1A5,1,0.0,0.0,21161,0.0
2835,ENTPD1,SLC1A5,SLC12A2,SLC1A5@SLC12A2,1,0.0,0.0,21161,0.0
2836,ENTPD1,SLC5A3,SLC5A3,SLC5A3@SLC5A3,1,0.0,0.0,21161,0.0
2837,ENTPD1,SLC12A2,SLC12A2,SLC12A2@SLC12A2,1,0.0,0.0,21161,0.0
2838,ENTPD1,SLC22A5,SLC29A1,SLC22A5@SLC29A1,1,0.0,0.0,21161,0.0
2839,ENTPD1,SLC1A5,SLC29A1,SLC1A5@SLC29A1,1,0.0,0.0,21161,0.0
2840,ENTPD1,SLC29A1,SLC1A5,SLC29A1@SLC1A5,1,0.0,0.0,21161,0.0
2841,ENTPD1,SLC12A2,SLC29A1,SLC12A2@SLC29A1,1,0.0,0.0,21161,0.0
2842,ENTPD1,SLC29A1,SLC12A2,SLC29A1@SLC12A2,1,0.0,0.0,21161,0.0
