gene,metabolite,cell_type,mean,std,n
ATP1A1,"17a-Ethynylestradiol|3',4'-Dihydrodiol|4-Hydroxycyclophosphamide|8-Hydroxycarvedilol|E-3179|Estriol|Glycerol|N-Desmethylcitalopram|N-Desmethyleletriptan|O-Deethylated candesartan|Progesterone",Endothelial_arterial,0.0,0.0,61
ATP1A1,2-Hydroxychlorpropamide,Endothelial_arterial,0.0,0.0,61
ATP1A1,25-Hydroxycholesterol,Endothelial_arterial,0.0,0.0,61
ATP1A1,4'-Hydroxydiclofenac,Endothelial_arterial,0.0,0.0,61
ATP1A1,4-ene-Valproic acid,Endothelial_arterial,0.0,0.0,61
ATP1A1,5-Hydroxyomeprazole,Endothelial_arterial,0.0,0.0,61
ATP1A1,Acetate,Endothelial_arterial,0.0,0.0,61
ATP1A1,Acetyl-L-Carnitine|Choline|Creatine|Dopamine|Histamine|Norepinephrine,Endothelial_arterial,0.0,0.0,61
ATP1A1,Adenosine triphosphate,Endothelial_arterial,0.0,0.0,61
ATP1A1,Amiloride-sensitive sodium transport,Endothelial_arterial,0.0,0.0,61
ATP1A1,Anion exchange,Endothelial_arterial,0.0,0.0,61
ATP1A1,Butyrate|D-Lactate|Ketone bodies|L-Glutamate|L-Lactate|Pyruvate|alpha-Ketoisovaleric acid,Endothelial_arterial,0.0,0.0,61
ATP1A1,Chloride,Endothelial_arterial,0.0,0.0,61
ATP1A1,Chloride ion,Endothelial_arterial,0.0,0.0,61
ATP1A1,Cholesterol,Endothelial_arterial,0.0,0.0,61
ATP1A1,Cholic acid,Endothelial_arterial,0.0,0.0,61
ATP1A1,Citric acid|Oxalic acid,Endothelial_arterial,0.0,0.0,61
ATP1A1,Cortisol|Hydroxylansoprazole|N-Desmethyltamoxifen|N-desmethylimatinib,Endothelial_arterial,0.0,0.0,61
ATP1A1,Cyclic AMP|Hydroxycelecoxib,Endothelial_arterial,0.0,0.0,61
ATP1A1,D-Galactose|D-Glucose|D-Mannose|Dehydroascorbic acid|Docosahexaenoic acid|Glucosamine,Endothelial_arterial,0.0,0.0,61
ATP1A1,Estradiol,Endothelial_arterial,0.0,0.0,61
ATP1A1,Fatty acid,Endothelial_arterial,0.0,0.0,61
ATP1A1,Folic acid,Endothelial_arterial,0.0,0.0,61
ATP1A1,Folinic acid|Glutathione,Endothelial_arterial,0.0,0.0,61
ATP1A1,Glycyl-glycine|L-Dopa,Endothelial_arterial,0.0,0.0,61
ATP1A1,Iron,Endothelial_arterial,0.0,0.0,61
ATP1A1,L-Carnitine,Endothelial_arterial,0.0,0.0,61
ATP1A1,L-Cystine,Endothelial_arterial,0.0,0.0,61
ATP1A1,Nicotinate,Endothelial_arterial,0.0,0.0,61
ATP1A1,O-Desmethylverapamil (D-702),Endothelial_arterial,0.0,0.0,61
ATP1A1,Phosphate,Endothelial_arterial,0.0,0.0,61
ATP1A1,Sodium,Endothelial_arterial,0.0,0.0,61
ATP1A1,Sodium_hydrogen exchange,Endothelial_arterial,0.0,0.0,61
ATP1A1,Taurocholic acid,Endothelial_arterial,0.0,0.0,61
ATP1A1,Testosterone,Endothelial_arterial,0.0,0.0,61
ATP1A1,Vitamin D3,Endothelial_arterial,0.0,0.0,61
ATP1A1,Water,Endothelial_arterial,0.0,0.0,61
ATP1A1,alpha-Tocopherol,Endothelial_arterial,0.0,0.0,61
ATP1A1,"17a-Ethynylestradiol|3',4'-Dihydrodiol|4-Hydroxycyclophosphamide|8-Hydroxycarvedilol|E-3179|Estriol|Glycerol|N-Desmethylcitalopram|N-Desmethyleletriptan|O-Deethylated candesartan|Progesterone",Endothelial_lymphatic,0.0,0.0,41
ATP1A1,2-Hydroxychlorpropamide,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,25-Hydroxycholesterol,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,4'-Hydroxydiclofenac,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,4-ene-Valproic acid,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,5-Hydroxyomeprazole,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Acetate,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Acetyl-L-Carnitine|Choline|Creatine|Dopamine|Histamine|Norepinephrine,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Adenosine triphosphate,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Amiloride-sensitive sodium transport,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Anion exchange,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Butyrate|D-Lactate|Ketone bodies|L-Glutamate|L-Lactate|Pyruvate|alpha-Ketoisovaleric acid,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Chloride,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Chloride ion,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Cholesterol,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Cholic acid,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Citric acid|Oxalic acid,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Cortisol|Hydroxylansoprazole|N-Desmethyltamoxifen|N-desmethylimatinib,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Cyclic AMP|Hydroxycelecoxib,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,D-Galactose|D-Glucose|D-Mannose|Dehydroascorbic acid|Docosahexaenoic acid|Glucosamine,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Estradiol,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Fatty acid,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Folic acid,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Folinic acid|Glutathione,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Glycyl-glycine|L-Dopa,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Iron,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,L-Carnitine,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,L-Cystine,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Nicotinate,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,O-Desmethylverapamil (D-702),Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Phosphate,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Sodium,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Sodium_hydrogen exchange,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Taurocholic acid,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Testosterone,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Vitamin D3,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,Water,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,alpha-Tocopherol,Endothelial_lymphatic,0.0,0.0,41
ATP1A1,"17a-Ethynylestradiol|3',4'-Dihydrodiol|4-Hydroxycyclophosphamide|8-Hydroxycarvedilol|E-3179|Estriol|Glycerol|N-Desmethylcitalopram|N-Desmethyleletriptan|O-Deethylated candesartan|Progesterone",Endothelial_venous,0.0,0.0,49
ATP1A1,2-Hydroxychlorpropamide,Endothelial_venous,0.0,0.0,49
ATP1A1,25-Hydroxycholesterol,Endothelial_venous,0.0,0.0,49
ATP1A1,4'-Hydroxydiclofenac,Endothelial_venous,0.0,0.0,49
