,Cell Type 1,Cell Type 2,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
179,B,Fibroblast_cCF_S1,SLC40A1,SLC40A1,6.4421334,4.5552762313042425,2.6158391150496888e-06,0.0008543205985984901,1.3759896640805098,19.692127,0.029970029970029972,0.03680713592075397,1.5395470603189145,True
258,B,IEC_Colonocyte_NOS,SLC2A1,SLC2A1,13.068118,4.356039365132649,6.621848441187069e-06,0.001892331147245063,5.582497051426987,17.718863,0.008991008991008992,0.013075664793222048,1.9002247280365354,True
588,Endothelial_arterial,Endothelial_arterial,AQP7,AQP7,25.441347,5.688858160439081,6.394581960564651e-09,3.3543082469016427e-06,0.5391549944436673,63.71966,0.000999000999000999,0.002012822664996578,0.5517644081043327,True
745,Endothelial_arterial,Fibroblast_CTF_S2,CD36,MSR1,8.774136,1.5047518394648656,0.06619394492651022,0.6372792251074231,0.4156279578367,21.100983,0.027972027972027972,0.03461364976926547,0.14439308172469442,True
953,Endothelial_arterial,IEC_CT_absorptive_colonocyte,SLC40A1,SLC40A1,10.942601,3.8687937575554097,5.468755379010542e-05,0.014153758025261812,0.5020297835833696,17.489365,0.01998001998001998,0.02577503376901477,0.759116256820816,True
966,Endothelial_arterial,IEC_CT_absorptive_colonocyte,ABCC3,ABCC3,13.597482,4.8074357683231,7.643925702452892e-07,0.00028338305097444955,1.2040973108408901,12.025323,0.004995004995004995,0.008064557852693445,1.9234173547284612,True
973,Endothelial_arterial,IEC_CT_absorptive_colonocyte,AQP7,AQP8,0.14326732,0.05065264625449128,0.47980115549478397,0.6372792251074231,0.2904959456117062,32.022278,0.023976023976023976,0.030225082334263475,32.02227783203125,True
988,Endothelial_arterial,IEC_CT_absorptive_colonocyte,SCNN1A,SCNN1A,5.4506526,1.9270967074408298,0.02698378950582809,0.6372792251074231,0.08642164764375292,16.320454,0.005994005994005994,0.009351658350748433,0.7723019113447157,True
1003,Endothelial_arterial,IEC_Colonocyte_NOS,CD36,MSR1,17.423094,2.1610688146820065,0.015345012053654503,0.6372792251074231,0.9713252328988086,25.68237,0.004995004995004995,0.008064557852693445,0.15002433596469164,True
1041,Endothelial_arterial,IEC_Goblet,SLC12A2,SLC12A2,6.0411367,1.4651908755631728,0.07143442416164099,0.6372792251074231,0.7283796583297794,20.431,0.015984015984015984,0.021228964683650972,1.8769178131171962,True
1254,Endothelial_arterial,MNP_macrophage,SLC40A1,SLC40A1,4.2021766,0.7941367265545213,0.21355791944523966,0.6372792251074231,0.20419190406157653,46.44436,0.03396603396603397,0.041169222224272155,1.9856823669647334,True
1261,Endothelial_arterial,MNP_macrophage,CD36,MSR1,9.859888,1.8633437004354785,0.031206962750625768,0.6372792251074231,0.7458589531092843,56.982582,0.028971028971028972,0.03568887331797076,0.7905146939113548,True
1444,Endothelial_arterial,Plasma,ABCG2,SLC22A4,70.78449,6.434953862970525,6.175542046638222e-11,4.7061061252075824e-08,1.0132906419354986,15.19467,0.003996003996003996,0.0067066177429569085,0.5670124542644648,True
1448,Endothelial_arterial,Plasma,AQP7,AQP7,28.292519,2.572047146883878,0.005054956144704302,0.6372792251074231,0.41993618303148955,22.539042,0.02097902097902098,0.026901863211108795,0.29606470023885123,True
1732,Endothelial_lymphatic,Fibroblast_CTF_S2,CPT1A,FABP5,2.257692,0.5179500896581147,0.3022465463345815,0.6372792251074231,0.13738491474411518,20.602144,0.03596403596403597,0.04331536406345433,0.22626556431829575,True
1815,Endothelial_lymphatic,Fibroblast_cCF_S1,SLC12A2,SLC12A2,11.425753,2.052125753749203,0.020078721334074883,0.6372792251074231,0.947212654172561,17.26876,0.011988011988011988,0.016623489733073236,0.5945110665085218,True
2290,Endothelial_lymphatic,Muscularis_mucosa,CPT1A,CPT1A,9.8077,2.0910086993087234,0.018263642082095844,0.6372792251074231,1.8921608023272756,22.740444,0.016983016983016984,0.022367358997219776,1.259060473334094,True
2335,Endothelial_lymphatic,Myofibroblast,FABP5,FABP5,4.4877386,1.0884364886096463,0.13820123007854251,0.6372792251074231,0.472328546104954,26.464941,0.029970029970029972,0.03680713592075397,0.3783967690737802,True
2337,Endothelial_lymphatic,Myofibroblast,ABCA1,ABCA1,4.0261726,0.9764902972468268,0.16441077690198225,0.6372792251074231,1.9071344078283823,18.618877,0.03596403596403597,0.04331536406345433,2.0169481044881286,True
2429,Endothelial_lymphatic,Plasma,CD38,CD38,2.5628128,0.2796258017076222,0.3898823047805761,0.6372792251074231,0.08967851962421726,22.958637,0.017982017982017984,0.023491365777080067,1.100822486046142,True
2520,Endothelial_lymphatic,T_CD8,TAP1,TAP1,2.9581957,1.1180928736457927,0.1317636648680655,0.6372792251074231,0.621687359706405,21.98171,0.012987012987012988,0.017764544988318424,1.5631416051247116,True
2764,Endothelial_venous,Fibroblast_cCF_S1,CPT1A,FABP5,7.8929086,1.2326652241117648,0.10885034572808389,0.6372792251074231,0.566115605539905,21.197844,0.04195804195804196,0.04970107612594659,0.7105096506684924,True
3122,Endothelial_venous,MNP_mDC,TAP1,TAP1,5.6372695,2.5210635605188148,0.005850035795636077,0.6372792251074231,1.485496691948899,16.669178,0.03196803196803197,0.03897826617826618,1.7014066106935681,True
3361,Endothelial_venous,T_CD4,SLC40A1,SLC40A1,13.953095,4.027911703029337,2.813723432572331e-05,0.007567812612665621,1.3216046680495364,18.917208,0.006993006993006993,0.010595722624884228,0.7658937037502614,True
3614,Enteric_glia,Fibroblast_cCF_S1,SLCO2B1,SLCO2B1,5.528679,0.8431156271695986,0.19958188984098402,0.6372792251074231,0.8120586026155885,24.000452,0.008991008991008992,0.013075664793222048,1.8648182473219466,True
3732,Enteric_glia,IEC_BEST4_OTOP2,CLCN3,CLCN3,8.337062,5.895192991947545,1.871218576057202e-09,1.1159784872946364e-06,1.5053028399247863,12.426899,0.002997002997002997,0.005267122371542614,2.0814464549368754,True
3765,Enteric_glia,IEC_Colonocyte_NOS,ABCB1,SLC16A1,13.661536,1.5086642929409242,0.0656922974564073,0.6372792251074231,0.12042490298993737,13.676513,0.03896103896103896,0.04647204968944099,0.4554722562235844,True
3791,Enteric_glia,IEC_Goblet,SLC40A1,SLC40A1,11.118132,2.7795329093933105,0.0027218568650462516,0.4786629566389671,1.4944182999791495,22.599886,0.01098901098901099,0.015463301573272852,0.9525822353385095,True
3824,Enteric_glia,IEC_Goblet,SLC26A2,SLC26A2,4.044048,1.0110119581222534,0.15600535322519166,0.6372792251074231,0.11130406878837623,19.252857,0.03296703296703297,0.0400716695798663,0.5606646996385435,True
3847,Enteric_glia,IEC_Goblet_2,ABCC3,ABCC3,15.395153,5.131717681884766,1.4355496069300316e-07,5.6261239880740694e-05,1.0855378210687225,22.482618,0.000999000999000999,0.002012822664996578,1.1999501746175232,True
3900,Enteric_glia,IEC_ISC,ABCB1,SLC22A5,20.491758,5.683391187917744,6.6024876187463984e-09,3.3543082469016427e-06,0.7231839911283463,12.8749695,0.008991008991008992,0.013075664793222048,1.7151130612892067,True
3907,Enteric_glia,IEC_ISC,SLC9A3,SLC9A3,16.451914,4.562939915894279,2.522112694954699e-06,0.0008438004838217953,16.451913833618164,11.801792,0.01098901098901099,0.015463301573272852,11.80179214477539,True
3985,Enteric_glia,MAST,AQP7,AQP7,20.482538,7.2416708367922356,2.2159521975479902e-13,2.0264144195843852e-10,2.444787591486591,22.243917,0.002997002997002997,0.005267122371542614,1.9069040622615807,True
4125,Enteric_glia,Muscularis_mucosa,SLC26A2,SLC26A2,10.317562,2.502376373568132,0.006168135061362953,0.6372792251074231,0.4566717798761298,26.806278,0.005994005994005994,0.009351658350748433,0.9953078758236421,True
4326,Enteric_glia,T_CD8,TAP1,TAP1,25.44862,8.4828732808431,1.0984994650643965e-17,1.255676430190694e-14,0.8983898383124511,24.708208,0.000999000999000999,0.002012822664996578,2.1235580549899558,True
4347,Enteric_glia,T_gd_and_ambiguous,SLC22A5,SLC22A5,26.08003,13.04001522064209,3.622129261047854e-39,1.2421186768448353e-35,1.906953245361771,15.275636,0.000999000999000999,0.002012822664996578,2.1732792722430836,True
4388,Fibroblast_CTF_S2,Fibroblast_CTF_S2,SLCO2B1,SLCO2B1,33.077354,2.304608485760897,0.010594255147707461,0.6372792251074231,0.08815079309105794,26.892818,0.03596403596403597,0.04331536406345433,0.11778514412714135,True
4390,Fibroblast_CTF_S2,Fibroblast_CTF_S2,SLC22A5,SLC22A5,160.14394,11.157756735934884,3.2813318123993784e-29,7.50167141178038e-26,0.6026157401999243,46.863194,0.004995004995004995,0.008064557852693445,0.4833470612370334,True
4470,Fibroblast_CTF_S2,Fibroblast_cCF_S1,SLC26A3,SLC26A3,10.564912,1.1136394900233237,0.13271693894135744,0.6372792251074231,0.834703618154822,17.832987,0.014985014985014986,0.02006926875116682,0.9358741954562783,True
4512,Fibroblast_CTF_S2,Fibroblast_submucosal_S3,SLC26A2,SLC26A2,5.253494,3.714781080901689,0.00010168984514095358,0.024471572031551935,1.8647203553350202,17.885218,0.01098901098901099,0.015463301573272852,1.7641045848940664,True
4608,Fibroblast_CTF_S2,IEC_Colonocyte_NOS,SLC40A1,SLC40A1,41.141026,1.7853684373683811,0.037100787358350866,0.6372792251074231,0.20503994311891566,140.94685,0.006993006993006993,0.010595722624884228,0.31416943559779925,True
