cell_type,metabolite,n_cells,frac_sig,mean_cs,mean_cs_sig,mean_neg_log10_pval,log2_enrichment
B,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid",7,0.0,0.0,,1.6550503,-inf
B,17a-Ethynylestradiol,7,0.0,0.0,,2.259219,-inf
B,"1b,3a,12a-Trihydroxy-5b-cholanoic acid",7,0.0,0.0,,1.6550503,-inf
B,2-Hydroxychlorpropamide,7,0.0,0.0,,2.259219,-inf
B,25-Hydroxycholesterol,7,0.0,0.0,,2.1787703,-inf
B,"3',4'-Dihydrodiol",7,0.0,0.0,,2.259219,-inf
B,3-Sulfodeoxycholic acid,7,0.0,0.0,,1.6550503,-inf
B,"3alpha,7alpha-Dihydroxycoprostanic acid",7,0.0,0.0,,1.6550503,-inf
B,3b-Hydroxy-5-cholenoic acid,7,0.0,0.0,,1.6550503,-inf
B,4'-Hydroxydiclofenac,7,0.0,0.0,,2.259219,-inf
B,4-Hydroxycyclophosphamide,7,0.0,0.0,,2.259219,-inf
B,4-ene-Valproic acid,7,0.0,0.0,,1.4602238,-inf
B,5-Hydroxyomeprazole,7,0.0,0.0,,1.5350951,-inf
B,8-Hydroxycarvedilol,7,0.0,0.0,,2.259219,-inf
B,Acetate,7,0.0,0.0,,1.4674689,-inf
B,Acetyl-L-Carnitine,7,0.0,0.0,,1.6501476,-inf
B,Adenosine diphosphate ribose,7,0.0,0.0,,2.2743423,-inf
B,Adenosine triphosphate,7,0.14285714285714285,0.7348446015047168,5.143912210533017,1.4897478,1.734538856771666
B,Amiloride-sensitive sodium transport,7,0.0,0.0,,1.4315574,-inf
B,Anion exchange,7,0.0,0.0,,0.6956344,-inf
B,Butyrate,7,0.0,0.0,,1.9690362,-inf
B,Chenodeoxycholic acid,7,0.0,0.0,,1.6550503,-inf
B,Chenodeoxycholic acid 3-sulfate,7,0.0,0.0,,1.6550503,-inf
B,Chloride,7,0.0,0.0,,1.5620229,-inf
B,Chloride ion,7,0.0,0.0,,1.6311228,-inf
B,Cholesterol,7,0.0,0.0,,2.1996455,-inf
B,Cholic acid,7,0.0,0.0,,1.5452578,-inf
B,Choline,7,0.0,0.0,,1.6501476,-inf
B,Citric acid,7,0.0,0.0,,1.6094506,-inf
B,Coprocholic acid,7,0.0,0.0,,1.6550503,-inf
B,Cortisol,7,0.0,0.0,,2.1996455,-inf
B,Creatine,7,0.0,0.0,,1.6501476,-inf
B,D-Lactate,7,0.0,0.0,,1.9690362,-inf
B,Deoxycholic acid,7,0.0,0.0,,1.6550503,-inf
B,Dopamine,7,0.0,0.0,,1.6501476,-inf
B,E-3179,7,0.0,0.0,,2.259219,-inf
B,Estradiol,7,0.0,0.0,,1.520641,-inf
B,Estriol,7,0.0,0.0,,2.259219,-inf
B,Fatty acid,7,0.0,0.0,,0.6291322,-inf
B,Folic acid,7,0.0,0.0,,1.6428976,-inf
B,Folinic acid,7,0.0,0.0,,1.6550503,-inf
B,Glutathione,7,0.0,0.0,,1.6550503,-inf
B,Glycerol,7,0.0,0.0,,2.259219,-inf
B,Glycochenodeoxycholate-3-sulfate,7,0.0,0.0,,1.6550503,-inf
