gene,tf,cell_type,mean,std,n
CD3E,ARID3B,CD8 T Cell,0.38220522,0.031091616,9364
CD3E,BCL6,CD8 T Cell,-2.2371984,0.20371467,9364
CD3E,BCL6B,CD8 T Cell,-0.48704606,0.043745488,9364
CD3E,CTCF,CD8 T Cell,0.20202683,0.03283503,9364
CD3E,EHF,CD8 T Cell,0.022730956,0.01473596,9364
CD3E,ELK4,CD8 T Cell,1.4670414,0.17619918,9364
CD3E,EP300,CD8 T Cell,0.24968551,0.052491803,9364
CD3E,ESRRA,CD8 T Cell,-0.34528413,0.24157622,9364
CD3E,ETV5,CD8 T Cell,-0.85792077,0.073260054,9364
CD3E,FLI1,CD8 T Cell,2.4525476,0.20029739,9364
CD3E,FOXA1,CD8 T Cell,0.37432414,0.034116004,9364
CD3E,FOXD2,CD8 T Cell,0.08081125,0.069774285,9364
CD3E,FOXI1,CD8 T Cell,-0.030174794,0.0028852806,9364
CD3E,FOXJ2,CD8 T Cell,0.13605133,0.035242334,9364
CD3E,FOXL2,CD8 T Cell,0.17082486,0.015652673,9364
CD3E,FOXO1,CD8 T Cell,0.07546802,0.068936184,9364
CD3E,FOXO3,CD8 T Cell,-0.3464572,0.025757158,9364
CD3E,FOXO4,CD8 T Cell,2.8153787,0.2599573,9364
CD3E,GATA1,CD8 T Cell,-0.21652175,0.020277038,9364
CD3E,GATA2,CD8 T Cell,-0.6824161,0.061983574,9364
CD3E,GATA3,CD8 T Cell,2.2381442,0.3841454,9364
CD3E,HOXA5,CD8 T Cell,-0.54705703,0.136697,9364
CD3E,HOXB4,CD8 T Cell,-0.40507382,0.15795541,9364
CD3E,HOXB6,CD8 T Cell,0.4223908,0.08485954,9364
CD3E,HOXB7,CD8 T Cell,-0.029025557,0.011902284,9364
CD3E,HOXB9,CD8 T Cell,0.012742509,0.015921753,9364
CD3E,IRX1,CD8 T Cell,-1.6028842,0.15374249,9364
CD3E,MECOM,CD8 T Cell,0.45276624,0.04112336,9364
CD3E,MEF2A,CD8 T Cell,-1.2520704,0.21570875,9364
CD3E,MYEF2,CD8 T Cell,-0.20717658,0.16004251,9364
CD3E,NR3C1,CD8 T Cell,-0.6617323,0.17081432,9364
CD3E,PDX1,CD8 T Cell,0.34308392,0.029125411,9364
