gene,ligand,receptor,pair,cell_type,mean,std,n
CD3E,TGFB1,TGFBR1,TGFB1$TGFBR1,CD8 T Cell,1.02521355e-07,2.4371767e-08,9364
CD3E,TGFB1,TGFBR2,TGFB1$TGFBR2,CD8 T Cell,-7.094881e-07,3.0174226e-07,9364
CD3E,TGFB2,TGFBR2,TGFB2$TGFBR2,CD8 T Cell,0.0,0.0,9364
CD3E,TGFB3,TGFBR1,TGFB3$TGFBR1,CD8 T Cell,-0.00015162076,2.9607148e-05,9364
CD3E,TGFB3,TGFBR2,TGFB3$TGFBR2,CD8 T Cell,-4.4403256e-05,1.288222e-05,9364
CD3E,TGFB3,ACVR1,TGFB3$ACVR1,CD8 T Cell,2.0241771e-07,5.40814e-08,9364
CD3E,BMP7,BMPR2,BMP7$BMPR2,CD8 T Cell,0.0,0.0,9364
CD3E,BMP8A,BMPR2,BMP8A$BMPR2,CD8 T Cell,-4.5456396e-08,2.0876193e-08,9364
CD3E,BMP8B,ACVR1,BMP8B$ACVR1,CD8 T Cell,2.4024322e-07,1.6912584e-07,9364
CD3E,BMP8B,ACVR2A,BMP8B$ACVR2A,CD8 T Cell,4.666677e-08,3.0160304e-08,9364
CD3E,BMP8B,BMPR2,BMP8B$BMPR2,CD8 T Cell,-5.0924054e-06,2.0777716e-06,9364
CD3E,BMP8B,BMPR1A,BMP8B$BMPR1A,CD8 T Cell,1.0023612e-06,2.2672496e-07,9364
CD3E,GDF11,TGFBR1,GDF11$TGFBR1,CD8 T Cell,-5.9087442e-06,1.3628197e-06,9364
CD3E,GDF11,ACVR2A,GDF11$ACVR2A,CD8 T Cell,-1.3554655e-06,3.1244835e-07,9364
CD3E,GDF11,ACVR1B,GDF11$ACVR1B,CD8 T Cell,-3.3451715e-07,1.542442e-07,9364
CD3E,GDF15,TGFBR2,GDF15$TGFBR2,CD8 T Cell,0.0001854254,5.491755e-05,9364
CD3E,INHBA,ACVR1B,INHBA$ACVR1B,CD8 T Cell,-1.3264453e-07,7.708249e-08,9364
CD3E,INHBA,ACVR2A,INHBA$ACVR2A,CD8 T Cell,-1.3582644e-05,2.9520481e-06,9364
CD3E,WNT2,FZD1,WNT2$FZD1,CD8 T Cell,-2.868328e-06,5.334436e-07,9364
CD3E,WNT2,LRP5,WNT2$LRP5,CD8 T Cell,3.8418932e-08,3.688622e-08,9364
CD3E,WNT3,FZD1,WNT3$FZD1,CD8 T Cell,-1.4470902e-08,1.06042295e-08,9364
CD3E,WNT3,FZD10,WNT3$FZD10,CD8 T Cell,0.0,0.0,9364
CD3E,WNT3,FZD4,WNT3$FZD4,CD8 T Cell,0.0,0.0,9364
CD3E,WNT2,LRP6,WNT2$LRP6,CD8 T Cell,5.3463662e-08,3.4313718e-08,9364
CD3E,WNT3,LRP6,WNT3$LRP6,CD8 T Cell,0.0,0.0,9364
CD3E,WNT5A,FZD1,WNT5A$FZD1,CD8 T Cell,-4.8371603e-05,1.1441642e-05,9364
CD3E,WNT5A,FZD10,WNT5A$FZD10,CD8 T Cell,0.0,0.0,9364
CD3E,WNT5A,FZD4,WNT5A$FZD4,CD8 T Cell,0.0,0.0,9364
CD3E,WNT5A,FZD6,WNT5A$FZD6,CD8 T Cell,0.0,0.0,9364
CD3E,WNT5A,MCAM,WNT5A$MCAM,CD8 T Cell,-7.841674e-07,1.6035015e-07,9364
CD3E,FGF1,FGFR1,FGF1$FGFR1,CD8 T Cell,-0.00054007006,0.000109785,9364
CD3E,FGF2,FGFR1,FGF2$FGFR1,CD8 T Cell,-0.0001228262,3.1902764e-05,9364
CD3E,FGF7,FGFR1,FGF7$FGFR1,CD8 T Cell,-0.00012429814,5.2829102e-05,9364
CD3E,PDGFA,PDGFRA,PDGFA$PDGFRA,CD8 T Cell,-8.3658895e-05,2.899613e-05,9364
CD3E,PDGFA,PDGFRB,PDGFA$PDGFRB,CD8 T Cell,-0.00029794683,6.93252e-05,9364
CD3E,PDGFB,PDGFRA,PDGFB$PDGFRA,CD8 T Cell,-2.0111196e-05,5.5765563e-06,9364
CD3E,PDGFB,PDGFRB,PDGFB$PDGFRB,CD8 T Cell,-0.00011350083,3.4705794e-05,9364
CD3E,PDGFC,PDGFRA,PDGFC$PDGFRA,CD8 T Cell,-0.00018067285,4.3706277e-05,9364
CD3E,PDGFD,PDGFRB,PDGFD$PDGFRB,CD8 T Cell,-7.419132e-05,1.527777e-05,9364
CD3E,VEGFA,KDR,VEGFA$KDR,CD8 T Cell,0.0,0.0,9364
CD3E,IGF2,IGF2R,IGF2$IGF2R,CD8 T Cell,-4.7975533e-07,3.6041158e-07,9364
CD3E,IGF2,ITGAV,IGF2$ITGAV,CD8 T Cell,-3.741999e-08,1.3987844e-08,9364
CD3E,APLN,APLNR,APLN$APLNR,CD8 T Cell,0.0,0.0,9364
CD3E,CCL8,CCR1,CCL8$CCR1,CD8 T Cell,8.5699605e-05,2.048528e-05,9364
CD3E,CCL13,CCR1,CCL13$CCR1,CD8 T Cell,5.6174213e-06,3.394703e-06,9364
CD3E,CCL14,CCR1,CCL14$CCR1,CD8 T Cell,4.1681474e-07,6.9415236e-08,9364
CD3E,CCL8,CCR2,CCL8$CCR2,CD8 T Cell,-6.222444e-07,1.5736798e-07,9364
CD3E,CXCL9,CXCR3,CXCL9$CXCR3,CD8 T Cell,0.0022965427,0.000287717,9364
CD3E,CXCL10,CXCR3,CXCL10$CXCR3,CD8 T Cell,0.0011574992,0.00023064636,9364
CD3E,CXCL11,CXCR3,CXCL11$CXCR3,CD8 T Cell,0.0002093798,8.353956e-05,9364
CD3E,CXCL13,CXCR3,CXCL13$CXCR3,CD8 T Cell,0.000118718744,2.9360597e-05,9364
CD3E,CXCL12,CXCR4,CXCL12$CXCR4,CD8 T Cell,-2.3925308e-05,1.6282767e-05,9364
CD3E,CXCL11,ACKR3,CXCL11$ACKR3,CD8 T Cell,-8.434585e-06,5.5860555e-06,9364
CD3E,CXCL12,ACKR3,CXCL12$ACKR3,CD8 T Cell,4.5058583e-05,1.5333308e-05,9364
CD3E,CXCL16,CXCR6,CXCL16$CXCR6,CD8 T Cell,0.00087295764,0.00017978674,9364
CD3E,IL7,IL2RG,IL7$IL2RG,CD8 T Cell,0.0005544464,9.627248e-05,9364
CD3E,IL15,IL2RB,IL15$IL2RB,CD8 T Cell,6.391267e-05,4.4597786e-05,9364
CD3E,IL15,IL2RG,IL15$IL2RG,CD8 T Cell,0.0010617394,0.00017767466,9364
CD3E,IL21,IL2RG,IL21$IL2RG,CD8 T Cell,-4.190237e-08,1.3780915e-08,9364
CD3E,IL6,IL6R,IL6$IL6R,CD8 T Cell,-1.4795e-05,4.10877e-06,9364
CD3E,IL6,IL6ST,IL6$IL6ST,CD8 T Cell,-9.52777e-05,1.9492118e-05,9364
CD3E,IL11,IL6ST,IL11$IL6ST,CD8 T Cell,-8.0336676e-08,2.9708973e-08,9364
CD3E,CNTF,IL6ST,CNTF$IL6ST,CD8 T Cell,1.4155073e-06,2.6943684e-07,9364
CD3E,IL1B,IL1R1,IL1B$IL1R1,CD8 T Cell,-5.438572e-06,5.308527e-06,9364
CD3E,IL18,IL18R1,IL18$IL18R1,CD8 T Cell,-1.5592132e-08,4.861881e-09,9364
CD3E,CSF1,CSF1R,CSF1$CSF1R,CD8 T Cell,-7.5813805e-05,1.9278867e-05,9364
CD3E,IL16,CD4,IL16$CD4,CD8 T Cell,-0.0020179104,0.0002580351,9364
CD3E,IFNG,IFNGR1,IFNG$IFNGR1,CD8 T Cell,2.226477e-09,1.5217612e-09,9364
CD3E,IFNG,IFNGR2,IFNG$IFNGR2,CD8 T Cell,-7.788697e-08,5.7506373e-08,9364
CD3E,LTA,TNFRSF1B,LTA$TNFRSF1B,CD8 T Cell,-5.5352257e-07,1.9373554e-07,9364
CD3E,TNFSF14,LTBR,TNFSF14$LTBR,CD8 T Cell,-1.7986302e-07,3.7177614e-08,9364
CD3E,TNFSF14,TNFRSF14,TNFSF14$TNFRSF14,CD8 T Cell,1.4668397e-07,3.4782207e-08,9364
CD3E,FASLG,FAS,FASLG$FAS,CD8 T Cell,-6.381968e-08,4.8259274e-08,9364
CD3E,TNFSF10,TNFRSF10A,TNFSF10$TNFRSF10A,CD8 T Cell,4.424723e-05,3.4488712e-05,9364
CD3E,TNFSF12,TNFRSF12A,TNFSF12$TNFRSF12A,CD8 T Cell,-4.2157544e-06,1.0452427e-06,9364
CD3E,CD70,CD27,CD70$CD27,CD8 T Cell,1.5818698e-05,1.0666996e-05,9364
CD3E,TNFSF9,TNFRSF9,TNFSF9$TNFRSF9,CD8 T Cell,2.674357e-07,8.98734e-08,9364
CD3E,TNFSF13B,TNFRSF13C,TNFSF13B$TNFRSF13C,CD8 T Cell,-2.3669954e-06,1.4414611e-06,9364
CD3E,CD40LG,ITGB2,CD40LG$ITGB2,CD8 T Cell,1.2916415e-05,2.595503e-06,9364
CD3E,ANGPTL2,ITGA5,ANGPTL2$ITGA5,CD8 T Cell,-2.0481844e-05,7.4889235e-06,9364
CD3E,ANGPTL2,TLR4,ANGPTL2$TLR4,CD8 T Cell,-0.00012807907,2.6135718e-05,9364
CD3E,ANGPTL4,ITGA5,ANGPTL4$ITGA5,CD8 T Cell,-2.2001868e-06,5.936657e-07,9364
CD3E,ANGPTL4,ITGAV,ANGPTL4$ITGAV,CD8 T Cell,-2.5206072e-07,9.664212e-08,9364
CD3E,ANGPTL4,ITGB3,ANGPTL4$ITGB3,CD8 T Cell,-1.319952e-08,1.0103967e-08,9364
CD3E,ANGPTL4,CDH5,ANGPTL4$CDH5,CD8 T Cell,0.0,0.0,9364
CD3E,ANGPTL4,CDH11,ANGPTL4$CDH11,CD8 T Cell,-0.00020359084,4.9655857e-05,9364
CD3E,ANGPTL4,SDC2,ANGPTL4$SDC2,CD8 T Cell,-3.665221e-05,9.846785e-06,9364
CD3E,ANGPTL4,SDC3,ANGPTL4$SDC3,CD8 T Cell,-2.6217015e-07,1.5356754e-07,9364
CD3E,ANGPT2,ITGA5,ANGPT2$ITGA5,CD8 T Cell,-2.68076e-08,1.3741396e-08,9364
CD3E,POSTN,ITGAV,POSTN$ITGAV,CD8 T Cell,-0.0028750456,0.00038709832,9364
CD3E,POSTN,ITGB3,POSTN$ITGB3,CD8 T Cell,-0.00042862233,0.00010626497,9364
CD3E,POSTN,ITGB5,POSTN$ITGB5,CD8 T Cell,-0.008696556,0.0008151516,9364
CD3E,C4A,C3AR1,C4A$C3AR1,CD8 T Cell,1.9093325e-09,1.2873083e-09,9364
CD3E,CTSG,F2R,CTSG$F2R,CD8 T Cell,4.9449826e-09,1.6054074e-09,9364
CD3E,GZMA,F2R,GZMA$F2R,CD8 T Cell,1.5832415e-05,1.3207354e-05,9364
CD3E,GZMA,F2RL1,GZMA$F2RL1,CD8 T Cell,-1.30052245e-08,5.8605716e-09,9364
CD3E,GZMA,PARD3,GZMA$PARD3,CD8 T Cell,-2.164386e-08,6.5211636e-09,9364
CD3E,HGF,MET,HGF$MET,CD8 T Cell,2.2315058e-08,4.491144e-09,9364
CD3E,SEMA3A,NRP1,SEMA3A$NRP1,CD8 T Cell,-1.39901085e-05,1.1798593e-05,9364
CD3E,SEMA3C,NRP1,SEMA3C$NRP1,CD8 T Cell,-0.0008528575,0.00015658405,9364
CD3E,SEMA3C,NRP2,SEMA3C$NRP2,CD8 T Cell,-0.00032377976,0.00010281818,9364
CD3E,ADM,CALCRL,ADM$CALCRL,CD8 T Cell,0.0,0.0,9364
CD3E,APELA,APLNR,APELA$APLNR,CD8 T Cell,0.0,0.0,9364
CD3E,GAS6,AXL,GAS6$AXL,CD8 T Cell,-0.00089484296,0.00016128569,9364
CD3E,GAS6,MERTK,GAS6$MERTK,CD8 T Cell,-2.0493046e-05,6.397362e-06,9364
CD3E,GAS6,TYRO3,GAS6$TYRO3,CD8 T Cell,-4.6427897e-09,2.448817e-09,9364
CD3E,GRN,SORT1,GRN$SORT1,CD8 T Cell,-1.7202643e-05,9.963019e-06,9364
CD3E,PROS1,AXL,PROS1$AXL,CD8 T Cell,-0.0010835578,0.00019413995,9364
CD3E,PROS1,TYRO3,PROS1$TYRO3,CD8 T Cell,-1.4207202e-05,2.188605e-06,9364
CD3E,BTLA,TNFRSF14,BTLA$TNFRSF14,CD8 T Cell,1.0530195e-07,1.2780513e-08,9364
CD3E,LGALS9,HAVCR2,LGALS9$HAVCR2,CD8 T Cell,3.6804944e-05,1.2807675e-05,9364
CD3E,LGALS9,CD44,LGALS9$CD44,CD8 T Cell,0.00062468153,0.00013708515,9364
CD3E,COL4A1,ITGA1,COL4A1$ITGA1,CD8 T Cell,0.0,0.0,9364
CD3E,COL4A2,ITGA1,COL4A2$ITGA1,CD8 T Cell,0.0,0.0,9364
CD3E,LAMC1,ITGA3,LAMC1$ITGA3,CD8 T Cell,4.4620387e-07,1.9615457e-07,9364
CD3E,THBS1,ITGA3,THBS1$ITGA3,CD8 T Cell,-4.8368914e-08,1.16843015e-08,9364
CD3E,THBS2,ITGA3,THBS2$ITGA3,CD8 T Cell,2.658151e-07,7.932189e-08,9364
CD3E,COL4A1,ITGA3,COL4A1$ITGA3,CD8 T Cell,2.2731527e-08,1.6230448e-08,9364
CD3E,COL4A2,ITGA3,COL4A2$ITGA3,CD8 T Cell,0.0,0.0,9364
CD3E,TNC,ITGAV,TNC$ITGAV,CD8 T Cell,-2.7494177e-06,1.0725714e-06,9364
CD3E,TNC,ITGB3,TNC$ITGB3,CD8 T Cell,5.7761423e-07,3.1461843e-07,9364
CD3E,THBS1,ITGAV,THBS1$ITGAV,CD8 T Cell,-3.5161083e-08,1.7882702e-08,9364
CD3E,THBS2,ITGAV,THBS2$ITGAV,CD8 T Cell,-9.525883e-08,2.118093e-08,9364
CD3E,COMP,ITGAV,COMP$ITGAV,CD8 T Cell,5.618087e-07,1.1554553e-07,9364
CD3E,LAMC1,ITGAV,LAMC1$ITGAV,CD8 T Cell,-3.6234868e-10,1.0103852e-10,9364
CD3E,COL4A1,ITGAV,COL4A1$ITGAV,CD8 T Cell,-1.0819944e-06,1.8748545e-07,9364
CD3E,COL4A2,ITGAV,COL4A2$ITGAV,CD8 T Cell,-8.3458e-11,7.2873915e-11,9364
CD3E,COL4A1,CD44,COL4A1$CD44,CD8 T Cell,-4.518636e-05,3.3095395e-05,9364
CD3E,COL4A2,CD44,COL4A2$CD44,CD8 T Cell,-3.75463e-06,1.8682447e-06,9364
CD3E,LAMC1,CD44,LAMC1$CD44,CD8 T Cell,-3.2057517e-07,1.8638126e-07,9364
CD3E,COL4A1,SDC4,COL4A1$SDC4,CD8 T Cell,-2.9975382e-08,8.892177e-09,9364
CD3E,TNC,SDC4,TNC$SDC4,CD8 T Cell,-6.897151e-08,2.0689898e-08,9364
CD3E,THBS1,SDC4,THBS1$SDC4,CD8 T Cell,9.7761564e-08,3.9415337e-08,9364
CD3E,COMP,SDC4,COMP$SDC4,CD8 T Cell,-2.3937622e-07,5.6822948e-08,9364
CD3E,THBS1,CD47,THBS1$CD47,CD8 T Cell,-2.5380195e-05,1.007415e-05,9364
CD3E,THBS2,CD47,THBS2$CD47,CD8 T Cell,-3.3506901e-06,8.097834e-07,9364
CD3E,COMP,CD47,COMP$CD47,CD8 T Cell,3.0890675e-07,7.8751256e-08,9364
CD3E,HSPG2,DAG1,HSPG2$DAG1,CD8 T Cell,8.6676454e-07,2.9817429e-07,9364
CD3E,LAMC1,DAG1,LAMC1$DAG1,CD8 T Cell,-1.0833894e-07,2.574736e-08,9364
