,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
243,LRP1,LRP1,36312.70739182108,14.37296645626023,3.824186968930573e-47,7.812267665101027e-46,0.019815954731872365,32474.21266227463,0.000999001,0.002838221302299162,0.03115265756069835,True
247,SLC29A3,SLC29A3,9748.736898781166,3.858656610898908,5.7005999008502076e-05,0.0004528809921230998,0.006917716467489513,17870.203515458026,0.000999001,0.002838221302299162,0.02843713504985833,True
248,SLC22A1,SLC6A2,7030.18006430527,2.6034666304873646,0.004614312549835056,0.02639386778505652,0.003535576879289834,400.6339924313666,0.0049950047,0.011398175709009013,0.00557568117925597,True
251,LRP2,LRP2,60792.57839781912,24.062366947010638,3.0982362954515185e-128,1.661429213435877e-126,0.05290688354131621,31403.86142388246,0.000999001,0.002838221302299162,0.0727903779542526,True
254,CD38,CD38,40638.02091334404,16.084972820502312,1.6259750033864725e-58,4.650288509685311e-57,0.019255858744910245,20558.36568159898,0.000999001,0.002838221302299162,0.027439432735600712,True
255,ABCC8,ABCC8,11916.935169434106,4.716853183199525,1.1976020096041132e-06,1.0485127798370704e-05,0.008351082175171639,1366.154284222599,0.000999001,0.002838221302299162,0.012722548767475828,True
258,SLC12A6,SLC12A6,8391.07190102776,3.3212779665309182,0.0004480312331516897,0.0031509081806897522,0.003960463493754959,4222.099503596883,0.001998002,0.005071851084581935,0.00850862441325638,True
259,NPC1L1,NPC1L1,2638.165713577053,1.0442148226006238,0.14819300530329704,0.39002944340561,0.0015825515930845432,552.6845531113368,0.001998002,0.005071851084581935,0.00429316940384162,True
260,SCARB1,SCARB1,21567.857822733247,8.53679384670052,6.899872262926645e-18,1.0207052416536313e-16,0.01698008778953872,31103.00157439972,0.000999001,0.002838221302299162,0.04258059958694241,True
261,NPC1L1,SCARB1,-999.8626671931451,-0.4032207936009736,0.6566070979500244,0.8738822645836721,-0.00059978577110943,5344.783076235621,0.000999001,0.002838221302299162,0.04151746062720671,True
275,ABCC3,SLCO1B3,3564.7805780889134,1.3241369095758408,0.0927287896773964,0.29687052814629145,0.0023268046235447874,697.7427273622047,0.017982017,0.03588039720820826,0.0037611660697670327,True
277,ABCC1,SLC16A1,6519.1281462219395,2.420352311455668,0.007752738176613332,0.04157405847208899,0.0037006958976516153,14619.18989269308,0.001998002,0.005071851084581935,0.007614805520412781,True
281,ABCC2,ABCC3,2553.1490594929774,0.9935630560444114,0.16021781882685981,0.4140568932332703,0.0014371473420906101,1394.767013102652,0.01098901,0.023223080952179256,0.008327014097034744,True
283,ABCC4,SLCO2B1,9984.15466858511,3.7504183735997185,8.826988413929965e-05,0.0006762103624242777,0.00522781958201035,6818.642751384554,0.001998002,0.005071851084581935,0.031048795337004532,True
284,ABCC1,SLCO1B1,2527.69429746888,0.9617745488577494,0.16808143267526116,0.42167798022039205,0.0014348894065813946,4484.524037508179,0.022977022,0.044401543391113345,0.002335887189912571,True
293,ABCC1,SLCO2B1,9000.81274387232,3.4910475218737758,0.00024056533328971498,0.0017491953895133513,0.0051094671019900955,54275.92121162631,0.000999001,0.002838221302299162,0.02827110034834118,True
