group,left,right,count
lr,-0.020198863,-0.019501127,1
lr,-0.019501127,-0.018803392,0
lr,-0.018803392,-0.018105656,0
lr,-0.018105656,-0.017407922,0
lr,-0.017407922,-0.016710186,0
lr,-0.016710186,-0.01601245,0
lr,-0.01601245,-0.015314715,1
lr,-0.015314715,-0.014616979,0
lr,-0.014616979,-0.0139192445,0
lr,-0.0139192445,-0.013221509,0
lr,-0.013221509,-0.012523773,0
lr,-0.012523773,-0.011826038,0
lr,-0.011826038,-0.011128303,0
lr,-0.011128303,-0.010430567,0
lr,-0.010430567,-0.009732831,0
lr,-0.009732831,-0.0090350965,1
lr,-0.0090350965,-0.008337361,0
lr,-0.008337361,-0.0076396256,1
lr,-0.0076396256,-0.00694189,0
lr,-0.00694189,-0.0062441546,0
lr,-0.0062441546,-0.0055464194,0
lr,-0.0055464194,-0.0048486837,2
lr,-0.0048486837,-0.0041509485,6
lr,-0.0041509485,-0.003453213,0
lr,-0.003453213,-0.0027554776,0
lr,-0.0027554776,-0.002057742,8
lr,-0.002057742,-0.0013600067,10
lr,-0.0013600067,-0.0006622713,16
lr,-0.0006622713,3.5464112e-05,13243
lr,3.5464112e-05,0.00073319953,500
lr,0.00073319953,0.001430935,27
lr,0.001430935,0.0021286705,12
lr,0.0021286705,0.0028264057,16
lr,0.0028264057,0.0035241412,8
lr,0.0035241412,0.0042218766,6
lr,0.0042218766,0.004919612,1
lr,0.004919612,0.0056173475,1
lr,0.0056173475,0.006315083,4
lr,0.006315083,0.0070128185,0
lr,0.0070128185,0.0077105537,1
lr,0.0077105537,0.008408289,1
lr,0.008408289,0.009106024,0
lr,0.009106024,0.00980376,4
lr,0.00980376,0.010501496,0
lr,0.010501496,0.01119923,2
lr,0.01119923,0.011896966,4
lr,0.011896966,0.012594702,3
lr,0.012594702,0.013292437,1
lr,0.013292437,0.013990172,2
lr,0.013990172,0.014687908,2
ltf,-0.02771987,-0.02671551,2
ltf,-0.02671551,-0.025711149,2
ltf,-0.025711149,-0.024706788,1
ltf,-0.024706788,-0.023702428,3
ltf,-0.023702428,-0.022698069,0
ltf,-0.022698069,-0.021693708,0
ltf,-0.021693708,-0.020689348,0
ltf,-0.020689348,-0.019684987,0
ltf,-0.019684987,-0.018680627,0
ltf,-0.018680627,-0.017676266,0
ltf,-0.017676266,-0.016671905,1
ltf,-0.016671905,-0.015667545,1
ltf,-0.015667545,-0.014663185,7
ltf,-0.014663185,-0.013658824,0
ltf,-0.013658824,-0.012654465,1
ltf,-0.012654465,-0.011650104,0
ltf,-0.011650104,-0.010645743,0
ltf,-0.010645743,-0.009641383,0
ltf,-0.009641383,-0.008637023,3
ltf,-0.008637023,-0.0076326625,6
ltf,-0.0076326625,-0.006628302,1
ltf,-0.006628302,-0.005623942,0
ltf,-0.005623942,-0.004619581,3
ltf,-0.004619581,-0.0036152208,7
ltf,-0.0036152208,-0.0026108604,19
ltf,-0.0026108604,-0.0016065,18
ltf,-0.0016065,-0.0006021396,37
ltf,-0.0006021396,0.0004022208,9240
ltf,0.0004022208,0.0014065811,34
ltf,0.0014065811,0.0024109415,2
ltf,0.0024109415,0.003415302,0
ltf,0.003415302,0.0044196625,6
ltf,0.0044196625,0.0054240227,3
ltf,0.0054240227,0.0064283833,3
ltf,0.0064283833,0.0074327434,4
ltf,0.0074327434,0.008437104,2
ltf,0.008437104,0.009441464,2
ltf,0.009441464,0.010445825,0
ltf,0.010445825,0.011450185,0
ltf,0.011450185,0.012454545,1
ltf,0.012454545,0.013458906,1
ltf,0.013458906,0.014463266,0
ltf,0.014463266,0.015467627,0
ltf,0.015467627,0.016471988,0
ltf,0.016471988,0.017476348,0
ltf,0.017476348,0.018480707,0
ltf,0.018480707,0.019485068,1
ltf,0.019485068,0.020489428,0
ltf,0.020489428,0.021493789,0
ltf,0.021493789,0.02249815,1
metab,-0.54572415,-0.4981663,1
metab,-0.4981663,-0.45060843,1
metab,-0.45060843,-0.40305057,0
metab,-0.40305057,-0.3554927,0
metab,-0.3554927,-0.30793485,1
metab,-0.30793485,-0.260377,1
metab,-0.260377,-0.21281914,1
metab,-0.21281914,-0.16526128,0
metab,-0.16526128,-0.117703415,3
metab,-0.117703415,-0.07014556,10
metab,-0.07014556,-0.0225877,92
metab,-0.0225877,0.024970159,21275
metab,0.024970159,0.07252802,87
metab,0.07252802,0.12008588,65
metab,0.12008588,0.16764374,45
metab,0.16764374,0.2152016,18
metab,0.2152016,0.26275945,10
metab,0.26275945,0.3103173,0
metab,0.3103173,0.35787517,8
metab,0.35787517,0.40543303,8
metab,0.40543303,0.4529909,0
metab,0.4529909,0.5005488,0
metab,0.5005488,0.5481066,0
metab,0.5481066,0.5956645,0
metab,0.5956645,0.64322233,0
metab,0.64322233,0.69078016,0
metab,0.69078016,0.73833805,0
metab,0.73833805,0.7858959,0
metab,0.7858959,0.8334538,0
metab,0.8334538,0.8810116,0
metab,0.8810116,0.9285695,0
metab,0.9285695,0.9761273,0
metab,0.9761273,1.0236852,0
metab,1.0236852,1.071243,12
metab,1.071243,1.1188009,2
metab,1.1188009,1.1663588,3
metab,1.1663588,1.2139167,1
metab,1.2139167,1.2614745,0
metab,1.2614745,1.3090323,0
metab,1.3090323,1.3565903,0
metab,1.3565903,1.4041481,3
metab,1.4041481,1.4517059,0
metab,1.4517059,1.4992638,1
metab,1.4992638,1.5468217,0
metab,1.5468217,1.5943795,0
metab,1.5943795,1.6419374,0
