group,left,right,count
lr,-1.4692993e-06,-1.4378619e-06,1
lr,-1.4378619e-06,-1.4064245e-06,0
lr,-1.4064245e-06,-1.3749872e-06,0
lr,-1.3749872e-06,-1.3435498e-06,1
lr,-1.3435498e-06,-1.3121124e-06,0
lr,-1.3121124e-06,-1.2806751e-06,0
lr,-1.2806751e-06,-1.2492377e-06,0
lr,-1.2492377e-06,-1.2178002e-06,0
lr,-1.2178002e-06,-1.1863629e-06,0
lr,-1.1863629e-06,-1.1549255e-06,0
lr,-1.1549255e-06,-1.1234881e-06,0
lr,-1.1234881e-06,-1.0920508e-06,0
lr,-1.0920508e-06,-1.0606134e-06,0
lr,-1.0606134e-06,-1.029176e-06,0
lr,-1.029176e-06,-9.977387e-07,0
lr,-9.977387e-07,-9.663013e-07,0
lr,-9.663013e-07,-9.348639e-07,0
lr,-9.348639e-07,-9.034265e-07,0
lr,-9.034265e-07,-8.7198913e-07,0
lr,-8.7198913e-07,-8.4055176e-07,0
lr,-8.4055176e-07,-8.091144e-07,0
lr,-8.091144e-07,-7.7767703e-07,0
lr,-7.7767703e-07,-7.4623966e-07,0
lr,-7.4623966e-07,-7.148023e-07,0
lr,-7.148023e-07,-6.833649e-07,0
lr,-6.833649e-07,-6.519275e-07,0
lr,-6.519275e-07,-6.2049014e-07,0
lr,-6.2049014e-07,-5.890528e-07,0
lr,-5.890528e-07,-5.576154e-07,0
lr,-5.576154e-07,-5.2617804e-07,0
lr,-5.2617804e-07,-4.947407e-07,0
lr,-4.947407e-07,-4.6330328e-07,0
lr,-4.6330328e-07,-4.318659e-07,0
lr,-4.318659e-07,-4.0042852e-07,0
lr,-4.0042852e-07,-3.6899115e-07,0
lr,-3.6899115e-07,-3.375538e-07,0
lr,-3.375538e-07,-3.0611642e-07,0
lr,-3.0611642e-07,-2.7467902e-07,0
lr,-2.7467902e-07,-2.4324166e-07,0
lr,-2.4324166e-07,-2.1180429e-07,0
lr,-2.1180429e-07,-1.8036691e-07,0
lr,-1.8036691e-07,-1.4892953e-07,0
lr,-1.4892953e-07,-1.17492164e-07,0
lr,-1.17492164e-07,-8.605479e-08,0
lr,-8.605479e-08,-5.4617413e-08,0
lr,-5.4617413e-08,-2.318004e-08,3
lr,-2.318004e-08,8.257335e-09,12
lr,8.257335e-09,3.969471e-08,0
lr,3.969471e-08,7.1132085e-08,2
lr,7.1132085e-08,1.0256946e-07,2
tf,-3.8925724,-3.7371583,2
tf,-3.7371583,-3.5817442,0
tf,-3.5817442,-3.4263299,0
tf,-3.4263299,-3.2709157,0
tf,-3.2709157,-3.1155016,0
tf,-3.1155016,-2.9600875,2
tf,-2.9600875,-2.8046732,0
tf,-2.8046732,-2.649259,0
tf,-2.649259,-2.493845,2
tf,-2.493845,-2.338431,2
tf,-2.338431,-2.1830165,0
tf,-2.1830165,-2.0276024,1
tf,-2.0276024,-1.8721883,0
tf,-1.8721883,-1.7167741,1
tf,-1.7167741,-1.56136,0
tf,-1.56136,-1.4059458,0
tf,-1.4059458,-1.2505317,3
tf,-1.2505317,-1.0951174,4
tf,-1.0951174,-0.93970335,3
tf,-0.93970335,-0.7842892,8
tf,-0.7842892,-0.628875,8
tf,-0.628875,-0.47346085,8
tf,-0.47346085,-0.3180467,25
tf,-0.3180467,-0.16263252,65
tf,-0.16263252,-0.007218361,774
tf,-0.007218361,0.1481958,2279
tf,0.1481958,0.30360997,92
tf,0.30360997,0.45902413,33
tf,0.45902413,0.6144383,16
tf,0.6144383,0.76985246,10
tf,0.76985246,0.9252666,11
tf,0.9252666,1.0806807,6
tf,1.0806807,1.236095,4
tf,1.236095,1.391509,2
tf,1.391509,1.5469233,2
tf,1.5469233,1.7023374,4
tf,1.7023374,1.8577516,2
tf,1.8577516,2.0131657,3
tf,2.0131657,2.1685798,4
tf,2.1685798,2.3239942,5
tf,2.3239942,2.4794083,0
tf,2.4794083,2.6348224,1
tf,2.6348224,2.7902365,4
tf,2.7902365,2.9456508,0
tf,2.9456508,3.101065,1
tf,3.101065,3.256479,0
tf,3.256479,3.4118931,2
tf,3.4118931,3.5673075,0
tf,3.5673075,3.7227216,2
tf,3.7227216,3.8781357,2
