,Cell Type 1,Cell Type 2,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
0,CD4 T Cell,CD4 T Cell,SLC2A1,SLC2A9,465.7739,2.0562215437240745,0.01988058330241616,0.07487333526817655,0.008582928047327066,7.3576202,0.007992007992007992,0.022802372452722104,0.00023974075251220934,True
1,CD4 T Cell,CD4 T Cell,SLC2A1,SLC2A1,434.66306,1.918878554388327,0.02749985264349871,0.09929150334997765,0.008009641088598599,2159.2827,0.000999000999000999,0.0037279793377354353,0.07035808401487514,True
2,CD4 T Cell,CD4 T Cell,SLC2A3,SLC2A3,4982.461,21.99574433996884,1.581504398090229e-107,2.889196094421553e-106,0.11400244112694864,6073.498,0.000999000999000999,0.0037279793377354353,0.027844169616686964,True
3,CD4 T Cell,CD4 T Cell,SLC2A4,SLC2A4,-355.02747,-1.567316526874551,0.9414796378865775,0.9866190725797696,-0.015066783914808696,11841.077,0.000999000999000999,0.0037279793377354353,50.17242093267785,True
4,CD4 T Cell,CD4 T Cell,SLC2A9,SLC2A9,6357.1797,28.064625269225807,1.3243360903575927e-173,3.178406616858223e-172,0.1357121330849313,104620.95,0.000999000999000999,0.0037279793377354353,4.190091319968662,True
5,CD4 T Cell,CD4 T Cell,SLC2A3,SLC2A9,-664.75116,-2.934633455468901,0.9983302904303228,1.0,-0.015210004833905123,2032.7727,0.000999000999000999,0.0037279793377354353,0.00931931937007698,True
6,CD4 T Cell,CD4 T Cell,SLC7A7,SLC7A7,3380.5295,14.923802604903392,1.1537020722097256e-50,1.604694700437164e-49,0.07517539819457757,98588.46,0.000999000999000999,0.0037279793377354353,0.4895516082747214,True
7,CD4 T Cell,CD4 T Cell,SLC38A7,SLC3A2,269.05725,1.1877894437170988,0.11745818717730755,0.3374854955517006,0.00538553468072413,5587.9077,0.000999000999000999,0.0037279793377354353,0.22448061684295548,True
10,CD4 T Cell,CD4 T Cell,SLC7A5,SLC7A5,-215.9562,-0.9533677400473972,0.8297981097044101,0.9101011525790305,-0.002487554457954727,2378.2932,0.000999000999000999,0.0037279793377354353,0.1809977021496549,True
12,CD4 T Cell,CD4 T Cell,SLC3A2,SLC3A2,-408.3853,-1.8028719326309477,0.9642958350584032,0.9975694012711444,-0.007846463122948434,4502.719,0.000999000999000999,0.0037279793377354353,0.06132775239729882,True
13,CD4 T Cell,CD4 T Cell,SLC3A2,SLC7A5,-196.92348,-0.8693451916163132,0.8076708241906362,0.8964133453553866,-0.0037835660224492906,1946.027,0.000999000999000999,0.0037279793377354353,0.026505197042339956,True
14,CD4 T Cell,CD4 T Cell,SLC38A7,SLC7A7,-139.06978,-0.6139422527153053,0.7303732560757752,0.8595931398430278,-0.002783664488221935,6557.0225,0.000999000999000999,0.0037279793377354353,0.26341244734130725,True
15,CD4 T Cell,CD4 T Cell,SLC1A5,SLC38A7,193.93085,0.8561338237165479,0.19596188078015547,0.5085957544550558,0.0033421753184343494,13829.665,0.000999000999000999,0.0037279793377354353,0.32464783467219305,True
16,CD4 T Cell,CD4 T Cell,SLC7A5,SLC7A7,425.22775,1.8772251406799487,0.030243621599015152,0.10668067100056065,0.004898109691702951,15284.518,0.000999000999000999,0.0037279793377354353,1.1632134108242356,True
17,CD4 T Cell,CD4 T Cell,SLC38A7,SLC38A7,491.6892,2.170628183784295,0.014979644928805113,0.05765750123540081,0.00984180607477415,37983.21,0.000999000999000999,0.0037279793377354353,1.5258832207046413,True
