gene,tf,cell_type,mean,std,n
CD3E,ARID3B,T Cell,0.27972734,0.15647766,9364
CD3E,BCL6,T Cell,-2.231194,0.21293989,9364
CD3E,BCL6B,T Cell,-0.48594126,0.04823205,9364
CD3E,CTCF,T Cell,0.20385736,0.027475612,9364
CD3E,EHF,T Cell,0.024349153,0.014565134,9364
CD3E,ELK4,T Cell,1.4922339,0.17386761,9364
CD3E,EP300,T Cell,0.24593851,0.043747246,9364
CD3E,ESRRA,T Cell,-0.3864283,0.2722019,9364
CD3E,ETV5,T Cell,-0.85765916,0.07446446,9364
CD3E,FLI1,T Cell,2.4415162,0.21598105,9364
CD3E,FOXA1,T Cell,0.37265527,0.039083395,9364
CD3E,FOXD2,T Cell,0.121356145,0.052532207,9364
CD3E,FOXI1,T Cell,-0.030107005,0.0031829923,9364
CD3E,FOXJ2,T Cell,0.121265955,0.058496866,9364
CD3E,FOXL2,T Cell,0.16633978,0.029422194,9364
CD3E,FOXO1,T Cell,0.06899681,0.069679454,9364
CD3E,FOXO3,T Cell,-0.34598434,0.026973171,9364
CD3E,FOXO4,T Cell,2.823504,0.261725,9364
CD3E,GATA1,T Cell,-0.2143494,0.030161483,9364
CD3E,GATA2,T Cell,-0.6685157,0.101305604,9364
CD3E,GATA3,T Cell,2.2071238,0.4469758,9364
CD3E,HOXA5,T Cell,-0.5466296,0.14281105,9364
CD3E,HOXB4,T Cell,-0.3037807,0.21892971,9364
CD3E,HOXB6,T Cell,0.43630525,0.06249375,9364
CD3E,HOXB7,T Cell,-0.032266244,0.007946669,9364
CD3E,HOXB9,T Cell,0.012271014,0.01701301,9364
CD3E,IRX1,T Cell,-1.5610359,0.23795167,9364
CD3E,MECOM,T Cell,0.43466124,0.080650255,9364
CD3E,MEF2A,T Cell,-1.262594,0.19348109,9364
CD3E,MYEF2,T Cell,-0.23660305,0.16158327,9364
CD3E,NR3C1,T Cell,-0.6216172,0.2506434,9364
CD3E,PDX1,T Cell,0.34247115,0.030355696,9364
CD3E,PITX1,T Cell,0.10183625,0.012204866,9364
CD3E,POU1F1,T Cell,-0.3492964,0.032139473,9364
CD3E,POU2F1,T Cell,-0.23085698,0.021747278,9364
CD3E,PPARGC1A,T Cell,-0.46094272,0.036380436,9364
CD3E,RUNX1,T Cell,0.0009945049,0.0076611987,9364
CD3E,SIN3A,T Cell,1.3020712,0.12987489,9364
CD3E,SMAD4,T Cell,-0.58856976,0.054262917,9364
