sample_id,metabolite,n_gene_pairs,transporter_genes,global_significant,global_FDR_np,n_sig_gene_pairs_global,24_11_12_ICI_5K_Fine_annotations_n_sig_pairs,24_11_12_ICI_5K_Fine_annotations_interactions,24_11_12_ICI_5K_Fine_annotations_within_Tcell,24_11_12_ICI_5K_Fine_annotations_Tcell_interfaces,24_11_12_ICI_5K_Fine_annotations_tcell_involved,25_06_11_ICI_5K_Coarse_annotations_n_sig_pairs,25_06_11_ICI_5K_Coarse_annotations_interactions,25_06_11_ICI_5K_Coarse_annotations_within_Tcell,25_06_11_ICI_5K_Coarse_annotations_Tcell_interfaces,25_06_11_ICI_5K_Coarse_annotations_tcell_involved
13473_HS4_UC-Slice_2,Dehydroascorbic acid,6,"SLC2A1, SLC2A3, SLC2A4",True,0.0026752907364487,2,8,Fibroblast_cCF_S1–MAST (7.7e-03); IEC_Goblet–Muscularis_mucosa (9.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (1.3e-02); MAST–T_CD8 (1.9e-02); IEC_Colonocyte_NOS (self) (2.4e-02); IEC_BEST4_OTOP2–IEC_Goblet (2.9e-02); Fibroblast_cCF_S1–T_CD8 (3.0e-02); Fibroblast_CTF_S2 (self) (4.8e-02),IEC_Colonocyte_NOS (self) (2.4e-02); Fibroblast_CTF_S2 (self) (4.8e-02),Fibroblast_cCF_S1–MAST (7.7e-03); IEC_Goblet–Muscularis_mucosa (9.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (1.3e-02); MAST–T_CD8 (1.9e-02); IEC_BEST4_OTOP2–IEC_Goblet (2.9e-02); Fibroblast_cCF_S1–T_CD8 (3.0e-02),True,3,IEC (self) (2.5e-03); Fibroblast–MAST (1.0e-02); IEC–Muscularis_mucosa (2.3e-02),IEC (self) (2.5e-03),Fibroblast–MAST (1.0e-02); IEC–Muscularis_mucosa (2.3e-02),True
13473_HS4_UC-Slice_2,Dehydroepiandrosterone,3,"SLCO1B1, SLCO1B3",False,0.9560439586639404,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_2,Deoxycholic acid,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",False,0.12364302786688,1,3,Fibroblast_CTF_S2–Fibroblast_cCF_S1 (2.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); Plasma–T_CD8 (4.0e-02),,Fibroblast_CTF_S2–Fibroblast_cCF_S1 (2.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); Plasma–T_CD8 (4.0e-02),True,1,Fibroblast (self) (4.7e-03),Fibroblast (self) (4.7e-03),,True
13473_HS4_UC-Slice_2,Digoxin,1,SLCO1B1,False,0.6649737073529152,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_2,Docosahexaenoic acid,6,"SLC2A1, SLC2A3, SLC2A4",True,0.0026752907364487,2,8,Fibroblast_cCF_S1–MAST (7.7e-03); IEC_Goblet–Muscularis_mucosa (9.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (1.3e-02); MAST–T_CD8 (1.9e-02); IEC_Colonocyte_NOS (self) (2.4e-02); IEC_BEST4_OTOP2–IEC_Goblet (2.9e-02); Fibroblast_cCF_S1–T_CD8 (3.0e-02); Fibroblast_CTF_S2 (self) (4.8e-02),IEC_Colonocyte_NOS (self) (2.4e-02); Fibroblast_CTF_S2 (self) (4.8e-02),Fibroblast_cCF_S1–MAST (7.7e-03); IEC_Goblet–Muscularis_mucosa (9.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (1.3e-02); MAST–T_CD8 (1.9e-02); IEC_BEST4_OTOP2–IEC_Goblet (2.9e-02); Fibroblast_cCF_S1–T_CD8 (3.0e-02),True,3,IEC (self) (2.5e-03); Fibroblast–MAST (1.0e-02); IEC–Muscularis_mucosa (2.3e-02),IEC (self) (2.5e-03),Fibroblast–MAST (1.0e-02); IEC–Muscularis_mucosa (2.3e-02),True
13473_HS4_UC-Slice_2,Dopamine,10,"SLC22A1, SLC22A2, SLC22A5, SLC6A3",True,0.0026752907364487,1,4,IEC_Colonocyte_NOS (self) (2.6e-02); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (3.1e-02); IEC_Goblet_2–Plasma (4.0e-02); IEC_Goblet_2–T_gd_and_ambiguous (4.1e-02),IEC_Colonocyte_NOS (self) (2.6e-02),IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (3.1e-02); IEC_Goblet_2–Plasma (4.0e-02); IEC_Goblet_2–T_gd_and_ambiguous (4.1e-02),True,1,IEC (self) (2.5e-03),IEC (self) (2.5e-03),,True
13473_HS4_UC-Slice_2,E-3179,1,ABCB1,True,0.0026752907364487,1,8,IEC_BEST4_OTOP2 (self) (2.4e-03); IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (2.4e-03); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.4e-03); IEC_Colonocyte_NOS (self) (2.4e-03); Fibroblast_cCF_S1–Plasma (7.7e-03); Plasma–T_gd_and_ambiguous (9.2e-03); Fibroblast_CTF_S2–T_CD4 (3.8e-02),IEC_BEST4_OTOP2 (self) (2.4e-03); IEC_Colonocyte_NOS (self) (2.4e-03),IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (2.4e-03); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.4e-03); Fibroblast_cCF_S1–Plasma (7.7e-03); Plasma–T_gd_and_ambiguous (9.2e-03); Fibroblast_CTF_S2–T_CD4 (3.8e-02),True,2,IEC (self) (2.5e-03); Fibroblast–Plasma (2.1e-02),IEC (self) (2.5e-03),Fibroblast–Plasma (2.1e-02),True
13473_HS4_UC-Slice_2,Estradiol,21,"ABCB1, ABCG2, SLC22A1, SLC22A2, SLCO1B1, SLCO2B1",True,0.0026752907364487,4,9,Endothelial_lymphatic–Endothelial_venous (2.4e-03); IEC_BEST4_OTOP2 (self) (2.4e-03); IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.4e-03); IEC_Colonocyte_NOS (self) (2.4e-03); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (4.4e-03); Plasma–T_gd_and_ambiguous (9.2e-03); MNP_macrophage–T_CD8 (2.0e-02); IEC_BEST4_OTOP2–MNP_macrophage (3.7e-02),IEC_BEST4_OTOP2 (self) (2.4e-03); IEC_Colonocyte_NOS (self) (2.4e-03),Endothelial_lymphatic–Endothelial_venous (2.4e-03); IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.4e-03); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (4.4e-03); Plasma–T_gd_and_ambiguous (9.2e-03); MNP_macrophage–T_CD8 (2.0e-02); IEC_BEST4_OTOP2–MNP_macrophage (3.7e-02),True,3,IEC (self) (2.5e-03); MNP–T (1.7e-02); Endothelial (self) (4.2e-02),IEC (self) (2.5e-03); Endothelial (self) (4.2e-02),MNP–T (1.7e-02),True
13473_HS4_UC-Slice_2,Estriol,1,ABCB1,True,0.0026752907364487,1,8,IEC_BEST4_OTOP2 (self) (2.4e-03); IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (2.4e-03); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.4e-03); IEC_Colonocyte_NOS (self) (2.4e-03); Fibroblast_cCF_S1–Plasma (7.7e-03); Plasma–T_gd_and_ambiguous (9.2e-03); Fibroblast_CTF_S2–T_CD4 (3.8e-02),IEC_BEST4_OTOP2 (self) (2.4e-03); IEC_Colonocyte_NOS (self) (2.4e-03),IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (2.4e-03); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.4e-03); Fibroblast_cCF_S1–Plasma (7.7e-03); Plasma–T_gd_and_ambiguous (9.2e-03); Fibroblast_CTF_S2–T_CD4 (3.8e-02),True,2,IEC (self) (2.5e-03); Fibroblast–Plasma (2.1e-02),IEC (self) (2.5e-03),Fibroblast–Plasma (2.1e-02),True
13473_HS4_UC-Slice_2,Estrone,1,SLCO1B1,False,0.6649737073529152,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_2,Estrone sulfate,1,SLCO1B1,False,0.6649737073529152,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_2,Ethanol,3,"CHRNA5, SLC29A1",False,0.2537166465211797,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_2,Fatty acid,10,"CD36, CPT1A, FABP5, MSR1",True,0.0026752907364487,5,19,IEC_Goblet_2–Myofibroblast (2.4e-03); MNP_macrophage (self) (4.4e-03); Plasma–T_gd_and_ambiguous (4.4e-03); Endothelial_venous–Plasma (7.7e-03); Fibroblast_CTF_S2 (self) (7.7e-03); IEC_Goblet–T_gd_and_ambiguous (9.2e-03); IEC_Colonocyte_NOS (self) (1.3e-02); Enteric_glia–IEC_Colonocyte_NOS (1.5e-02); Endothelial_lymphatic–Fibroblast_CTF_S2 (1.6e-02); IEC_ISC–Muscularis_mucosa (1.9e-02); Endothelial_arterial–MNP_macrophage (2.0e-02); Enteric_glia–Myofibroblast (2.4e-02); T_gd_and_ambiguous (self) (2.7e-02); IEC_CT_absorptive_colonocyte–IEC_NOS2_DUOX2_colonocyte (3.5e-02); Pericyte–Plasma (3.7e-02); IEC_NOS2_DUOX2_colonocyte–MNP_macrophage (4.1e-02); Fibroblast_CTF_S2–MNP_mDC (4.2e-02); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (4.7e-02); IEC_Colonocyte_NOS–MNP_macrophage (4.7e-02),MNP_macrophage (self) (4.4e-03); Fibroblast_CTF_S2 (self) (7.7e-03); IEC_Colonocyte_NOS (self) (1.3e-02); T_gd_and_ambiguous (self) (2.7e-02),IEC_Goblet_2–Myofibroblast (2.4e-03); Plasma–T_gd_and_ambiguous (4.4e-03); Endothelial_venous–Plasma (7.7e-03); IEC_Goblet–T_gd_and_ambiguous (9.2e-03); Enteric_glia–IEC_Colonocyte_NOS (1.5e-02); Endothelial_lymphatic–Fibroblast_CTF_S2 (1.6e-02); IEC_ISC–Muscularis_mucosa (1.9e-02); Endothelial_arterial–MNP_macrophage (2.0e-02); Enteric_glia–Myofibroblast (2.4e-02); IEC_CT_absorptive_colonocyte–IEC_NOS2_DUOX2_colonocyte (3.5e-02); Pericyte–Plasma (3.7e-02); IEC_NOS2_DUOX2_colonocyte–MNP_macrophage (4.1e-02); Fibroblast_CTF_S2–MNP_mDC (4.2e-02); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (4.7e-02); IEC_Colonocyte_NOS–MNP_macrophage (4.7e-02),True,10,MNP (self) (2.5e-03); IEC (self) (1.4e-02); Enteric_glia–IEC (1.7e-02); Fibroblast (self) (1.7e-02); Endothelial–MNP (2.0e-02); IEC–Myofibroblast (2.0e-02); Enteric_glia–Myofibroblast (3.0e-02); Endothelial–Fibroblast (4.1e-02); Fibroblast–MNP (4.9e-02); Pericyte–Plasma (4.9e-02),MNP (self) (2.5e-03); IEC (self) (1.4e-02); Fibroblast (self) (1.7e-02),Enteric_glia–IEC (1.7e-02); Endothelial–MNP (2.0e-02); IEC–Myofibroblast (2.0e-02); Enteric_glia–Myofibroblast (3.0e-02); Endothelial–Fibroblast (4.1e-02); Fibroblast–MNP (4.9e-02); Pericyte–Plasma (4.9e-02),True
13473_HS4_UC-Slice_2,Folic acid,21,"ABCC3, ABCC4, ABCG2, FOLR1, FOLR2, SLC19A1",True,0.0026752907364487,2,6,Endothelial_lymphatic–Endothelial_venous (2.4e-03); Fibroblast_CTF_S2–Fibroblast_cCF_S1 (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.4e-03); IEC_Colonocyte_NOS (self) (2.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (9.2e-03),IEC_Colonocyte_NOS (self) (2.4e-03),Endothelial_lymphatic–Endothelial_venous (2.4e-03); Fibroblast_CTF_S2–Fibroblast_cCF_S1 (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (9.2e-03),True,3,IEC (self) (2.5e-03); Fibroblast (self) (6.6e-03); Endothelial (self) (8.5e-03),IEC (self) (2.5e-03); Fibroblast (self) (6.6e-03); Endothelial (self) (8.5e-03),,True
13473_HS4_UC-Slice_2,Folinic acid,6,"ABCC2, ABCC3, ABCC4",True,0.0456411063850644,2,4,Fibroblast_CTF_S2–Fibroblast_cCF_S1 (4.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); Fibroblast_submucosal_S3–MNP_macrophage (7.7e-03); MNP_macrophage–Myofibroblast (2.9e-02),,Fibroblast_CTF_S2–Fibroblast_cCF_S1 (4.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); Fibroblast_submucosal_S3–MNP_macrophage (7.7e-03); MNP_macrophage–Myofibroblast (2.9e-02),True,2,Fibroblast (self) (1.0e-02); MNP–Myofibroblast (2.4e-02),Fibroblast (self) (1.0e-02),MNP–Myofibroblast (2.4e-02),True
13473_HS4_UC-Slice_2,Fusidic Acid,1,ABCC2,False,0.3387269712712643,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_2,GABA,3,"SLC6A1, SLC6A12",False,0.581975853362051,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_2,Glucosamine,6,"SLC2A1, SLC2A2, SLC2A4",True,0.0026752907364487,1,5,MAST–T_CD8 (7.7e-03); IEC_Goblet–Muscularis_mucosa (9.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (1.3e-02); IEC_Colonocyte_NOS (self) (2.4e-02); IEC_BEST4_OTOP2–IEC_Goblet (2.9e-02),IEC_Colonocyte_NOS (self) (2.4e-02),MAST–T_CD8 (7.7e-03); IEC_Goblet–Muscularis_mucosa (9.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (1.3e-02); IEC_BEST4_OTOP2–IEC_Goblet (2.9e-02),True,3,IEC (self) (2.5e-03); IEC–Muscularis_mucosa (2.3e-02); MAST–T (2.4e-02),IEC (self) (2.5e-03),IEC–Muscularis_mucosa (2.3e-02); MAST–T (2.4e-02),True
13473_HS4_UC-Slice_2,Glutathione,10,"ABCC1, ABCC2, ABCC3, ABCC4",False,0.1163886613918073,2,4,Fibroblast_CTF_S2–Fibroblast_cCF_S1 (4.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); Fibroblast_submucosal_S3–MNP_macrophage (7.7e-03); MNP_macrophage–Myofibroblast (2.9e-02),,Fibroblast_CTF_S2–Fibroblast_cCF_S1 (4.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); Fibroblast_submucosal_S3–MNP_macrophage (7.7e-03); MNP_macrophage–Myofibroblast (2.9e-02),True,2,Fibroblast (self) (1.0e-02); MNP–Myofibroblast (2.4e-02),Fibroblast (self) (1.0e-02),MNP–Myofibroblast (2.4e-02),True
13473_HS4_UC-Slice_2,Glycerol,1,ABCB1,True,0.0026752907364487,1,8,IEC_BEST4_OTOP2 (self) (2.4e-03); IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (2.4e-03); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.4e-03); IEC_Colonocyte_NOS (self) (2.4e-03); Fibroblast_cCF_S1–Plasma (7.7e-03); Plasma–T_gd_and_ambiguous (9.2e-03); Fibroblast_CTF_S2–T_CD4 (3.8e-02),IEC_BEST4_OTOP2 (self) (2.4e-03); IEC_Colonocyte_NOS (self) (2.4e-03),IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (2.4e-03); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.4e-03); Fibroblast_cCF_S1–Plasma (7.7e-03); Plasma–T_gd_and_ambiguous (9.2e-03); Fibroblast_CTF_S2–T_CD4 (3.8e-02),True,2,IEC (self) (2.5e-03); Fibroblast–Plasma (2.1e-02),IEC (self) (2.5e-03),Fibroblast–Plasma (2.1e-02),True
13473_HS4_UC-Slice_2,Glycochenodeoxycholate-3-sulfate,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",False,0.12364302786688,1,3,Fibroblast_CTF_S2–Fibroblast_cCF_S1 (2.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); Plasma–T_CD8 (4.0e-02),,Fibroblast_CTF_S2–Fibroblast_cCF_S1 (2.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); Plasma–T_CD8 (4.0e-02),True,1,Fibroblast (self) (4.7e-03),Fibroblast (self) (4.7e-03),,True
13473_HS4_UC-Slice_2,Glycyl-glycine,1,SLC15A1,True,0.0026752907364487,1,3,Endothelial_arterial–Plasma (2.4e-03); IEC_CT_absorptive_colonocyte (self) (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (6.1e-03),IEC_CT_absorptive_colonocyte (self) (2.4e-03),Endothelial_arterial–Plasma (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (6.1e-03),True,2,Endothelial–Plasma (2.5e-03); IEC (self) (2.5e-03),IEC (self) (2.5e-03),Endothelial–Plasma (2.5e-03),True
13473_HS4_UC-Slice_2,Guanosine,1,SLC29A1,False,0.1101606705536445,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_2,Heme,3,"LRP1, TRPV6",True,0.0091502697652448,1,5,IEC_Goblet_2–MAST (9.2e-03); IEC_Goblet_2–MNP_mDC (1.3e-02); Enteric_glia–MNP_macrophage (2.7e-02); Fibroblast_CTF_S2–Pericyte (3.2e-02); T_CD4 (self) (3.3e-02),T_CD4 (self) (3.3e-02),IEC_Goblet_2–MAST (9.2e-03); IEC_Goblet_2–MNP_mDC (1.3e-02); Enteric_glia–MNP_macrophage (2.7e-02); Fibroblast_CTF_S2–Pericyte (3.2e-02),True,2,Enteric_glia–MNP (4.0e-02); IEC–MAST (4.1e-02),,Enteric_glia–MNP (4.0e-02); IEC–MAST (4.1e-02),True
13473_HS4_UC-Slice_2,Histamine,3,"SLC22A2, SLC22A5",True,0.0026752907364487,1,4,IEC_Colonocyte_NOS (self) (2.6e-02); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (3.1e-02); IEC_Goblet_2–Plasma (4.0e-02); IEC_Goblet_2–T_gd_and_ambiguous (4.1e-02),IEC_Colonocyte_NOS (self) (2.6e-02),IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (3.1e-02); IEC_Goblet_2–Plasma (4.0e-02); IEC_Goblet_2–T_gd_and_ambiguous (4.1e-02),True,1,IEC (self) (2.5e-03),IEC (self) (2.5e-03),,True
13473_HS4_UC-Slice_2,Hydroxycelecoxib,1,ABCC4,False,0.3709290793963841,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_2,Hydroxylansoprazole,3,"ABCB1, ABCG2",True,0.0026752907364487,3,9,Endothelial_lymphatic–Endothelial_venous (2.4e-03); IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (2.4e-03); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.4e-03); IEC_Colonocyte_NOS (self) (2.4e-03); IEC_BEST4_OTOP2 (self) (6.1e-03); Plasma–T_gd_and_ambiguous (9.2e-03); Fibroblast_cCF_S1–Plasma (1.6e-02); Fibroblast_CTF_S2–T_CD4 (4.1e-02),IEC_Colonocyte_NOS (self) (2.4e-03); IEC_BEST4_OTOP2 (self) (6.1e-03),Endothelial_lymphatic–Endothelial_venous (2.4e-03); IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (2.4e-03); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (2.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.4e-03); Plasma–T_gd_and_ambiguous (9.2e-03); Fibroblast_cCF_S1–Plasma (1.6e-02); Fibroblast_CTF_S2–T_CD4 (4.1e-02),True,3,IEC (self) (2.5e-03); Fibroblast–Plasma (4.1e-02); Endothelial (self) (4.2e-02),IEC (self) (2.5e-03); Endothelial (self) (4.2e-02),Fibroblast–Plasma (4.1e-02),True
13473_HS4_UC-Slice_2,Hyodeoxycholic acid,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",False,0.12364302786688,1,3,Fibroblast_CTF_S2–Fibroblast_cCF_S1 (2.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); Plasma–T_CD8 (4.0e-02),,Fibroblast_CTF_S2–Fibroblast_cCF_S1 (2.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); Plasma–T_CD8 (4.0e-02),True,1,Fibroblast (self) (4.7e-03),Fibroblast (self) (4.7e-03),,True
13473_HS4_UC-Slice_2,Inosine,1,SLC29A1,False,0.1101606705536445,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_2,Iron,15,"CUBN, SLC11A1, SLC11A2, SLC3A2, SLC40A1",True,0.0026752907364487,2,17,IEC_Colonocyte_NOS (self) (2.4e-03); MNP_macrophage–T_CD8 (2.4e-03); Fibroblast_cCF_S1–MNP_macrophage (4.4e-03); IEC_CT_absorptive_colonocyte (self) (4.4e-03); T_CD4–T_CD8 (4.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (6.1e-03); Endothelial_arterial–Pericyte (1.7e-02); Endothelial_venous–Myofibroblast (1.7e-02); Fibroblast_CTF_S2–T_CD4 (2.1e-02); IEC_Goblet_2–MNP_mDC (2.1e-02); IEC_Goblet_2–Pericyte (2.1e-02); Enteric_glia–IEC_Goblet (3.0e-02); IEC_CT_absorptive_colonocyte–MAST (3.3e-02); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (4.4e-02); Fibroblast_cCF_S1–Pericyte (4.6e-02); MAST–MNP_macrophage (4.8e-02); Fibroblast_cCF_S1–T_gd_and_ambiguous (4.9e-02),IEC_Colonocyte_NOS (self) (2.4e-03); IEC_CT_absorptive_colonocyte (self) (4.4e-03),MNP_macrophage–T_CD8 (2.4e-03); Fibroblast_cCF_S1–MNP_macrophage (4.4e-03); T_CD4–T_CD8 (4.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (6.1e-03); Endothelial_arterial–Pericyte (1.7e-02); Endothelial_venous–Myofibroblast (1.7e-02); Fibroblast_CTF_S2–T_CD4 (2.1e-02); IEC_Goblet_2–MNP_mDC (2.1e-02); IEC_Goblet_2–Pericyte (2.1e-02); Enteric_glia–IEC_Goblet (3.0e-02); IEC_CT_absorptive_colonocyte–MAST (3.3e-02); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (4.4e-02); Fibroblast_cCF_S1–Pericyte (4.6e-02); MAST–MNP_macrophage (4.8e-02); Fibroblast_cCF_S1–T_gd_and_ambiguous (4.9e-02),True,5,IEC (self) (2.5e-03); MNP–T (2.5e-03); T (self) (6.6e-03); Fibroblast–MNP (1.5e-02); Fibroblast–Pericyte (3.2e-02),IEC (self) (2.5e-03); T (self) (6.6e-03),MNP–T (2.5e-03); Fibroblast–MNP (1.5e-02); Fibroblast–Pericyte (3.2e-02),True
13473_HS4_UC-Slice_2,Isoursodeoxycholic acid,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",False,0.12364302786688,1,3,Fibroblast_CTF_S2–Fibroblast_cCF_S1 (2.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); Plasma–T_CD8 (4.0e-02),,Fibroblast_CTF_S2–Fibroblast_cCF_S1 (2.4e-03); IEC_Goblet–MNP_macrophage (6.1e-03); Plasma–T_CD8 (4.0e-02),True,1,Fibroblast (self) (4.7e-03),Fibroblast (self) (4.7e-03),,True
13473_HS4_UC-Slice_2,Ketone bodies,1,SLC16A1,True,0.0047830955591052,1,2,IEC_Colonocyte_NOS–T_CD8 (1.9e-02); IEC_Colonocyte_NOS–MNP_macrophage (4.5e-02),,IEC_Colonocyte_NOS–T_CD8 (1.9e-02); IEC_Colonocyte_NOS–MNP_macrophage (4.5e-02),True,1,IEC (self) (4.7e-03),IEC (self) (4.7e-03),,True
13473_HS4_UC-Slice_2,L-Alanine,1,SLC1A5,True,0.0213300222279252,0,0,,,,False,1,MNP (self) (1.8e-02),MNP (self) (1.8e-02),,True
13473_HS4_UC-Slice_2,L-Arginine,3,"SLC3A1, SLC7A5",False,0.2508983531994606,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_2,L-Asparagine,1,SLC1A5,True,0.0213300222279252,0,0,,,,False,1,MNP (self) (1.8e-02),MNP (self) (1.8e-02),,True
13473_HS4_UC-Slice_2,L-Aspartate,3,"SLC1A2, SLC1A3",False,0.3868244412079663,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_2,L-Carnitine,15,"SLC16A9, SLC22A4, SLC22A5, SLC22A8, SLCO1B1",True,0.0026752907364487,5,8,IEC_Colonocyte_NOS (self) (4.4e-03); Fibroblast_CTF_S2–IEC_Tuft (1.2e-02); IEC_CT_absorptive_colonocyte (self) (2.0e-02); IEC_Goblet_2–T_gd_and_ambiguous (2.2e-02); IEC_Goblet_2–Plasma (2.9e-02); Fibroblast_CTF_S2–MNP_macrophage (3.5e-02); IEC_BEST4_OTOP2–IEC_Goblet (3.5e-02); IEC_CT_absorptive_colonocyte–IEC_NOS2_DUOX2_colonocyte (4.5e-02),IEC_Colonocyte_NOS (self) (4.4e-03); IEC_CT_absorptive_colonocyte (self) (2.0e-02),Fibroblast_CTF_S2–IEC_Tuft (1.2e-02); IEC_Goblet_2–T_gd_and_ambiguous (2.2e-02); IEC_Goblet_2–Plasma (2.9e-02); Fibroblast_CTF_S2–MNP_macrophage (3.5e-02); IEC_BEST4_OTOP2–IEC_Goblet (3.5e-02); IEC_CT_absorptive_colonocyte–IEC_NOS2_DUOX2_colonocyte (4.5e-02),True,1,IEC (self) (2.5e-03),IEC (self) (2.5e-03),,True
13473_HS4_UC-Slice_2,L-Cysteine,3,"SLC1A5, SLC7A11",False,0.0575659637942033,0,0,,,,False,1,MNP (self) (1.8e-02),MNP (self) (1.8e-02),,True
