cell_type,gene_pair,n_cells,frac_sig,mean_cs,mean_cs_sig,mean_neg_log10_pval,log2_enrichment
CD8 T Cell,SLC2A1_SLC2A1,116861,0.0010525324958711633,0.020171794988248445,19.165009220501638,2.2111402,-3.850032567631765
CD8 T Cell,SLC2A2_SLC2A9,116861,0.0,0.0,,2.9962003,-inf
CD8 T Cell,SLC2A1_SLC2A2,116861,1.7114349526360375e-05,0.0005809311480410323,33.94409744561153,2.9858212,-4.858065921127191
CD8 T Cell,SLC2A1_SLC2A9,116861,9.412892239498207e-05,0.0030829358632171607,32.75226981012915,2.9729629,-3.544804950632789
CD8 T Cell,SLC2A9_SLC2A9,116861,3.422869905272075e-05,0.0005659836238686784,16.53535306722941,2.9858997,-1.8115914913276903
CD8 T Cell,SLC2A3_SLC2A3,116861,0.0489812683444434,1.4430859523861672,29.461996415408787,1.6843363,0.690124927949042
CD8 T Cell,SLC7A5_SLC7A5,116861,0.002815310497086282,0.054278694378405164,19.27982523937631,2.1963243,-2.346628766717164
CD8 T Cell,SLC38A7_SLC7A5,116861,8.557174763180188e-05,0.007697608764636413,49.981571019566275,2.9250286,-2.7339705942052164
CD8 T Cell,SLC3A2_SLC3A2,116861,0.0011980044668452264,0.023087206417713262,19.27138592271707,2.4470098,-2.3939344814955206
CD8 T Cell,SLC1A5_SLC38A7,116861,0.00029094394194812643,0.009545508910855663,32.08000755188965,2.950707,-3.405283381275051
CD8 T Cell,SLC3A2_SLC7A5,116861,0.000590445058659433,0.05199026863240095,54.40959577948803,2.843786,-2.4662003430828983
CD8 T Cell,SLC1A5_SLC1A5,116861,0.002815310497086282,0.06091169668968973,21.635871692564837,1.7930429,-3.577948975369968
CD8 T Cell,SLC1A5_SLC3A2,116861,0.000864274651081199,0.05675638718040936,48.07648427469431,2.8387933,-2.516367474059534
CD8 T Cell,SLC38A7_SLC38A7,116861,5.990022334226132e-05,0.0015420033518440716,25.742864814264294,2.9601235,-2.1741615707123985
CD8 T Cell,SLC7A7_SLC7A7,116861,0.000590445058659433,0.01126016819993402,19.0706451596013,2.8748796,-0.8303858646139735
CD8 T Cell,SLC1A5_SLC7A5,116861,0.0009241748744234603,0.07788315361029516,50.41157971242833,2.806365,-2.9167563343114886
CD8 T Cell,SLC38A7_SLC3A2,116861,0.000136914796210883,0.01123040959138146,60.69295145863373,2.938997,-1.7321570238332853
CD8 T Cell,SLC3A2_SLC7A7,116861,0.0009070605248971,0.0412753253410615,42.47529291595964,2.8970416,-0.32978952797620237
CD8 T Cell,SLC1A5_SLC7A11,116861,0.00010268609715816227,0.003873891214598259,37.72556676909726,2.978489,-2.7680022227800074
CD8 T Cell,SLC43A2_SLC43A2,116861,0.0005562163596067122,0.011335080517993803,20.37890529866575,2.8596723,-0.8210725443385756
CD8 T Cell,SLC7A11_SLC7A11,116861,8.557174763180188e-06,0.000108739478365431,12.707404181262632,2.9972806,-2.0042365692700863
CD8 T Cell,SLC43A2_SLC7A5,116861,0.0002652724176585858,0.022578358908812712,51.73441127336291,2.8940008,-1.5039967474543572
