cell_type,metabolite,n_cells,frac_sig,mean_cs,mean_cs_sig,mean_neg_log10_pval,log2_enrichment
CD8 T Cell,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid",116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,17a-Ethynylestradiol,116861,0.00017114349526360377,0.003617922679612118,21.139703113107586,2.969396,-0.2672709751038797
CD8 T Cell,"1b,3a,12a-Trihydroxy-5b-cholanoic acid",116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,2-Hydroxychlorpropamide,116861,0.000136914796210883,0.0028123020182435035,20.54052663462213,2.9853826,0.7733710093934658
CD8 T Cell,25-Hydroxycholesterol,116861,0.003405755555745715,0.07821612256987988,22.96586507446918,2.2010698,-1.3823298785864468
CD8 T Cell,"3',4'-Dihydrodiol",116861,0.00017114349526360377,0.0035320578532340953,20.63799063933948,2.9659195,-0.5891990699912422
CD8 T Cell,3-Sulfodeoxycholic acid,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,"3alpha,7alpha-Dihydroxycoprostanic acid",116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,3b-Hydroxy-5-cholenoic acid,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,4'-Hydroxydiclofenac,116861,0.00863418933604881,0.2034849100004248,23.567343971813322,2.2879417,0.3493739073171962
CD8 T Cell,4-Hydroxycyclophosphamide,116861,0.000136914796210883,0.0028123020182435035,20.54052663462213,2.9853826,0.7733710093934658
CD8 T Cell,4-Hydroxyvalsartan,116861,0.0,0.0,,2.9968536,-inf
CD8 T Cell,4-ene-Valproic acid,116861,0.000273829592421766,0.005872074776098581,21.444266575301757,2.7998738,-3.2957910151139296
CD8 T Cell,5-Hydroxyomeprazole,116861,0.00019681501955314435,0.0041463146466877215,21.067064170720602,2.9625046,-0.6704991720930903
CD8 T Cell,8-Hydroxycarvedilol,116861,0.000136914796210883,0.0028123020182435035,20.54052663462213,2.9853826,0.7733710093934658
CD8 T Cell,ADP,116861,0.0004364159129221896,0.010331465590753033,23.67343922354883,2.894359,-1.173113481279532
CD8 T Cell,Acetate,116861,0.0019852645450578036,0.05958917667373362,27.68164299786887,2.6579885,-0.7937140005974344
CD8 T Cell,Acetyl-L-Carnitine,116861,0.0001540291457372434,0.002789485940268511,18.110117581428806,2.8067784,-4.14568147101656
CD8 T Cell,Adenine,116861,0.00034228699052720753,0.0066828178207607915,19.524019333798172,2.7994905,-2.6287274341778795
CD8 T Cell,Adenosine,116861,0.0010183037968184425,0.0184859319877718,18.153651243890756,2.1155024,-4.140315798824067
CD8 T Cell,Adenosine diphosphate ribose,116861,0.0015317342826092538,0.03541384598578414,23.12009751812693,2.8655887,0.20500692233267376
CD8 T Cell,Adenosine triphosphate,116861,0.013357749805324275,0.4167093727223371,26.70171195159727,1.9192466,-0.26068378504721257
CD8 T Cell,Amiloride-sensitive sodium transport,116861,0.00017970067002678395,0.0029827614135293835,16.59849912125987,2.771389,-4.273697244263313
CD8 T Cell,Anion exchange,116861,0.00021392936907950472,0.004405986645489989,20.595520215144223,2.9373105,-0.6883072150041668
CD8 T Cell,Arachidonic acid,116861,0.0012835762144770282,0.04028900527669254,31.388089637597112,2.657619,-2.3363875238735647
CD8 T Cell,Betaine,116861,0.0,0.0,,2.9935067,-inf
CD8 T Cell,Bilirubin,116861,1.7114349526360375e-05,0.0003953822573427018,23.102382987662736,2.9890976,-2.277255063676502
CD8 T Cell,Butyrate,116861,0.00011980044668452263,0.0030825888358300695,25.731029567424123,2.9829102,0.258797836563708
CD8 T Cell,Cadmium,116861,0.0008813890006075594,0.019406358647285186,22.017926969712565,2.9182968,0.8077948399969913
CD8 T Cell,Calcidiol,116861,8.557174763180188e-05,0.0016651382703171285,19.458972340752997,2.8702955,-5.118325912565779
CD8 T Cell,Calcium release-activated calcium transport,116861,0.001454719709740632,0.07230336614275927,32.74533946079633,2.3984861,-1.6218300742312088
CD8 T Cell,Chenodeoxycholic acid,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Chenodeoxycholic acid 3-sulfate,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Chloride,116861,0.0008129316025021179,0.018486366519695017,22.740371345874518,2.5024264,-3.0438675396970063
CD8 T Cell,Chloride ion,116861,0.0009926322725289018,0.020484924008984662,20.636971591499627,2.7516272,-1.2755385910874806
CD8 T Cell,Chloride_bicarbonate anion exchange,116861,0.0,0.0,,2.9868615,-inf
CD8 T Cell,Cholesterol,116861,0.0007188026801071358,0.022860051411638903,27.939522733920914,2.7988193,-1.8164902907405291
CD8 T Cell,Cholic acid,116861,0.008334688219337503,0.25495006183118324,28.288150353798926,2.2133782,0.24142462786218166
CD8 T Cell,Choline,116861,0.0001540291457372434,0.002789485940268511,18.110117581428806,2.8042035,-4.183039722058851
CD8 T Cell,Citric acid,116861,0.0014290481854510914,0.03328873582879598,23.294341064005554,2.803291,-0.2941358099648106
CD8 T Cell,Coprocholic acid,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Cortisol,116861,0.000136914796210883,0.0028123020182435035,20.54052663462213,2.9853826,0.7733710093934658
CD8 T Cell,Creatine,116861,0.0001540291457372434,0.002789485940268511,18.110117581428806,2.8126788,-4.071123049077185
CD8 T Cell,Cyclic AMP,116861,0.0001540291457372434,0.0036898145004062286,23.955300685109574,2.9844155,0.29121931425608555
CD8 T Cell,Cytidine,116861,0.0010183037968184425,0.0184859319877718,18.153651243890756,2.1155024,-4.140315798824067
CD8 T Cell,D-Aspartate,116861,0.0002652724176585858,0.005638687502927238,21.256214847728387,2.7752533,-3.9028298304856577
CD8 T Cell,D-Galactose,116861,0.04994822909268276,1.4638386785224569,29.293509840716165,1.5886297,0.13527037156881733
CD8 T Cell,D-Glucose,116861,0.04974285689836644,1.4674875980095432,29.405478031272658,1.5831685,0.2023384056591081
CD8 T Cell,D-Lactate,116861,0.00011980044668452263,0.0030825888358300695,25.731029567424123,2.9829102,0.258797836563708
CD8 T Cell,D-Maltose,116861,0.0489812683444434,1.4430859523861672,29.461996415408787,1.6843363,0.690124927949042
CD8 T Cell,D-Mannose,116861,0.04994822909268276,1.4638386785224569,29.293509840716165,1.5886297,0.13527037156881733
CD8 T Cell,D-Xylose,116861,0.0489812683444434,1.4430859523861672,29.461996415408787,1.6843363,0.690124927949042
CD8 T Cell,Dehydroascorbic acid,116861,0.04999957214126184,1.4632577473744164,29.26540537667665,1.5908389,0.1393413647081091
CD8 T Cell,Dehydroepiandrosterone,116861,0.0,0.0,,2.9968536,-inf
CD8 T Cell,Deoxycholic acid,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Docosahexaenoic acid,116861,0.04999957214126184,1.4632577473744164,29.26540537667665,1.5908389,0.1393413647081091
CD8 T Cell,Dopamine,116861,0.00019681501955314435,0.003678182499334961,18.688525437164472,2.7954257,-3.868691898558208
CD8 T Cell,E-3179,116861,0.000136914796210883,0.0028123020182435035,20.54052663462213,2.9853826,0.7733710093934658
CD8 T Cell,Eicosanoid,116861,0.0012835762144770282,0.04028900527669254,31.388089637597112,2.657619,-2.3363875238735647
CD8 T Cell,Estradiol,116861,0.0016258632050042358,0.040115994637465374,24.33129376402313,2.766582,-0.2492304195436665
CD8 T Cell,Estriol,116861,0.000136914796210883,0.0028123020182435035,20.54052663462213,2.9853826,0.7733710093934658
CD8 T Cell,Estrone sulfate,116861,8.557174763180188e-06,0.00024173363063357186,28.249233809469843,2.9952197,-2.1741615707123985
CD8 T Cell,Ethanol,116861,0.0010354181463448028,0.021728569373321904,18.63843937081271,2.1058652,-4.128172683676951
CD8 T Cell,Fatty acid,116861,0.0022419797879532095,0.10250300109446188,32.82040090248718,2.1197376,-1.701283704916856
CD8 T Cell,Folic acid,116861,0.0004963161362644509,0.011267144587063316,22.701547992910452,2.8921802,-1.1906496935009672
CD8 T Cell,Folinic acid,116861,0.00021392936907950472,0.004781987988340559,22.353115932218643,2.949233,-1.1018473658965082
CD8 T Cell,Fusidic Acid,116861,1.7114349526360375e-05,0.0003953822573427018,23.102382987662736,2.9890976,-2.277255063676502
CD8 T Cell,GABA,116861,0.0,0.0,,2.990993,-inf
CD8 T Cell,Glucosamine,116861,0.0010610896706343433,0.020752726136289475,19.557938137201003,2.2048829,-3.8586022888407356
CD8 T Cell,Glutathione,116861,0.009070605248970999,0.23487339184445855,25.774043674844034,2.2302485,0.22782885840594197
CD8 T Cell,Glycerol,116861,0.000136914796210883,0.0028123020182435035,20.54052663462213,2.9853826,0.7733710093934658
CD8 T Cell,Glycochenodeoxycholate-3-sulfate,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Guanosine,116861,0.0010183037968184425,0.0184859319877718,18.153651243890756,2.1155024,-4.140315798824067
CD8 T Cell,Heme,116861,0.0008813890006075594,0.019984836772742633,22.67425252523764,2.7213135,-1.4060826169274065
CD8 T Cell,Histamine,116861,0.0001540291457372434,0.002789485940268511,18.110117581428806,2.8126788,-4.071123049077185
CD8 T Cell,Hydroxycelecoxib,116861,0.0001540291457372434,0.0036898145004062286,23.955300685109574,2.9844155,0.29121931425608555
CD8 T Cell,Hydroxylansoprazole,116861,0.000136914796210883,0.0028123020182435035,20.54052663462213,2.9853826,0.7733710093934658
CD8 T Cell,Hyodeoxycholic acid,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Inosine,116861,0.0010183037968184425,0.0184859319877718,18.153651243890756,2.1155024,-4.140315798824067
CD8 T Cell,Iron,116861,0.024148347181694493,1.171384221904697,39.1868240551141,1.6831863,0.2644323707806291
CD8 T Cell,Isoursodeoxycholic acid,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Ketone bodies,116861,0.00011980044668452263,0.0030825888358300695,25.731029567424123,2.9829102,0.258797836563708
CD8 T Cell,L-Alanine,116861,0.002815310497086282,0.06091169668968973,21.635871692564837,1.7930429,-3.577948975369968
CD8 T Cell,L-Arginine,116861,0.002849539196139003,0.058056390269636146,19.9393132912639,2.186469,-2.340105243710019
CD8 T Cell,L-Asparagine,116861,0.002815310497086282,0.06091169668968973,21.635871692564837,1.7930429,-3.577948975369968
CD8 T Cell,L-Aspartate,116861,0.0002652724176585858,0.005638687502927238,21.256214847728387,2.7752533,-3.9028298304856577
CD8 T Cell,L-Carnitine,116861,0.00019681501955314435,0.006418056888698932,25.1949845011574,2.7500653,-4.172999512622273
CD8 T Cell,L-Cysteine,116861,0.0034228699052720754,0.07622940790064725,22.27061209169385,1.7744211,-3.342839259622717
CD8 T Cell,L-Cystine,116861,0.0012750190397138482,0.026392519460092256,20.156582477808147,2.4229517,-2.374407092554399
CD8 T Cell,L-Glutamate,116861,0.0017114349526360377,0.1957853175024823,55.03999105109586,1.6268406,-3.4727112782262064
CD8 T Cell,L-Glutamine,116861,0.002592823953243597,0.4074584310686265,64.98922591372126,1.4928617,-2.970414406816443
CD8 T Cell,L-Histidine,116861,0.002815310497086282,0.054278694378405164,19.27982523937631,2.1963243,-2.346628766717164
CD8 T Cell,L-Isoleucine,116861,0.0005562163596067122,0.011335080517993803,20.37890529866575,2.8596723,-0.8210725443385756
CD8 T Cell,L-Lactate,116861,0.00028238676718494624,0.005881441786582999,20.827611170359873,2.8593888,-2.4663153355140834
CD8 T Cell,L-Leucine,116861,0.0021564080403214075,0.38625325773026403,71.6206071328534,1.4972136,-3.194374791601907
CD8 T Cell,L-Lysine,116861,1.7114349526360375e-05,0.00026335872773727365,15.388182141052766,2.9969046,-0.9428360246059427
CD8 T Cell,L-Methionine,116861,0.003123368788560769,0.0881921338052116,23.001347097331156,2.1222322,-2.265348296992328
CD8 T Cell,L-Ornithine,116861,1.7114349526360375e-05,0.00026335872773727365,15.388182141052766,2.9969046,-0.9428360246059427
CD8 T Cell,L-Phenylalanine,116861,0.003123368788560769,0.0881921338052116,23.001347097331156,2.1222322,-2.265348296992328
CD8 T Cell,L-Serine,116861,0.001548848632135614,0.14075529028781236,49.83487206968045,1.6763111,-3.4612508028898947
CD8 T Cell,L-Threonine,116861,0.002815310497086282,0.06091169668968973,21.635871692564837,1.7930429,-3.577948975369968
CD8 T Cell,L-Tyrosine,116861,0.002815310497086282,0.054278694378405164,19.27982523937631,2.1963243,-2.346628766717164
CD8 T Cell,L-Valine,116861,0.0005562163596067122,0.011335080517993803,20.37890529866575,2.8596723,-0.8210725443385756
CD8 T Cell,Leukotriene C4,116861,0.008343245394100684,0.19674105985114146,23.58087896950179,2.297364,0.3523216128795948
CD8 T Cell,Lithocholic acid,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Malic acid,116861,7.70145728686217e-05,0.0018698696571915546,24.279426445451364,2.9871242,-0.7571437073053138
CD8 T Cell,Manganese,116861,0.0010183037968184425,0.022244160916202012,21.84432679687633,2.907043,0.7960635952535676
CD8 T Cell,N-Desmethylcitalopram,116861,0.0001540291457372434,0.003086860351888946,20.040754865671897,2.977566,0.02273047833018333
CD8 T Cell,N-Desmethyleletriptan,116861,0.000136914796210883,0.0028123020182435035,20.54052663462213,2.9853826,0.7733710093934658
CD8 T Cell,N-Desmethyltamoxifen,116861,0.000136914796210883,0.0028123020182435035,20.54052663462213,2.9853826,0.7733710093934658
CD8 T Cell,N-desmethylimatinib,116861,0.000136914796210883,0.0028123020182435035,20.54052663462213,2.9840603,0.49326309020073056
CD8 T Cell,Neurotransmitter,116861,0.00025671524289540564,0.005423094091523301,19.619782307952846,2.7807448,-3.8505627228405226
CD8 T Cell,Nicotinate,116861,0.0019767073702946234,0.059579809663249196,27.796738256681195,2.6144755,-1.211381216907597
CD8 T Cell,Norepinephrine,116861,0.00017114349526360377,0.0038265111552665287,22.35849600578009,2.8057659,-4.0236419684426785
CD8 T Cell,O-Deethylated candesartan,116861,0.000136914796210883,0.0028123020182435035,20.54052663462213,2.9853826,0.7733710093934658
CD8 T Cell,O-Desmethylverapamil (D-702),116861,0.0030805829147448676,0.33517788662123144,49.442017615291036,2.1006768,-1.1886344235853035
CD8 T Cell,Oxalic acid,116861,0.0014290481854510914,0.03328873582879598,23.294341064005554,2.803291,-0.2941358099648106
CD8 T Cell,Phosphate,116861,0.0005134304857908113,0.02393761187098756,33.481693686617795,2.674627,-2.9402200763989312
CD8 T Cell,Potassium,116861,0.0,0.0,,2.9926326,-inf
CD8 T Cell,Progesterone,116861,0.008702646734154251,0.20949641725510015,24.07272450034244,2.272549,0.34592380458880384
CD8 T Cell,Prostaglandins,116861,0.0012835762144770282,0.04028900527669254,31.388089637597112,2.656766,-2.340202497557731
CD8 T Cell,Putrescine,116861,3.422869905272075e-05,0.0006540443063787029,19.1080679219304,2.9618928,-3.0916994105204254
CD8 T Cell,Pyruvate,116861,0.0014376053602142716,0.0583412224767334,35.463781758984766,2.6149704,-2.213689934899036
CD8 T Cell,Serotonin,116861,1.7114349526360375e-05,0.0002745583336454425,16.042580714070027,2.9906845,-2.373470378935805
CD8 T Cell,Sodium,116861,0.0017884495255046594,0.5438665132586424,88.86311988959291,1.4298202,-3.3308739153176163
CD8 T Cell,Sodium_D-Glucose cotransport,116861,8.557174763180188e-06,0.0001940315004139909,22.67471516987939,2.9957216,-2.0042365692700863
CD8 T Cell,Sodium_calcium_potassium exchange,116861,0.00011980044668452263,0.00195393913298597,16.309948644276677,2.9428537,-2.1157448844870763
CD8 T Cell,Sodium_hydrogen exchange,116861,0.00029094394194812643,0.006950547720103977,23.889645797619732,2.8381875,-2.5029880249503624
CD8 T Cell,Spermine,116861,3.422869905272075e-05,0.0006540443063787029,19.1080679219304,2.9618928,-3.0916994105204254
CD8 T Cell,Sulfolithocholic acid,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Taurocholic acid,116861,0.005981465159462952,0.54137570822259,50.00791690681371,2.055938,0.26417408917540536
CD8 T Cell,Testosterone,116861,0.00020537219431632453,0.004469140757321951,21.761177418391686,2.944583,-0.9789698106596559
CD8 T Cell,Thiamine,116861,1.7114349526360375e-05,0.00030506108240363705,17.824871575385714,2.9657426,-4.396553992048847
CD8 T Cell,Thymidine,116861,0.0010183037968184425,0.0184859319877718,18.153651243890756,2.1155024,-4.140315798824067
CD8 T Cell,Thyroxine,116861,8.557174763180188e-06,0.00024173363063357186,28.249233809469843,2.9952197,-2.1741615707123985
CD8 T Cell,Trihydroxycoprostanoic acid,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Urea,116861,1.7114349526360375e-05,0.0005886574323486754,34.39554810084928,2.9859216,-3.3261646641574485
CD8 T Cell,Uridine,116861,0.0010183037968184425,0.0184859319877718,18.153651243890756,2.1155024,-4.140315798824067
CD8 T Cell,Ursocholic acid,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Ursodeoxycholic acid,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Ursodeoxycholic acid 3-sulfate,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Varanic acid,116861,7.70145728686217e-05,0.0017640193807822323,22.905007650843604,2.974663,-1.8492619092937452
CD8 T Cell,Vitamin C,116861,0.00023960089336904527,0.004622172199725737,19.29113090829105,2.9224803,-1.0170606096276698
CD8 T Cell,Vitamin D3,116861,0.00047920178673809054,0.010851609800259582,22.645178086930986,2.8451877,-2.2348860912818362
CD8 T Cell,Water,116861,0.004415502177800977,0.1850924715485663,39.28934124882739,2.135851,-2.0486306886285397
CD8 T Cell,Zinc,116861,0.0008899461753707396,0.019574039365314527,21.994632829519432,2.9140785,0.5634892265257662
CD8 T Cell,alpha-Ketoisovaleric acid,116861,0.00011980044668452263,0.0030825888358300695,25.731029567424123,2.9829102,0.258797836563708
CD8 T Cell,alpha-Tocopherol,116861,0.0003594013400535679,0.008792396546140542,22.50994399061626,2.7073495,-3.3539478206709865
other,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid",582249,0.00031773347828849854,0.005943547648791923,18.70607932411594,2.9712684,0.19535183298136055
other,17a-Ethynylestradiol,582249,0.00021296730436634498,0.004343745344241309,20.396301475315788,2.969325,0.048154523596738955
