gene,ligand,tf,pair,cell_type,mean,std,n
ATP1A1,BMP2,AR,BMP2#AR,B,0.0,0.0,20
ATP1A1,IL18,CREB1,IL18#CREB1,B,0.0,0.0,20
ATP1A1,CCL15,CREB3,CCL15#CREB3,B,0.0,0.0,20
ATP1A1,IL18,ELK1,IL18#ELK1,B,0.0,0.0,20
ATP1A1,TGFB1,ESRRA,TGFB1#ESRRA,B,0.0,0.0,20
ATP1A1,IFNG,ESRRA,IFNG#ESRRA,B,0.0,0.0,20
ATP1A1,PDGFA,ETV6,PDGFA#ETV6,B,0.0,0.0,20
ATP1A1,BMP4,GRHL2,BMP4#GRHL2,B,0.0,0.0,20
ATP1A1,TGFB1,GRHL2,TGFB1#GRHL2,B,0.0,0.0,20
ATP1A1,GAS6,GRHL2,GAS6#GRHL2,B,0.0,0.0,20
ATP1A1,BMP2,HES1,BMP2#HES1,B,0.0,0.0,20
ATP1A1,BMP4,HES1,BMP4#HES1,B,0.0,0.0,20
ATP1A1,IGF1,HNF4A,IGF1#HNF4A,B,0.0,0.0,20
ATP1A1,TGFB1,HNF4A,TGFB1#HNF4A,B,0.0,0.0,20
ATP1A1,WNT5A,HNF4A,WNT5A#HNF4A,B,0.0,0.0,20
ATP1A1,BMP2,ID4,BMP2#ID4,B,0.0,0.0,20
ATP1A1,EGF,JUN,EGF#JUN,B,0.0,0.0,20
ATP1A1,TGFB1,JUN,TGFB1#JUN,B,0.0,0.0,20
ATP1A1,TGFA,JUN,TGFA#JUN,B,0.0,0.0,20
ATP1A1,IL18,KLF16,IL18#KLF16,B,0.0,0.0,20
ATP1A1,IFNG,KLF4,IFNG#KLF4,B,0.0,0.0,20
ATP1A1,VEGFA,KLF4,VEGFA#KLF4,B,0.0,0.0,20
ATP1A1,TNFSF10,KLF4,TNFSF10#KLF4,B,0.0,0.0,20
ATP1A1,PDGFB,KLF4,PDGFB#KLF4,B,0.0,0.0,20
ATP1A1,PDGFC,KLF5,PDGFC#KLF5,B,0.0,0.0,20
ATP1A1,BMP6,KLF5,BMP6#KLF5,B,0.0,0.0,20
ATP1A1,PDGFB,KLF5,PDGFB#KLF5,B,0.0,0.0,20
ATP1A1,TGFB1,MLXIP,TGFB1#MLXIP,B,0.0,0.0,20
ATP1A1,VEGFA,NR4A1,VEGFA#NR4A1,B,0.0,0.0,20
ATP1A1,CXCL12,OVOL2,CXCL12#OVOL2,B,0.0,0.0,20
ATP1A1,VEGFA,PAX1,VEGFA#PAX1,B,0.0,0.0,20
ATP1A1,IL18,POLR2A,IL18#POLR2A,B,0.0,0.0,20
ATP1A1,TGFA,POLR2A,TGFA#POLR2A,B,0.0,0.0,20
ATP1A1,VEGFA,PRDM1,VEGFA#PRDM1,B,0.0,0.0,20
ATP1A1,CXCL12,RELA,CXCL12#RELA,B,0.0,0.0,20
ATP1A1,BMP2,REST,BMP2#REST,B,0.0,0.0,20
ATP1A1,BMP2,RUNX2,BMP2#RUNX2,B,0.0,0.0,20
ATP1A1,BMP2,RXRA,BMP2#RXRA,B,0.0,0.0,20
ATP1A1,BMP6,RXRA,BMP6#RXRA,B,0.0,0.0,20
ATP1A1,CXCL12,RXRA,CXCL12#RXRA,B,0.0,0.0,20
ATP1A1,IL18,SIN3A,IL18#SIN3A,B,0.0,0.0,20
ATP1A1,CXCL12,SIN3A,CXCL12#SIN3A,B,0.0,0.0,20
ATP1A1,IL18,SMAD1,IL18#SMAD1,B,0.0,0.0,20
ATP1A1,BMP6,SMAD4,BMP6#SMAD4,B,0.0,0.0,20
ATP1A1,LIF,SMC3,LIF#SMC3,B,0.0,0.0,20
ATP1A1,BMP2,SNAI2,BMP2#SNAI2,B,0.0,0.0,20
ATP1A1,PDGFA,SP1,PDGFA#SP1,B,0.0,0.0,20
ATP1A1,IL18,SREBF1,IL18#SREBF1,B,0.0,0.0,20
ATP1A1,PDGFA,TAF1,PDGFA#TAF1,B,0.0,0.0,20
ATP1A1,CSF1,TCF7L2,CSF1#TCF7L2,B,0.0,0.0,20
ATP1A1,BMP2,TFAP2B,BMP2#TFAP2B,B,0.0,0.0,20
ATP1A1,GAS6,TFEB,GAS6#TFEB,B,0.0,0.0,20
ATP1A1,TGFB1,VDR,TGFB1#VDR,B,0.0,0.0,20
ATP1A1,BMP6,VDR,BMP6#VDR,B,0.0,0.0,20
ATP1A1,GDF11,VDR,GDF11#VDR,B,0.0,0.0,20
ATP1A1,IL12A,XBP1,IL12A#XBP1,B,0.0,0.0,20
ATP1A1,BMP2,ZBTB1,BMP2#ZBTB1,B,0.0,0.0,20
ATP1A1,BMP2,AR,BMP2#AR,Endothelial,0.0,0.0,391
ATP1A1,IL18,CREB1,IL18#CREB1,Endothelial,0.0,0.0,391
ATP1A1,CCL15,CREB3,CCL15#CREB3,Endothelial,0.0,0.0,391
ATP1A1,IL18,ELK1,IL18#ELK1,Endothelial,0.0,0.0,391
ATP1A1,TGFB1,ESRRA,TGFB1#ESRRA,Endothelial,0.0,0.0,391
ATP1A1,IFNG,ESRRA,IFNG#ESRRA,Endothelial,0.0,0.0,391
ATP1A1,PDGFA,ETV6,PDGFA#ETV6,Endothelial,0.0,0.0,391
ATP1A1,BMP4,GRHL2,BMP4#GRHL2,Endothelial,0.0,0.0,391
ATP1A1,TGFB1,GRHL2,TGFB1#GRHL2,Endothelial,0.0,0.0,391
ATP1A1,GAS6,GRHL2,GAS6#GRHL2,Endothelial,0.0,0.0,391
ATP1A1,BMP2,HES1,BMP2#HES1,Endothelial,0.0,0.0,391
ATP1A1,BMP4,HES1,BMP4#HES1,Endothelial,0.0,0.0,391
ATP1A1,IGF1,HNF4A,IGF1#HNF4A,Endothelial,0.0,0.0,391
ATP1A1,TGFB1,HNF4A,TGFB1#HNF4A,Endothelial,0.0,0.0,391
ATP1A1,WNT5A,HNF4A,WNT5A#HNF4A,Endothelial,0.0,0.0,391
ATP1A1,BMP2,ID4,BMP2#ID4,Endothelial,0.0,0.0,391
ATP1A1,EGF,JUN,EGF#JUN,Endothelial,0.0,0.0,391
ATP1A1,TGFB1,JUN,TGFB1#JUN,Endothelial,0.0,0.0,391
ATP1A1,TGFA,JUN,TGFA#JUN,Endothelial,0.0,0.0,391
ATP1A1,IL18,KLF16,IL18#KLF16,Endothelial,0.0,0.0,391
ATP1A1,IFNG,KLF4,IFNG#KLF4,Endothelial,0.0,0.0,391
ATP1A1,VEGFA,KLF4,VEGFA#KLF4,Endothelial,0.0,0.0,391
ATP1A1,TNFSF10,KLF4,TNFSF10#KLF4,Endothelial,0.0,0.0,391
ATP1A1,PDGFB,KLF4,PDGFB#KLF4,Endothelial,0.0,0.0,391
ATP1A1,PDGFC,KLF5,PDGFC#KLF5,Endothelial,0.0,0.0,391
ATP1A1,BMP6,KLF5,BMP6#KLF5,Endothelial,0.0,0.0,391
ATP1A1,PDGFB,KLF5,PDGFB#KLF5,Endothelial,0.0,0.0,391
ATP1A1,TGFB1,MLXIP,TGFB1#MLXIP,Endothelial,0.0,0.0,391
ATP1A1,VEGFA,NR4A1,VEGFA#NR4A1,Endothelial,0.0,0.0,391
ATP1A1,CXCL12,OVOL2,CXCL12#OVOL2,Endothelial,0.0,0.0,391
ATP1A1,VEGFA,PAX1,VEGFA#PAX1,Endothelial,0.0,0.0,391
ATP1A1,IL18,POLR2A,IL18#POLR2A,Endothelial,0.0,0.0,391
ATP1A1,TGFA,POLR2A,TGFA#POLR2A,Endothelial,0.0,0.0,391
ATP1A1,VEGFA,PRDM1,VEGFA#PRDM1,Endothelial,0.0,0.0,391
ATP1A1,CXCL12,RELA,CXCL12#RELA,Endothelial,0.0,0.0,391
ATP1A1,BMP2,REST,BMP2#REST,Endothelial,0.0,0.0,391
ATP1A1,BMP2,RUNX2,BMP2#RUNX2,Endothelial,0.0,0.0,391
ATP1A1,BMP2,RXRA,BMP2#RXRA,Endothelial,0.0,0.0,391
ATP1A1,BMP6,RXRA,BMP6#RXRA,Endothelial,0.0,0.0,391
ATP1A1,CXCL12,RXRA,CXCL12#RXRA,Endothelial,0.0,0.0,391
ATP1A1,IL18,SIN3A,IL18#SIN3A,Endothelial,0.0,0.0,391
ATP1A1,CXCL12,SIN3A,CXCL12#SIN3A,Endothelial,0.0,0.0,391
ATP1A1,IL18,SMAD1,IL18#SMAD1,Endothelial,0.0,0.0,391
ATP1A1,BMP6,SMAD4,BMP6#SMAD4,Endothelial,0.0,0.0,391
ATP1A1,LIF,SMC3,LIF#SMC3,Endothelial,0.0,0.0,391
ATP1A1,BMP2,SNAI2,BMP2#SNAI2,Endothelial,0.0,0.0,391
ATP1A1,PDGFA,SP1,PDGFA#SP1,Endothelial,0.0,0.0,391
ATP1A1,IL18,SREBF1,IL18#SREBF1,Endothelial,0.0,0.0,391
ATP1A1,PDGFA,TAF1,PDGFA#TAF1,Endothelial,0.0,0.0,391
ATP1A1,CSF1,TCF7L2,CSF1#TCF7L2,Endothelial,0.0,0.0,391
ATP1A1,BMP2,TFAP2B,BMP2#TFAP2B,Endothelial,0.0,0.0,391
ATP1A1,GAS6,TFEB,GAS6#TFEB,Endothelial,0.0,0.0,391
ATP1A1,TGFB1,VDR,TGFB1#VDR,Endothelial,0.0,0.0,391
ATP1A1,BMP6,VDR,BMP6#VDR,Endothelial,0.0,0.0,391
ATP1A1,GDF11,VDR,GDF11#VDR,Endothelial,0.0,0.0,391
ATP1A1,IL12A,XBP1,IL12A#XBP1,Endothelial,0.0,0.0,391
ATP1A1,BMP2,ZBTB1,BMP2#ZBTB1,Endothelial,0.0,0.0,391
ATP1A1,BMP2,AR,BMP2#AR,Enteric_glia,0.0,0.0,92
ATP1A1,IL18,CREB1,IL18#CREB1,Enteric_glia,0.0,0.0,92
ATP1A1,CCL15,CREB3,CCL15#CREB3,Enteric_glia,0.0,0.0,92
