gene,export,import,pair,cell_type,mean,std,n
ENTPD1,SLC12A2,SLC5A3,SLC12A2@SLC5A3,CD8 T Cell,2.359676e-08,6.83951e-07,12339
ENTPD1,SLC12A2,SLC1A5,SLC12A2@SLC1A5,CD8 T Cell,1.5212885e-07,4.478362e-06,12339
ENTPD1,SLC1A5,SLC12A2,SLC1A5@SLC12A2,CD8 T Cell,5.084156e-10,1.5549096e-08,12339
ENTPD1,SLC1A5,SLC5A3,SLC1A5@SLC5A3,CD8 T Cell,3.491503e-10,1.03615845e-08,12339
ENTPD1,SLC5A3,SLC1A5,SLC5A3@SLC1A5,CD8 T Cell,8.119031e-10,2.393072e-08,12339
ENTPD1,SLC1A5,SLC29A1,SLC1A5@SLC29A1,CD8 T Cell,3.115001e-07,9.168087e-06,12339
ENTPD1,SLC29A1,SLC1A5,SLC29A1@SLC1A5,CD8 T Cell,2.641168e-08,7.865597e-07,12339
ENTPD1,SLC22A5,SLC29A1,SLC22A5@SLC29A1,CD8 T Cell,2.822363e-08,8.641041e-07,12339
ENTPD1,SLC12A2,SLC29A1,SLC12A2@SLC29A1,CD8 T Cell,4.523595e-07,1.339481e-05,12339
ENTPD1,SLC29A1,SLC5A3,SLC29A1@SLC5A3,CD8 T Cell,-2.025505e-08,5.899392e-07,12339
ENTPD1,SLC5A3,SLC29A1,SLC5A3@SLC29A1,CD8 T Cell,8.96741e-08,2.6722819e-06,12339
ENTPD1,AQP9,AQP9,AQP9@AQP9,CD8 T Cell,-2.6994832e-07,7.940412e-06,12339
ENTPD1,ABCC3,ABCC3,ABCC3@ABCC3,other,1.2534408e-06,1.3150102e-05,231605
ENTPD1,ABCA1,ABCA1,ABCA1@ABCA1,other,-1.592534e-05,0.00016581676,231605
ENTPD1,ABCC4,ABCC1,ABCC4@ABCC1,other,8.146679e-08,8.779213e-07,231605
ENTPD1,ABCC1,ABCC1,ABCC1@ABCC1,other,1.9352185e-06,2.016382e-05,231605
ENTPD1,FOLR1,FOLR1,FOLR1@FOLR1,other,1.1827118e-06,1.2386532e-05,231605
ENTPD1,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,other,6.520874e-06,6.7748646e-05,231605
ENTPD1,SLC29A3,SLC29A3,SLC29A3@SLC29A3,other,-1.3310714e-06,1.3963804e-05,231605
ENTPD1,SLC29A1,SLC29A1,SLC29A1@SLC29A1,other,9.603351e-07,1.03243e-05,231605
ENTPD1,ATP7A,TAP1,ATP7A@TAP1,other,1.1380052e-06,1.3392791e-05,231605
ENTPD1,TAP1,ATP7A,TAP1@ATP7A,other,4.175294e-07,4.4197504e-06,231605
ENTPD1,TAP1,TAP1,TAP1@TAP1,other,9.433248e-06,9.889146e-05,231605
ENTPD1,SCNN1A,SCNN1A,SCNN1A@SCNN1A,other,1.2694875e-07,1.3793153e-06,231605
ENTPD1,CLCN3,CLCN3,CLCN3@CLCN3,other,2.3796227e-07,2.4827593e-06,231605
ENTPD1,SLC12A2,SLC12A6,SLC12A2@SLC12A6,other,1.4043327e-07,1.5633776e-06,231605
ENTPD1,SLC12A2,SLC12A2,SLC12A2@SLC12A2,other,8.3787974e-08,8.8008585e-07,231605
ENTPD1,CD36,CD36,CD36@CD36,other,-1.8114586e-06,1.8865281e-05,231605
ENTPD1,ABCC3,ABCC4,ABCC3@ABCC4,other,1.8191223e-07,1.9677284e-06,231605
ENTPD1,ABCC1,ABCC3,ABCC1@ABCC3,other,2.5961114e-07,2.7502479e-06,231605
ENTPD1,ABCC3,ABCC1,ABCC3@ABCC1,other,3.365991e-06,3.596765e-05,231605
ENTPD1,SLC2A1,SLC2A1,SLC2A1@SLC2A1,other,-5.604636e-07,5.8361197e-06,231605
ENTPD1,SLC2A3,SLC2A3,SLC2A3@SLC2A3,other,-1.174389e-05,0.00012622094,231605
ENTPD1,SLC2A9,SLC2A3,SLC2A9@SLC2A3,other,-3.145326e-07,3.315331e-06,231605
ENTPD1,SLCO2B1,ABCG2,SLCO2B1@ABCG2,other,-5.2523646e-08,5.478368e-07,231605
ENTPD1,MSR1,MSR1,MSR1@MSR1,other,-3.5137912e-06,4.384492e-05,231605
ENTPD1,CPT1A,CPT1A,CPT1A@CPT1A,other,3.6158414e-09,3.7792283e-08,231605
ENTPD1,CD36,MSR1,CD36@MSR1,other,-3.0010815e-06,3.2238062e-05,231605
ENTPD1,MSR1,CD36,MSR1@CD36,other,-9.685864e-06,0.00010112734,231605
ENTPD1,FOLR1,ABCC4,FOLR1@ABCC4,other,3.9264378e-07,4.0502455e-06,231605
ENTPD1,FOLR2,FOLR2,FOLR2@FOLR2,other,4.955451e-07,5.180802e-06,231605
ENTPD1,ABCC3,FOLR1,ABCC3@FOLR1,other,8.58706e-07,9.017487e-06,231605
ENTPD1,FOLR1,ABCC3,FOLR1@ABCC3,other,9.894026e-07,1.0594549e-05,231605
ENTPD1,LRP1,LRP1,LRP1@LRP1,other,1.7131692e-06,1.766093e-05,231605
ENTPD1,SLC3A2,SLC40A1,SLC3A2@SLC40A1,other,2.6241032e-06,2.815947e-05,231605
ENTPD1,SLC40A1,SLC3A2,SLC40A1@SLC3A2,other,1.2394647e-05,0.00012946542,231605
ENTPD1,SLC11A2,SLC40A1,SLC11A2@SLC40A1,other,1.0031106e-05,0.000104160885,231605
ENTPD1,SLC40A1,SLC11A2,SLC40A1@SLC11A2,other,2.7392462e-05,0.00028524484,231605
ENTPD1,SLC11A2,SLC11A1,SLC11A2@SLC11A1,other,1.5893148e-07,1.7257031e-06,231605
ENTPD1,SLC11A2,SLC11A2,SLC11A2@SLC11A2,other,8.4707635e-06,8.9420544e-05,231605
ENTPD1,SLC3A2,SLC3A2,SLC3A2@SLC3A2,other,1.4018365e-06,1.4602638e-05,231605
ENTPD1,SLC11A2,SLC3A2,SLC11A2@SLC3A2,other,3.5239548e-06,3.6682526e-05,231605
ENTPD1,SLC3A2,SLC11A2,SLC3A2@SLC11A2,other,2.4172166e-06,2.6208549e-05,231605
ENTPD1,SLC40A1,SLC40A1,SLC40A1@SLC40A1,other,1.4019e-05,0.00015927533,231605
ENTPD1,SLC1A5,SLC1A5,SLC1A5@SLC1A5,other,7.7198456e-07,8.0798545e-06,231605
ENTPD1,SLC1A5,SLC43A2,SLC1A5@SLC43A2,other,9.69014e-07,1.01600635e-05,231605
ENTPD1,SLC3A2,SLC1A3,SLC3A2@SLC1A3,other,4.647925e-07,5.097426e-06,231605
ENTPD1,SLC1A1,SLC3A2,SLC1A1@SLC3A2,other,2.3307658e-07,2.4293488e-06,231605
ENTPD1,SLC1A5,SLC3A2,SLC1A5@SLC3A2,other,2.4251847e-06,2.5894426e-05,231605
ENTPD1,SLC3A2,SLC1A5,SLC3A2@SLC1A5,other,2.1996206e-07,2.2894349e-06,231605
ENTPD1,SLC7A7,SLC7A7,SLC7A7@SLC7A7,other,-2.8464117e-06,3.1687687e-05,231605
ENTPD1,SLC38A7,SLC3A2,SLC38A7@SLC3A2,other,6.758426e-08,7.075347e-07,231605
ENTPD1,SLC3A2,SLC38A7,SLC3A2@SLC38A7,other,1.329527e-07,1.3777712e-06,231605
ENTPD1,SLC1A5,SLC38A7,SLC1A5@SLC38A7,other,4.5611839e-07,4.8845936e-06,231605
ENTPD1,SLC7A5,SLC3A2,SLC7A5@SLC3A2,other,1.0142153e-07,1.0643827e-06,231605
ENTPD1,SLC7A5,SLC7A7,SLC7A5@SLC7A7,other,8.931177e-07,9.441713e-06,231605
ENTPD1,SLC38A7,SLC7A7,SLC38A7@SLC7A7,other,1.8094477e-07,1.8986252e-06,231605
ENTPD1,SLC7A7,SLC38A7,SLC7A7@SLC38A7,other,-6.1110716e-10,6.494113e-09,231605
ENTPD1,SLC3A2,SLC7A7,SLC3A2@SLC7A7,other,2.1427313e-06,2.3025379e-05,231605
ENTPD1,SLC7A7,SLC3A2,SLC7A7@SLC3A2,other,-2.2672874e-07,2.4385174e-06,231605
ENTPD1,SLC3A2,SLC43A2,SLC3A2@SLC43A2,other,3.8080572e-07,4.052617e-06,231605
ENTPD1,SLC22A5,ABCC1,SLC22A5@ABCC1,other,2.6072158e-07,2.7114336e-06,231605
ENTPD1,ABCC3,SLC22A5,ABCC3@SLC22A5,other,1.317918e-08,1.4116478e-07,231605
ENTPD1,SLC12A2,SLC5A3,SLC12A2@SLC5A3,other,1.8107067e-07,1.8971456e-06,231605
ENTPD1,SLC12A2,SLC1A5,SLC12A2@SLC1A5,other,1.2193665e-06,1.27728545e-05,231605
ENTPD1,SLC1A5,SLC12A2,SLC1A5@SLC12A2,other,3.7721732e-09,4.1450182e-08,231605
ENTPD1,SLC1A5,SLC5A3,SLC1A5@SLC5A3,other,2.7903402e-09,2.9381011e-08,231605
ENTPD1,SLC5A3,SLC1A5,SLC5A3@SLC1A5,other,6.613101e-09,6.934555e-08,231605
ENTPD1,SLC1A5,SLC29A1,SLC1A5@SLC29A1,other,2.1720216e-06,2.3868803e-05,231605
ENTPD1,SLC29A1,SLC1A5,SLC29A1@SLC1A5,other,2.1885715e-07,2.3046773e-06,231605
ENTPD1,SLC22A5,SLC29A1,SLC22A5@SLC29A1,other,1.7472443e-07,1.9874994e-06,231605
ENTPD1,SLC12A2,SLC29A1,SLC12A2@SLC29A1,other,3.96434e-06,4.179696e-05,231605
ENTPD1,SLC29A1,SLC5A3,SLC29A1@SLC5A3,other,-1.6067936e-07,1.6704887e-06,231605
ENTPD1,SLC5A3,SLC29A1,SLC5A3@SLC29A1,other,7.3529986e-07,7.756322e-06,231605
ENTPD1,AQP9,AQP9,AQP9@AQP9,other,-2.2861857e-06,2.3763709e-05,231605
HAVCR2,ABCC3,ABCC3,ABCC3@ABCC3,CD4 T Cell,9.40902e-05,6.44505e-05,34384
HAVCR2,ABCA1,ABCA1,ABCA1@ABCA1,CD4 T Cell,0.00634107,0.0042175236,34384
HAVCR2,ABCC1,ABCC1,ABCC1@ABCC1,CD4 T Cell,0.0002391857,0.00016516156,34384
HAVCR2,FOLR1,FOLR1,FOLR1@FOLR1,CD4 T Cell,-0.0004132344,0.0002931439,34384
HAVCR2,SLC16A4,SLC16A4,SLC16A4@SLC16A4,CD4 T Cell,5.3165852e-08,3.6862318e-08,34384
HAVCR2,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,CD4 T Cell,0.0038033961,0.0025701404,34384
HAVCR2,SLCO2B1,SLC16A1,SLCO2B1@SLC16A1,CD4 T Cell,2.0691014e-06,1.4146084e-06,34384
HAVCR2,SLC29A3,SLC29A3,SLC29A3@SLC29A3,CD4 T Cell,0.00038352452,0.0002654231,34384
HAVCR2,SLC29A1,SLC29A1,SLC29A1@SLC29A1,CD4 T Cell,0.0010586173,0.0007463969,34384
HAVCR2,ATP7A,TAP1,ATP7A@TAP1,CD4 T Cell,0.00019754439,0.00013353866,34384
HAVCR2,TAP1,ATP7A,TAP1@ATP7A,CD4 T Cell,0.00024451647,0.00016929652,34384
HAVCR2,TAP1,TAP1,TAP1@TAP1,CD4 T Cell,0.002477878,0.0017170784,34384
HAVCR2,SCNN1A,SCNN1A,SCNN1A@SCNN1A,CD4 T Cell,-8.8213084e-05,6.186036e-05,34384
HAVCR2,SLC39A8,SLC39A8,SLC39A8@SLC39A8,CD4 T Cell,9.723401e-05,6.789917e-05,34384
HAVCR2,ORAI2,ORAI3,ORAI2@ORAI3,CD4 T Cell,1.8672414e-07,1.3305727e-07,34384
HAVCR2,ORAI3,ORAI3,ORAI3@ORAI3,CD4 T Cell,3.15725e-05,2.2976878e-05,34384
HAVCR2,CLCN3,CLCN3,CLCN3@CLCN3,CD4 T Cell,3.3520933e-05,2.2833223e-05,34384
HAVCR2,SLC12A2,SLC12A6,SLC12A2@SLC12A6,CD4 T Cell,5.0828905e-05,3.623871e-05,34384
HAVCR2,SLC12A2,SLC12A2,SLC12A2@SLC12A2,CD4 T Cell,-3.2739114e-05,2.2253631e-05,34384
HAVCR2,CD36,CD36,CD36@CD36,CD4 T Cell,0.00017652992,0.00012611445,34384
HAVCR2,ABCC1,ABCC3,ABCC1@ABCC3,CD4 T Cell,6.0320497e-05,4.1286166e-05,34384
HAVCR2,ABCC3,ABCC1,ABCC3@ABCC1,CD4 T Cell,0.00040133274,0.0002817467,34384
HAVCR2,SLC1A3,SLC1A3,SLC1A3@SLC1A3,CD4 T Cell,1.64492e-07,1.1471552e-07,34384
HAVCR2,SLC2A1,SLC2A1,SLC2A1@SLC2A1,CD4 T Cell,9.459707e-05,6.785613e-05,34384
HAVCR2,SLC2A3,SLC2A3,SLC2A3@SLC2A3,CD4 T Cell,0.003096352,0.002095324,34384
HAVCR2,SLC2A3,SLC2A9,SLC2A3@SLC2A9,CD4 T Cell,0.00017321123,0.00013327754,34384
HAVCR2,SLC2A9,SLC2A3,SLC2A9@SLC2A3,CD4 T Cell,0.00015719589,0.00011077178,34384
HAVCR2,SLC2A1,SLC2A9,SLC2A1@SLC2A9,CD4 T Cell,4.412959e-05,3.228122e-05,34384
HAVCR2,SLC2A9,SLC2A1,SLC2A9@SLC2A1,CD4 T Cell,3.8099984e-07,2.656509e-07,34384
HAVCR2,ABCG2,SLCO2B1,ABCG2@SLCO2B1,CD4 T Cell,1.1297262e-07,7.7103785e-08,34384
HAVCR2,SLCO2B1,ABCG2,SLCO2B1@ABCG2,CD4 T Cell,6.0453443e-05,4.15547e-05,34384
HAVCR2,MSR1,MSR1,MSR1@MSR1,CD4 T Cell,0.012784405,0.008451772,34384
HAVCR2,CPT1A,CPT1A,CPT1A@CPT1A,CD4 T Cell,1.4362352e-05,9.836364e-06,34384
HAVCR2,CD36,MSR1,CD36@MSR1,CD4 T Cell,0.0012797673,0.0009041571,34384
HAVCR2,MSR1,CD36,MSR1@CD36,CD4 T Cell,0.0018768692,0.0012654391,34384
HAVCR2,FOLR2,FOLR2,FOLR2@FOLR2,CD4 T Cell,0.00019391986,0.0001309041,34384
HAVCR2,ABCC3,FOLR1,ABCC3@FOLR1,CD4 T Cell,-0.00020528836,0.00015189692,34384
HAVCR2,FOLR1,ABCC3,FOLR1@ABCC3,CD4 T Cell,0.00018179958,0.00012927986,34384
HAVCR2,LRP1,LRP1,LRP1@LRP1,CD4 T Cell,0.0011570394,0.00078552926,34384
HAVCR2,SLC3A2,SLC40A1,SLC3A2@SLC40A1,CD4 T Cell,-2.1379425e-05,1.4543473e-05,34384
HAVCR2,SLC40A1,SLC3A2,SLC40A1@SLC3A2,CD4 T Cell,0.0030584373,0.002091108,34384
HAVCR2,SLC11A2,SLC40A1,SLC11A2@SLC40A1,CD4 T Cell,-0.00021836442,0.00014840248,34384
HAVCR2,SLC40A1,SLC11A2,SLC40A1@SLC11A2,CD4 T Cell,0.0034334445,0.0023448928,34384
HAVCR2,SLC11A1,SLC11A2,SLC11A1@SLC11A2,CD4 T Cell,7.592074e-05,5.234152e-05,34384
HAVCR2,SLC11A2,SLC11A1,SLC11A2@SLC11A1,CD4 T Cell,0.00028495054,0.0002003211,34384
HAVCR2,SLC11A2,SLC11A2,SLC11A2@SLC11A2,CD4 T Cell,0.0016743987,0.0011710175,34384
HAVCR2,CUBN,SLC40A1,CUBN@SLC40A1,CD4 T Cell,-5.4644698e-08,3.9509498e-08,34384
HAVCR2,SLC11A1,SLC3A2,SLC11A1@SLC3A2,CD4 T Cell,3.3323315e-05,2.2818796e-05,34384
HAVCR2,SLC3A2,SLC11A1,SLC3A2@SLC11A1,CD4 T Cell,0.00014611885,0.00010215603,34384
HAVCR2,SLC3A2,SLC3A2,SLC3A2@SLC3A2,CD4 T Cell,0.0006473355,0.00044840292,34384
HAVCR2,SLC11A2,SLC3A2,SLC11A2@SLC3A2,CD4 T Cell,0.0012604458,0.00089632184,34384
HAVCR2,SLC3A2,SLC11A2,SLC3A2@SLC11A2,CD4 T Cell,0.0009413196,0.0006429172,34384
HAVCR2,SLC40A1,SLC40A1,SLC40A1@SLC40A1,CD4 T Cell,-0.0030344715,0.0021994929,34384
HAVCR2,SLC1A5,SLC1A5,SLC1A5@SLC1A5,CD4 T Cell,-5.789855e-06,4.100275e-06,34384
HAVCR2,SLC1A5,SLC43A2,SLC1A5@SLC43A2,CD4 T Cell,0.00017145931,0.00011888503,34384
HAVCR2,SLC43A2,SLC43A2,SLC43A2@SLC43A2,CD4 T Cell,9.082398e-05,6.451419e-05,34384
HAVCR2,SLC1A3,SLC3A2,SLC1A3@SLC3A2,CD4 T Cell,6.0007504e-05,4.1981937e-05,34384
HAVCR2,SLC3A2,SLC1A3,SLC3A2@SLC1A3,CD4 T Cell,0.00018360834,0.00012797458,34384
HAVCR2,SLC1A1,SLC3A2,SLC1A1@SLC3A2,CD4 T Cell,9.16391e-08,6.531498e-08,34384
HAVCR2,SLC1A5,SLC3A2,SLC1A5@SLC3A2,CD4 T Cell,0.00055671873,0.0003766281,34384
HAVCR2,SLC7A7,SLC7A7,SLC7A7@SLC7A7,CD4 T Cell,0.002903556,0.0019660946,34384
HAVCR2,SLC38A7,SLC3A2,SLC38A7@SLC3A2,CD4 T Cell,0.00015634845,0.0001062245,34384
HAVCR2,SLC3A2,SLC38A7,SLC3A2@SLC38A7,CD4 T Cell,0.00026928054,0.00018822639,34384
HAVCR2,SLC1A5,SLC38A7,SLC1A5@SLC38A7,CD4 T Cell,0.00017894093,0.00012580314,34384
HAVCR2,SLC7A5,SLC3A2,SLC7A5@SLC3A2,CD4 T Cell,4.0437426e-05,2.81602e-05,34384
HAVCR2,SLC7A5,SLC7A7,SLC7A5@SLC7A7,CD4 T Cell,0.00019817452,0.00013904474,34384
HAVCR2,SLC7A7,SLC7A5,SLC7A7@SLC7A5,CD4 T Cell,2.8457825e-07,2.0309615e-07,34384
HAVCR2,SLC38A7,SLC38A7,SLC38A7@SLC38A7,CD4 T Cell,6.430861e-05,4.360341e-05,34384
HAVCR2,SLC38A7,SLC7A7,SLC38A7@SLC7A7,CD4 T Cell,0.0005407619,0.00037662513,34384
HAVCR2,SLC7A7,SLC38A7,SLC7A7@SLC38A7,CD4 T Cell,0.00033758572,0.00023788869,34384
HAVCR2,SLC3A2,SLC7A7,SLC3A2@SLC7A7,CD4 T Cell,0.0021661867,0.001466603,34384
HAVCR2,SLC7A7,SLC3A2,SLC7A7@SLC3A2,CD4 T Cell,0.00092219404,0.0006595208,34384
HAVCR2,SLC3A2,SLC43A2,SLC3A2@SLC43A2,CD4 T Cell,0.00026499393,0.00017873087,34384
HAVCR2,SLC43A2,SLC3A2,SLC43A2@SLC3A2,CD4 T Cell,0.00017471782,0.00012578141,34384
HAVCR2,SLC22A5,ABCC1,SLC22A5@ABCC1,CD4 T Cell,2.837715e-05,2.0459536e-05,34384
HAVCR2,ABCC3,SLC22A5,ABCC3@SLC22A5,CD4 T Cell,8.4514156e-08,5.993855e-08,34384
HAVCR2,SLC12A2,SLC22A5,SLC12A2@SLC22A5,CD4 T Cell,3.6975404e-08,2.509186e-08,34384
HAVCR2,SLC12A2,SLC5A3,SLC12A2@SLC5A3,CD4 T Cell,2.1775792e-05,1.5283851e-05,34384
HAVCR2,SLC5A3,SLC12A2,SLC5A3@SLC12A2,CD4 T Cell,-2.413684e-06,1.7472786e-06,34384
HAVCR2,SLC5A3,SLC22A4,SLC5A3@SLC22A4,CD4 T Cell,8.122046e-06,5.5888445e-06,34384
HAVCR2,SLC12A2,SLC1A5,SLC12A2@SLC1A5,CD4 T Cell,-1.1508376e-05,7.801065e-06,34384
HAVCR2,SLC1A5,SLC12A2,SLC1A5@SLC12A2,CD4 T Cell,-1.4168539e-06,9.856702e-07,34384
HAVCR2,SLC1A5,SLC5A3,SLC1A5@SLC5A3,CD4 T Cell,-3.494153e-08,2.5306987e-08,34384
HAVCR2,SLC5A3,SLC1A5,SLC5A3@SLC1A5,CD4 T Cell,-2.1896649e-06,1.527907e-06,34384
HAVCR2,SLC5A3,SLC5A3,SLC5A3@SLC5A3,CD4 T Cell,8.2189734e-07,5.6067955e-07,34384
HAVCR2,SLC1A5,SLC29A1,SLC1A5@SLC29A1,CD4 T Cell,0.0005193119,0.0003716828,34384
HAVCR2,SLC29A1,SLC1A5,SLC29A1@SLC1A5,CD4 T Cell,-4.3638667e-07,2.9620105e-07,34384
HAVCR2,SLC22A5,SLC29A1,SLC22A5@SLC29A1,CD4 T Cell,9.166014e-05,6.520883e-05,34384
HAVCR2,SLC29A1,SLC22A5,SLC29A1@SLC22A5,CD4 T Cell,5.0894287e-06,3.5842065e-06,34384
HAVCR2,SLC12A2,SLC29A1,SLC12A2@SLC29A1,CD4 T Cell,0.00084880425,0.00059526897,34384
HAVCR2,SLC29A1,SLC12A2,SLC29A1@SLC12A2,CD4 T Cell,-2.3475159e-06,1.629891e-06,34384
HAVCR2,SLC22A4,SLC29A1,SLC22A4@SLC29A1,CD4 T Cell,1.8381372e-05,1.2749624e-05,34384
HAVCR2,SLC29A1,SLC22A4,SLC29A1@SLC22A4,CD4 T Cell,5.4106506e-05,3.845837e-05,34384
HAVCR2,SLC29A1,SLC5A3,SLC29A1@SLC5A3,CD4 T Cell,5.8911988e-05,4.0201412e-05,34384
HAVCR2,SLC5A3,SLC29A1,SLC5A3@SLC29A1,CD4 T Cell,0.00041779614,0.00028411273,34384
HAVCR2,SLC9A1,SLC9A1,SLC9A1@SLC9A1,CD4 T Cell,6.566495e-05,4.489542e-05,34384
HAVCR2,AQP9,AQP9,AQP9@AQP9,CD4 T Cell,0.00026220543,0.00018532839,34384
HAVCR2,SCARB1,SCARB1,SCARB1@SCARB1,CD4 T Cell,5.6829106e-07,4.037421e-07,34384
HAVCR2,ABCC3,ABCC3,ABCC3@ABCC3,CD8 T Cell,1.6159692e-07,4.7037197e-06,12339
HAVCR2,ABCA1,ABCA1,ABCA1@ABCA1,CD8 T Cell,1.116375e-05,0.00032065363,12339
HAVCR2,ABCC1,ABCC1,ABCC1@ABCC1,CD8 T Cell,4.356524e-07,1.2584714e-05,12339
HAVCR2,FOLR1,FOLR1,FOLR1@FOLR1,CD8 T Cell,-7.3369364e-07,2.1983835e-05,12339
HAVCR2,SLC16A4,SLC16A4,SLC16A4@SLC16A4,CD8 T Cell,9.8842184e-11,2.8841893e-09,12339
HAVCR2,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,CD8 T Cell,6.664641e-06,0.00019231963,12339
HAVCR2,SLCO2B1,SLC16A1,SLCO2B1@SLC16A1,CD8 T Cell,3.7101413e-09,1.0815317e-07,12339
HAVCR2,SLC29A3,SLC29A3,SLC29A3@SLC29A3,CD8 T Cell,7.073098e-07,2.0508372e-05,12339
HAVCR2,SLC29A1,SLC29A1,SLC29A1@SLC29A1,CD8 T Cell,1.8366776e-06,5.419803e-05,12339
HAVCR2,ATP7A,TAP1,ATP7A@TAP1,CD8 T Cell,3.517644e-07,1.016023e-05,12339
HAVCR2,TAP1,ATP7A,TAP1@ATP7A,CD8 T Cell,4.2325766e-07,1.2476446e-05,12339
HAVCR2,TAP1,TAP1,TAP1@TAP1,CD8 T Cell,4.265412e-06,0.00012422557,12339
HAVCR2,SCNN1A,SCNN1A,SCNN1A@SCNN1A,CD8 T Cell,-1.5049416e-07,4.465994e-06,12339
HAVCR2,SLC39A8,SLC39A8,SLC39A8@SLC39A8,CD8 T Cell,1.7443344e-07,5.118556e-06,12339
HAVCR2,ORAI2,ORAI3,ORAI2@ORAI3,CD8 T Cell,3.226964e-10,9.661629e-09,12339
HAVCR2,ORAI3,ORAI3,ORAI3@ORAI3,CD8 T Cell,5.314194e-08,1.6110088e-06,12339
HAVCR2,CLCN3,CLCN3,CLCN3@CLCN3,CD8 T Cell,5.7256567e-08,1.6699321e-06,12339
HAVCR2,SLC12A2,SLC12A6,SLC12A2@SLC12A6,CD8 T Cell,8.218677e-08,2.3953403e-06,12339
HAVCR2,SLC12A2,SLC12A2,SLC12A2@SLC12A2,CD8 T Cell,-5.7251228e-08,1.6575322e-06,12339
HAVCR2,CD36,CD36,CD36@CD36,CD8 T Cell,3.150199e-07,9.463434e-06,12339
HAVCR2,ABCC1,ABCC3,ABCC1@ABCC3,CD8 T Cell,1.0648503e-07,3.1224542e-06,12339
HAVCR2,ABCC3,ABCC1,ABCC3@ABCC1,CD8 T Cell,6.9482365e-07,2.0728377e-05,12339
HAVCR2,SLC1A3,SLC1A3,SLC1A3@SLC1A3,CD8 T Cell,2.9093242e-10,8.517739e-09,12339
HAVCR2,SLC2A1,SLC2A1,SLC2A1@SLC2A1,CD8 T Cell,1.5946034e-07,4.7077233e-06,12339
HAVCR2,SLC2A3,SLC2A3,SLC2A3@SLC2A3,CD8 T Cell,5.480089e-06,0.00015832804,12339
HAVCR2,SLC2A3,SLC2A9,SLC2A3@SLC2A9,CD8 T Cell,3.0547474e-07,9.181457e-06,12339
HAVCR2,SLC2A9,SLC2A3,SLC2A9@SLC2A3,CD8 T Cell,2.76597e-07,8.197415e-06,12339
HAVCR2,SLC2A1,SLC2A9,SLC2A1@SLC2A9,CD8 T Cell,7.468838e-08,2.2601105e-06,12339
HAVCR2,SLC2A9,SLC2A1,SLC2A9@SLC2A1,CD8 T Cell,6.585719e-10,1.9116456e-08,12339
HAVCR2,ABCG2,SLCO2B1,ABCG2@SLCO2B1,CD8 T Cell,2.0474872e-10,5.9403016e-09,12339
HAVCR2,SLCO2B1,ABCG2,SLCO2B1@ABCG2,CD8 T Cell,1.0220037e-07,2.9986877e-06,12339
HAVCR2,MSR1,MSR1,MSR1@MSR1,CD8 T Cell,2.2384533e-05,0.00064245757,12339
HAVCR2,CPT1A,CPT1A,CPT1A@CPT1A,CD8 T Cell,2.4865432e-08,7.2270143e-07,12339
HAVCR2,CD36,MSR1,CD36@MSR1,CD8 T Cell,2.215906e-06,6.522398e-05,12339
HAVCR2,MSR1,CD36,MSR1@CD36,CD8 T Cell,3.2548915e-06,9.407802e-05,12339
HAVCR2,FOLR2,FOLR2,FOLR2@FOLR2,CD8 T Cell,3.5036538e-07,1.01040705e-05,12339
HAVCR2,ABCC3,FOLR1,ABCC3@FOLR1,CD8 T Cell,-3.3556435e-07,1.0336083e-05,12339
HAVCR2,FOLR1,ABCC3,FOLR1@ABCC3,CD8 T Cell,3.1019658e-07,9.188139e-06,12339
HAVCR2,LRP1,LRP1,LRP1@LRP1,CD8 T Cell,1.9796003e-06,5.7757425e-05,12339
HAVCR2,SLC3A2,SLC40A1,SLC3A2@SLC40A1,CD8 T Cell,-3.7683282e-08,1.1007266e-06,12339
HAVCR2,SLC40A1,SLC3A2,SLC40A1@SLC3A2,CD8 T Cell,5.2457017e-06,0.00015234009,12339
HAVCR2,SLC11A2,SLC40A1,SLC11A2@SLC40A1,CD8 T Cell,-3.8253035e-07,1.1092029e-05,12339
HAVCR2,SLC40A1,SLC11A2,SLC40A1@SLC11A2,CD8 T Cell,5.9882573e-06,0.00017354947,12339
HAVCR2,SLC11A1,SLC11A2,SLC11A1@SLC11A2,CD8 T Cell,1.2022218e-07,3.5118549e-06,12339
HAVCR2,SLC11A2,SLC11A1,SLC11A2@SLC11A1,CD8 T Cell,4.843333e-07,1.41150085e-05,12339
HAVCR2,SLC11A2,SLC11A2,SLC11A2@SLC11A2,CD8 T Cell,2.9239022e-06,8.5668995e-05,12339
HAVCR2,CUBN,SLC40A1,CUBN@SLC40A1,CD8 T Cell,-9.1284064e-11,2.7265221e-09,12339
HAVCR2,SLC11A1,SLC3A2,SLC11A1@SLC3A2,CD8 T Cell,5.516486e-08,1.6103232e-06,12339
HAVCR2,SLC3A2,SLC11A1,SLC3A2@SLC11A1,CD8 T Cell,2.4677047e-07,7.2548687e-06,12339
HAVCR2,SLC3A2,SLC3A2,SLC3A2@SLC3A2,CD8 T Cell,1.1501891e-06,3.3662098e-05,12339
