gene,ligand,receptor,pair,cell_type,mean,std,n
CD3E,TGFB1,TGFBR2,TGFB1$TGFBR2,Endothelial,0.0,0.0,243
CD3E,BMP2,BMPR1A,BMP2$BMPR1A,Endothelial,0.0,0.0,243
CD3E,BMP2,ACVR2A,BMP2$ACVR2A,Endothelial,0.0,0.0,243
CD3E,BMP2,BMPR2,BMP2$BMPR2,Endothelial,0.0,0.0,243
CD3E,BMP4,ACVR2A,BMP4$ACVR2A,Endothelial,0.0,0.0,243
CD3E,BMP4,BMPR2,BMP4$BMPR2,Endothelial,0.0,0.0,243
CD3E,BMP6,BMPR2,BMP6$BMPR2,Endothelial,0.0,0.0,243
CD3E,BMP7,BMPR2,BMP7$BMPR2,Endothelial,0.0,0.0,243
CD3E,PDGFA,PDGFRA,PDGFA$PDGFRA,Endothelial,0.0,0.0,243
CD3E,IHH,PTCH1,IHH$PTCH1,Endothelial,0.0,0.0,243
CD3E,IHH,SMO,IHH$SMO,Endothelial,0.0,0.0,243
CD3E,CCL15,CCR1,CCL15$CCR1,Endothelial,0.0,0.0,243
CD3E,CXCL12,CXCR4,CXCL12$CXCR4,Endothelial,0.0,0.0,243
CD3E,CXCL12,ACKR3,CXCL12$ACKR3,Endothelial,0.0,0.0,243
CD3E,CXCL16,CXCR6,CXCL16$CXCR6,Endothelial,0.0,0.0,243
CD3E,IL7,IL2RG,IL7$IL2RG,Endothelial,0.0,0.0,243
CD3E,IL15,IL2RB,IL15$IL2RB,Endothelial,0.0,0.0,243
CD3E,IL15,IL2RG,IL15$IL2RG,Endothelial,0.0,0.0,243
CD3E,LIF,IL6ST,LIF$IL6ST,Endothelial,0.0,0.0,243
CD3E,IL16,CD4,IL16$CD4,Endothelial,0.0,0.0,243
CD3E,TNFSF14,TNFRSF14,TNFSF14$TNFRSF14,Endothelial,0.0,0.0,243
CD3E,TNFSF10,TNFRSF10A,TNFSF10$TNFRSF10A,Endothelial,0.0,0.0,243
CD3E,CD40LG,ITGB2,CD40LG$ITGB2,Endothelial,0.0,0.0,243
CD3E,POSTN,ITGAV,POSTN$ITGAV,Endothelial,0.0,0.0,243
CD3E,POSTN,ITGB3,POSTN$ITGB3,Endothelial,0.0,0.0,243
CD3E,POSTN,ITGB5,POSTN$ITGB5,Endothelial,0.0,0.0,243
CD3E,GAS6,AXL,GAS6$AXL,Endothelial,0.0,0.0,243
CD3E,GAS6,MERTK,GAS6$MERTK,Endothelial,0.0,0.0,243
CD3E,GAS6,TYRO3,GAS6$TYRO3,Endothelial,0.0,0.0,243
CD3E,GRN,SORT1,GRN$SORT1,Endothelial,0.0,0.0,243
CD3E,GUCA2A,GUCY2C,GUCA2A$GUCY2C,Endothelial,0.0,0.0,243
CD3E,PROS1,AXL,PROS1$AXL,Endothelial,0.0,0.0,243
CD3E,BTLA,TNFRSF14,BTLA$TNFRSF14,Endothelial,0.0,0.0,243
CD3E,LGALS9,CD44,LGALS9$CD44,Endothelial,0.0,0.0,243
CD3E,COL6A2,CD44,COL6A2$CD44,Endothelial,0.0,0.0,243
CD3E,F11R,ITGAL,F11R$ITGAL,Endothelial,0.0,0.0,243
CD3E,F11R,F11R,F11R$F11R,Endothelial,0.0,0.0,243
CD3E,LCK,CD8A,LCK$CD8A,Endothelial,0.0,0.0,243
CD3E,HLA-DRA,CD4,HLA-DRA$CD4,Endothelial,0.0,0.0,243
CD3E,TGFB1,TGFBR2,TGFB1$TGFBR2,Enteric_glia,0.0,0.0,283
CD3E,BMP2,BMPR1A,BMP2$BMPR1A,Enteric_glia,0.0,0.0,283
CD3E,BMP2,ACVR2A,BMP2$ACVR2A,Enteric_glia,0.0,0.0,283
CD3E,BMP2,BMPR2,BMP2$BMPR2,Enteric_glia,0.0,0.0,283
CD3E,BMP4,ACVR2A,BMP4$ACVR2A,Enteric_glia,0.0,0.0,283
CD3E,BMP4,BMPR2,BMP4$BMPR2,Enteric_glia,0.0,0.0,283
CD3E,BMP6,BMPR2,BMP6$BMPR2,Enteric_glia,0.0,0.0,283
CD3E,BMP7,BMPR2,BMP7$BMPR2,Enteric_glia,0.0,0.0,283
CD3E,PDGFA,PDGFRA,PDGFA$PDGFRA,Enteric_glia,0.0,0.0,283
CD3E,IHH,PTCH1,IHH$PTCH1,Enteric_glia,0.0,0.0,283
CD3E,IHH,SMO,IHH$SMO,Enteric_glia,0.0,0.0,283
CD3E,CCL15,CCR1,CCL15$CCR1,Enteric_glia,0.0,0.0,283
CD3E,CXCL12,CXCR4,CXCL12$CXCR4,Enteric_glia,0.0,0.0,283
CD3E,CXCL12,ACKR3,CXCL12$ACKR3,Enteric_glia,0.0,0.0,283
CD3E,CXCL16,CXCR6,CXCL16$CXCR6,Enteric_glia,0.0,0.0,283
CD3E,IL7,IL2RG,IL7$IL2RG,Enteric_glia,0.0,0.0,283
CD3E,IL15,IL2RB,IL15$IL2RB,Enteric_glia,0.0,0.0,283
CD3E,IL15,IL2RG,IL15$IL2RG,Enteric_glia,0.0,0.0,283
CD3E,LIF,IL6ST,LIF$IL6ST,Enteric_glia,0.0,0.0,283
CD3E,IL16,CD4,IL16$CD4,Enteric_glia,0.0,0.0,283
CD3E,TNFSF14,TNFRSF14,TNFSF14$TNFRSF14,Enteric_glia,0.0,0.0,283
CD3E,TNFSF10,TNFRSF10A,TNFSF10$TNFRSF10A,Enteric_glia,0.0,0.0,283
CD3E,CD40LG,ITGB2,CD40LG$ITGB2,Enteric_glia,0.0,0.0,283
CD3E,POSTN,ITGAV,POSTN$ITGAV,Enteric_glia,0.0,0.0,283
CD3E,POSTN,ITGB3,POSTN$ITGB3,Enteric_glia,0.0,0.0,283
CD3E,POSTN,ITGB5,POSTN$ITGB5,Enteric_glia,0.0,0.0,283
CD3E,GAS6,AXL,GAS6$AXL,Enteric_glia,0.0,0.0,283
CD3E,GAS6,MERTK,GAS6$MERTK,Enteric_glia,0.0,0.0,283
CD3E,GAS6,TYRO3,GAS6$TYRO3,Enteric_glia,0.0,0.0,283
CD3E,GRN,SORT1,GRN$SORT1,Enteric_glia,0.0,0.0,283
CD3E,GUCA2A,GUCY2C,GUCA2A$GUCY2C,Enteric_glia,0.0,0.0,283
CD3E,PROS1,AXL,PROS1$AXL,Enteric_glia,0.0,0.0,283
CD3E,BTLA,TNFRSF14,BTLA$TNFRSF14,Enteric_glia,0.0,0.0,283
CD3E,LGALS9,CD44,LGALS9$CD44,Enteric_glia,0.0,0.0,283
CD3E,COL6A2,CD44,COL6A2$CD44,Enteric_glia,0.0,0.0,283
CD3E,F11R,ITGAL,F11R$ITGAL,Enteric_glia,0.0,0.0,283
CD3E,F11R,F11R,F11R$F11R,Enteric_glia,0.0,0.0,283
CD3E,LCK,CD8A,LCK$CD8A,Enteric_glia,0.0,0.0,283
CD3E,HLA-DRA,CD4,HLA-DRA$CD4,Enteric_glia,0.0,0.0,283
CD3E,TGFB1,TGFBR2,TGFB1$TGFBR2,Fibroblast,0.0,0.0,1369
CD3E,BMP2,BMPR1A,BMP2$BMPR1A,Fibroblast,0.0,0.0,1369
CD3E,BMP2,ACVR2A,BMP2$ACVR2A,Fibroblast,0.0,0.0,1369
CD3E,BMP2,BMPR2,BMP2$BMPR2,Fibroblast,0.0,0.0,1369
CD3E,BMP4,ACVR2A,BMP4$ACVR2A,Fibroblast,0.0,0.0,1369
CD3E,BMP4,BMPR2,BMP4$BMPR2,Fibroblast,0.0,0.0,1369
CD3E,BMP6,BMPR2,BMP6$BMPR2,Fibroblast,0.0,0.0,1369
CD3E,BMP7,BMPR2,BMP7$BMPR2,Fibroblast,0.0,0.0,1369
CD3E,PDGFA,PDGFRA,PDGFA$PDGFRA,Fibroblast,0.0,0.0,1369
CD3E,IHH,PTCH1,IHH$PTCH1,Fibroblast,0.0,0.0,1369
CD3E,IHH,SMO,IHH$SMO,Fibroblast,0.0,0.0,1369
CD3E,CCL15,CCR1,CCL15$CCR1,Fibroblast,0.0,0.0,1369
CD3E,CXCL12,CXCR4,CXCL12$CXCR4,Fibroblast,0.0,0.0,1369
CD3E,CXCL12,ACKR3,CXCL12$ACKR3,Fibroblast,0.0,0.0,1369
CD3E,CXCL16,CXCR6,CXCL16$CXCR6,Fibroblast,0.0,0.0,1369
CD3E,IL7,IL2RG,IL7$IL2RG,Fibroblast,0.0,0.0,1369
CD3E,IL15,IL2RB,IL15$IL2RB,Fibroblast,0.0,0.0,1369
CD3E,IL15,IL2RG,IL15$IL2RG,Fibroblast,0.0,0.0,1369
CD3E,LIF,IL6ST,LIF$IL6ST,Fibroblast,0.0,0.0,1369
CD3E,IL16,CD4,IL16$CD4,Fibroblast,0.0,0.0,1369
CD3E,TNFSF14,TNFRSF14,TNFSF14$TNFRSF14,Fibroblast,0.0,0.0,1369
CD3E,TNFSF10,TNFRSF10A,TNFSF10$TNFRSF10A,Fibroblast,0.0,0.0,1369
CD3E,CD40LG,ITGB2,CD40LG$ITGB2,Fibroblast,0.0,0.0,1369
CD3E,POSTN,ITGAV,POSTN$ITGAV,Fibroblast,0.0,0.0,1369
CD3E,POSTN,ITGB3,POSTN$ITGB3,Fibroblast,0.0,0.0,1369
