gene,tf,cell_type,mean,std,n
CD3E,ARID3B,Endothelial,-0.00571186,6.5858294e-05,243
CD3E,BCL6,Endothelial,0.042264834,6.6449684e-05,243
CD3E,BCL6B,Endothelial,0.019733954,0.00019181364,243
CD3E,CTCF,Endothelial,-0.0037626284,0.0003433013,243
CD3E,EHF,Endothelial,0.0,0.0,243
CD3E,ELK4,Endothelial,-0.030995226,0.00016422814,243
CD3E,EP300,Endothelial,-0.009095103,0.0005573314,243
CD3E,ESRRA,Endothelial,-0.0023759971,0.00012600071,243
CD3E,ETV5,Endothelial,0.061265137,6.512356e-05,243
CD3E,FLI1,Endothelial,-0.028100265,0.0012687298,243
CD3E,FOXA1,Endothelial,0.0,0.0,243
CD3E,FOXI1,Endothelial,0.0,0.0,243
CD3E,FOXJ2,Endothelial,-0.027153855,0.00010577982,243
CD3E,FOXL2,Endothelial,0.0,0.0,243
CD3E,FOXO1,Endothelial,-0.023636632,0.00013603397,243
CD3E,FOXO3,Endothelial,-0.059590027,0.000111066416,243
CD3E,FOXO4,Endothelial,0.039532073,0.00020745074,243
CD3E,GATA1,Endothelial,-0.0008401896,3.643287e-05,243
CD3E,GATA2,Endothelial,-0.001448518,0.00011967527,243
CD3E,GATA3,Endothelial,0.0,0.0,243
CD3E,HOXA5,Endothelial,0.016800115,0.00047459436,243
CD3E,HOXB4,Endothelial,0.011570237,0.00024173514,243
CD3E,HOXB6,Endothelial,-0.008441646,0.00046774306,243
CD3E,HOXB7,Endothelial,-0.032794915,0.0005858324,243
CD3E,HOXB9,Endothelial,0.0,0.0,243
CD3E,IRX1,Endothelial,-0.010183082,0.0001390036,243
CD3E,MECOM,Endothelial,-0.04853206,0.00014599234,243
CD3E,MEF2A,Endothelial,-0.0015380906,0.00011417654,243
CD3E,MYEF2,Endothelial,-0.029597243,9.410926e-05,243
CD3E,NR3C1,Endothelial,-0.043784153,0.00038131577,243
CD3E,PDX1,Endothelial,0.0,0.0,243
CD3E,PITX1,Endothelial,0.0,0.0,243
CD3E,POU1F1,Endothelial,0.0,0.0,243
CD3E,POU2F1,Endothelial,-0.0138153,9.8758086e-05,243
CD3E,PPARGC1A,Endothelial,0.0,0.0,243
CD3E,RUNX1,Endothelial,0.0,0.0,243
CD3E,SIN3A,Endothelial,0.09092454,0.0007331465,243
CD3E,SMAD4,Endothelial,-0.027972378,0.0011498935,243
CD3E,STAT1,Endothelial,-0.0339568,6.433837e-05,243
CD3E,STAT3,Endothelial,-0.07639875,0.0001358846,243
