cell_type,metabolite,n_cells,frac_sig,mean_cs,mean_cs_sig,mean_neg_log10_pval,log2_enrichment
Cycling CD8 T cell,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid",216,0.0,0.0,,2.9326916,-inf
Cycling CD8 T cell,17a-Ethynylestradiol,216,0.0,0.0,,2.976737,-inf
Cycling CD8 T cell,"1b,3a,12a-Trihydroxy-5b-cholanoic acid",216,0.0,0.0,,2.9326916,-inf
Cycling CD8 T cell,2-Hydroxychlorpropamide,216,0.0,0.0,,2.9781308,-inf
Cycling CD8 T cell,25-Hydroxycholesterol,216,0.009259259259259259,0.15895424509182862,17.167058469917492,1.6268789,-1.6996839101780965
Cycling CD8 T cell,"3',4'-Dihydrodiol",216,0.0,0.0,,2.9781308,-inf
Cycling CD8 T cell,3-Sulfodeoxycholic acid,216,0.0,0.0,,2.9326916,-inf
Cycling CD8 T cell,"3alpha,7alpha-Dihydroxycoprostanic acid",216,0.0,0.0,,2.9326916,-inf
Cycling CD8 T cell,3b-Hydroxy-5-cholenoic acid,216,0.0,0.0,,2.9326916,-inf
Cycling CD8 T cell,4'-Hydroxydiclofenac,216,0.0,0.34796811003537914,,1.4472983,-inf
Cycling CD8 T cell,4-Hydroxycyclophosphamide,216,0.0,0.0,,2.9781308,-inf
Cycling CD8 T cell,4-Hydroxyvalsartan,216,0.0,0.0,,2.96209,-inf
Cycling CD8 T cell,4-ene-Valproic acid,216,0.004629629629629629,0.21557255477535697,46.56367183147711,2.3181279,0.10543418367207046
Cycling CD8 T cell,5-Hydroxyomeprazole,216,0.0,0.0,,2.88855,-inf
Cycling CD8 T cell,5-Methyltetrahydrofolic acid,216,0.0,0.0,,2.0335643,-inf
Cycling CD8 T cell,8-Hydroxycarvedilol,216,0.0,0.0,,2.9781308,-inf
Cycling CD8 T cell,ADP,216,0.0,0.0,,2.8227055,-inf
Cycling CD8 T cell,Acetate,216,0.004629629629629629,0.2039579790479038,22.095862565366588,1.9610709,-1.09526851367251
Cycling CD8 T cell,Adenine,216,0.0,0.0,,2.6508505,-inf
Cycling CD8 T cell,Adenosine,216,0.013888888888888888,0.2322815076546055,16.724268551131598,2.0723088,0.30878459912281586
Cycling CD8 T cell,Adenosine diphosphate ribose,216,0.032407407407407406,0.5979708145298603,18.451670848349977,2.9669814,5.919391840553922
Cycling CD8 T cell,Adenosine triphosphate,216,0.027777777777777776,0.5179622940433164,18.64664258555939,2.215161,2.1087317737726456
Cycling CD8 T cell,Amiloride-sensitive sodium transport,216,0.004629629629629629,0.0478056606448618,10.32602269929015,1.5361649,-3.367038750668008
Cycling CD8 T cell,Anion exchange,216,0.004629629629629629,0.07444815848650421,16.08080223308491,2.4919496,0.3724266030745478
Cycling CD8 T cell,Arachidonic acid,216,0.004629629629629629,0.059792811996258716,12.915247391191883,2.2921824,-1.401419056792805
Cycling CD8 T cell,Butyrate,216,0.004629629629629629,0.05245951623333964,11.331255506401362,2.3981328,-0.43266171201111125
