,Cell Type 1,Cell Type 2,metabolite,C_p,Z,Z_pval,Z_FDR,C_np,pval_np,FDR_np,selected
0,Cycling CD8 T cell,Cycling CD8 T cell,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid",-1.9011726,-0.14937022938814493,0.5593692491625921,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
1,Cycling CD8 T cell,Cycling CD8 T cell,17a-Ethynylestradiol,0.592964,0.08069217889104865,0.46784337843753265,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
2,Cycling CD8 T cell,Cycling CD8 T cell,"1b,3a,12a-Trihydroxy-5b-cholanoic acid",-1.9011726,-0.14937022938814493,0.5593692491625921,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
3,Cycling CD8 T cell,Cycling CD8 T cell,2-Hydroxychlorpropamide,0.592964,0.11411597376515699,0.45457292985515957,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
4,Cycling CD8 T cell,Cycling CD8 T cell,25-Hydroxycholesterol,0.39284387,0.07560283847564696,0.4698675390765328,0.6620806433654093,0.0,0.007992007992007992,0.01902230001403555,False
5,Cycling CD8 T cell,Cycling CD8 T cell,"3',4'-Dihydrodiol",0.592964,0.11411597376515699,0.45457292985515957,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
6,Cycling CD8 T cell,Cycling CD8 T cell,3-Sulfodeoxycholic acid,-1.9011726,-0.14937022938814493,0.5593692491625921,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
7,Cycling CD8 T cell,Cycling CD8 T cell,"3alpha,7alpha-Dihydroxycoprostanic acid",-1.9011726,-0.14937022938814493,0.5593692491625921,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
8,Cycling CD8 T cell,Cycling CD8 T cell,3b-Hydroxy-5-cholenoic acid,-1.9011726,-0.14937022938814493,0.5593692491625921,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
9,Cycling CD8 T cell,Cycling CD8 T cell,4'-Hydroxydiclofenac,-1.1276112,-0.0885934997749368,0.5352975128997413,0.6620806433654093,0.0,0.03696303696303696,0.06276742125798729,False
10,Cycling CD8 T cell,Cycling CD8 T cell,4-Hydroxycyclophosphamide,0.592964,0.11411597376515699,0.45457292985515957,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
11,Cycling CD8 T cell,Cycling CD8 T cell,4-Hydroxyvalsartan,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
12,Cycling CD8 T cell,Cycling CD8 T cell,4-ene-Valproic acid,-1.3365111,-0.14850123723347983,0.5590263951947004,0.6620806433654093,0.0,0.005994005994005994,0.015413158270301127,False
13,Cycling CD8 T cell,Cycling CD8 T cell,5-Hydroxyomeprazole,-1.3082087,-0.12588244123459683,0.5500875090176705,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
14,Cycling CD8 T cell,Cycling CD8 T cell,5-Methyltetrahydrofolic acid,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
15,Cycling CD8 T cell,Cycling CD8 T cell,8-Hydroxycarvedilol,0.592964,0.11411597376515699,0.45457292985515957,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
16,Cycling CD8 T cell,Cycling CD8 T cell,ADP,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
17,Cycling CD8 T cell,Cycling CD8 T cell,Acetate,-1.0405813,-0.08955898270490854,0.5356811597856621,0.6620806433654093,0.0,0.007992007992007992,0.01902230001403555,False
18,Cycling CD8 T cell,Cycling CD8 T cell,Acetyl-L-Carnitine,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
19,Cycling CD8 T cell,Cycling CD8 T cell,Adenine,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
20,Cycling CD8 T cell,Cycling CD8 T cell,Adenosine,19.004642,3.657445151825032,0.00012737087376543373,0.0012562606727549628,29.663677,0.002997002997002997,0.008648665963295221,True
21,Cycling CD8 T cell,Cycling CD8 T cell,Adenosine diphosphate ribose,-6.6160727,-1.273263776061031,0.898537771881109,0.898537771881109,0.0,0.4075924075924076,0.4518345395943549,False
22,Cycling CD8 T cell,Cycling CD8 T cell,Adenosine triphosphate,-12.010555,-1.0337040117575176,0.8493627214728972,0.8505440326293268,0.0,0.22477522477522477,0.27268435019066867,False
23,Cycling CD8 T cell,Cycling CD8 T cell,Amiloride-sensitive sodium transport,0.09882733,0.010980814695358276,0.4956193767796223,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
24,Cycling CD8 T cell,Cycling CD8 T cell,Anion exchange,0.8992243,0.12236892519627532,0.45130342381423894,0.6620806433654093,0.0,0.017982017982017984,0.03647057168183929,False
25,Cycling CD8 T cell,Cycling CD8 T cell,Arachidonic acid,0.09882733,0.019019328960859498,0.4924128429586234,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
26,Cycling CD8 T cell,Cycling CD8 T cell,Bilirubin,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
27,Cycling CD8 T cell,Cycling CD8 T cell,Butyrate,-1.3365111,-0.25721168787522614,0.6014923190735016,0.6620806433654093,0.0,0.005994005994005994,0.015413158270301127,False
28,Cycling CD8 T cell,Cycling CD8 T cell,Cadmium,0.69179136,0.1331353084614761,0.4470431857887136,0.6620806433654093,0.0,0.008991008991008992,0.020949923862545225,False
29,Cycling CD8 T cell,Cycling CD8 T cell,Calcidiol,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
30,Cycling CD8 T cell,Cycling CD8 T cell,Calcium release-activated calcium transport,0.9678464,0.1075384881761339,0.45718089659724886,0.6620806433654093,0.0,0.06593406593406594,0.1002587697413463,False
31,Cycling CD8 T cell,Cycling CD8 T cell,Chenodeoxycholic acid,-1.9011726,-0.14937022938814493,0.5593692491625921,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
32,Cycling CD8 T cell,Cycling CD8 T cell,Chenodeoxycholic acid 3-sulfate,-1.9011726,-0.14937022938814493,0.5593692491625921,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
33,Cycling CD8 T cell,Cycling CD8 T cell,Chloride,-0.6447198,-0.06203818970687502,0.5247337902147673,0.6620806433654093,0.0,0.030969030969030968,0.05623632357554173,False
34,Cycling CD8 T cell,Cycling CD8 T cell,Chloride ion,1.185928,0.11411597376515699,0.45457292985515957,0.6620806433654093,0.0,0.02197802197802198,0.04323545307151865,False
35,Cycling CD8 T cell,Cycling CD8 T cell,Cholesterol,0.592964,0.04658765120424438,0.4814209371279743,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
36,Cycling CD8 T cell,Cycling CD8 T cell,Cholic acid,12.408991,0.5792020921374365,0.28122640966159357,0.6620806433654093,10.336431,0.03996003996003996,0.06690983435169481,False
37,Cycling CD8 T cell,Cycling CD8 T cell,Choline,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
38,Cycling CD8 T cell,Cycling CD8 T cell,Citric acid,0.29592976,0.056951708815863054,0.4772918317217443,0.6620806433654093,0.0,0.002997002997002997,0.008648665963295221,False
39,Cycling CD8 T cell,Cycling CD8 T cell,Coprocholic acid,-1.9011726,-0.14937022938814493,0.5593692491625921,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
40,Cycling CD8 T cell,Cycling CD8 T cell,Cortisol,0.592964,0.06588488817214966,0.47373473596575105,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
41,Cycling CD8 T cell,Cycling CD8 T cell,Creatine,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
42,Cycling CD8 T cell,Cycling CD8 T cell,Cyclic AMP,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
43,Cycling CD8 T cell,Cycling CD8 T cell,Cytidine,19.004642,3.657445151825032,0.00012737087376543373,0.0012562606727549628,29.663677,0.002997002997002997,0.008648665963295221,True
44,Cycling CD8 T cell,Cycling CD8 T cell,D-Aspartate,0.09882733,0.019019328960859498,0.4924128429586234,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
45,Cycling CD8 T cell,Cycling CD8 T cell,D-Fructose,0.09882733,0.019019328960859498,0.4924128429586234,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
46,Cycling CD8 T cell,Cycling CD8 T cell,D-Galactose,-3.0097208,-0.28961051923293957,0.6139428907202147,0.6620806433654093,0.0,0.4005994005994006,0.44442460467113776,False
47,Cycling CD8 T cell,Cycling CD8 T cell,D-Glucose,-3.0097208,-0.21892497455961332,0.5866457542747672,0.6620806433654093,0.0,0.4005994005994006,0.44442460467113776,False
48,Cycling CD8 T cell,Cycling CD8 T cell,D-Lactate,-1.3365111,-0.25721168787522614,0.6014923190735016,0.6620806433654093,0.0,0.005994005994005994,0.015413158270301127,False
49,Cycling CD8 T cell,Cycling CD8 T cell,D-Maltose,-2.9022002,-0.5585286931409239,0.7117582915497683,0.7172371867261486,0.0,0.38461538461538464,0.43045326766256997,False
50,Cycling CD8 T cell,Cycling CD8 T cell,D-Mannose,-3.0097208,-0.28961051923293957,0.6139428907202147,0.6620806433654093,0.0,0.4005994005994006,0.44442460467113776,False
51,Cycling CD8 T cell,Cycling CD8 T cell,D-Xylose,-2.9022002,-0.5585286931409239,0.7117582915497683,0.7172371867261486,0.0,0.38461538461538464,0.43045326766256997,False
52,Cycling CD8 T cell,Cycling CD8 T cell,Dehydroascorbic acid,-3.202147,-0.3081267394115966,0.6210070523442872,0.6628985584698099,0.0,0.3986013986013986,0.44357497216848063,False
53,Cycling CD8 T cell,Cycling CD8 T cell,Dehydroepiandrosterone,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
54,Cycling CD8 T cell,Cycling CD8 T cell,Deoxycholic acid,-1.9011726,-0.14937022938814493,0.5593692491625921,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
55,Cycling CD8 T cell,Cycling CD8 T cell,Digoxin,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
56,Cycling CD8 T cell,Cycling CD8 T cell,Docosahexaenoic acid,-3.202147,-0.3081267394115966,0.6210070523442872,0.6628985584698099,0.0,0.3986013986013986,0.44357497216848063,False
57,Cycling CD8 T cell,Cycling CD8 T cell,Dopamine,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
58,Cycling CD8 T cell,Cycling CD8 T cell,E-3179,0.592964,0.11411597376515699,0.45457292985515957,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
59,Cycling CD8 T cell,Cycling CD8 T cell,Eicosanoid,0.09882733,0.019019328960859498,0.4924128429586234,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
60,Cycling CD8 T cell,Cycling CD8 T cell,Estradiol,1.307792,0.09512786660989234,0.46210663204280955,0.6620806433654093,0.0,0.03396603396603397,0.059358117610544804,False
61,Cycling CD8 T cell,Cycling CD8 T cell,Estriol,0.592964,0.11411597376515699,0.45457292985515957,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
62,Cycling CD8 T cell,Cycling CD8 T cell,Estrone,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
63,Cycling CD8 T cell,Cycling CD8 T cell,Estrone sulfate,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
64,Cycling CD8 T cell,Cycling CD8 T cell,Ethanol,18.593426,2.0659361945258246,0.019417252347840006,0.16162337214387057,29.663677,0.002997002997002997,0.008648665963295221,True
65,Cycling CD8 T cell,Cycling CD8 T cell,Fatty acid,-6.1615496,-0.48409705358605376,0.6858415038743718,0.6955012433655601,0.0,0.2647352647352647,0.3140187654190949,False
66,Cycling CD8 T cell,Cycling CD8 T cell,Folic acid,-2.9779687,-0.18123340317550296,0.5719078116162627,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
67,Cycling CD8 T cell,Cycling CD8 T cell,Folinic acid,-1.9011726,-0.21124140421549478,0.5836505481288561,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
68,Cycling CD8 T cell,Cycling CD8 T cell,GABA,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
69,Cycling CD8 T cell,Cycling CD8 T cell,Glucosamine,-0.10752064,-0.009253903282050982,0.5036917205879671,0.6620806433654093,0.0,0.029970029970029972,0.05504699382250403,False
70,Cycling CD8 T cell,Cycling CD8 T cell,Glutathione,11.816027,0.8594894715816899,0.19503526308787494,0.6620806433654093,10.336431,0.025974025974025976,0.048828456139161105,True
71,Cycling CD8 T cell,Cycling CD8 T cell,Glycerol,0.592964,0.11411597376515699,0.45457292985515957,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
72,Cycling CD8 T cell,Cycling CD8 T cell,Glycochenodeoxycholate-3-sulfate,-1.9011726,-0.14937022938814493,0.5593692491625921,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
73,Cycling CD8 T cell,Cycling CD8 T cell,Guanosine,19.004642,3.657445151825032,0.00012737087376543373,0.0012562606727549628,29.663677,0.002997002997002997,0.008648665963295221,True
74,Cycling CD8 T cell,Cycling CD8 T cell,Heme,0.49413666,0.06724348240920722,0.47319393474081484,0.6620806433654093,0.0,0.001998001998001998,0.00666000666000666,False
75,Cycling CD8 T cell,Cycling CD8 T cell,Histamine,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
76,Cycling CD8 T cell,Cycling CD8 T cell,Hydroxycelecoxib,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
77,Cycling CD8 T cell,Cycling CD8 T cell,Hydroxylansoprazole,0.592964,0.06588488817214966,0.47373473596575105,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
78,Cycling CD8 T cell,Cycling CD8 T cell,Hyodeoxycholic acid,-1.9011726,-0.14937022938814493,0.5593692491625921,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
79,Cycling CD8 T cell,Cycling CD8 T cell,Inosine,19.004642,3.657445151825032,0.00012737087376543373,0.0012562606727549628,29.663677,0.002997002997002997,0.008648665963295221,True
80,Cycling CD8 T cell,Cycling CD8 T cell,Iron,2.383495,0.15290128146718382,0.4392380626645626,0.6620806433654093,0.0,0.12787212787212787,0.17192891142470973,False
81,Cycling CD8 T cell,Cycling CD8 T cell,Isoursodeoxycholic acid,-1.9011726,-0.14937022938814493,0.5593692491625921,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
82,Cycling CD8 T cell,Cycling CD8 T cell,Ketone bodies,-1.3365111,-0.25721168787522614,0.6014923190735016,0.6620806433654093,0.0,0.005994005994005994,0.015413158270301127,False
83,Cycling CD8 T cell,Cycling CD8 T cell,L-Alanine,-1.159963,-0.22323498569301461,0.5883236878793572,0.6620806433654093,0.0,0.04595404595404595,0.07460408813283671,False
84,Cycling CD8 T cell,Cycling CD8 T cell,L-Arginine,-0.9190146,-0.1768644370556247,0.5701925633456537,0.6620806433654093,0.0,0.030969030969030968,0.05623632357554173,False
85,Cycling CD8 T cell,Cycling CD8 T cell,L-Asparagine,-1.159963,-0.22323498569301461,0.5883236878793572,0.6620806433654093,0.0,0.04595404595404595,0.07460408813283671,False
86,Cycling CD8 T cell,Cycling CD8 T cell,L-Aspartate,0.09882733,0.019019328960859498,0.4924128429586234,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
87,Cycling CD8 T cell,Cycling CD8 T cell,L-Carnitine,0.098393224,0.008468340413951206,0.49662166134243907,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
88,Cycling CD8 T cell,Cycling CD8 T cell,L-Cysteine,-1.159963,-0.09983372059315473,0.539761831694426,0.6620806433654093,0.0,0.04595404595404595,0.07460408813283671,False
89,Cycling CD8 T cell,Cycling CD8 T cell,L-Cystine,-0.6605639,-0.06356278958244423,0.5253408192946829,0.6620806433654093,0.0,0.006993006993006993,0.01698133232703216,False
90,Cycling CD8 T cell,Cycling CD8 T cell,L-Glutamate,-7.1442413,-0.300029934497893,0.6179228387904466,0.6620806433654093,0.0,0.11788211788211789,0.16029296482554273,False
91,Cycling CD8 T cell,Cycling CD8 T cell,L-Glutamine,-0.44461894,-0.022868730651041384,0.5091225084024034,0.6620806433654093,10.336431,0.1998001998001998,0.2484562070054298,False
92,Cycling CD8 T cell,Cycling CD8 T cell,L-Histidine,-0.9190146,-0.1768644370556247,0.5701925633456537,0.6620806433654093,0.0,0.030969030969030968,0.05623632357554173,False
93,Cycling CD8 T cell,Cycling CD8 T cell,L-Isoleucine,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
94,Cycling CD8 T cell,Cycling CD8 T cell,L-Lactate,-1.3365111,-0.14850123723347983,0.5590263951947004,0.6620806433654093,0.0,0.005994005994005994,0.015413158270301127,False
95,Cycling CD8 T cell,Cycling CD8 T cell,L-Leucine,-0.68672264,-0.04179260873429594,0.5166679863788496,0.6620806433654093,10.336431,0.18181818181818182,0.22707561302530946,False
96,Cycling CD8 T cell,Cycling CD8 T cell,L-Methionine,-0.9190146,-0.10211273034413655,0.5406664017592422,0.6620806433654093,0.0,0.030969030969030968,0.05623632357554173,False
97,Cycling CD8 T cell,Cycling CD8 T cell,L-Phenylalanine,-0.9190146,-0.10211273034413655,0.5406664017592422,0.6620806433654093,0.0,0.030969030969030968,0.05623632357554173,False
98,Cycling CD8 T cell,Cycling CD8 T cell,L-Serine,-2.7994747,-0.31105274624294704,0.6221197383053783,0.6631632904573013,0.0,0.09090909090909091,0.12897447380206,False
99,Cycling CD8 T cell,Cycling CD8 T cell,L-Threonine,-1.159963,-0.22323498569301461,0.5883236878793572,0.6620806433654093,0.0,0.04595404595404595,0.07460408813283671,False
100,Cycling CD8 T cell,Cycling CD8 T cell,L-Tyrosine,-0.9190146,-0.1768644370556247,0.5701925633456537,0.6620806433654093,0.0,0.030969030969030968,0.05623632357554173,False
101,Cycling CD8 T cell,Cycling CD8 T cell,L-Valine,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
102,Cycling CD8 T cell,Cycling CD8 T cell,Leukotriene C4,-1.7205751,-0.33112483127020925,0.6297249020039482,0.6680275263019517,0.0,0.022977022977022976,0.044531511557083556,False
103,Cycling CD8 T cell,Cycling CD8 T cell,Lithocholic acid,-1.9011726,-0.14937022938814493,0.5593692491625921,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
104,Cycling CD8 T cell,Cycling CD8 T cell,Malic acid,0.09882733,0.019019328960859498,0.4924128429586234,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
105,Cycling CD8 T cell,Cycling CD8 T cell,Manganese,1.0520912,0.11689902676476373,0.4534700346978106,0.6620806433654093,0.0,0.01098901098901099,0.025157672216495747,False
106,Cycling CD8 T cell,Cycling CD8 T cell,N-Desmethylcitalopram,0.592964,0.11411597376515699,0.45457292985515957,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
107,Cycling CD8 T cell,Cycling CD8 T cell,N-Desmethyleletriptan,0.592964,0.11411597376515699,0.45457292985515957,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
108,Cycling CD8 T cell,Cycling CD8 T cell,N-Desmethyltamoxifen,0.592964,0.06588488817214966,0.47373473596575105,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
109,Cycling CD8 T cell,Cycling CD8 T cell,N-desmethylimatinib,0.592964,0.06588488817214966,0.47373473596575105,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
110,Cycling CD8 T cell,Cycling CD8 T cell,Neurotransmitter,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
111,Cycling CD8 T cell,Cycling CD8 T cell,Nicotinate,-1.0405813,-0.10012998666195173,0.5398794354781288,0.6620806433654093,0.0,0.007992007992007992,0.01902230001403555,False
112,Cycling CD8 T cell,Cycling CD8 T cell,Norepinephrine,0.0,0.0,0.5,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
113,Cycling CD8 T cell,Cycling CD8 T cell,O-Deethylated candesartan,0.592964,0.11411597376515699,0.45457292985515957,0.6620806433654093,0.0,0.014985014985014986,0.0317329729094435,False
114,Cycling CD8 T cell,Cycling CD8 T cell,O-Desmethylverapamil (D-702),12.076408,0.507161481282868,0.3060207596658634,0.6620806433654093,10.336431,0.04495504495504495,0.07398315969744541,False
115,Cycling CD8 T cell,Cycling CD8 T cell,Oxalic acid,0.29592976,0.056951708815863054,0.4772918317217443,0.6620806433654093,0.0,0.002997002997002997,0.008648665963295221,False
116,Cycling CD8 T cell,Cycling CD8 T cell,Phosphate,-0.4614415,-0.0444022277962294,0.5177081070612986,0.6620806433654093,0.0,0.008991008991008992,0.020949923862545225,False
117,Cycling CD8 T cell,Cycling CD8 T cell,Progesterone,-1.4598353,-0.11469549262411759,0.5456567566418979,0.6620806433654093,0.0,0.04395604395604396,0.07275483137552104,False
118,Cycling CD8 T cell,Cycling CD8 T cell,Prostaglandins,0.09882733,0.010980814695358276,0.4956193767796223,0.6620806433654093,0.0,0.000999000999000999,0.003632730905458178,False
