cell_type,gene_pair,n_cells,frac_sig,mean_cs,mean_cs_sig,mean_neg_log10_pval,log2_enrichment
Cycling CD8 T cell,SLC2A2_SLC2A2,216,0.0,0.0,,2.987886,-inf
Cycling CD8 T cell,SLC2A3_SLC2A9,216,0.0,0.0,,2.6716688,-inf
Cycling CD8 T cell,SLC2A1_SLC2A2,216,0.0,0.0,,2.9380214,-inf
Cycling CD8 T cell,SLC2A3_SLC2A3,216,0.11574074074074074,2.369889050121991,20.475841393054004,1.7232931,1.711699544281076
Cycling CD8 T cell,SLC2A1_SLC2A4,216,0.0,0.0,,2.929986,-inf
Cycling CD8 T cell,SLC2A4_SLC2A4,216,0.0,0.0,,2.9773152,-inf
Cycling CD8 T cell,SLC2A1_SLC2A1,216,0.0,0.0,,1.5303636,-inf
Cycling CD8 T cell,SLC7A7_SLC7A7,216,0.0,0.0,,2.7098527,-inf
Cycling CD8 T cell,SLC1A5_SLC7A5,216,0.004629629629629629,0.09570769435514295,20.672861980710877,2.738175,0.43004099610849067
Cycling CD8 T cell,SLC3A2_SLC3A2,216,0.004629629629629629,0.04120917134933203,8.90118101145572,2.073316,-1.360570088888713
Cycling CD8 T cell,SLC1A5_SLC38A7,216,0.0,0.0,,2.733568,-inf
Cycling CD8 T cell,SLC38A7_SLC7A5,216,0.0,0.0,,2.9106586,-inf
Cycling CD8 T cell,SLC7A5_SLC7A5,216,0.0,0.0,,2.671018,-inf
Cycling CD8 T cell,SLC3A2_SLC7A5,216,0.0,0.04672158485633323,,2.8477783,-inf
Cycling CD8 T cell,SLC7A5_SLC7A7,216,0.0,0.0,,2.7929718,-inf
Cycling CD8 T cell,SLC1A5_SLC1A5,216,0.013888888888888888,0.22917872388368413,16.500868119625256,1.3291448,-2.186820905690419
Cycling CD8 T cell,SLC38A7_SLC38A7,216,0.0,0.0,,2.7762303,-inf
Cycling CD8 T cell,SLC38A7_SLC7A7,216,0.0,0.0,,2.8795304,-inf
Cycling CD8 T cell,SLC1A5_SLC3A2,216,0.0,0.12249190760890004,,2.5748541,-inf
