,Cell Type 1,Cell Type 2,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
81,Cycling CD8 T cell,Cycling CD8 T cell,SLC29A1,SLC5A3,7.748924,1.4912810764888198,0.0679438575374158,0.664957068654875,0.18923853543643213,17.356548,0.015984015984015984,0.027150202004490098,0.28542399904117427,True
93,Cycling CD8 T cell,Cycling CD8 T cell,SLC29A1,SLC29A1,19.004642,3.657445151825032,0.00012737087376543373,0.002651393698790661,0.46411744565286656,29.663677,0.002997002997002997,0.007330798697705173,0.48781158708767586,True
148,Cycling CD8 T cell,Cycling CD8 T cell,ABCC1,ABCC3,18.023058,3.468539117302108,0.00026164816899568356,0.005232963379913671,1.9000640729104592,10.336431,0.003996003996003996,0.00924245822205006,0.4904583657918309,True
207,Cycling CD8 T cell,Cytotoxic effector CD8 T cell,SLC2A3,SLC2A3,4.9222403,0.6519666489993252,0.2572113437519641,0.664957068654875,0.2729328498347015,71.57686,0.008991008991008992,0.017254617442764197,0.6170498943574118,True
246,Cycling CD8 T cell,Cytotoxic effector CD8 T cell,SLC1A2,SLC1A5,70.52418,9.341155512205669,4.764421378607579e-21,2.067961619650949e-19,70.52417755126953,21.098719,0.000999000999000999,0.003001416845304916,21.098718643188477,True
322,Cycling CD8 T cell,Cytotoxic effector CD8 T cell,ABCA1,ABCA1,76.57774,10.142969913687548,1.780526375731811e-24,8.447148387192778e-23,1.6127244464958976,20.456417,0.005994005994005994,0.012645059180736534,1.9372740092896497,True
615,Cycling CD8 T cell,other,SLC2A3,SLC2A3,36.730515,1.195476421488269,0.11595047154898852,0.664957068654875,0.12347881077147908,418.5728,0.000999000999000999,0.003001416845304916,0.29984468241522794,True
662,Cycling CD8 T cell,other,SLC39A8,SLC39A8,47.548153,1.547560562067769,0.060864066388880186,0.664957068654875,0.24026926795043507,45.111977,0.017982017982017984,0.029994535309334987,0.2426725513075626,True
669,Cycling CD8 T cell,other,SLC11A2,SLC11A2,33.060574,1.0760300176264272,0.1409569158977425,0.664957068654875,0.07251791227148076,143.49045,0.023976023976023976,0.03836163836163836,0.5061562506181251,True
708,Cycling CD8 T cell,other,SLC29A1,SLC5A5,30.38027,0.9887935667899053,0.1613820762191649,0.664957068654875,0.24436398009647003,12.901238,0.023976023976023976,0.03836163836163836,0.08345113627869104,True
723,Cycling CD8 T cell,other,MSR1,MSR1,27.644705,0.8997585036840545,0.1841243909374164,0.664957068654875,0.053791297977264896,85.314354,0.003996003996003996,0.00924245822205006,0.22371080024907075,True
752,Cycling CD8 T cell,other,TRPV6,TRPV6,67.70134,2.203490922577068,0.013780083035256116,0.21136367963851485,0.3485408633145587,56.55072,0.011988011988011988,0.021796385432749067,0.8538024291056895,True
756,Cycling CD8 T cell,other,CD38,CD38,146.44806,4.76647833178625,9.373694070109654e-07,2.3038958919305653e-05,0.5162190036150878,138.7541,0.000999000999000999,0.003001416845304916,0.09260730587624107,True
782,Cycling CD8 T cell,other,ATP7A,TAP1,42.81482,1.393503675796606,0.08173376712718028,0.664957068654875,0.1584312935463277,20.823141,0.01898101898101898,0.03130256970192297,0.5125313914450733,True
792,Cycling CD8 T cell,other,AQP7,AQP7,36.94272,1.2023830727372402,0.11460757220863532,0.664957068654875,36.942718505859375,81.40244,0.000999000999000999,0.003001416845304916,81.4024429321289,True
835,Cytotoxic effector CD8 T cell,Cytotoxic effector CD8 T cell,SLC3A2,SLC7A5,38.519146,1.4892362213716754,0.06821258789205478,0.664957068654875,0.1944361857748802,17.792841,0.03296703296703297,0.049633023802765505,0.12469300671121468,True
841,Cytotoxic effector CD8 T cell,Cytotoxic effector CD8 T cell,SLC43A2,SLC7A5,111.8771,4.3254185063394575,7.612127257429467e-06,0.00017448022028265295,1.2775983719781498,22.401499,0.004995004995004995,0.011016011016011016,1.9350588326349762,True
909,Cytotoxic effector CD8 T cell,Cytotoxic effector CD8 T cell,SLC29A1,SLC29A1,111.14902,4.297269278284784,8.645754467124181e-06,0.0001959704345881481,0.5304002082326695,21.187792,0.012987012987012988,0.023199217595014445,0.2620705189105412,True
953,Cytotoxic effector CD8 T cell,Cytotoxic effector CD8 T cell,ABCC4,SLC19A1,273.96216,10.591988972078141,1.623099684575343e-26,8.490059888547947e-25,0.6101421145367238,21.790855,0.004995004995004995,0.011016011016011016,0.14227406175954171,True
967,Cytotoxic effector CD8 T cell,Cytotoxic effector CD8 T cell,ABCC1,ABCC2,86.798416,3.355820645282941,0.00039564934039076053,0.007760813984587995,0.3498031949626706,23.318287,0.006993006993006993,0.014082659689767291,0.06468091301059777,True
