sample_id,metabolite,n_gene_pairs,transporter_genes,global_significant,global_FDR_np,n_sig_gene_pairs_global,24_11_12_ICI_5K_Fine_annotations_n_sig_pairs,24_11_12_ICI_5K_Fine_annotations_interactions,24_11_12_ICI_5K_Fine_annotations_within_Tcell,24_11_12_ICI_5K_Fine_annotations_Tcell_interfaces,24_11_12_ICI_5K_Fine_annotations_tcell_involved,25_06_11_ICI_5K_Coarse_annotations_n_sig_pairs,25_06_11_ICI_5K_Coarse_annotations_interactions,25_06_11_ICI_5K_Coarse_annotations_within_Tcell,25_06_11_ICI_5K_Coarse_annotations_Tcell_interfaces,25_06_11_ICI_5K_Coarse_annotations_tcell_involved
13473_HS4_UC-Slice_1,Chloride ion,6,"SLC12A2, SLC12A6, SLC5A7",True,0.0019017126921743,1,25,IEC_Colonocyte_NOS–IEC_ISC (2.2e-03); IEC_Goblet (self) (2.2e-03); IEC_Goblet–IEC_ISC (2.2e-03); IEC_Goblet–T_CD4 (2.2e-03); IEC_Goblet_2–MNP_macrophage (2.2e-03); IEC_BEST4_OTOP2–IEC_ISC (4.0e-03); IEC_ISC–T_CD4 (4.0e-03); IEC_ISC–T_CD8 (4.0e-03); IEC_ISC (self) (5.6e-03); Enteric_glia–IEC_ISC (8.5e-03); IEC_Goblet–MAST (8.5e-03); Fibroblast_CTF_S2–Muscularis_mucosa (1.0e-02); Fibroblast_CTF_S2–IEC_ISC (1.1e-02); IEC_ISC–MAST (1.1e-02); IEC_Goblet–T_CD8 (1.5e-02); IEC_Colonocyte_NOS–IEC_Goblet_2 (2.8e-02); IEC_ISC–IEC_Tuft (3.0e-02); IEC_ISC–T_gd_and_ambiguous (3.1e-02); Fibroblast_CTF_S2–Myofibroblast (3.2e-02); IEC_Goblet_2–IEC_Tuft (3.3e-02); Fibroblast_cCF_S1–T_CD8 (3.6e-02); IEC_ISC–Muscularis_mucosa (3.9e-02); Endothelial_arterial–IEC_Goblet_2 (4.4e-02); Fibroblast_CTF_S2–IEC_Goblet (4.4e-02); IEC_Colonocyte_NOS–MAST (5.0e-02),IEC_Goblet (self) (2.2e-03); IEC_ISC (self) (5.6e-03),IEC_Colonocyte_NOS–IEC_ISC (2.2e-03); IEC_Goblet_2–MNP_macrophage (2.2e-03); IEC_Goblet–IEC_ISC (2.2e-03); IEC_Goblet–T_CD4 (2.2e-03); IEC_BEST4_OTOP2–IEC_ISC (4.0e-03); IEC_ISC–T_CD4 (4.0e-03); IEC_ISC–T_CD8 (4.0e-03); Enteric_glia–IEC_ISC (8.5e-03); IEC_Goblet–MAST (8.5e-03); Fibroblast_CTF_S2–Muscularis_mucosa (1.0e-02); Fibroblast_CTF_S2–IEC_ISC (1.1e-02); IEC_ISC–MAST (1.1e-02); IEC_Goblet–T_CD8 (1.5e-02); IEC_Colonocyte_NOS–IEC_Goblet_2 (2.8e-02); IEC_ISC–IEC_Tuft (3.0e-02); IEC_ISC–T_gd_and_ambiguous (3.1e-02); Fibroblast_CTF_S2–Myofibroblast (3.2e-02); IEC_Goblet_2–IEC_Tuft (3.3e-02); Fibroblast_cCF_S1–T_CD8 (3.6e-02); IEC_ISC–Muscularis_mucosa (3.9e-02); Endothelial_arterial–IEC_Goblet_2 (4.4e-02); Fibroblast_CTF_S2–IEC_Goblet (4.4e-02); IEC_Colonocyte_NOS–MAST (5.0e-02),True,7,IEC (self) (2.2e-03); IEC–MAST (2.2e-03); IEC–T (2.2e-03); Fibroblast–IEC (4.1e-03); IEC–Muscularis_mucosa (1.5e-02); Enteric_glia–IEC (1.7e-02); Fibroblast–Muscularis_mucosa (4.0e-02),IEC (self) (2.2e-03),IEC–MAST (2.2e-03); IEC–T (2.2e-03); Fibroblast–IEC (4.1e-03); IEC–Muscularis_mucosa (1.5e-02); Enteric_glia–IEC (1.7e-02); Fibroblast–Muscularis_mucosa (4.0e-02),True
13473_HS4_UC-Slice_1,Chloride_bicarbonate anion exchange,1,SLC4A1,False,0.2825241960397287,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Cholesterol,6,"ABCB1, ABCG2, CD36",True,0.0019017126921743,4,7,IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); Endothelial_lymphatic–IEC_Colonocyte_NOS (1.8e-02); Endothelial_arterial–Endothelial_lymphatic (2.0e-02); Endothelial_lymphatic–MNP_macrophage (2.4e-02); IEC_Colonocyte_NOS–MAST (3.8e-02); Endothelial_lymphatic–Fibroblast_cCF_S1 (4.4e-02),IEC_CT_absorptive_colonocyte (self) (2.2e-03),IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); Endothelial_lymphatic–IEC_Colonocyte_NOS (1.8e-02); Endothelial_arterial–Endothelial_lymphatic (2.0e-02); Endothelial_lymphatic–MNP_macrophage (2.4e-02); IEC_Colonocyte_NOS–MAST (3.8e-02); Endothelial_lymphatic–Fibroblast_cCF_S1 (4.4e-02),True,2,IEC (self) (2.2e-03); Endothelial–MNP (1.9e-02),IEC (self) (2.2e-03),Endothelial–MNP (1.9e-02),True
13473_HS4_UC-Slice_1,Cholic acid,36,"ABCB1, ABCC1, ABCC2, ABCC3, ABCC4, SLC10A1, SLCO1B1, SLCO1B3",True,0.0019017126921743,3,6,IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS (self) (8.5e-03); IEC_Goblet_2 (self) (1.4e-02); IEC_CT_absorptive_colonocyte (self) (1.6e-02); Fibroblast_CTF_S2–MNP_macrophage (1.9e-02); Fibroblast_cCF_S1–IEC_Goblet_2 (2.8e-02),IEC_Colonocyte_NOS (self) (8.5e-03); IEC_Goblet_2 (self) (1.4e-02); IEC_CT_absorptive_colonocyte (self) (1.6e-02),IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); Fibroblast_CTF_S2–MNP_macrophage (1.9e-02); Fibroblast_cCF_S1–IEC_Goblet_2 (2.8e-02),True,1,IEC (self) (2.2e-03),IEC (self) (2.2e-03),,True
13473_HS4_UC-Slice_1,Choline,10,"SLC22A1, SLC22A2, SLC22A5, SLC5A7",True,0.0019017126921743,1,9,Fibroblast_CTF_S2–IEC_Tuft (2.2e-03); IEC_Colonocyte_NOS (self) (2.2e-03); IEC_CT_absorptive_colonocyte (self) (5.6e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (7.1e-03); Endothelial_lymphatic–IEC_ISC (1.0e-02); Fibroblast_CTF_S2–Plasma (1.1e-02); IEC_Colonocyte_NOS–T_CD8 (1.4e-02); MAST–Plasma (1.9e-02); T_CD8 (self) (2.4e-02),IEC_Colonocyte_NOS (self) (2.2e-03); IEC_CT_absorptive_colonocyte (self) (5.6e-03); T_CD8 (self) (2.4e-02),Fibroblast_CTF_S2–IEC_Tuft (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (7.1e-03); Endothelial_lymphatic–IEC_ISC (1.0e-02); Fibroblast_CTF_S2–Plasma (1.1e-02); IEC_Colonocyte_NOS–T_CD8 (1.4e-02); MAST–Plasma (1.9e-02),True,3,IEC (self) (2.2e-03); MAST–Plasma (2.1e-02); Fibroblast–Plasma (4.6e-02),IEC (self) (2.2e-03),MAST–Plasma (2.1e-02); Fibroblast–Plasma (4.6e-02),True
13473_HS4_UC-Slice_1,Citric acid,1,SLCO2B1,True,0.0019017126921743,1,11,MAST–T_CD8 (5.6e-03); Fibroblast_CTF_S2–T_CD8 (8.5e-03); Fibroblast_submucosal_S3–MNP_mDC (1.4e-02); Endothelial_arterial–T_CD8 (1.5e-02); Enteric_glia–IEC_ISC (2.5e-02); Fibroblast_cCF_S1–Fibroblast_submucosal_S3 (2.8e-02); Endothelial_venous–MNP_macrophage (3.2e-02); IEC_Colonocyte_NOS–MNP_macrophage (3.4e-02); Fibroblast_CTF_S2–Fibroblast_cCF_S1 (3.8e-02); MNP_macrophage–T_CD8 (4.1e-02); IEC_Colonocyte_NOS (self) (4.3e-02),IEC_Colonocyte_NOS (self) (4.3e-02),MAST–T_CD8 (5.6e-03); Fibroblast_CTF_S2–T_CD8 (8.5e-03); Fibroblast_submucosal_S3–MNP_mDC (1.4e-02); Endothelial_arterial–T_CD8 (1.5e-02); Enteric_glia–IEC_ISC (2.5e-02); Fibroblast_cCF_S1–Fibroblast_submucosal_S3 (2.8e-02); Endothelial_venous–MNP_macrophage (3.2e-02); IEC_Colonocyte_NOS–MNP_macrophage (3.4e-02); Fibroblast_CTF_S2–Fibroblast_cCF_S1 (3.8e-02); MNP_macrophage–T_CD8 (4.1e-02),True,4,IEC–MNP (1.5e-02); Fibroblast–Myofibroblast (1.6e-02); MAST–T (2.9e-02); IEC (self) (3.9e-02),IEC (self) (3.9e-02),IEC–MNP (1.5e-02); Fibroblast–Myofibroblast (1.6e-02); MAST–T (2.9e-02),True
13473_HS4_UC-Slice_1,Cobalamin,1,CUBN,False,0.2914988184648175,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Coprocholic acid,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",True,0.0019017126921743,1,2,IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),,True,2,IEC (self) (2.0e-02); IEC–T (3.0e-02),IEC (self) (2.0e-02),IEC–T (3.0e-02),True
13473_HS4_UC-Slice_1,Cortisol,3,"ABCB1, ABCG2",True,0.0019017126921743,3,4,Endothelial_arterial–Endothelial_lymphatic (2.2e-03); IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS–MAST (3.5e-02),IEC_CT_absorptive_colonocyte (self) (2.2e-03),Endothelial_arterial–Endothelial_lymphatic (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS–MAST (3.5e-02),True,2,IEC (self) (2.2e-03); Endothelial (self) (2.6e-02),IEC (self) (2.2e-03); Endothelial (self) (2.6e-02),,True
13473_HS4_UC-Slice_1,Creatine,1,SLC22A5,True,0.0019017126921743,1,9,Fibroblast_CTF_S2–IEC_Tuft (2.2e-03); IEC_Colonocyte_NOS (self) (2.2e-03); IEC_CT_absorptive_colonocyte (self) (5.6e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (7.1e-03); Endothelial_lymphatic–IEC_ISC (1.0e-02); Fibroblast_CTF_S2–Plasma (1.1e-02); IEC_Colonocyte_NOS–T_CD8 (1.4e-02); MAST–Plasma (1.9e-02); T_CD8 (self) (2.4e-02),IEC_Colonocyte_NOS (self) (2.2e-03); IEC_CT_absorptive_colonocyte (self) (5.6e-03); T_CD8 (self) (2.4e-02),Fibroblast_CTF_S2–IEC_Tuft (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (7.1e-03); Endothelial_lymphatic–IEC_ISC (1.0e-02); Fibroblast_CTF_S2–Plasma (1.1e-02); IEC_Colonocyte_NOS–T_CD8 (1.4e-02); MAST–Plasma (1.9e-02),True,3,IEC (self) (2.2e-03); MAST–Plasma (2.1e-02); Fibroblast–Plasma (4.6e-02),IEC (self) (2.2e-03),MAST–Plasma (2.1e-02); Fibroblast–Plasma (4.6e-02),True
13473_HS4_UC-Slice_1,Cyclic AMP,1,ABCC4,False,0.6141885600122465,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Cytidine,1,SLC29A1,False,0.6141885600122465,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,D-Aspartate,3,"SLC1A2, SLC1A3",False,0.2914988184648175,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,D-Fructose,1,SLC2A2,False,0.1935800074968698,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,D-Galactose,6,"SLC2A1, SLC2A2, SLC2A3",False,0.2468813145772005,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,D-Glucose,15,"SLC2A1, SLC2A2, SLC2A3, SLC2A4, SLC2A9",False,0.6141885600122465,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,D-Lactate,1,SLC16A1,True,0.0019017126921743,1,8,IEC_Colonocyte_NOS (self) (2.2e-03); Endothelial_arterial–Fibroblast_CTF_S2 (7.1e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (8.5e-03); IEC_Colonocyte_NOS–Plasma (1.5e-02); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (1.8e-02); IEC_Colonocyte_NOS–T_CD8 (1.8e-02); Fibroblast_CTF_S2–IEC_Goblet_2 (2.6e-02); IEC_CT_absorptive_colonocyte–MNP_macrophage (4.8e-02),IEC_Colonocyte_NOS (self) (2.2e-03),Endothelial_arterial–Fibroblast_CTF_S2 (7.1e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (8.5e-03); IEC_Colonocyte_NOS–Plasma (1.5e-02); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (1.8e-02); IEC_Colonocyte_NOS–T_CD8 (1.8e-02); Fibroblast_CTF_S2–IEC_Goblet_2 (2.6e-02); IEC_CT_absorptive_colonocyte–MNP_macrophage (4.8e-02),True,4,IEC (self) (2.2e-03); IEC–Plasma (1.0e-02); Endothelial–Fibroblast (1.3e-02); IEC–T (4.0e-02),IEC (self) (2.2e-03),IEC–Plasma (1.0e-02); Endothelial–Fibroblast (1.3e-02); IEC–T (4.0e-02),True
13473_HS4_UC-Slice_1,D-Maltose,1,SLC2A3,False,0.2143177991613335,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,D-Mannose,6,"SLC2A1, SLC2A2, SLC2A3",False,0.2468813145772005,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,D-Xylose,1,SLC2A3,False,0.2143177991613335,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Debrisoquine,1,SLC22A2,False,0.2374742310326378,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Dehydroascorbic acid,6,"SLC2A1, SLC2A3, SLC2A4",False,0.094067548411061,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Dehydroepiandrosterone,3,"SLCO1B1, SLCO1B3",True,0.0288528681442301,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Deoxycholic acid,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",True,0.0019017126921743,1,2,IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),,True,2,IEC (self) (2.0e-02); IEC–T (3.0e-02),IEC (self) (2.0e-02),IEC–T (3.0e-02),True
13473_HS4_UC-Slice_1,Digoxin,1,SLCO1B1,False,0.3670747737551844,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Docosahexaenoic acid,6,"SLC2A1, SLC2A3, SLC2A4",False,0.094067548411061,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Dopamine,10,"SLC22A1, SLC22A2, SLC22A5, SLC6A3",True,0.0019017126921743,1,9,Fibroblast_CTF_S2–IEC_Tuft (2.2e-03); IEC_Colonocyte_NOS (self) (2.2e-03); IEC_CT_absorptive_colonocyte (self) (5.6e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (7.1e-03); Endothelial_lymphatic–IEC_ISC (1.0e-02); Fibroblast_CTF_S2–Plasma (1.1e-02); IEC_Colonocyte_NOS–T_CD8 (1.4e-02); MAST–Plasma (1.9e-02); T_CD8 (self) (2.4e-02),IEC_Colonocyte_NOS (self) (2.2e-03); IEC_CT_absorptive_colonocyte (self) (5.6e-03); T_CD8 (self) (2.4e-02),Fibroblast_CTF_S2–IEC_Tuft (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (7.1e-03); Endothelial_lymphatic–IEC_ISC (1.0e-02); Fibroblast_CTF_S2–Plasma (1.1e-02); IEC_Colonocyte_NOS–T_CD8 (1.4e-02); MAST–Plasma (1.9e-02),True,3,IEC (self) (2.2e-03); MAST–Plasma (2.1e-02); Fibroblast–Plasma (4.6e-02),IEC (self) (2.2e-03),MAST–Plasma (2.1e-02); Fibroblast–Plasma (4.6e-02),True
13473_HS4_UC-Slice_1,E-3179,1,ABCB1,True,0.0019017126921743,1,4,IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS–MAST (3.5e-02); IEC_Colonocyte_NOS–Plasma (4.2e-02),IEC_CT_absorptive_colonocyte (self) (2.2e-03),IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS–MAST (3.5e-02); IEC_Colonocyte_NOS–Plasma (4.2e-02),True,1,IEC (self) (2.2e-03),IEC (self) (2.2e-03),,True
13473_HS4_UC-Slice_1,Estradiol,21,"ABCB1, ABCG2, SLC22A1, SLC22A2, SLCO1B1, SLCO2B1",True,0.0019017126921743,5,14,Endothelial_arterial–Endothelial_lymphatic (2.2e-03); IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); MAST–T_CD8 (1.1e-02); Fibroblast_submucosal_S3–MNP_mDC (1.4e-02); Enteric_glia–IEC_ISC (2.5e-02); Fibroblast_CTF_S2–T_CD8 (2.8e-02); Fibroblast_cCF_S1–Fibroblast_submucosal_S3 (2.8e-02); IEC_Colonocyte_NOS (self) (3.3e-02); Endothelial_venous–MNP_macrophage (3.4e-02); IEC_Colonocyte_NOS–MNP_macrophage (3.6e-02); Fibroblast_CTF_S2–Fibroblast_cCF_S1 (4.0e-02); MNP_macrophage–T_CD8 (4.1e-02); IEC_CT_absorptive_colonocyte–MNP_macrophage (4.5e-02),IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_Colonocyte_NOS (self) (3.3e-02),Endothelial_arterial–Endothelial_lymphatic (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); MAST–T_CD8 (1.1e-02); Fibroblast_submucosal_S3–MNP_mDC (1.4e-02); Enteric_glia–IEC_ISC (2.5e-02); Fibroblast_CTF_S2–T_CD8 (2.8e-02); Fibroblast_cCF_S1–Fibroblast_submucosal_S3 (2.8e-02); Endothelial_venous–MNP_macrophage (3.4e-02); IEC_Colonocyte_NOS–MNP_macrophage (3.6e-02); Fibroblast_CTF_S2–Fibroblast_cCF_S1 (4.0e-02); MNP_macrophage–T_CD8 (4.1e-02); IEC_CT_absorptive_colonocyte–MNP_macrophage (4.5e-02),True,3,IEC (self) (2.2e-03); IEC–MNP (1.0e-02); Fibroblast–Myofibroblast (1.6e-02),IEC (self) (2.2e-03),IEC–MNP (1.0e-02); Fibroblast–Myofibroblast (1.6e-02),True
13473_HS4_UC-Slice_1,Estriol,1,ABCB1,True,0.0019017126921743,1,4,IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS–MAST (3.5e-02); IEC_Colonocyte_NOS–Plasma (4.2e-02),IEC_CT_absorptive_colonocyte (self) (2.2e-03),IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS–MAST (3.5e-02); IEC_Colonocyte_NOS–Plasma (4.2e-02),True,1,IEC (self) (2.2e-03),IEC (self) (2.2e-03),,True
13473_HS4_UC-Slice_1,Estrone,1,SLCO1B1,False,0.3670747737551844,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Estrone sulfate,1,SLCO1B1,False,0.3670747737551844,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Ethanol,3,"CHRNA5, SLC29A1",False,0.7331353096585524,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Fatty acid,10,"CD36, CPT1A, FABP5, MSR1",True,0.0019017126921743,5,24,T_CD8 (self) (4.0e-03); Endothelial_arterial–Plasma (5.6e-03); Endothelial_lymphatic–IEC_Colonocyte_NOS (5.6e-03); IEC_Colonocyte_NOS–T_CD8 (5.6e-03); IEC_Colonocyte_NOS–IEC_Goblet_2 (7.1e-03); MNP_macrophage (self) (7.1e-03); IEC_CT_absorptive_colonocyte (self) (1.0e-02); Endothelial_lymphatic–Myofibroblast (1.3e-02); Fibroblast_submucosal_S3–T_CD4 (1.3e-02); IEC_Goblet_2–T_gd_and_ambiguous (1.3e-02); Fibroblast_cCF_S1 (self) (1.4e-02); IEC_Colonocyte_NOS (self) (1.8e-02); IEC_Goblet_2 (self) (1.8e-02); Fibroblast_CTF_S2–T_CD4 (2.1e-02); Fibroblast_CTF_S2–T_gd_and_ambiguous (2.4e-02); Endothelial_lymphatic–MNP_macrophage (2.7e-02); Fibroblast_CTF_S2–IEC_Colonocyte_NOS (2.7e-02); IEC_Goblet–IEC_ISC (2.7e-02); Fibroblast_submucosal_S3–IEC_Goblet (2.8e-02); Endothelial_venous–Enteric_glia (3.1e-02); IEC_Tuft–MNP_macrophage (3.2e-02); Enteric_glia–T_CD8 (4.3e-02); MAST–Myofibroblast (4.3e-02); IEC_Goblet_2–Plasma (4.8e-02),T_CD8 (self) (4.0e-03); MNP_macrophage (self) (7.1e-03); IEC_CT_absorptive_colonocyte (self) (1.0e-02); Fibroblast_cCF_S1 (self) (1.4e-02); IEC_Colonocyte_NOS (self) (1.8e-02); IEC_Goblet_2 (self) (1.8e-02),Endothelial_arterial–Plasma (5.6e-03); Endothelial_lymphatic–IEC_Colonocyte_NOS (5.6e-03); IEC_Colonocyte_NOS–T_CD8 (5.6e-03); IEC_Colonocyte_NOS–IEC_Goblet_2 (7.1e-03); Endothelial_lymphatic–Myofibroblast (1.3e-02); Fibroblast_submucosal_S3–T_CD4 (1.3e-02); IEC_Goblet_2–T_gd_and_ambiguous (1.3e-02); Fibroblast_CTF_S2–T_CD4 (2.1e-02); Fibroblast_CTF_S2–T_gd_and_ambiguous (2.4e-02); Endothelial_lymphatic–MNP_macrophage (2.7e-02); Fibroblast_CTF_S2–IEC_Colonocyte_NOS (2.7e-02); IEC_Goblet–IEC_ISC (2.7e-02); Fibroblast_submucosal_S3–IEC_Goblet (2.8e-02); Endothelial_venous–Enteric_glia (3.1e-02); IEC_Tuft–MNP_macrophage (3.2e-02); Enteric_glia–T_CD8 (4.3e-02); MAST–Myofibroblast (4.3e-02); IEC_Goblet_2–Plasma (4.8e-02),True,11,IEC (self) (2.2e-03); IEC–T (4.1e-03); MNP (self) (5.9e-03); Endothelial–Plasma (7.5e-03); Fibroblast–IEC (1.6e-02); Enteric_glia–T (3.0e-02); IEC–MAST (3.3e-02); Fibroblast (self) (3.5e-02); MAST–Myofibroblast (3.6e-02); Endothelial–MNP (4.1e-02); T (self) (4.9e-02),IEC (self) (2.2e-03); MNP (self) (5.9e-03); Fibroblast (self) (3.5e-02); T (self) (4.9e-02),IEC–T (4.1e-03); Endothelial–Plasma (7.5e-03); Fibroblast–IEC (1.6e-02); Enteric_glia–T (3.0e-02); IEC–MAST (3.3e-02); MAST–Myofibroblast (3.6e-02); Endothelial–MNP (4.1e-02),True
13473_HS4_UC-Slice_1,Folic acid,21,"ABCC3, ABCC4, ABCG2, FOLR1, FOLR2, SLC19A1",True,0.0019017126921743,3,6,Endothelial_arterial–Endothelial_lymphatic (2.2e-03); IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS (self) (4.0e-03); IEC_Goblet_2 (self) (1.6e-02); IEC_CT_absorptive_colonocyte–MNP_macrophage (2.3e-02),IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_Colonocyte_NOS (self) (4.0e-03); IEC_Goblet_2 (self) (1.6e-02),Endothelial_arterial–Endothelial_lymphatic (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_CT_absorptive_colonocyte–MNP_macrophage (2.3e-02),True,2,IEC (self) (2.2e-03); Endothelial (self) (1.2e-02),IEC (self) (2.2e-03); Endothelial (self) (1.2e-02),,True
13473_HS4_UC-Slice_1,Folinic acid,6,"ABCC2, ABCC3, ABCC4",True,0.0073414955093243,1,2,IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),,True,2,IEC (self) (2.0e-02); IEC–T (3.0e-02),IEC (self) (2.0e-02),IEC–T (3.0e-02),True
13473_HS4_UC-Slice_1,Fusidic Acid,1,ABCC2,False,0.5553278788162844,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,GABA,3,"SLC6A1, SLC6A12",False,0.343464542388916,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Glucosamine,6,"SLC2A1, SLC2A2, SLC2A4",False,0.0887862162974973,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Glutathione,10,"ABCC1, ABCC2, ABCC3, ABCC4",False,0.2065224472050355,1,2,IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),,True,2,IEC (self) (2.0e-02); IEC–T (3.0e-02),IEC (self) (2.0e-02),IEC–T (3.0e-02),True
13473_HS4_UC-Slice_1,Glycerol,1,ABCB1,True,0.0019017126921743,1,4,IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS–MAST (3.5e-02); IEC_Colonocyte_NOS–Plasma (4.2e-02),IEC_CT_absorptive_colonocyte (self) (2.2e-03),IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS–MAST (3.5e-02); IEC_Colonocyte_NOS–Plasma (4.2e-02),True,1,IEC (self) (2.2e-03),IEC (self) (2.2e-03),,True
13473_HS4_UC-Slice_1,Glycochenodeoxycholate-3-sulfate,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",True,0.0019017126921743,1,2,IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),,True,2,IEC (self) (2.0e-02); IEC–T (3.0e-02),IEC (self) (2.0e-02),IEC–T (3.0e-02),True
13473_HS4_UC-Slice_1,Glycyl-glycine,1,SLC15A1,True,0.0019017126921743,1,2,IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (1.0e-02); IEC_CT_absorptive_colonocyte (self) (1.4e-02),IEC_CT_absorptive_colonocyte (self) (1.4e-02),IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (1.0e-02),True,1,IEC (self) (2.2e-03),IEC (self) (2.2e-03),,True
13473_HS4_UC-Slice_1,Guanosine,1,SLC29A1,False,0.6141885600122465,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Heme,3,"LRP1, TRPV6",False,0.4256955042029872,0,0,,,,False,0,,,,False
