,Cell Type 1,Cell Type 2,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
0,T Cell,T Cell,SLC2A1,SLC2A9,430.29355,1.5707492005144439,0.058120457983089215,0.11936147746862617,0.005254782198668467,7.3576202,0.00999000999000999,0.018696899430844384,0.00018103018912716827,True
1,T Cell,T Cell,SLC2A1,SLC2A1,437.91977,1.5985880563648291,0.05495608265133115,0.11401058502581242,0.005347914268451466,2176.5312,0.000999000999000999,0.0022071791024859616,0.05355235130597578,True
2,T Cell,T Cell,SLC2A3,SLC2A3,4612.7793,16.838549907521585,6.365919726831572e-64,4.3774639020459797e-63,0.07166406617493913,6512.364,0.000999000999000999,0.0022071791024859616,0.02290315796394189,True
3,T Cell,T Cell,SLC2A4,SLC2A4,-450.69748,-1.6452319760136283,0.9500390091323673,1.0,-0.011156724588442073,12657.569,0.000999000999000999,0.0022071791024859616,39.03715906697118,True
4,T Cell,T Cell,SLC2A9,SLC2A9,7216.978,26.34495103141882,2.931886212149465e-153,3.262389748791768e-152,0.11776618666541268,118914.68,0.000999000999000999,0.0022071791024859616,4.073183089537514,True
5,T Cell,T Cell,SLC2A3,SLC2A9,-545.26337,-1.9904365290418624,0.9767285653493025,1.0,-0.00847120303812832,2294.2673,0.000999000999000999,0.0022071791024859616,0.00806864742531699,True
6,T Cell,T Cell,SLC7A7,SLC7A7,4638.0317,16.93073175008101,1.3351979261550845e-64,9.285694668260362e-64,0.07766071027147138,102443.03,0.000999000999000999,0.0022071791024859616,0.43800713850661566,True
7,T Cell,T Cell,SLC38A7,SLC3A2,96.92061,0.35380025763330114,0.361744290201263,0.5795484439873637,0.0013874353829063143,5931.6733,0.000999000999000999,0.0022071791024859616,0.19878364684108332,True
10,T Cell,T Cell,SLC7A5,SLC7A5,-331.7582,-1.2110545083110509,0.8870627426267288,0.9961144926377212,-0.0025809588526457578,2786.5527,0.000999000999000999,0.0022071791024859616,0.10705099502884907,True
11,T Cell,T Cell,SLC1A5,SLC1A5,506.91742,1.8504579813535198,0.03212378440586063,0.0707185469654198,0.005870249867864988,3118.5266,0.011988011988011988,0.02209838354416668,0.04978052962433947,True
12,T Cell,T Cell,SLC3A2,SLC3A2,-1380.2764,-5.0385789128920315,0.9999997654994764,1.0,-0.018453202663909284,6263.9097,0.000999000999000999,0.0022071791024859616,0.06728405305510975,True
13,T Cell,T Cell,SLC3A2,SLC7A5,176.05077,0.6426580199509471,0.26022301321722985,0.44361137629232494,0.002353659412855087,2125.9534,0.000999000999000999,0.0022071791024859616,0.022836018854711995,True
14,T Cell,T Cell,SLC38A7,SLC7A7,-183.16882,-0.6686418692858511,0.7481380213285019,0.8867907429680013,-0.0026220935907325634,7993.3716,0.000999000999000999,0.0022071791024859616,0.26787576837026345,True
15,T Cell,T Cell,SLC1A5,SLC38A7,474.56134,1.7323449267938793,0.04160608366670657,0.08903120001407139,0.005495557143194361,14554.309,0.000999000999000999,0.0022071791024859616,0.23232804475071958,True
16,T Cell,T Cell,SLC7A5,SLC7A7,423.26294,1.5450845729415499,0.06116290400108841,0.12477232416222037,0.0032928325515102614,16890.402,0.000999000999000999,0.0022071791024859616,0.6488785785500633,True
17,T Cell,T Cell,SLC38A7,SLC38A7,525.7172,1.9190850343964838,0.027486786564234218,0.06106520949176723,0.007525733580124583,40356.797,0.000999000999000999,0.0022071791024859616,1.3524465691242287,True
20,T Cell,T Cell,SLC43A2,SLC7A11,-90.297966,-0.3296248767259077,0.6291582883449605,0.8043794904504906,-0.0014358340756160624,220.95886,0.004995004995004995,0.009925139795269666,0.003120432051793095,True
22,T Cell,T Cell,SLC7A11,SLC7A11,1671.8016,6.102766568084493,5.212402053165526e-10,1.8228514608784584e-09,0.014734052747174552,40.84235,0.003996003996003996,0.008097862402498164,0.020889412088757643,True
23,T Cell,T Cell,SLC1A5,SLC43A2,173.84274,0.6345978236376207,0.26284537397677726,0.4468371357605213,0.0020131490841155523,6390.661,0.000999000999000999,0.0022071791024859616,0.10201307716454003,True
24,T Cell,T Cell,SLC43A2,SLC43A2,900.88293,3.2885948531883087,0.0005034442491037666,0.0013504479678938643,0.014325000582494715,10591.12,0.000999000999000999,0.0022071791024859616,0.1495702427743782,True
26,T Cell,T Cell,SLC16A1,SLC16A1,1548.2085,5.651600553788645,7.948032576032506e-09,2.6435847481151597e-08,0.0158722304341422,292.03497,0.002997002997002997,0.006175642539278903,0.026939044372297844,True
27,T Cell,T Cell,SLC16A4,SLC16A4,1989.6404,7.263009282455318,1.8928597207281036e-13,7.522273695361035e-13,0.020177867330148366,681.6443,0.002997002997002997,0.006175642539278903,0.041243012018872476,True
28,T Cell,T Cell,SLCO2B1,SLCO2B1,6931.768,25.303816857793407,1.4498712898980377e-141,1.5567039112589458e-140,0.1167996778385018,261588.78,0.000999000999000999,0.0022071791024859616,0.5197299698798243,True
30,T Cell,T Cell,SLC16A1,SLCO2B1,-356.15717,-1.3001207776657517,0.9032202112880879,1.0,-0.003651322555252671,6320.1245,0.000999000999000999,0.0022071791024859616,0.5830059079101326,True
31,T Cell,T Cell,SLC3A2,SLC7A11,66.42824,0.24249050895603996,0.40420005510008783,0.6326609558088332,0.0008880929689105379,305.8386,0.000999000999000999,0.0022071791024859616,0.003285178295477291,True
32,T Cell,T Cell,SLC1A3,SLC3A2,301.6525,1.1011562200158063,0.13541433606598668,0.2573713468086455,0.004466051337600898,7800.2188,0.000999000999000999,0.0022071791024859616,0.16451379921466286,True
38,T Cell,T Cell,SLC1A1,SLC7A11,1390.1389,5.074581290194206,1.9417509312054724e-07,6.157262020195591e-07,0.015314952913715029,4420.409,0.000999000999000999,0.0022071791024859616,1.5040950283470362,True
42,T Cell,T Cell,SLC1A1,SLC1A5,-181.8459,-0.6638126584073806,0.7465948885560144,0.8867907429680013,-0.0020033691502157345,756.59424,0.000999000999000999,0.0022071791024859616,0.2574398853174246,True
43,T Cell,T Cell,SLC1A2,SLC3A2,226.40224,0.8264616883894179,0.20427112112613138,0.36447208784021107,0.001878752371847223,222.78847,0.000999000999000999,0.0022071791024859616,0.1796058777621654,True
47,T Cell,T Cell,SLC39A8,SLC39A8,2177.4175,7.9484732640952345,9.441203933333944e-16,3.9848391773795686e-15,0.02719235610488762,4122.018,0.000999000999000999,0.0022071791024859616,0.09348214409871257,True
49,T Cell,T Cell,CUBN,SLC11A2,-1686.5549,-6.1566221924917945,0.9999999996284358,1.0,-0.012738278794886523,39847.777,0.000999000999000999,0.0022071791024859616,15.593827577404708,True
50,T Cell,T Cell,SLC3A2,SLC40A1,1401.1011,5.114597695948221,1.5720516538286228e-07,5.090452974302207e-07,0.01873161251602261,2220.5,0.000999000999000999,0.0022071791024859616,0.023851595525533776,True
51,T Cell,T Cell,SLC11A1,SLC11A1,-31.12212,-0.11360859375584428,0.5452259626843532,0.7651384892830101,-0.0006254627690843413,70149.35,0.000999000999000999,0.0022071791024859616,3.0174071500159347,True
53,T Cell,T Cell,SLC11A2,SLC11A2,67.36259,0.24590126899164388,0.40287933073741455,0.6326609558088332,0.0010592158432082169,8044.9126,0.000999000999000999,0.0022071791024859616,0.048412905090288644,True
55,T Cell,T Cell,CUBN,CUBN,1586.9695,5.793094165501883,3.455066846194074e-09,1.1812854245088119e-08,0.011986125875189772,42085.723,0.000999000999000999,0.0022071791024859616,16.469613773200138,True
57,T Cell,T Cell,SLC11A1,SLC3A2,462.428,1.6880532554454968,0.04570050321755528,0.09677753622541119,0.0092934383624343,5430.309,0.000999000999000999,0.0022071791024859616,0.23357954258948266,True
58,T Cell,T Cell,SLC11A2,SLC3A2,6.417758,0.023427467741225182,0.49065464746337756,0.7270717778391939,0.00010091344831001411,25444.344,0.000999000999000999,0.0022071791024859616,0.15311969944984902,True
59,T Cell,T Cell,SLC40A1,SLC40A1,17513.049,63.92986261558754,0.0,0.0,0.2353424264473137,194976.1,0.000999000999000999,0.0022071791024859616,0.46467001246205897,True
61,T Cell,T Cell,SLC16A9,SLC22A5,-91.12595,-0.33264737375469056,0.6302997606007454,0.8043794904504906,-0.0010368849364892612,157.76027,0.000999000999000999,0.0022071791024859616,0.1316580496072156,True
