cell_type,metabolite,n_cells,frac_sig,mean_cs,mean_cs_sig,mean_neg_log10_pval,log2_enrichment
Effector CD8 T cell,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid",2432,0.0,0.0,,2.9015854584301852,-inf
Effector CD8 T cell,17a-Ethynylestradiol,2432,0.003289473684210526,0.06441822342217522,19.583139920341267,2.777067889590665,0.42767075912474073
Effector CD8 T cell,"1b,3a,12a-Trihydroxy-5b-cholanoic acid",2432,0.0,0.0,,2.9015854584301852,-inf
Effector CD8 T cell,2-Hydroxychlorpropamide,2432,0.003289473684210526,0.06441822342217522,19.583139920341267,2.777067889590665,0.42767075912474073
Effector CD8 T cell,25-Hydroxycholesterol,2432,0.0024671052631578946,0.047254837144997404,19.153960656105614,2.0880532411923043,-2.05382084652147
Effector CD8 T cell,"3',4'-Dihydrodiol",2432,0.003289473684210526,0.06441822342217522,19.583139920341267,2.777067889590665,0.42767075912474073
Effector CD8 T cell,3-Sulfodeoxycholic acid,2432,0.0,0.0,,2.9015854584301852,-inf
Effector CD8 T cell,"3alpha,7alpha-Dihydroxycoprostanic acid",2432,0.0,0.0,,2.9015854584301852,-inf
Effector CD8 T cell,3b-Hydroxy-5-cholenoic acid,2432,0.0,0.0,,2.9015854584301852,-inf
Effector CD8 T cell,4'-Hydroxydiclofenac,2432,0.0,0.7142074701738914,,0.6522747998054758,-inf
Effector CD8 T cell,4-Hydroxycyclophosphamide,2432,0.003289473684210526,0.06441822342217522,19.583139920341267,2.777067889590665,0.42767075912474073
Effector CD8 T cell,4-Hydroxyvalsartan,2432,0.0,0.0,,2.915857416088676,-inf
Effector CD8 T cell,4-ene-Valproic acid,2432,0.0008223684210526315,0.05355078948357899,36.16575193089463,1.792893590934125,-3.558508746288417
Effector CD8 T cell,5-Hydroxyomeprazole,2432,0.001644736842105263,0.15835681176952876,44.04859719254432,2.559351128403639,-1.2988649296553973
Effector CD8 T cell,5-Methyltetrahydrofolic acid,2432,0.0,0.0,,2.9954829262349176,-inf
Effector CD8 T cell,8-Hydroxycarvedilol,2432,0.003289473684210526,0.06441822342217522,19.583139920341267,2.777067889590665,0.42767075912474073
Effector CD8 T cell,ADP,2432,0.0012335526315789473,0.04674456980722205,25.097034297085127,2.327536980625104,-1.5351762424577933
Effector CD8 T cell,Acetate,2432,0.004523026315789474,0.13673366402440731,26.97354645825197,1.8743248581783278,-2.143143909106082
Effector CD8 T cell,Acetyl-L-Carnitine,2432,0.0008223684210526315,0.018046212698219207,21.944194641034557,2.24998917613908,-3.489777179138413
Effector CD8 T cell,Adenine,2432,0.00041118421052631577,0.0068886418606620295,16.753177005130055,2.8863744418342625,-0.7231091930508684
Effector CD8 T cell,Adenosine,2432,0.0,0.0,,2.445704819870313,-inf
Effector CD8 T cell,Adenosine diphosphate ribose,2432,0.003700657894736842,0.05502426013409406,14.868777849568529,1.4549073716201217,-3.8774506400321114
Effector CD8 T cell,Adenosine triphosphate,2432,0.008223684210526315,0.2407274741942568,17.665437008852315,1.8940409963979434,-0.018809787804984573
Effector CD8 T cell,Adenosylcobalamin,2432,0.0,0.0,,2.9862298573777464,-inf
Effector CD8 T cell,Amiloride-sensitive sodium transport,2432,0.0012335526315789473,0.049569046277596056,24.887845356021312,2.2184979013715975,-3.062551251626006
Effector CD8 T cell,Ammonium,2432,0.0,0.0,,2.9800712580483713,-inf
Effector CD8 T cell,Anion exchange,2432,0.002055921052631579,0.02351521417616506,11.437800175286686,2.4178020089523278,-1.3364248898212643
Effector CD8 T cell,Butyrate,2432,0.0,0.0,,2.0148367012558213,-inf
Effector CD8 T cell,Cadmium,2432,0.002055921052631579,0.03769517704047173,18.33493411248545,2.481243982806293,-1.4135177580087386
Effector CD8 T cell,Calcidiol,2432,0.0,0.0,,2.9832171004119443,-inf
Effector CD8 T cell,Calcium,2432,0.0,0.0,,2.9862298573777464,-inf
Effector CD8 T cell,Calcium release-activated calcium transport,2432,0.0008223684210526315,0.020446358470120416,14.653726703741654,1.9926125058542647,-3.873321572986636
Effector CD8 T cell,Chenodeoxycholic acid,2432,0.0,0.0,,2.9015854584301852,-inf
Effector CD8 T cell,Chenodeoxycholic acid 3-sulfate,2432,0.0,0.0,,2.9015854584301852,-inf
Effector CD8 T cell,Chloride,2432,0.0008223684210526315,0.0679027282553087,27.6447766673314,1.2695008662681886,-4.797883914049247
Effector CD8 T cell,Chloride ion,2432,0.00041118421052631577,0.03946192071606877,9.006072699767174,1.2933833238448713,-6.142184849206207
Effector CD8 T cell,Cholesterol,2432,0.0024671052631578946,0.19883762537600222,45.77395457685346,2.512002159416596,-0.8138075033426057
Effector CD8 T cell,Cholic acid,2432,0.00041118421052631577,0.7378326862024528,43.69839774990646,0.6498710882576286,-5.749706546021271
Effector CD8 T cell,Choline,2432,0.0012335526315789473,0.02174936759121558,17.631487327278762,2.223059486966298,-2.950213741736637
Effector CD8 T cell,Citric acid,2432,0.003289473684210526,0.060041277652440744,18.252548406341987,2.630859320634018,-0.07339048398747049
Effector CD8 T cell,Cobalamin,2432,0.0,0.0,,2.9862298573777464,-inf
Effector CD8 T cell,Coprocholic acid,2432,0.0,0.0,,2.9015854584301852,-inf
Effector CD8 T cell,Cortisol,2432,0.001644736842105263,0.15835681176952876,44.04859719254432,2.5684222093229594,-1.2210676520297303
Effector CD8 T cell,Creatine,2432,0.0008223684210526315,0.018046212698219207,21.944194641034557,2.24998917613908,-3.489777179138413
Effector CD8 T cell,Cyclic AMP,2432,0.0028782894736842104,0.28725410155153913,65.85230383458284,0.7264529099088094,-5.550551468344709
Effector CD8 T cell,Cytidine,2432,0.0,0.0,,2.445704819870313,-inf
Effector CD8 T cell,D-Aspartate,2432,0.00041118421052631577,0.0041697226289526485,10.140765433612842,2.9303211217697593,-0.14911781015071549
Effector CD8 T cell,D-Galactose,2432,0.06332236842105263,1.7104307441922433,26.854764698376854,1.4415545677650636,0.026233344220578766
Effector CD8 T cell,D-Glucose,2432,0.038240131578947366,1.9088605378398913,37.73147628686098,1.3834890590817035,-0.19389649436307554
Effector CD8 T cell,D-Lactate,2432,0.0,0.0,,2.0148367012558213,-inf
Effector CD8 T cell,D-Maltose,2432,0.06126644736842105,1.6645756402619343,27.169449376624325,1.561864117845294,0.34321330210574663
Effector CD8 T cell,D-Mannose,2432,0.06332236842105263,1.7104307441922433,26.854764698376854,1.4415545677650636,0.026233344220578766
Effector CD8 T cell,D-Xylose,2432,0.06126644736842105,1.6645756402619343,27.169449376624325,1.561864117845294,0.34321330210574663
Effector CD8 T cell,Dehydroascorbic acid,2432,0.05674342105263158,1.7671350069136273,29.548729862441764,1.4119154852265101,0.007062489688223879
Effector CD8 T cell,Dehydroepiandrosterone,2432,0.0,0.0,,2.915857416088676,-inf
Effector CD8 T cell,Deoxycholic acid,2432,0.0,0.0,,2.9015854584301852,-inf
Effector CD8 T cell,Digoxin,2432,0.0,0.0,,2.9958542625782534,-inf
Effector CD8 T cell,Docosahexaenoic acid,2432,0.05674342105263158,1.7671350069136273,29.548729862441764,1.4119154852265101,0.007062489688223879
Effector CD8 T cell,Dopamine,2432,0.0008223684210526315,0.02940056167113948,35.75108299210561,2.210786173929066,-3.5920613059994433
Effector CD8 T cell,E-3179,2432,0.003289473684210526,0.06441822342217522,19.583139920341267,2.777067889590665,0.42767075912474073
Effector CD8 T cell,Estradiol,2432,0.009868421052631578,0.5635027816687199,44.1120576019645,2.212536545559974,0.6846049654221167
Effector CD8 T cell,Estriol,2432,0.003289473684210526,0.06441822342217522,19.583139920341267,2.777067889590665,0.42767075912474073
Effector CD8 T cell,Estrone,2432,0.0,0.0,,2.9958542625782534,-inf
Effector CD8 T cell,Estrone sulfate,2432,0.0,0.0,,2.9958542625782534,-inf
Effector CD8 T cell,Ethanol,2432,0.0,0.0,,2.3066166224346456,-inf
Effector CD8 T cell,Fatty acid,2432,0.009457236842105263,0.18081456890410702,19.11917528586036,1.9249877605529655,-0.9338948842331096
Effector CD8 T cell,Folic acid,2432,0.0028782894736842104,0.351578383120495,65.85230383458284,0.7189571950432363,-5.385660126082476
Effector CD8 T cell,Folinic acid,2432,0.0028782894736842104,0.28725410155153913,65.85230383458284,0.7263547772329614,-5.550606878827726
Effector CD8 T cell,GABA,2432,0.0,0.0,,2.991078262950668,-inf
Effector CD8 T cell,Glucosamine,2432,0.003289473684210526,0.04585510393030911,13.93995159481397,1.967062537677009,-2.3321892202939383
Effector CD8 T cell,Glutathione,2432,0.0,0.6553518079439924,,0.6534810779962965,-inf
