cell_type,gene_pair,n_cells,frac_sig,mean_cs,mean_cs_sig,mean_neg_log10_pval,log2_enrichment
Effector CD8 T cell,SLC2A1_SLC2A1,2432,0.003289473684210526,0.04585510393030911,13.93995159481397,1.967062537677009,-2.3321892202939383
Effector CD8 T cell,SLC2A9_SLC2A9,2432,0.0,0.0,,2.9638445112298184,-inf
Effector CD8 T cell,SLC2A3_SLC2A4,2432,0.002055921052631579,0.05670426272138416,27.580953387681255,2.8421662287843037,1.0699994791528715
Effector CD8 T cell,SLC2A3_SLC2A3,2432,0.06126644736842105,1.6645756402619343,27.169449376624325,1.561864117845294,0.3407389611997023
Effector CD8 T cell,SLC2A3_SLC2A9,2432,0.002055921052631579,0.14172553092626375,36.75869077923089,2.803387684775876,0.649248328679634
Effector CD8 T cell,SLC1A5_SLC38A7,2432,0.00041118421052631577,0.020517292047741068,25.9493434956662,2.8933393562974707,-2.414200044633368
Effector CD8 T cell,SLC1A5_SLC3A2,2432,0.0008223684210526315,0.22110174513847802,72.00239692139667,2.602656532543483,-1.7638276542659235
Effector CD8 T cell,SLC38A7_SLC38A7,2432,0.0,0.0,,2.85785982846161,-inf
Effector CD8 T cell,SLC7A7_SLC7A7,2432,0.0012335526315789473,0.017406014229695104,14.110475535539498,2.9297675455448036,1.012633259845897
Effector CD8 T cell,SLC38A7_SLC3A2,2432,0.0,0.0,,2.8313226139211,-inf
Effector CD8 T cell,SLC1A5_SLC1A5,2432,0.0078125,0.2409273383565267,22.852923854206733,1.0289954710676172,-3.1466349642432583
Effector CD8 T cell,SLC7A5_SLC7A5,2432,0.0024671052631578946,0.042991028104816455,17.425696725152267,2.942425942344985,2.100860442857632
Effector CD8 T cell,SLC3A2_SLC3A2,2432,0.004523026315789474,0.07168738677293401,15.849429511979594,1.864651145284349,-2.0311544727964255
Effector CD8 T cell,SLC43A2_SLC7A11,2432,0.0,0.0,,2.9826333460743317,-inf
Effector CD8 T cell,SLC1A5_SLC43A2,2432,0.0008223684210526315,0.06926498538597085,35.97375212887755,2.8240180930648764,-1.4677633210487764
Effector CD8 T cell,SLC43A2_SLC43A2,2432,0.00041118421052631577,0.00599713232188673,14.585025806828526,2.7577666579104894,-1.94707403420607
Effector CD8 T cell,SLC1A5_SLC7A11,2432,0.0,0.0,,2.94385300597207,-inf
Effector CD8 T cell,SLC16A1_SLC16A1,2432,0.0,0.0,,2.0148367012558213,-inf
Effector CD8 T cell,SLC16A4_SLC16A4,2432,0.00041118421052631577,0.004233021171250216,10.294707488480526,2.8302229900010047,-1.1243144191501429
Effector CD8 T cell,SLC16A1_SLC22A5,2432,0.00041118421052631577,0.03550457678535978,42.2500029307912,2.8585611368691737,-3.113852480331518
Effector CD8 T cell,SLC22A5_SLC22A5,2432,0.0008223684210526315,0.018046212698219207,21.944194641034557,2.24998917613908,-3.489777179138413
Effector CD8 T cell,SLCO2B1_SLCO2B1,2432,0.003289473684210526,0.060041277652440744,18.252548406341987,2.630859320634018,-0.07339048398747049
Effector CD8 T cell,SLC1A1_SLC3A2,2432,0.0,0.0,,2.812802649824448,-inf
Effector CD8 T cell,SLC16A1_SLC7A11,2432,0.00041118421052631577,0.01438635902830277,34.98762515683234,2.976548556408725,-1.7120540045418726
Effector CD8 T cell,SLC1A1_SLC7A11,2432,0.00041118421052631577,0.016455249009340298,40.0191655907156,2.9846818061366385,0.043527267791680535
Effector CD8 T cell,SLC16A1_SLC1A1,2432,0.0,0.0,,2.9348132909749807,-inf
Effector CD8 T cell,SLC1A1_SLC1A1,2432,0.0,0.0,,2.7672642705421926,-inf
Effector CD8 T cell,SLC1A2_SLC7A11,2432,0.00041118421052631577,0.013512147383038959,32.861542435550746,2.992408527237053,2.310313808486582
Effector CD8 T cell,SLC16A1_SLC1A5,2432,0.0,0.11727929701554718,,2.311347585647038,-inf
Effector CD8 T cell,SLC1A1_SLC1A5,2432,0.0,0.09146049767757712,,2.5300738695969254,-inf
Effector CD8 T cell,SLC16A1_SLC3A2,2432,0.00041118421052631577,0.025562930781260818,38.08491506090331,2.725281617420348,-2.85961119295573
Effector CD8 T cell,SLC1A3_SLC1A3,2432,0.00041118421052631577,0.0041697226289526485,10.140765433612842,2.9303211217697593,-0.14911781015071549
Effector CD8 T cell,SLC3A1_SLC3A1,2432,0.0,0.0,,2.990830705388444,-inf
Effector CD8 T cell,SLC39A8_SLC39A8,2432,0.002055921052631579,0.03769517704047173,18.33493411248545,2.481243982806293,-1.4135177580087386
Effector CD8 T cell,CUBN_CUBN,2432,0.0,0.0,,2.9862298573777464,-inf
Effector CD8 T cell,SLC11A2_SLC3A2,2432,0.00041118421052631577,0.16912028999797726,35.69635365009162,2.630052050315014,-2.73953474096398
Effector CD8 T cell,SLC11A2_SLC40A1,2432,0.002055921052631579,0.42087295712531747,76.0647433295439,2.199239444581585,-0.8535874053279606
