,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
14,SLC2A1,SLC2A1,675.78694425447,2.952132635296985,0.0015779367052416143,0.01546377971136782,0.028222073692464218,1223.8187464662947,0.000999001,0.010305483702962337,0.08273675720424607,True
33,SLC16A1,SLC16A1,368.231663486946,1.6085967927787768,0.053852267998252136,0.2552939813391418,0.019010945117485925,635.2572684643777,0.000999001,0.010305483702962337,0.05873344768439614,True
36,SLC16A1,SLC22A5,75.11845820588682,0.26447662773327274,0.3957063360955875,0.8590317857771255,0.003878191442689177,2762.6985848095974,0.000999001,0.010305483702962337,0.2554285025197924,True
38,SLC22A5,SLC22A5,230.47256302450884,1.006804852668169,0.1570142811085007,0.5163570423135098,0.010878123648052096,4578.361954544601,0.000999001,0.010305483702962337,0.1396777772982927,True
64,SLC3A1,SLC3A2,172.349889781731,0.46097571414247035,0.3224080145456899,0.8206749461163015,0.006267922542186409,598.1050391409192,0.003996004,0.030714382800985783,0.17342856860997183,True
70,SLC3A2,SLC40A1,350.25173231891665,0.9368009613456937,0.17443047536160483,0.551425373723783,0.0094467242336574,8074.242454646621,0.004995005,0.036260037786430784,0.4316151384554988,True
78,SLC40A1,SLC40A1,673.1470445933439,2.9406004001601884,0.0016378841135570336,0.015659770061325785,0.030545399388805395,17752.786570449054,0.000999001,0.010305483702962337,0.21665219386436502,True
91,SLC22A4,SLC22A5,220.64617341184828,0.667611454342936,0.2521908220819824,0.726902957765714,0.007221982855378871,1252.7385742383563,0.004995005,0.036260037786430784,0.2621868302395656,True
93,SLC16A9,SLC22A5,599.8704926454709,2.112020517470339,0.017342344755674862,0.10300301733673554,0.030733845440432124,2750.4204357492854,0.000999001,0.010305483702962337,0.3350076952203138,True
96,SLC16A9,SLC16A9,310.8092552792669,1.3577506249022306,0.08727141349144496,0.3678536998779185,0.015924043156519015,584.3562070972329,0.000999001,0.010305483702962337,0.07117596407546951,True
110,SLC12A2,SLC12A2,1096.0340817173496,4.787955744846647,8.424439513745864e-07,1.9425766408166932e-05,0.03315479739167538,1684.6972047968184,0.000999001,0.010305483702962337,0.08627150589668005,True
178,CPT1A,CPT1A,834.137988848078,3.6438791843426697,0.00013427975972744714,0.002105506632526371,0.03319721153757951,27007.234892076267,0.000999001,0.010305483702962337,0.2731384594474207,True
182,FABP5,FABP5,1643.0103722187177,7.177387164987747,3.5528128839247286e-13,1.7408783131231173e-11,0.04653747194523449,2812.2396784235025,0.004995005,0.036260037786430784,0.09195586610691442,True
183,CD36,FABP5,1771.6290787433416,4.567878630942768,2.463425799276788e-06,4.828314566582504e-05,0.050882564562684286,1905.2682942947386,0.001998002,0.017026451335329075,0.20333252402582885,True
184,CD36,MSR1,2271.6095336523804,6.061439202848764,6.745444155394496e-10,2.6442141089146424e-08,0.06524239195670901,932.9004897935623,0.000999001,0.010305483702962337,0.09956026236445248,True
185,CD36,CD36,1294.3199245760002,5.6541549409056495,7.830744320745956e-09,2.790592521574923e-07,0.037173874552635953,603.8498136171779,0.000999001,0.010305483702962337,0.06444357842041175,True
186,MSR1,MSR1,589.0393522470408,2.5731812519122714,0.005038420985808571,0.037981942816095376,0.01939371842915193,424.64502523029677,0.001998002,0.017026451335329075,0.055575913634922175,True
195,ABCA1,ABCA1,1820.0284478455224,7.950679461529333,9.274565930883904e-16,6.05938307484415e-14,0.05046477564351894,2812.959235375156,0.000999001,0.010305483702962337,0.09587005067021791,True
196,ABCG2,ABCG2,458.3843320174651,2.0024230381521115,0.022619626379680957,0.13039549324757257,0.030488815381495886,1272.675935258174,0.000999001,0.010305483702962337,0.13380470376385073,True
197,ABCB1,ABCB1,1145.8995652976705,5.005789964202176,2.7816697322864144e-07,7.78867525040196e-06,0.0643311995126258,5151.989660463298,0.000999001,0.010305483702962337,0.23850777838156012,True
199,ABCB1,ABCG2,1365.506369543001,4.768965982481558,9.258696131097918e-07,2.016338268550213e-05,0.07666000176203287,4881.257580679361,0.000999001,0.010305483702962337,0.22597442502850246,True
205,SLC20A2,SLC20A2,126.08715115049614,0.5508037658431596,0.29088410117995706,0.7882994476775304,0.005966971949515525,807.8088149750502,0.000999001,0.010305483702962337,0.07194732005270087,True
208,ATP7B,SLC20A2,508.9223604355675,1.6690086813816438,0.04755782966743081,0.23598315480547946,0.02062005345973701,692.276411307137,0.001998002,0.017026451335329075,0.12459307108763665,True
223,ABCC3,ABCG2,-63.74452137856487,-0.24025824745041274,0.5949349695972416,0.8590317857771255,-0.0035034518117102753,2315.1434694794375,0.000999001,0.010305483702962337,0.09118983826504608,True
233,ABCC3,ABCC3,177.19971767742453,0.7740857883811905,0.21944003053776517,0.656644976876366,0.009739043583756202,2393.212086297991,0.001998002,0.017026451335329075,0.09426483756211361,True
244,SLC15A1,SLC15A1,794.5266001621868,3.4708393316742234,0.00025941716915074605,0.00391121270411894,0.06049537066088566,966.0986609529327,0.000999001,0.010305483702962337,0.19887472337960135,True
246,CD38,CD38,2090.984056533296,9.134331945384854,3.290592102717807e-20,2.5798242085307605e-18,0.03338995893819519,1283.030720210591,0.005994006,0.04195804242044687,0.06418683262626557,True
253,SCARB1,SCARB1,399.90733459273235,1.7469699638075349,0.04032127419460158,0.20527194135433532,0.013270691583710453,553.0727182833598,0.000999001,0.010305483702962337,0.06435741670766078,True
268,ABCC4,SLCO2B1,1676.400885807478,3.713214877028643,0.00010232149651255637,0.0016712511097050874,0.031883087824033,1829.4609076166375,0.000999001,0.010305483702962337,0.27618355081711854,True
269,ABCC3,SLC16A1,307.28001848374913,1.1362300692406342,0.12793014457477064,0.45589651521191,0.01688836490066207,2208.868904433392,0.001998002,0.017026451335329075,0.08700385129447787,True
286,ABCG2,SLC16A1,-133.417063445157,-0.493336598924313,0.6891126138513834,0.8590317857771255,-0.008874055965695024,1050.6951754034294,0.001998002,0.017026451335329075,0.1104664218094479,True
289,ABCC1,SLCO2B1,2011.2179869475672,4.671458663128351,1.495341453548698e-06,3.0851255252162614e-05,0.042416505965669295,4132.414903046987,0.002997003,0.023976024240255356,0.21999377827870376,True
306,ABCB1,SLC16A1,188.54105106867937,0.65847064422612,0.25511787713180933,0.729219315041441,0.010584760078400597,2551.445241519841,0.000999001,0.010305483702962337,0.11811738305437067,True
320,ABCB1,SLC22A4,9.378344429854593,0.02837615566737034,0.4886810707814313,0.8590317857771255,0.0005265035129482522,1138.2268983973886,0.001998002,0.017026451335329075,0.05269342268176876,True
321,ABCG2,SLC22A4,431.1227755531152,1.3044527296203854,0.09603963333433091,0.38448437320579054,0.0286755497351864,696.4651997791711,0.000999001,0.010305483702962337,0.07322391911133183,True
324,TAP1,TAP1,174.38393444663595,0.7617852169655893,0.22309410242011107,0.6625218799142693,0.005313305478211719,4878.9235347238155,0.002997003,0.023976024240255356,0.12034492233320233,True
340,AQP8,AQP8,2704.1488331754563,11.81290359186267,1.6739803772893932e-32,3.281001539487211e-30,0.5443125865013442,17562.911311696553,0.000999001,0.010305483702962337,0.6383007117487269,True
343,AQP7,AQP8,952.0715622107841,2.837027496502089,0.002276784514345868,0.02003295710151086,0.03173977110731675,6741.409415704009,0.000999001,0.010305483702962337,0.5293907686080299,True
346,AQP7,AQP7,120.0117069128665,0.524263570948421,0.3000476153479106,0.794720710921493,0.004000901044421112,810.0583818165569,0.000999001,0.010305483702962337,0.06361242923004705,True
352,ABCB1,SLC22A5,366.3471400578776,1.2794499444921172,0.10036932785607156,0.3974219850462632,0.020566855657913653,8011.045117946889,0.000999001,0.010305483702962337,0.3708657624565447,True
363,ABCG2,SLC22A5,-375.29361632018436,-1.321331566499173,0.9068045834735585,0.9453920125575398,-0.02496214853478911,3274.489424199849,0.000999001,0.010305483702962337,0.3442683838396315,True
364,ABCC3,SLC22A5,373.18520296325585,1.3139082770996502,0.0944385364686951,0.38448437320579054,0.02051056855004848,6157.29865190298,0.000999001,0.010305483702962337,0.24252625187970275,True
369,ABCB1,SLC15A1,961.2723328790355,3.3571978554263686,0.0003936837351647491,0.005205359851630169,0.05396616257232311,3238.2206172662964,0.000999001,0.010305483702962337,0.14991117145683383,True
373,CLCN3,CLCN3,867.1464149751544,3.788074411607727,7.590969184187975e-05,0.0013525726910007664,0.03205622756503965,6952.115584138319,0.000999001,0.010305483702962337,0.14460521964971182,True
375,SLC9A3,SLC9A3,1169.3947103428236,5.108427023187315,1.6242591219376927e-07,4.8977659676890425e-06,0.1278786927373045,5223.483081312264,0.000999001,0.010305483702962337,0.2838015642718517,True
376,SLC9A1,SLC9A3,-138.8845434474685,-0.46559046624571687,0.6792456657894242,0.8590317857771255,-0.005828074950444878,5895.856710551765,0.000999001,0.010305483702962337,0.17715566791929244,True
377,SLC9A1,SLC9A1,-200.56817020267084,-0.8761693990852627,0.8095310252320649,0.8987235378272295,-0.008416532895590962,3413.28011764641,0.006993007,0.04726308121763427,0.10256048420496663,True
381,SLC26A2,SLC26A3,3632.9226116729596,11.43199247688897,1.4469558524810902e-30,1.8906889805752913e-28,0.20206569861211215,155749.19613259903,0.000999001,0.010305483702962337,0.8975119572159618,True
382,SLC26A2,SLC26A2,2829.5228153746316,12.360591924130834,2.1350042514686716e-35,8.369216665757193e-33,0.15738003958314292,85942.1011588203,0.000999001,0.010305483702962337,0.4952453388756879,True
383,SLC26A3,SLC26A3,2538.931064445167,11.091160191599561,6.923997862363771e-29,6.785517905116496e-27,0.15886550516411396,75305.30712113468,0.000999001,0.010305483702962337,0.49592476795369916,True
385,SCNN1A,SCNN1A,544.9385216186511,2.3805295553255585,0.00864388708559035,0.061607340682753045,0.02788332993853191,19218.25447405943,0.000999001,0.010305483702962337,0.26880081401528627,True
387,SCNN1A,SCNN1G,177.7400955777494,0.6315891993742,0.2638276729757035,0.7334783532374168,0.009094577703150137,1416.2610288621308,0.000999001,0.010305483702962337,0.01980888107867035,True
