,Cell Type 1,Cell Type 2,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
526,B,Pericyte,SLC3A2,SLC40A1,4.223537,4.223536968231201,1.2024895001058473e-05,0.0034199783007092016,4.223536968231201,24.454021,0.000999000999000999,0.001780772310319509,24.454021453857422,True
740,Endothelial_arterial,Endothelial_lymphatic,CPT1A,CPT1A,2.0536578,0.9184236753182757,0.17919855028596787,0.6245966629065698,0.34628645766956295,42.78946,0.029970029970029972,0.03646113816345157,2.3001251328945185,True
755,Endothelial_arterial,Endothelial_lymphatic,SCARB1,SCARB1,3.4235466,1.5310565631757065,0.06287770691750288,0.6245966629065698,0.9184812581365867,16.961086,0.008991008991008992,0.012714226412856551,1.9097309784360015,True
795,Endothelial_arterial,Enteric_glia,CD36,MSR1,3.9627807,0.8647496468846047,0.19358810678942906,0.6245966629065698,0.4846540751663972,15.45506,0.03796203796203796,0.04508598611206417,0.20165215414926313,True
849,Endothelial_arterial,Fibroblast_CTF_S2,ABCA1,ABCA1,18.108507,3.1522864786382296,0.0008099862591868045,0.14471754497470907,0.6499953791307611,15.725737,0.03896103896103896,0.04616623067435073,0.8261179921480256,True
919,Endothelial_arterial,Fibroblast_FRC_S4,TAP1,TAP1,0.0,0.0,0.5,0.6245966629065698,0.0,17.04349,0.02097902097902098,0.026597856292179436,2.188428592510721,True
946,Endothelial_arterial,Fibroblast_cCF_S1,SLC12A2,SLC12A2,9.088346,1.3117896842191097,0.09479555325131317,0.6245966629065698,0.240159127823825,17.006008,0.02197802197802198,0.027700616287032135,0.49195163464323266,True
971,Endothelial_arterial,Fibroblast_cCF_S1,TAP1,TAP1,22.20822,3.2054803807068897,0.0006741861927856709,0.12696565922515013,1.124667828910361,29.980204,0.016983016983016984,0.02211505556674684,0.5723683596860064,True
1192,Endothelial_arterial,IEC_Colonocyte_NOS,SLC26A2,SLC26A2,3.3173087,0.5864228629577258,0.27879569199628096,0.6245966629065698,0.06963440819656079,65.165,0.03396603396603397,0.04078148094689837,1.779590579377101,True
1207,Endothelial_arterial,IEC_Goblet,CD36,CD36,8.701499,3.8914286474510122,4.9827848441821203e-05,0.01197242923940035,2.8646854856258015,19.962082,0.024975024975024976,0.031009617609760166,2.2194868073354654,True
