cell_type,gene_pair,n_cells,frac_sig,mean_cs,mean_cs_sig,mean_neg_log10_pval,log2_enrichment
B,SLC2A1_SLC2A1,6,0.0,0.0,,2.0355039,-inf
B,SLC16A1_SLC16A1,6,0.0,0.0,,2.2865505,-inf
B,SLC16A1_SLC22A5,6,0.0,0.0,,2.751874,-inf
B,SLC22A5_SLC22A5,6,0.0,0.0,,1.4258536,-inf
B,SLC3A2_SLC40A1,6,0.0,0.0,,2.1753473,-inf
B,SLC40A1_SLC40A1,6,0.0,4.07567029722505,,0.9716399,-inf
B,SLC22A4_SLC22A5,6,0.0,0.0,,2.8044188,-inf
B,SLC16A9_SLC22A5,6,0.0,0.0,,2.7766972,-inf
B,SLC16A9_SLC16A9,6,0.0,0.0,,2.39452,-inf
B,SLC12A2_SLC12A2,6,0.0,0.0,,1.8733023,-inf
B,CPT1A_CPT1A,6,0.0,0.0,,0.75373274,-inf
B,FABP5_FABP5,6,0.0,0.0,,1.6235276,-inf
B,CD36_FABP5,6,0.0,0.0,,3.0004342,-inf
B,CD36_MSR1,6,0.0,0.0,,3.0004342,-inf
B,CD36_CD36,6,0.0,0.0,,2.4872372,-inf
B,MSR1_MSR1,6,0.0,0.0,,2.5905354,-inf
B,ABCA1_ABCA1,6,0.0,0.0,,1.6917483,-inf
B,ABCG2_ABCG2,6,0.0,0.0,,2.3285193,-inf
B,ABCB1_ABCB1,6,0.0,0.0,,1.8652457,-inf
B,ABCB1_ABCG2,6,0.0,0.0,,3.0004342,-inf
B,SLC20A2_SLC20A2,6,0.0,0.0,,2.1853082,-inf
B,ATP7B_SLC20A2,6,0.0,0.0,,2.5856757,-inf
B,ABCC3_ABCG2,6,0.0,0.0,,3.0004342,-inf
B,ABCC3_ABCC3,6,0.0,0.0,,1.6084229,-inf
B,SLC15A1_SLC15A1,6,0.0,0.0,,2.7618735,-inf
B,CD38_CD38,6,0.0,0.0,,1.9771525,-inf
B,SCARB1_SCARB1,6,0.0,0.0,,2.490192,-inf
B,ABCC4_SLCO2B1,6,0.0,0.0,,2.5905354,-inf
B,ABCC3_SLC16A1,6,0.0,0.0,,3.0004342,-inf
B,ABCG2_SLC16A1,6,0.0,0.0,,3.0004342,-inf
B,ABCC1_SLCO2B1,6,0.0,0.0,,2.4817226,-inf
B,ABCB1_SLC16A1,6,0.0,0.0,,3.0004342,-inf
B,ABCB1_SLC22A4,6,0.0,0.0,,2.7172725,-inf
B,ABCG2_SLC22A4,6,0.0,0.0,,2.7542474,-inf
B,TAP1_TAP1,6,0.0,0.0,,1.3209974,-inf
B,AQP8_AQP8,6,0.0,0.0,,1.8637952,-inf
B,AQP7_AQP8,6,0.0,0.0,,3.0004342,-inf
B,AQP7_AQP7,6,0.0,0.0,,2.1085196,-inf
B,ABCB1_SLC22A5,6,0.0,0.0,,2.7144337,-inf
B,ABCG2_SLC22A5,6,0.0,0.0,,2.751874,-inf
B,ABCC3_SLC22A5,6,0.0,0.0,,2.698282,-inf
B,ABCB1_SLC15A1,6,0.0,0.0,,3.0004342,-inf
B,CLCN3_CLCN3,6,0.0,0.0,,1.1874508,-inf
B,SLC9A3_SLC9A3,6,0.0,0.0,,1.8890837,-inf
B,SLC9A1_SLC9A3,6,0.0,0.0,,3.0004342,-inf
B,SLC9A1_SLC9A1,6,0.0,0.0,,1.4107596,-inf
B,SLC26A2_SLC26A3,6,0.0,0.0,,2.5868604,-inf
B,SLC26A2_SLC26A2,6,0.0,0.0,,0.54327303,-inf
B,SLC26A3_SLC26A3,6,0.0,0.0,,0.60104257,-inf
B,SCNN1A_SCNN1A,6,0.0,0.0,,0.93463516,-inf
B,SCNN1A_SCNN1G,6,0.0,0.0,,3.0004342,-inf
Endothelial_arterial,SLC2A1_SLC2A1,61,0.0,0.0,,2.0957625,-inf
Endothelial_arterial,SLC16A1_SLC16A1,61,0.0,0.0,,2.2924683,-inf
Endothelial_arterial,SLC16A1_SLC22A5,61,0.0,0.0,,2.6638613,-inf
Endothelial_arterial,SLC22A5_SLC22A5,61,0.0,0.0,,1.457133,-inf
Endothelial_arterial,SLC3A2_SLC40A1,61,0.0,1.454958857783988,,1.9445348,-inf
Endothelial_arterial,SLC40A1_SLC40A1,61,0.01639344262295082,1.0036143039365948,24.875583145442306,0.97009027,-1.7456259323058978
Endothelial_arterial,SLC22A4_SLC22A5,61,0.0,0.0,,2.729009,-inf
Endothelial_arterial,SLC16A9_SLC22A5,61,0.0,0.0,,2.7366574,-inf
Endothelial_arterial,SLC16A9_SLC16A9,61,0.0,0.0,,2.5614579,-inf
Endothelial_arterial,SLC12A2_SLC12A2,61,0.01639344262295082,0.13939351266987957,8.503004272862654,1.9206287,-0.174338368481818
Endothelial_arterial,CPT1A_CPT1A,61,0.03278688524590164,2.4439677056185025,40.23407629153769,0.8110589,-0.7683460088059814
Endothelial_arterial,FABP5_FABP5,61,0.21311475409836064,4.949623307779796,23.22515552112058,1.8060473,2.896469799604389
Endothelial_arterial,CD36_FABP5,61,0.03278688524590164,5.46519159679734,57.48697705894347,1.8192145,3.6466914904728625
Endothelial_arterial,CD36_MSR1,61,0.03278688524590164,2.3761941600899146,46.228224999195845,2.1868343,3.9686195853602246
Endothelial_arterial,CD36_CD36,61,0.04918032786885246,1.4186630240815659,28.84614815632517,2.5747392,3.184348276415662
Endothelial_arterial,MSR1_MSR1,61,0.0,0.0,,2.6826234,-inf
Endothelial_arterial,ABCA1_ABCA1,61,0.03278688524590164,0.8904734784487137,27.159441092685768,1.748149,0.3344135656192195
Endothelial_arterial,ABCG2_ABCG2,61,0.0,0.0,,2.3730483,-inf
Endothelial_arterial,ABCB1_ABCB1,61,0.01639344262295082,0.14543581369718397,8.871584635528222,1.8441987,-0.9542125541173152
Endothelial_arterial,ABCB1_ABCG2,61,0.0,0.0,,2.6753018,-inf
Endothelial_arterial,SLC20A2_SLC20A2,61,0.0,0.0,,2.294577,-inf
Endothelial_arterial,ATP7B_SLC20A2,61,0.0,0.0,,2.8651834,-inf
Endothelial_arterial,ABCC3_ABCG2,61,0.0,0.0,,2.87902,-inf
Endothelial_arterial,ABCC3_ABCC3,61,0.0,0.0,,1.6448568,-inf
Endothelial_arterial,SLC15A1_SLC15A1,61,0.0,0.0,,2.772121,-inf
Endothelial_arterial,CD38_CD38,61,0.0,0.0,,2.0100276,-inf
Endothelial_arterial,SCARB1_SCARB1,61,0.01639344262295082,0.2780505904556776,16.961086017796333,2.5964715,1.5993857756945058
Endothelial_arterial,ABCC4_SLCO2B1,61,0.0,0.0,,2.4825776,-inf
Endothelial_arterial,ABCC3_SLC16A1,61,0.0,0.0,,2.8494434,-inf
Endothelial_arterial,ABCG2_SLC16A1,61,0.0,0.0,,2.8856907,-inf
Endothelial_arterial,ABCC1_SLCO2B1,61,0.0,0.5699929562749209,,2.1569173,-inf
Endothelial_arterial,ABCB1_SLC16A1,61,0.01639344262295082,0.6084949407689788,37.11819138690771,2.6892219,2.094150467444084
Endothelial_arterial,ABCB1_SLC22A4,61,0.0,0.0,,2.7919803,-inf
Endothelial_arterial,ABCG2_SLC22A4,61,0.0,0.0,,2.9791043,-inf
Endothelial_arterial,TAP1_TAP1,61,0.08196721311475409,1.2086276968623415,14.745257901720567,1.3969682,0.8311160616102897
