,Cell Type 1,Cell Type 2,metabolite,C_p,Z,Z_pval,Z_FDR,C_np,pval_np,FDR_np,selected
923,B,Pericyte,Iron,4.223537,2.986491630828354,0.0014109928122089097,0.21088915647091627,24.454021,0.000999000999000999,0.0017341205548471778,True
1304,Endothelial_arterial,Endothelial_lymphatic,alpha-Tocopherol,3.4235466,1.5310565631757065,0.06287770691750288,0.6253626912331736,16.961086,0.008991008991008992,0.012639997927908691,True
1388,Endothelial_arterial,Enteric_glia,Vitamin D3,3.9627807,0.8647496468846047,0.19358810678942906,0.6253626912331736,15.45506,0.03796203796203796,0.04511789566331314,True
1396,Endothelial_arterial,Fibroblast_CTF_S2,25-Hydroxycholesterol,18.108507,3.1522864786382296,0.0008099862591868045,0.13115027513333008,15.725737,0.03896103896103896,0.04613119969609915,True
1496,Endothelial_arterial,Fibroblast_FRC_S4,Adenosine triphosphate,0.0,0.0,0.5,0.6253626912331736,17.04349,0.02097902097902098,0.02670015573945705,True
1583,Endothelial_arterial,Fibroblast_cCF_S1,Adenosine triphosphate,22.20822,3.2054803807068897,0.0006741861927856709,0.11424159250116046,29.980204,0.016983016983016984,0.022230856949024477,True
1590,Endothelial_arterial,Fibroblast_cCF_S1,Chloride ion,9.088346,1.3117896842191097,0.09479555325131317,0.6253626912331736,17.006008,0.02197802197802198,0.0278560317699261,True
1639,Endothelial_arterial,Fibroblast_cCF_S1,Sodium,4.8724465,0.40603721141815186,0.3423576295516919,0.6253626912331736,17.006008,0.027972027972027972,0.03450406328408656,True
1933,Endothelial_arterial,IEC_Colonocyte_NOS,Anion exchange,18.969473,1.936063719088919,0.026429948691759686,0.6253626912331736,131.64238,0.024975024975024976,0.03121008051868809,True
2130,Endothelial_arterial,MNP_mDC,Fatty acid,4.224767,0.9957871805938732,0.15967678011880987,0.6253626912331736,48.727512,0.011988011988011988,0.016355324020625367,True
2353,Endothelial_arterial,Myofibroblast,25-Hydroxycholesterol,18.026228,5.700393794670761,5.9765491522426435e-09,3.6670847377286703e-06,21.629946,0.001998001998001998,0.003305805746907081,True
2478,Endothelial_arterial,Pericyte,Fatty acid,8.515246,1.0481543743610546,0.14728374387720577,0.6253626912331736,79.55057,0.022977022977022976,0.028977297043069436,True
