,Cell Type 1,Cell Type 2,metabolite,C_p,Z,Z_pval,Z_FDR,C_np,pval_np,FDR_np,selected
20,CD8 T Cell,CD8 T Cell,Adenosine,145.87314,2.665489115583569,0.0038438210115396823,0.011075738268347018,50.85147,0.01098901098901099,0.02187674077074999,True
43,CD8 T Cell,CD8 T Cell,Cytidine,145.87314,2.665489115583569,0.0038438210115396823,0.011075738268347018,50.85147,0.01098901098901099,0.02187674077074999,True
64,CD8 T Cell,CD8 T Cell,Ethanol,138.94458,1.4658265034200717,0.07134777937158518,0.185676148726053,50.85147,0.015984015984015984,0.030826316540602257,True
66,CD8 T Cell,CD8 T Cell,Folic acid,280.3629,1.6200266298559487,0.05261327830763842,0.1411735169496882,52.446804,0.01898101898101898,0.036282301769027435,True
73,CD8 T Cell,CD8 T Cell,Guanosine,145.87314,2.665489115583569,0.0038438210115396823,0.011075738268347018,50.85147,0.01098901098901099,0.02187674077074999,True
79,CD8 T Cell,CD8 T Cell,Inosine,145.87314,2.665489115583569,0.0038438210115396823,0.011075738268347018,50.85147,0.01098901098901099,0.02187674077074999,True
129,CD8 T Cell,CD8 T Cell,Thymidine,143.20914,1.8503646218152348,0.03213050723129419,0.08841005811413433,50.85147,0.01098901098901099,0.02187674077074999,True
133,CD8 T Cell,CD8 T Cell,Uridine,145.87314,2.665489115583569,0.0038438210115396823,0.011075738268347018,50.85147,0.01098901098901099,0.02187674077074999,True
161,CD8 T Cell,other,Acetate,351.46365,1.094854534179243,0.13679018520155367,0.3357577273129045,552.29645,0.000999000999000999,0.002494615211378217,True
165,CD8 T Cell,other,Adenosine diphosphate ribose,479.3085,3.338690311709877,0.0004208717450339267,0.0013271284222967615,309.25046,0.000999000999000999,0.002494615211378217,True
166,CD8 T Cell,other,Adenosine triphosphate,-70.61942,-0.21998859510176955,0.5870599815324031,0.6553263569164848,1053.8788,0.000999000999000999,0.002494615211378217,True
167,CD8 T Cell,other,Amiloride-sensitive sodium transport,337.51,1.357334957493818,0.0873374023355733,0.2245818917200456,296.3691,0.000999000999000999,0.002494615211378217,True
169,CD8 T Cell,other,Arachidonic acid,613.10223,4.270649235266055,9.745237383120648e-06,3.16537033797603e-05,383.6649,0.000999000999000999,0.002494615211378217,True
172,CD8 T Cell,other,Cadmium,488.45978,3.402434800200098,0.0003339414452878435,0.0010607551791496205,518.2574,0.000999000999000999,0.002494615211378217,True
179,CD8 T Cell,other,Cholesterol,95.579025,0.271799076082082,0.3928882578330865,0.6553263569164848,286.49966,0.01098901098901099,0.02187674077074999,True
182,CD8 T Cell,other,Citric acid,151.23721,1.0534639296993558,0.14606420874920095,0.35251250379695426,325.98254,0.000999000999000999,0.002494615211378217,True
190,CD8 T Cell,other,D-Galactose,-103.342735,-0.35992412769477716,0.6405480633709959,0.6608830940854514,4219.071,0.000999000999000999,0.002494615211378217,True
191,CD8 T Cell,other,D-Glucose,-143.74913,-0.37845758155518955,0.647454650259965,0.6608830940854514,4459.5356,0.000999000999000999,0.002494615211378217,True
193,CD8 T Cell,other,D-Maltose,-0.18246497,-0.001270985246270852,0.5005070496159889,0.6553263569164848,4133.85,0.000999000999000999,0.002494615211378217,True
194,CD8 T Cell,other,D-Mannose,-103.342735,-0.35992412769477716,0.6405480633709959,0.6608830940854514,4219.071,0.000999000999000999,0.002494615211378217,True
195,CD8 T Cell,other,D-Xylose,-0.18246497,-0.001270985246270852,0.5005070496159889,0.6553263569164848,4133.85,0.000999000999000999,0.002494615211378217,True
196,CD8 T Cell,other,Dehydroascorbic acid,-10.438923,-0.03635688761133573,0.5145011049319368,0.6553263569164848,4236.0386,0.000999000999000999,0.002494615211378217,True
200,CD8 T Cell,other,Docosahexaenoic acid,-10.438923,-0.03635688761133573,0.5145011049319368,0.6553263569164848,4236.0386,0.000999000999000999,0.002494615211378217,True
203,CD8 T Cell,other,Eicosanoid,613.10223,4.270649235266055,9.745237383120648e-06,3.16537033797603e-05,383.6649,0.000999000999000999,0.002494615211378217,True
204,CD8 T Cell,other,Estradiol,350.26453,0.9221639485669184,0.17822153238300364,0.39892073569667136,946.7778,0.000999000999000999,0.002494615211378217,True
209,CD8 T Cell,other,Fatty acid,429.80438,1.2222392275241825,0.11080858675912464,0.28325035195231857,2650.127,0.000999000999000999,0.002494615211378217,True
218,CD8 T Cell,other,Heme,296.33685,1.4595926603548688,0.07220102881666315,0.1867715236454999,616.5064,0.001998001998001998,0.004849083500768894,True
224,CD8 T Cell,other,Iron,323.5711,0.7512932426997211,0.22623809750555013,0.4899837880473163,5585.964,0.000999000999000999,0.002494615211378217,True
237,CD8 T Cell,other,L-Isoleucine,162.1703,1.1296198964592021,0.12931821176312114,0.32106590506705934,85.832985,0.02197802197802198,0.040748950620195255,True
245,CD8 T Cell,other,L-Valine,162.1703,1.1296198964592021,0.12931821176312114,0.32106590506705934,85.832985,0.02197802197802198,0.040748950620195255,True
249,CD8 T Cell,other,Manganese,457.8416,1.8412622126268599,0.03279157118903183,0.08965796679532753,539.75586,0.000999000999000999,0.002494615211378217,True
255,CD8 T Cell,other,Nicotinate,308.74826,1.0753145639568285,0.141116958953253,0.34442105236048187,405.714,0.000999000999000999,0.002494615211378217,True
259,CD8 T Cell,other,Oxalic acid,151.23721,1.0534639296993558,0.14606420874920095,0.35251250379695426,325.98254,0.000999000999000999,0.002494615211378217,True
262,CD8 T Cell,other,Prostaglandins,584.9443,2.3524200454444992,0.009325849567316625,0.026331810543011647,383.6649,0.000999000999000999,0.002494615211378217,True
264,CD8 T Cell,other,Pyruvate,651.96924,3.2112425614665607,0.0006608116387982712,0.002068627738846762,438.4577,0.000999000999000999,0.002494615211378217,True
284,CD8 T Cell,other,Water,660.39264,1.5333523859066291,0.0625945268337735,0.164883143854818,2542.6807,0.000999000999000999,0.002494615211378217,True
285,CD8 T Cell,other,Zinc,488.37006,2.405442800026233,0.008076440215954162,0.022954093245343407,518.2574,0.000999000999000999,0.002494615211378217,True
288,other,other,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid",25115.121,7.2665629182755325,1.84374751310266e-13,6.693268282860076e-13,3061.996,0.000999000999000999,0.002494615211378217,True
289,other,other,17a-Ethynylestradiol,21446.48,10.747573417588656,3.0420583838989977e-27,1.7291700287425882e-26,2828.5776,0.000999000999000999,0.002494615211378217,True
290,other,other,"1b,3a,12a-Trihydroxy-5b-cholanoic acid",25115.121,7.2665629182755325,1.84374751310266e-13,6.693268282860076e-13,3061.996,0.000999000999000999,0.002494615211378217,True
291,other,other,2-Hydroxychlorpropamide,14789.286,10.481334915895186,5.262376867716623e-26,2.643426519597187e-25,2696.2207,0.000999000999000999,0.002494615211378217,True
292,other,other,25-Hydroxycholesterol,42820.34,30.347260786240735,1.3652567172931826e-202,1.5940294645152832e-201,185246.47,0.000999000999000999,0.002494615211378217,True
293,other,other,"3',4'-Dihydrodiol",14789.286,10.481334915895186,5.262376867716623e-26,2.643426519597187e-25,2696.2207,0.000999000999000999,0.002494615211378217,True
294,other,other,3-Sulfodeoxycholic acid,25115.121,7.2665629182755325,1.84374751310266e-13,6.693268282860076e-13,3061.996,0.000999000999000999,0.002494615211378217,True
295,other,other,"3alpha,7alpha-Dihydroxycoprostanic acid",25115.121,7.2665629182755325,1.84374751310266e-13,6.693268282860076e-13,3061.996,0.000999000999000999,0.002494615211378217,True
296,other,other,3b-Hydroxy-5-cholenoic acid,25115.121,7.2665629182755325,1.84374751310266e-13,6.693268282860076e-13,3061.996,0.000999000999000999,0.002494615211378217,True
297,other,other,4'-Hydroxydiclofenac,100427.61,29.056739942895987,6.324236440253578e-186,7.189658268919858e-185,343728.75,0.000999000999000999,0.002494615211378217,True
298,other,other,4-Hydroxycyclophosphamide,14789.286,10.481334915895186,5.262376867716623e-26,2.643426519597187e-25,2696.2207,0.000999000999000999,0.002494615211378217,True
299,other,other,4-Hydroxyvalsartan,12832.7705,5.250844865258413,7.570157745193721e-08,2.57504578419188e-07,1754.063,0.000999000999000999,0.002494615211378217,True
300,other,other,4-ene-Valproic acid,25171.516,10.299547045576631,3.539692589887545e-25,1.7376672713993402e-24,35730.914,0.000999000999000999,0.002494615211378217,True
301,other,other,5-Hydroxyomeprazole,33537.8,11.88431000570557,7.140474192110401e-33,4.4705577550604256e-32,5792.109,0.000999000999000999,0.002494615211378217,True
302,other,other,5-Methyltetrahydrofolic acid,49789.2,35.28617051015858,4.785471552225243e-273,6.264617304731226e-272,81537.29,0.000999000999000999,0.002494615211378217,True
303,other,other,8-Hydroxycarvedilol,14789.286,10.481334915895186,5.262376867716623e-26,2.643426519597187e-25,2696.2207,0.000999000999000999,0.002494615211378217,True
304,other,other,ADP,9242.743,4.6318584012152,1.8119899248690544e-06,5.9754171568200875e-06,5237.8726,0.000999000999000999,0.002494615211378217,True
305,other,other,Acetate,100653.05,31.901515195968983,1.2719709147876547e-223,1.6161512799654905e-222,100573.52,0.000999000999000999,0.002494615211378217,True
306,other,other,Acetyl-L-Carnitine,2983.7263,2.114600702106248,0.017231996888886755,0.047719375999994096,2813.5232,0.012987012987012988,0.02561821739903932,True
307,other,other,Adenine,6626.04,4.6959497701149635,1.3268537626270997e-06,4.4092371188839e-06,9908.971,0.000999000999000999,0.002494615211378217,True
308,other,other,Adenosine,17879.69,12.671538819890507,4.251490608495364e-37,2.915307845825392e-36,51305.79,0.000999000999000999,0.002494615211378217,True
309,other,other,Adenosine diphosphate ribose,35513.5,25.16882046860881,4.397491321379877e-140,4.221591668524682e-139,3275.865,0.000999000999000999,0.002494615211378217,True
310,other,other,Adenosine triphosphate,63191.168,20.02814686483982,1.5654683862209781e-89,1.352564685694925e-88,48725.098,0.000999000999000999,0.002494615211378217,True
