group,left,right,count
lr,-8.4115665e-05,-6.217841e-05,1
lr,-6.217841e-05,-4.0241164e-05,0
lr,-4.0241164e-05,-1.8303916e-05,0
lr,-1.8303916e-05,3.633334e-06,1538
lr,3.633334e-06,2.5570584e-05,11
lr,2.5570584e-05,4.7507834e-05,4
lr,4.7507834e-05,6.944509e-05,1
lr,6.944509e-05,9.138233e-05,2
lr,9.138233e-05,0.000113319584,0
lr,0.000113319584,0.00013525684,0
lr,0.00013525684,0.00015719408,0
lr,0.00015719408,0.00017913133,0
lr,0.00017913133,0.00020106859,1
lr,0.00020106859,0.00022300583,0
lr,0.00022300583,0.00024494308,0
lr,0.00024494308,0.00026688032,1
lr,0.00026688032,0.0002888176,0
lr,0.0002888176,0.00031075484,0
lr,0.00031075484,0.00033269209,0
lr,0.00033269209,0.00035462933,0
lr,0.00035462933,0.00037656658,0
lr,0.00037656658,0.00039850382,0
lr,0.00039850382,0.0004204411,0
lr,0.0004204411,0.00044237834,0
lr,0.00044237834,0.00046431558,0
lr,0.00046431558,0.00048625283,0
lr,0.00048625283,0.0005081901,0
lr,0.0005081901,0.0005301273,0
lr,0.0005301273,0.00055206456,0
lr,0.00055206456,0.0005740018,0
lr,0.0005740018,0.00059593905,0
lr,0.00059593905,0.00061787636,0
lr,0.00061787636,0.0006398136,0
lr,0.0006398136,0.00066175085,0
lr,0.00066175085,0.0006836881,0
lr,0.0006836881,0.00070562534,0
lr,0.00070562534,0.0007275626,0
lr,0.0007275626,0.0007494998,0
lr,0.0007494998,0.0007714371,0
lr,0.0007714371,0.0007933743,0
lr,0.0007933743,0.00081531156,0
lr,0.00081531156,0.0008372488,0
lr,0.0008372488,0.00085918605,0
lr,0.00085918605,0.00088112336,0
lr,0.00088112336,0.0009030606,0
lr,0.0009030606,0.00092499785,0
lr,0.00092499785,0.0009469351,0
lr,0.0009469351,0.00096887234,0
lr,0.00096887234,0.0009908095,0
lr,0.0009908095,0.0010127468,1
metab,-0.0904405,-0.085965976,1
metab,-0.085965976,-0.08149146,0
metab,-0.08149146,-0.07701694,0
metab,-0.07701694,-0.07254242,0
metab,-0.07254242,-0.0680679,0
metab,-0.0680679,-0.06359339,0
metab,-0.06359339,-0.059118867,0
metab,-0.059118867,-0.054644346,0
metab,-0.054644346,-0.05016983,0
metab,-0.05016983,-0.045695312,1
metab,-0.045695312,-0.04122079,0
metab,-0.04122079,-0.036746275,0
metab,-0.036746275,-0.032271754,0
metab,-0.032271754,-0.027797237,0
metab,-0.027797237,-0.023322718,3
metab,-0.023322718,-0.0188482,1
metab,-0.0188482,-0.014373681,0
metab,-0.014373681,-0.009899162,2
metab,-0.009899162,-0.0054246434,5
metab,-0.0054246434,-0.0009501249,19
metab,-0.0009501249,0.0035243938,8348
metab,0.0035243938,0.007998913,17
metab,0.007998913,0.0124734305,5
metab,0.0124734305,0.01694795,6
metab,0.01694795,0.021422468,5
metab,0.021422468,0.025896987,3
metab,0.025896987,0.030371506,1
metab,0.030371506,0.034846023,0
metab,0.034846023,0.039320543,3
metab,0.039320543,0.04379506,2
metab,0.04379506,0.04826958,0
metab,0.04826958,0.052744098,0
metab,0.052744098,0.05721862,0
metab,0.05721862,0.061693136,0
metab,0.061693136,0.06616765,0
metab,0.06616765,0.07064217,1
metab,0.07064217,0.075116694,0
metab,0.075116694,0.07959121,0
metab,0.07959121,0.08406573,0
metab,0.08406573,0.08854025,0
metab,0.08854025,0.09301477,0
metab,0.09301477,0.09748928,0
metab,0.09748928,0.1019638,0
metab,0.1019638,0.106438324,0
metab,0.106438324,0.11091284,0
metab,0.11091284,0.11538736,0
metab,0.11538736,0.11986188,0
metab,0.11986188,0.1243364,0
metab,0.1243364,0.12881091,0
metab,0.12881091,0.13328543,1
tf,-1.7572557,-1.6882179,1
tf,-1.6882179,-1.6191802,0
tf,-1.6191802,-1.5501424,0
tf,-1.5501424,-1.4811047,0
tf,-1.4811047,-1.4120669,1
tf,-1.4120669,-1.3430293,1
tf,-1.3430293,-1.2739915,0
tf,-1.2739915,-1.2049538,1
tf,-1.2049538,-1.135916,0
tf,-1.135916,-1.0668782,0
tf,-1.0668782,-0.9978405,0
tf,-0.9978405,-0.9288028,0
tf,-0.9288028,-0.859765,2
tf,-0.859765,-0.79072726,4
tf,-0.79072726,-0.7216895,3
tf,-0.7216895,-0.6526518,3
tf,-0.6526518,-0.58361405,0
tf,-0.58361405,-0.5145763,2
tf,-0.5145763,-0.44553855,2
tf,-0.44553855,-0.37650082,4
tf,-0.37650082,-0.30746308,10
tf,-0.30746308,-0.23842533,14
tf,-0.23842533,-0.1693876,36
tf,-0.1693876,-0.10034985,109
tf,-0.10034985,-0.031312108,855
tf,-0.031312108,0.037725635,10794
tf,0.037725635,0.10676338,774
tf,0.10676338,0.17580111,173
tf,0.17580111,0.24483886,67
tf,0.24483886,0.3138766,18
tf,0.3138766,0.38291433,5
tf,0.38291433,0.4519521,8
tf,0.4519521,0.52098984,3
tf,0.52098984,0.5900276,6
tf,0.5900276,0.6590653,3
tf,0.6590653,0.72810304,1
tf,0.72810304,0.7971408,2
tf,0.7971408,0.8661786,1
tf,0.8661786,0.9352163,3
tf,0.9352163,1.004254,2
tf,1.004254,1.0732918,0
tf,1.0732918,1.1423296,0
tf,1.1423296,1.2113672,0
tf,1.2113672,1.280405,0
tf,1.280405,1.3494427,0
tf,1.3494427,1.4184805,0
tf,1.4184805,1.4875182,1
tf,1.4875182,1.556556,0
tf,1.556556,1.6255937,1
tf,1.6255937,1.6946315,2
