gene,tf,cell_type,mean,std,n
CD3E,ARID3B,B,0.0,0.0,20
CD3E,BCL6,B,0.0,0.0,20
CD3E,BCL6B,B,0.0,0.0,20
CD3E,CTCF,B,0.0,0.0,20
CD3E,EHF,B,0.0,0.0,20
CD3E,ELK4,B,0.0,0.0,20
CD3E,EP300,B,0.0,0.0,20
CD3E,ESRRA,B,0.0,0.0,20
CD3E,ETV5,B,0.0,0.0,20
CD3E,FLI1,B,0.0,0.0,20
CD3E,FOXA1,B,0.0,0.0,20
CD3E,FOXI1,B,0.0,0.0,20
CD3E,FOXJ2,B,0.0,0.0,20
CD3E,FOXL2,B,0.0,0.0,20
CD3E,FOXO1,B,0.0,0.0,20
CD3E,FOXO3,B,0.0,0.0,20
CD3E,FOXO4,B,0.0,0.0,20
CD3E,GATA1,B,0.0,0.0,20
CD3E,GATA2,B,0.0,0.0,20
CD3E,GATA3,B,0.0,0.0,20
CD3E,HOXA5,B,0.0,0.0,20
CD3E,HOXB4,B,0.0,0.0,20
CD3E,HOXB6,B,0.0,0.0,20
CD3E,HOXB7,B,0.0,0.0,20
CD3E,HOXB9,B,0.0,0.0,20
CD3E,IRX1,B,0.0,0.0,20
CD3E,MECOM,B,0.0,0.0,20
CD3E,MEF2A,B,0.0,0.0,20
CD3E,MYEF2,B,0.0,0.0,20
CD3E,NR3C1,B,0.0,0.0,20
CD3E,PDX1,B,0.0,0.0,20
CD3E,PITX1,B,0.0,0.0,20
CD3E,POU1F1,B,0.0,0.0,20
CD3E,POU2F1,B,0.0,0.0,20
CD3E,PPARGC1A,B,0.0,0.0,20
CD3E,RUNX1,B,0.0,0.0,20
CD3E,SIN3A,B,0.0,0.0,20
CD3E,SMAD4,B,0.0,0.0,20
CD3E,STAT1,B,0.0,0.0,20
CD3E,STAT3,B,0.0,0.0,20
CD3E,STAT5A,B,0.0,0.0,20
CD3E,STAT5B,B,0.0,0.0,20
CD3E,TCF7L2,B,0.0,0.0,20
CD3E,THRA,B,0.0,0.0,20
CD3E,THRB,B,0.0,0.0,20
CD3E,ZBTB1,B,0.0,0.0,20
CD3E,ARID3B,Endothelial,-0.046060592,0.00023898605,391
CD3E,BCL6,Endothelial,0.0043254937,0.00010880853,391
CD3E,BCL6B,Endothelial,-0.060771972,0.0010602414,391
CD3E,CTCF,Endothelial,-0.05199565,0.0010822875,391
CD3E,EHF,Endothelial,0.03437634,0.00016341524,391
CD3E,ELK4,Endothelial,-0.04267655,0.00056170253,391
CD3E,EP300,Endothelial,-0.007025517,0.00065190205,391
CD3E,ESRRA,Endothelial,-0.0904321,0.00042184826,391
CD3E,ETV5,Endothelial,0.02966232,0.00035271054,391
CD3E,FLI1,Endothelial,-0.009359622,0.00012399798,391
CD3E,FOXA1,Endothelial,0.0,0.0,391
CD3E,FOXI1,Endothelial,0.011732212,0.00031900784,391
CD3E,FOXJ2,Endothelial,-0.06026719,0.00022728555,391
CD3E,FOXL2,Endothelial,0.009903402,0.00013540994,391
CD3E,FOXO1,Endothelial,0.0019495294,5.633259e-05,391
CD3E,FOXO3,Endothelial,0.00323956,7.5125565e-05,391
CD3E,FOXO4,Endothelial,0.0135917775,0.0003232854,391
CD3E,GATA1,Endothelial,0.00044662866,3.2692544e-06,391
CD3E,GATA2,Endothelial,-0.0051042764,0.00016705073,391
CD3E,GATA3,Endothelial,0.0,0.0,391
CD3E,HOXA5,Endothelial,-0.00073695974,0.000107215026,391
CD3E,HOXB4,Endothelial,0.016619066,0.00044299767,391
CD3E,HOXB6,Endothelial,-0.005684777,0.0001287184,391
CD3E,HOXB7,Endothelial,0.030279461,0.0010630646,391
CD3E,HOXB9,Endothelial,0.14645572,9.128791e-05,391
CD3E,IRX1,Endothelial,0.024681645,0.00026391985,391
CD3E,MECOM,Endothelial,0.031099632,0.00079720205,391
CD3E,MEF2A,Endothelial,0.050809465,0.0013576857,391
CD3E,MYEF2,Endothelial,0.036821347,0.0007126044,391
CD3E,NR3C1,Endothelial,-0.0026444532,0.00011953722,391
CD3E,PDX1,Endothelial,0.0,0.0,391
CD3E,PITX1,Endothelial,0.0,0.0,391
CD3E,POU1F1,Endothelial,0.0,0.0,391
CD3E,POU2F1,Endothelial,0.0,0.0,391
CD3E,PPARGC1A,Endothelial,0.041782927,0.0002990674,391
CD3E,RUNX1,Endothelial,0.012388677,0.00023574162,391
CD3E,SIN3A,Endothelial,-0.00051338074,6.24709e-05,391
CD3E,SMAD4,Endothelial,-0.049286727,0.0011565755,391
CD3E,STAT1,Endothelial,-0.08169066,0.0016365674,391
CD3E,STAT3,Endothelial,0.004094489,0.000101116704,391
CD3E,STAT5A,Endothelial,0.0011591279,3.299927e-05,391
CD3E,STAT5B,Endothelial,-0.0735894,0.00050761504,391
CD3E,TCF7L2,Endothelial,-0.045189504,0.00028808624,391
CD3E,THRA,Endothelial,0.009249337,0.00024323312,391
CD3E,THRB,Endothelial,-0.0063441563,0.0001892216,391
CD3E,ZBTB1,Endothelial,-0.03539622,0.0004653356,391
CD3E,ARID3B,Enteric_glia,0.0,0.0,92
CD3E,BCL6,Enteric_glia,0.0,0.0,92
CD3E,BCL6B,Enteric_glia,0.0,0.0,92
CD3E,CTCF,Enteric_glia,0.0,0.0,92
CD3E,EHF,Enteric_glia,0.0,0.0,92
CD3E,ELK4,Enteric_glia,0.0,0.0,92
CD3E,EP300,Enteric_glia,0.0,0.0,92
CD3E,ESRRA,Enteric_glia,0.0,0.0,92
CD3E,ETV5,Enteric_glia,0.0,0.0,92
CD3E,FLI1,Enteric_glia,0.0,0.0,92
CD3E,FOXA1,Enteric_glia,0.0,0.0,92
CD3E,FOXI1,Enteric_glia,0.0,0.0,92
CD3E,FOXJ2,Enteric_glia,0.0,0.0,92
CD3E,FOXL2,Enteric_glia,0.0,0.0,92
CD3E,FOXO1,Enteric_glia,0.0,0.0,92
CD3E,FOXO3,Enteric_glia,0.0,0.0,92
CD3E,FOXO4,Enteric_glia,0.0,0.0,92
CD3E,GATA1,Enteric_glia,0.0,0.0,92
CD3E,GATA2,Enteric_glia,0.0,0.0,92
CD3E,GATA3,Enteric_glia,0.0,0.0,92
CD3E,HOXA5,Enteric_glia,0.0,0.0,92
