gene,metabolite,cell_type,mean,std,n
CD3E,D-Glucose,B,0.0,0.0,20
CD3E,D-Galactose|D-Mannose,B,0.0,0.0,20
CD3E,Glucosamine,B,0.0,0.0,20
CD3E,Docosahexaenoic acid|Dehydroascorbic acid,B,0.0,0.0,20
CD3E,L-Glutamine,B,0.0,0.0,20
CD3E,L-Alanine|L-Asparagine|L-Threonine,B,0.0,0.0,20
CD3E,L-Cysteine,B,0.0,0.0,20
CD3E,L-Serine,B,0.0,0.0,20
CD3E,L-Lactate,B,0.0,0.0,20
CD3E,Pyruvate|Ketone bodies|Butyrate|D-Lactate|alpha-Ketoisovaleric acid,B,0.0,0.0,20
CD3E,Nicotinate,B,0.0,0.0,20
CD3E,L-Glutamate,B,0.0,0.0,20
CD3E,L-Cystine,B,0.0,0.0,20
CD3E,Zinc,B,0.0,0.0,20
CD3E,Iron,B,0.0,0.0,20
CD3E,Cadmium,B,0.0,0.0,20
CD3E,Manganese,B,0.0,0.0,20
CD3E,Acetyl-L-Carnitine,B,0.0,0.0,20
CD3E,L-Carnitine,B,0.0,0.0,20
CD3E,Sodium,B,0.0,0.0,20
CD3E,Acetate,B,0.0,0.0,20
CD3E,L-Leucine,B,0.0,0.0,20
CD3E,L-Arginine,B,0.0,0.0,20
CD3E,Fatty acid,B,0.0,0.0,20
CD3E,Creatine,B,0.0,0.0,20
CD3E,Choline,B,0.0,0.0,20
CD3E,25-Hydroxycholesterol,B,0.0,0.0,20
CD3E,Cholesterol,B,0.0,0.0,20
CD3E,Dopamine,B,0.0,0.0,20
CD3E,Phosphate,B,0.0,0.0,20
CD3E,Folic acid,B,0.0,0.0,20
CD3E,Heme,B,0.0,0.0,20
CD3E,Spermine,B,0.0,0.0,20
CD3E,Putrescine,B,0.0,0.0,20
CD3E,Citric acid|Oxalic acid,B,0.0,0.0,20
CD3E,L-Lysine|L-Ornithine,B,0.0,0.0,20
CD3E,Norepinephrine,B,0.0,0.0,20
CD3E,Histamine,B,0.0,0.0,20
CD3E,Urea,B,0.0,0.0,20
CD3E,Adenosine diphosphate ribose,B,0.0,0.0,20
CD3E,Chloride ion,B,0.0,0.0,20
CD3E,Taurocholic acid,B,0.0,0.0,20
CD3E,Cortisol|N-Desmethyltamoxifen|Hydroxylansoprazole,B,0.0,0.0,20
CD3E,Glutathione,B,0.0,0.0,20
CD3E,Glycerol|Estriol|O-Deethylated candesartan|E-3179|4-Hydroxycyclophosphamide|N-Desmethyleletriptan|8-Hydroxycarvedilol,B,0.0,0.0,20
CD3E,Estradiol,B,0.0,0.0,20
CD3E,Testosterone,B,0.0,0.0,20
CD3E,"3b-Hydroxy-5-cholenoic acid|1b,3a,12a-Trihydroxy-5b-cholanoic acid|3alpha,7alpha-Dihydroxycoprostanic acid|Chenodeoxycholic acid|Coprocholic acid|Deoxycholic acid|Isoursodeoxycholic acid|Hyodeoxycholic acid|Lithocholic acid|Sulfolithocholic acid|Ursocholic acid|Ursodeoxycholic acid|Trihydroxycoprostanoic acid|Varanic acid|(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid|Glycochenodeoxycholate-3-sulfate|3-Sulfodeoxycholic acid|Chenodeoxycholic acid 3-sulfate|Ursodeoxycholic acid 3-sulfate",B,0.0,0.0,20
CD3E,Adenosine triphosphate,B,0.0,0.0,20
CD3E,Cholic acid,B,0.0,0.0,20
CD3E,Leukotriene C4,B,0.0,0.0,20
CD3E,ADP,B,0.0,0.0,20
CD3E,Folinic acid,B,0.0,0.0,20
CD3E,Progesterone,B,0.0,0.0,20
CD3E,17a-Ethynylestradiol,B,0.0,0.0,20
CD3E,Water,B,0.0,0.0,20
CD3E,N-desmethylimatinib,B,0.0,0.0,20
CD3E,"3',4'-Dihydrodiol",B,0.0,0.0,20
CD3E,4-ene-Valproic acid,B,0.0,0.0,20
CD3E,O-Desmethylverapamil (D-702),B,0.0,0.0,20
CD3E,4'-Hydroxydiclofenac,B,0.0,0.0,20
CD3E,5-Hydroxyomeprazole,B,0.0,0.0,20
CD3E,N-Desmethylcitalopram,B,0.0,0.0,20
CD3E,2-Hydroxychlorpropamide,B,0.0,0.0,20
CD3E,Chloride,B,0.0,0.0,20
CD3E,Sodium_hydrogen exchange,B,0.0,0.0,20
CD3E,Anion exchange,B,0.0,0.0,20
