cell_type,gene_pair,n_cells,frac_sig,mean_cs,mean_cs_sig,mean_neg_log10_pval,log2_enrichment
Effector CD8 T cell,SLC2A1_SLC2A1,4715,0.006786850477200424,0.1072317681739542,15.799930841881064,1.670366571447521,-2.37410742109858
Effector CD8 T cell,SLC2A1_SLC2A9,4715,0.001696712619300106,0.0608257811871503,28.128463035637694,2.808815608831479,-0.4340499615548621
Effector CD8 T cell,SLC2A1_SLC2A3,4715,0.0023329798515376457,0.7643968330233339,108.65911334402908,1.9262785161545737,-0.8368352000096869
Effector CD8 T cell,SLC2A9_SLC2A9,4715,0.0,0.0,,2.797714408957969,-inf
Effector CD8 T cell,SLC2A3_SLC2A3,4715,0.036055143160127257,1.4057176890507166,28.93235890642829,0.9442436718861965,-0.7441141774707022
Effector CD8 T cell,SLC1A5_SLC3A2,4715,0.0010604453870625664,0.5482190156345338,62.65028864674646,2.100852797171961,-0.8557821134077138
Effector CD8 T cell,SLC1A5_SLC38A7,4715,0.0010604453870625664,0.12597998765969742,37.044287223016724,2.6294021171556428,-0.5271593659463433
Effector CD8 T cell,SLC1A5_SLC7A5,4715,0.002545068928950159,0.5436370215845971,66.22854002428727,2.2494299382208034,0.03801848276036062
Effector CD8 T cell,SLC1A5_SLC1A5,4715,0.01569459172852598,0.22934986993084977,14.435364764153784,1.3879121846305604,-1.4627791257717857
Effector CD8 T cell,SLC38A7_SLC3A2,4715,0.0004241781548250265,0.14521483612309816,55.60347543888713,2.3121102341168864,-2.8406752210175057
Effector CD8 T cell,SLC38A7_SLC38A7,4715,0.0010604453870625664,0.010380379283113462,9.788697663975995,2.07670557646307,-3.244277825234066
Effector CD8 T cell,SLC3A2_SLC3A2,4715,0.010180275715800637,0.24075942436942446,18.921228810925882,0.9787047602898904,-2.591494824263838
Effector CD8 T cell,SLC38A7_SLC7A5,4715,0.0004241781548250265,0.1035592645893264,54.855650966726614,2.433521426223985,-3.3886069907936953
Effector CD8 T cell,SLC7A7_SLC7A7,4715,0.01505832449628844,0.2581956512651604,17.146373179087767,1.9036023996816842,-0.4892151430520605
