,Cell Type 1,Cell Type 2,metabolite,C_p,Z,Z_pval,Z_FDR,C_np,pval_np,FDR_np,selected
0,CD4 T Cell,CD4 T Cell,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid",81.30591,0.7745176303844314,0.21931237319263303,0.3086917488359968,20.616009,0.29270729270729273,0.3924997001245906,False
1,CD4 T Cell,CD4 T Cell,17a-Ethynylestradiol,-16.355883,-0.17419600673375482,0.5691442881371562,0.6421760773228975,0.0,0.22977022977022976,0.33040268002674017,False
2,CD4 T Cell,CD4 T Cell,"1b,3a,12a-Trihydroxy-5b-cholanoic acid",81.30591,0.7745176303844314,0.21931237319263303,0.3086917488359968,20.616009,0.29270729270729273,0.3924997001245906,False
3,CD4 T Cell,CD4 T Cell,2-Hydroxychlorpropamide,-27.595522,-0.41564046265518156,0.661163443225542,0.7104879795904022,0.0,0.11888111888111888,0.20313020313020314,False
4,CD4 T Cell,CD4 T Cell,25-Hydroxycholesterol,254.64938,5.424214234655015,2.9105016766581526e-08,8.62997590171894e-08,2100.5376,0.000999000999000999,0.0026127718435410745,True
5,CD4 T Cell,CD4 T Cell,"3',4'-Dihydrodiol",-17.336224,-0.1846369889643614,0.5732431141416311,0.6463242185974175,0.0,0.22777222777222778,0.32783773141251976,False
6,CD4 T Cell,CD4 T Cell,3-Sulfodeoxycholic acid,81.30591,0.7745176303844314,0.21931237319263303,0.3086917488359968,20.616009,0.29270729270729273,0.3924997001245906,False
7,CD4 T Cell,CD4 T Cell,"3alpha,7alpha-Dihydroxycoprostanic acid",81.30591,0.7745176303844314,0.21931237319263303,0.3086917488359968,20.616009,0.29270729270729273,0.3924997001245906,False
8,CD4 T Cell,CD4 T Cell,3b-Hydroxy-5-cholenoic acid,81.30591,0.7745176303844314,0.21931237319263303,0.3086917488359968,20.616009,0.29270729270729273,0.3924997001245906,False
9,CD4 T Cell,CD4 T Cell,4'-Hydroxydiclofenac,-6.7908745,-0.05905331512694739,0.5235451785805783,0.605918398811108,3023.9167,0.5924075924075924,0.7064564430113923,False
10,CD4 T Cell,CD4 T Cell,4-Hydroxycyclophosphamide,-14.051691,-0.2993110824855994,0.6176486503106003,0.6731950518450743,0.0,0.1038961038961039,0.18313483751271772,False
11,CD4 T Cell,CD4 T Cell,4-Hydroxyvalsartan,-3.512141,-0.05289944903279541,0.521093988304253,0.6039953046253842,0.0,0.015984015984015984,0.03488665400220322,False
12,CD4 T Cell,CD4 T Cell,4-ene-Valproic acid,348.83252,4.289933324821679,8.936338394896467e-06,2.1981668399021855e-05,907.8728,0.03296703296703297,0.06619364887081422,False
13,CD4 T Cell,CD4 T Cell,5-Hydroxyomeprazole,360.14066,3.8356269372076217,6.262219924236327e-05,0.0001445127674823768,29.37558,0.17382617382617382,0.2689120788210778,False
14,CD4 T Cell,CD4 T Cell,5-Methyltetrahydrofolic acid,464.3781,9.891586363214206,2.263975033335398e-23,1.0528516112471607e-22,6591.631,0.04095904095904096,0.08013725405029754,False
15,CD4 T Cell,CD4 T Cell,8-Hydroxycarvedilol,-14.051691,-0.2993110824855994,0.6176486503106003,0.6731950518450743,0.0,0.1038961038961039,0.18313483751271772,False
16,CD4 T Cell,CD4 T Cell,ADP,46.774788,0.5752351347731759,0.2825661418834744,0.3819136016622931,188.90982,0.4225774225774226,0.5308238559470088,False
