,Cell Type 1,Cell Type 2,metabolite,C_p,Z,Z_pval,Z_FDR,C_np,pval_np,FDR_np,selected
4,CD4 T Cell,CD4 T Cell,25-Hydroxycholesterol,254.64938,5.424214234655015,2.9105016766581526e-08,8.62997590171894e-08,2100.5376,0.000999000999000999,0.0026127718435410745,True
17,CD4 T Cell,CD4 T Cell,Acetate,628.42114,5.986320858960395,1.0732037426099803e-09,3.4351500547976356e-09,4283.917,0.013986013986013986,0.03083371959452651,True
21,CD4 T Cell,CD4 T Cell,Adenosine,215.21721,4.584280674874282,2.277759866943042e-06,5.916761623807902e-06,464.02698,0.012987012987012988,0.028839085442859028,True
22,CD4 T Cell,CD4 T Cell,Adenosine diphosphate ribose,227.56796,4.8473605753722495,6.255745171436007e-07,1.775749557012447e-06,1499.5592,0.000999000999000999,0.0026127718435410745,True
23,CD4 T Cell,CD4 T Cell,Adenosine triphosphate,681.47906,5.926128967013982,1.5507951727449104e-09,4.932882774011877e-09,30135.033,0.001998001998001998,0.005036150011438315,True
25,CD4 T Cell,CD4 T Cell,Amiloride-sensitive sodium transport,450.04495,5.534641212726011,1.5593304199601796e-08,4.677991259880539e-08,2442.4983,0.003996003996003996,0.009658587857639992,True
29,CD4 T Cell,CD4 T Cell,Butyrate,198.10744,4.219830284028783,1.2224314983784432e-05,2.9407550196839906e-05,556.39856,0.02097902097902098,0.04337554337554338,True
30,CD4 T Cell,CD4 T Cell,Cadmium,367.59375,7.8300101243656774,2.439153408644569e-15,9.6681469306378e-15,335.53952,0.000999000999000999,0.0026127718435410745,True
41,CD4 T Cell,CD4 T Cell,Citric acid,251.54378,5.3580626011148444,4.205954816853983e-08,1.2375213211128066e-07,2628.2798,0.015984015984015984,0.03488665400220322,True
47,CD4 T Cell,CD4 T Cell,Cytidine,215.21721,4.584280674874282,2.277759866943042e-06,5.916761623807902e-06,464.02698,0.012987012987012988,0.028839085442859028,True
52,CD4 T Cell,CD4 T Cell,D-Lactate,198.10744,4.219830284028783,1.2224314983784432e-05,2.9407550196839906e-05,556.39856,0.02097902097902098,0.04337554337554338,True
63,CD4 T Cell,CD4 T Cell,Estradiol,585.0679,4.154121548679882,1.6326978671137734e-05,3.909276583230162e-05,2752.0476,0.01998001998001998,0.041761517171353235,True
66,CD4 T Cell,CD4 T Cell,Ethanol,410.0603,6.176279412168746,3.281489838285511e-10,1.0592150743832978e-09,484.9573,0.004995004995004995,0.011903983866600689,True
67,CD4 T Cell,CD4 T Cell,Fatty acid,584.9243,6.229653414195169,2.337340937010839e-10,7.641306909458511e-10,3863.635,0.002997002997002997,0.0073132609017776485,True
72,CD4 T Cell,CD4 T Cell,Glucosamine,557.04877,6.850571365022837,3.677780279146107e-12,1.2876438963600789e-11,3207.3047,0.005994005994005994,0.014044148806782805,True
77,CD4 T Cell,CD4 T Cell,Guanosine,215.21721,4.584280674874282,2.277759866943042e-06,5.916761623807902e-06,464.02698,0.012987012987012988,0.028839085442859028,True
83,CD4 T Cell,CD4 T Cell,Inosine,215.21721,4.584280674874282,2.277759866943042e-06,5.916761623807902e-06,464.02698,0.012987012987012988,0.028839085442859028,True
84,CD4 T Cell,CD4 T Cell,Iron,614.16766,4.3607370218201895,6.4812541245533185e-06,1.6077399246707172e-05,11724.441,0.000999000999000999,0.0026127718435410745,True
86,CD4 T Cell,CD4 T Cell,Ketone bodies,198.10744,4.219830284028783,1.2224314983784432e-05,2.9407550196839906e-05,556.39856,0.02097902097902098,0.04337554337554338,True
88,CD4 T Cell,CD4 T Cell,L-Arginine,543.8486,8.191382376707702,1.2912135913929373e-16,5.22634072706665e-16,3278.1482,0.000999000999000999,0.0026127718435410745,True
93,CD4 T Cell,CD4 T Cell,L-Cystine,64.0355,0.556851484451597,0.28881445223207447,0.3889842534463679,6276.2227,0.000999000999000999,0.0026127718435410745,True
95,CD4 T Cell,CD4 T Cell,L-Glutamate,446.6081,2.242252625875442,0.012472524832893137,0.021611509619848812,14868.504,0.002997002997002997,0.0073132609017776485,True
96,CD4 T Cell,CD4 T Cell,L-Glutamine,1136.677,6.251520339632626,2.032380755864629e-10,6.68718829349007e-10,29049.104,0.000999000999000999,0.0026127718435410745,True
97,CD4 T Cell,CD4 T Cell,L-Histidine,544.12305,11.590210567867246,2.309976931557705e-31,1.206233687809996e-30,3278.1482,0.000999000999000999,0.0026127718435410745,True
99,CD4 T Cell,CD4 T Cell,L-Lactate,310.6585,4.67910143029879,1.440674424691464e-06,3.9291120673403565e-06,578.97363,0.013986013986013986,0.03083371959452651,True
100,CD4 T Cell,CD4 T Cell,L-Leucine,1055.8997,7.11241115137995,5.701647333378781e-13,2.159287232690479e-12,24959.086,0.000999000999000999,0.0026127718435410745,True
102,CD4 T Cell,CD4 T Cell,L-Methionine,622.80005,7.659178931363919,9.356276827287969e-15,3.651812129018009e-14,4897.5854,0.000999000999000999,0.0026127718435410745,True
104,CD4 T Cell,CD4 T Cell,L-Phenylalanine,622.80005,7.659178931363919,9.356276827287969e-15,3.651812129018009e-14,4897.5854,0.000999000999000999,0.0026127718435410745,True
105,CD4 T Cell,CD4 T Cell,L-Serine,230.91484,2.8397847529766653,0.0022571991911147287,0.004461905377784929,11137.358,0.001998001998001998,0.005036150011438315,True
107,CD4 T Cell,CD4 T Cell,L-Tyrosine,544.12305,11.590210567867246,2.309976931557705e-31,1.206233687809996e-30,3278.1482,0.000999000999000999,0.0026127718435410745,True
112,CD4 T Cell,CD4 T Cell,Manganese,352.88837,4.339812028646752,7.130232297863735e-06,1.7623999056109072e-05,342.63803,0.000999000999000999,0.0026127718435410745,True
117,CD4 T Cell,CD4 T Cell,Neurotransmitter,108.51636,1.334531363698326,0.09101488757289261,0.14137337866652352,128.15816,0.005994005994005994,0.014044148806782805,True
118,CD4 T Cell,CD4 T Cell,Nicotinate,624.604,5.94995891104877,1.3410490587419125e-09,4.274593874739846e-09,4466.6826,0.014985014985014986,0.032988594139673276,True
122,CD4 T Cell,CD4 T Cell,Oxalic acid,251.54378,5.3580626011148444,4.205954816853983e-08,1.2375213211128066e-07,2628.2798,0.015984015984015984,0.03488665400220322,True
127,CD4 T Cell,CD4 T Cell,Pyruvate,198.10744,4.219830284028783,1.2224314983784432e-05,2.9407550196839906e-05,556.39856,0.02097902097902098,0.04337554337554338,True
141,CD4 T Cell,CD4 T Cell,Urea,202.30576,2.487950962780797,0.006424072358027191,0.011922273283317495,74.13496,0.01998001998001998,0.041761517171353235,True
142,CD4 T Cell,CD4 T Cell,Uridine,215.21721,4.584280674874282,2.277759866943042e-06,5.916761623807902e-06,464.02698,0.012987012987012988,0.028839085442859028,True
