gene,ligand,receptor,pair,cell_type,mean,std,n
ATP1A1,TGFB1,TGFBR1,TGFB1$TGFBR1,Endothelial,0.0,0.0,151
ATP1A1,TGFB1,TGFBR2,TGFB1$TGFBR2,Endothelial,0.0,0.0,151
ATP1A1,TGFB1,ACVR1B,TGFB1$ACVR1B,Endothelial,0.0,0.0,151
ATP1A1,TGFB2,ACVR1B,TGFB2$ACVR1B,Endothelial,0.0,0.0,151
ATP1A1,TGFB3,ACVR1B,TGFB3$ACVR1B,Endothelial,0.0,0.0,151
ATP1A1,BMP2,BMPR1A,BMP2$BMPR1A,Endothelial,0.0,0.0,151
ATP1A1,BMP2,ACVR2A,BMP2$ACVR2A,Endothelial,0.0,0.0,151
ATP1A1,BMP2,BMPR2,BMP2$BMPR2,Endothelial,0.0,0.0,151
ATP1A1,BMP4,BMPR1A,BMP4$BMPR1A,Endothelial,0.0,0.0,151
ATP1A1,BMP4,ACVR2A,BMP4$ACVR2A,Endothelial,0.0,0.0,151
ATP1A1,BMP4,BMPR2,BMP4$BMPR2,Endothelial,0.0,0.0,151
ATP1A1,BMP6,ACVR2A,BMP6$ACVR2A,Endothelial,0.0,0.0,151
ATP1A1,BMP6,BMPR2,BMP6$BMPR2,Endothelial,0.0,0.0,151
ATP1A1,BMP6,BMPR1A,BMP6$BMPR1A,Endothelial,0.0,0.0,151
ATP1A1,BMP7,BMPR2,BMP7$BMPR2,Endothelial,0.0,0.0,151
ATP1A1,GDF11,TGFBR1,GDF11$TGFBR1,Endothelial,0.0,0.0,151
ATP1A1,GDF11,ACVR1B,GDF11$ACVR1B,Endothelial,0.0,0.0,151
ATP1A1,TGFA,EGFR,TGFA$EGFR,Endothelial,0.0,0.0,151
ATP1A1,TGFA,ERBB2,TGFA$ERBB2,Endothelial,0.0,0.0,151
ATP1A1,HBEGF,EGFR,HBEGF$EGFR,Endothelial,0.0,0.0,151
ATP1A1,FGF2,FGFR3,FGF2$FGFR3,Endothelial,0.0,0.0,151
ATP1A1,FGF7,FGFR1,FGF7$FGFR1,Endothelial,0.0,0.0,151
ATP1A1,FGF7,FGFR2,FGF7$FGFR2,Endothelial,0.0,0.0,151
ATP1A1,FGF9,FGFR3,FGF9$FGFR3,Endothelial,0.0,0.0,151
ATP1A1,PDGFA,PDGFRA,PDGFA$PDGFRA,Endothelial,0.0,0.0,151
ATP1A1,PDGFA,PDGFRB,PDGFA$PDGFRB,Endothelial,0.0,0.0,151
ATP1A1,PDGFB,PDGFRA,PDGFB$PDGFRA,Endothelial,0.0,0.0,151
ATP1A1,PDGFB,PDGFRB,PDGFB$PDGFRB,Endothelial,0.0,0.0,151
ATP1A1,PDGFC,PDGFRA,PDGFC$PDGFRA,Endothelial,0.0,0.0,151
ATP1A1,IGF1,ITGB4,IGF1$ITGB4,Endothelial,0.0,0.0,151
ATP1A1,IHH,PTCH1,IHH$PTCH1,Endothelial,0.0,0.0,151
ATP1A1,CCL14,CCR1,CCL14$CCR1,Endothelial,0.0,0.0,151
