,Metabolite,C_p,Z,Z_pval,Z_FDR,C_np,pval_np,FDR_np,selected
0,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid",17165.330490276156,2.321552875361067,0.01012851192770698,0.012430446456731295,4494.520868774964,0.000999001,0.0011899864509948256,True
1,17a-Ethynylestradiol,25064.552197000685,4.450940433257848,4.274752807717808e-06,7.4463436005406975e-06,4902.365895629602,0.000999001,0.0011899864509948256,True
2,"1b,3a,12a-Trihydroxy-5b-cholanoic acid",17165.330490276156,2.321552875361067,0.01012851192770698,0.012430446456731295,4494.520868774964,0.000999001,0.0011899864509948256,True
3,2-Hydroxychlorpropamide,9933.68718251294,2.70952201185083,0.003369011698916544,0.004873034778790001,3067.2903646631726,0.000999001,0.0011899864509948256,True
4,25-Hydroxycholesterol,42915.87047672804,22.18475621992437,2.4101893470906536e-109,1.301502247428953e-108,186037.06683086784,0.000999001,0.0011899864509948256,True
5,"3',4'-Dihydrodiol",17233.431347048794,3.1596407705507517,0.0007898188516221827,0.0011631877632981235,6284.222024116681,0.000999001,0.0011899864509948256,True
6,3-Sulfodeoxycholic acid,17165.330490276156,2.321552875361067,0.01012851192770698,0.012430446456731295,4494.520868774964,0.000999001,0.0011899864509948256,True
7,"3alpha,7alpha-Dihydroxycoprostanic acid",17165.330490276156,2.321552875361067,0.01012851192770698,0.012430446456731295,4494.520868774964,0.000999001,0.0011899864509948256,True
8,3b-Hydroxy-5-cholenoic acid,17165.330490276156,2.321552875361067,0.01012851192770698,0.012430446456731295,4494.520868774964,0.000999001,0.0011899864509948256,True
9,4'-Hydroxydiclofenac,85068.45788293892,11.890810497794115,6.605910929468016e-33,2.3781279346084855e-32,471390.2059484621,0.000999001,0.0011899864509948256,True
10,4-Hydroxycyclophosphamide,14177.70105841312,7.328963347263762,1.159699017593822e-13,2.5388005520297186e-13,2756.7449444023305,0.000999001,0.0011899864509948256,True
11,4-Hydroxyvalsartan,13939.017336788733,3.7735898506727077,8.045761408176675e-05,0.00012778562236515894,2039.555332838007,0.000999001,0.0011899864509948256,True
12,4-ene-Valproic acid,28491.61942171644,7.762497001005637,4.163667085252828e-15,1.0067374146432212e-14,43250.15376741202,0.000999001,0.0011899864509948256,True
13,5-Hydroxyomeprazole,39407.30632938108,7.163588774976067,3.9295963464233516e-13,8.487928108274439e-13,8699.917269386708,0.000999001,0.0011899864509948256,True
14,5-Methyltetrahydrofolic acid,50209.962078993936,25.955334382373973,7.914470581355255e-149,5.342267642414798e-148,81537.28531210462,0.000999001,0.0011899864509948256,True
15,8-Hydroxycarvedilol,14177.70105841312,7.328963347263762,1.159699017593822e-13,2.5388005520297186e-13,2756.7449444023305,0.000999001,0.0011899864509948256,True
16,ADP,13430.437305057558,3.641744563926778,0.00013539834947720643,0.00020943419296703505,11510.525720503549,0.000999001,0.0011899864509948256,True
17,Acetate,95551.5466196725,17.268137089377365,4.0869316932633835e-67,1.9473027479666712e-66,148326.70023553667,0.000999001,0.0011899864509948256,True
20,Adenine,6841.975264452675,3.5368629744314495,0.00020245484160262656,0.0003065204143890234,10031.338487426012,0.000999001,0.0011899864509948256,True
21,Adenosine,18259.664316470527,9.439076896697609,1.8803893222313686e-21,4.99382082297511e-21,51635.18725218723,0.000999001,0.0011899864509948256,True
22,Adenosine diphosphate ribose,39314.24462890626,20.322946345355177,4.029565848082355e-92,2.1057731206107793e-91,3892.289332288705,0.000999001,0.0011899864509948256,True
23,Adenosine triphosphate,70683.77658301269,12.817528815631022,6.540162302872598e-38,2.4079688478758204e-37,69933.14251353515,0.000999001,0.0011899864509948256,True
25,Amiloride-sensitive sodium transport,92769.46177988984,25.11876874702318,1.5510369545897613e-139,1.0050719465741653e-138,299473.0114999943,0.000999001,0.0011899864509948256,True
27,Anion exchange,13304.995330027825,3.591790074556372,0.00016420717762534887,0.0002509581393896841,15404.712664772755,0.000999001,0.0011899864509948256,True
28,Arachidonic acid,97471.49256084418,50.38651847984985,0.0,0.0,141365.37632560992,0.000999001,0.0011899864509948256,True
31,Butyrate,19600.355770647788,10.132128505500162,1.9894613244637985e-24,6.319465383590889e-24,25845.73094249736,0.000999001,0.0011899864509948256,True
32,Cadmium,88369.48870216547,45.681365479933504,0.0,0.0,116588.81681235286,0.000999001,0.0011899864509948256,True
33,Calcidiol,52688.46336198818,13.621837987241497,1.4849892830585492e-42,5.867518630621584e-42,11950.625518135157,0.000999001,0.0011899864509948256,True
35,Calcium release-activated calcium transport,23671.53436052351,6.3679278976659175,9.579947089138031e-11,1.9159894178276062e-10,102338.95680453605,0.000999001,0.0011899864509948256,True
36,Chenodeoxycholic acid,17165.330490276156,2.321552875361067,0.01012851192770698,0.012430446456731295,4494.520868774964,0.000999001,0.0011899864509948256,True
37,Chenodeoxycholic acid 3-sulfate,17165.330490276156,2.321552875361067,0.01012851192770698,0.012430446456731295,4494.520868774964,0.000999001,0.0011899864509948256,True
38,Chloride,36894.45480003474,6.871370933564762,3.1793904196901254e-12,6.77712168407632e-12,116648.0967023288,0.000999001,0.0011899864509948256,True
39,Chloride ion,44703.380775366626,8.263204345164276,7.090658281539945e-17,1.8233121295388429e-16,170228.51039399963,0.000999001,0.0011899864509948256,True
41,Cholesterol,165570.93659419563,29.359318676354263,9.085373203730853e-190,1.0513074707174273e-188,43192.81096153867,0.000999001,0.0011899864509948256,True
42,Cholic acid,116551.61399939131,8.13196626286291,2.1119119383641643e-16,5.345777093984291e-16,558102.5782713131,0.000999001,0.0011899864509948256,True
43,Choline,11966.774090289315,1.661654435802835,0.048291040960462134,0.05628164486039471,7109.7829990884375,0.001998002,0.002328606580363975,True
44,Citric acid,56599.69215386253,29.258415560674855,1.7546797960236245e-188,1.7766132934739199e-187,53687.803065149026,0.000999001,0.0011899864509948256,True
46,Coprocholic acid,17165.330490276156,2.321552875361067,0.01012851192770698,0.012430446456731295,4494.520868774964,0.000999001,0.0011899864509948256,True
47,Cortisol,37604.781911878505,10.041860838907631,4.9886958166717384e-24,1.4693976769105848e-23,6612.845174157543,0.000999001,0.0011899864509948256,True
48,Creatine,3221.41718721866,1.6652663498897091,0.04792981441298068,0.05626543431089036,2841.4962441271487,0.006993007,0.007977937466241944,True
49,Cyclic AMP,51563.031626619304,26.65478467265644,7.875658786895594e-157,6.075508207033745e-156,131201.44913094267,0.000999001,0.0011899864509948256,True
50,Cytidine,18259.664316470527,9.439076896697609,1.8803893222313686e-21,4.99382082297511e-21,51635.18725218723,0.000999001,0.0011899864509948256,True
51,D-Aspartate,16086.778360987537,4.332968548459092,7.355606648825439e-06,1.2412586219892928e-05,16433.065336292657,0.000999001,0.0011899864509948256,True
52,D-Fructose,7043.595201499168,3.641087567868939,0.00013574438433048568,0.00020943419296703505,576.33700505768,0.000999001,0.0011899864509948256,True
53,D-Galactose,344049.9547223654,58.4302751174354,0.0,0.0,1208098.311130814,0.000999001,0.0011899864509948256,True
54,D-Glucose,342029.63768191246,36.076789798949946,2.6222043031465055e-285,3.267669977767184e-284,1294948.0993135227,0.000999001,0.0011899864509948256,True
55,D-Lactate,19600.355770647788,10.132128505500162,1.9894613244637985e-24,6.319465383590889e-24,25845.73094249736,0.000999001,0.0011899864509948256,True
56,D-Maltose,110852.3621759961,57.30357100902345,0.0,0.0,348042.7160960635,0.000999001,0.0011899864509948256,True
57,D-Mannose,344049.9547223654,58.4302751174354,0.0,0.0,1208098.311130814,0.000999001,0.0011899864509948256,True
58,D-Xylose,110852.3621759961,57.30357100902345,0.0,0.0,348042.7160960635,0.000999001,0.0011899864509948256,True
60,Dehydroascorbic acid,347943.5511708235,59.16395562117319,0.0,0.0,1211660.5291584749,0.000999001,0.0011899864509948256,True
61,Dehydroepiandrosterone,13939.017336788733,3.7735898506727077,8.045761408176675e-05,0.00012778562236515894,2039.555332838007,0.000999001,0.0011899864509948256,True
62,Deoxycholic acid,17165.330490276156,2.321552875361067,0.01012851192770698,0.012430446456731295,4494.520868774964,0.000999001,0.0011899864509948256,True
63,Digoxin,3931.8681561457115,2.0325239955292753,0.021050318550671535,0.02489161755626853,277.63787047382016,0.001998002,0.002328606580363975,True
64,Docosahexaenoic acid,347943.5511708235,59.16395562117319,0.0,0.0,1211660.5291584749,0.000999001,0.0011899864509948256,True
65,Dopamine,22570.97495515257,3.1382838135357933,0.000849701211412995,0.0012401044707108576,8805.497005396835,0.000999001,0.0011899864509948256,True
66,E-3179,14177.70105841312,7.328963347263762,1.159699017593822e-13,2.5388005520297186e-13,2756.7449444023305,0.000999001,0.0011899864509948256,True
67,Eicosanoid,97471.49256084418,50.38651847984985,0.0,0.0,141365.37632560992,0.000999001,0.0011899864509948256,True
68,Estradiol,109282.63581425941,10.061548298849745,4.0851577561290455e-24,1.2726837624863566e-23,85785.05903497737,0.000999001,0.0011899864509948256,True
69,Estriol,14177.70105841312,7.328963347263762,1.159699017593822e-13,2.5388005520297186e-13,2756.7449444023305,0.000999001,0.0011899864509948256,True
70,Estrone,3931.8681561457115,2.0325239955292753,0.021050318550671535,0.02489161755626853,277.63787047382016,0.001998002,0.002328606580363975,True
