cell_type,metabolite,n_cells,frac_sig,mean_cs,mean_cs_sig,mean_neg_log10_pval,log2_enrichment
Exhausted/Activated CD8 T cell (CTLA4+),"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid",16932,0.0,0.0,,2.9864738,-inf
Exhausted/Activated CD8 T cell (CTLA4+),17a-Ethynylestradiol,16932,0.00011811953697141507,0.0028279522352026537,23.941443623225666,2.9868956,-0.793035208541563
Exhausted/Activated CD8 T cell (CTLA4+),"1b,3a,12a-Trihydroxy-5b-cholanoic acid",16932,0.0,0.0,,2.9864738,-inf
Exhausted/Activated CD8 T cell (CTLA4+),2-Hydroxychlorpropamide,16932,0.00011811953697141507,0.0028279522352026537,23.941443623225666,2.9878223,-1.0249819365912596
Exhausted/Activated CD8 T cell (CTLA4+),25-Hydroxycholesterol,16932,0.0009449562957713206,0.027357475751453038,28.951048713975176,2.3903728,-2.5682817983396102
Exhausted/Activated CD8 T cell (CTLA4+),"3',4'-Dihydrodiol",16932,0.00023623907394283014,0.0058236528507795765,24.651522517349946,2.985184,0.10966759010352209
Exhausted/Activated CD8 T cell (CTLA4+),3-Sulfodeoxycholic acid,16932,0.0,0.0,,2.9864738,-inf
Exhausted/Activated CD8 T cell (CTLA4+),"3alpha,7alpha-Dihydroxycoprostanic acid",16932,0.0,0.0,,2.9864738,-inf
Exhausted/Activated CD8 T cell (CTLA4+),3b-Hydroxy-5-cholenoic acid,16932,0.0,0.0,,2.9864738,-inf
Exhausted/Activated CD8 T cell (CTLA4+),4'-Hydroxydiclofenac,16932,0.0020670918969997636,0.06491058899773211,31.401888368845714,2.229296,-2.08395724681771
Exhausted/Activated CD8 T cell (CTLA4+),4-Hydroxycyclophosphamide,16932,0.00011811953697141507,0.0028279522352026537,23.941443623225666,2.990184,-0.6521726727017132
Exhausted/Activated CD8 T cell (CTLA4+),4-Hydroxyvalsartan,16932,0.0,0.0,,2.9925368,-inf
Exhausted/Activated CD8 T cell (CTLA4+),4-ene-Valproic acid,16932,0.00011811953697141507,0.0020169501745542075,17.075500177775922,2.867175,-3.6705512020165676
Exhausted/Activated CD8 T cell (CTLA4+),5-Hydroxyomeprazole,16932,0.00017717930545712261,0.003923882897971976,22.146395076153834,2.9519808,-1.7648015278126188
Exhausted/Activated CD8 T cell (CTLA4+),5-Methyltetrahydrofolic acid,16932,5.9059768485707536e-05,0.0014746122719960684,24.96813498943743,2.9970646,-1.1996604680042064
Exhausted/Activated CD8 T cell (CTLA4+),8-Hydroxycarvedilol,16932,0.00011811953697141507,0.0028279522352026537,23.941443623225666,2.990184,-0.6521726727017132
Exhausted/Activated CD8 T cell (CTLA4+),ADP,16932,5.9059768485707536e-05,0.001720837459527442,29.137219864718645,2.9254022,-3.258554157057775
Exhausted/Activated CD8 T cell (CTLA4+),Acetate,16932,0.001417434443656981,0.04177643380491401,29.473274049366836,2.77477,-0.6436702931774602
Exhausted/Activated CD8 T cell (CTLA4+),Acetyl-L-Carnitine,16932,0.0,0.0,,2.966009,-inf
Exhausted/Activated CD8 T cell (CTLA4+),Acetylcholine,16932,0.0,0.0,,2.9979455,-inf
Exhausted/Activated CD8 T cell (CTLA4+),Adenine,16932,5.9059768485707536e-05,0.0011777688503383185,19.94198217392841,2.9819603,-0.9666832960265926
Exhausted/Activated CD8 T cell (CTLA4+),Adenosine,16932,0.00011811953697141507,0.0062431469139108365,52.85448177316914,2.8142827,-3.4015694164167325
Exhausted/Activated CD8 T cell (CTLA4+),Adenosine diphosphate ribose,16932,0.00011811953697141507,0.0032675791668327916,27.663325226406414,2.9727302,-0.9366260621704126
Exhausted/Activated CD8 T cell (CTLA4+),Adenosine triphosphate,16932,0.0038979447200566974,0.13098812529825624,31.713190358770436,2.1728897,-1.4435860508902958
Exhausted/Activated CD8 T cell (CTLA4+),Amiloride-sensitive sodium transport,16932,0.00011811953697141507,0.0018882028600436646,15.985525413129665,2.3958921,-6.794868865671971
Exhausted/Activated CD8 T cell (CTLA4+),Anion exchange,16932,0.0,0.0,,2.8840058,-inf
Exhausted/Activated CD8 T cell (CTLA4+),Arachidonic acid,16932,0.0014764942121426885,0.06456605516096492,43.72929783941832,2.2702198,-3.644476302718884
Exhausted/Activated CD8 T cell (CTLA4+),Bilirubin,16932,0.0,0.0,,2.9967449,-inf
Exhausted/Activated CD8 T cell (CTLA4+),Butyrate,16932,0.00011811953697141507,0.0020169501745542075,17.075500177775922,2.9082222,-2.942309700673995
Exhausted/Activated CD8 T cell (CTLA4+),Cadmium,16932,0.00041341837939995273,0.011432678648288678,27.654016410403415,2.7569733,-3.0868925378422567
Exhausted/Activated CD8 T cell (CTLA4+),Calcium release-activated calcium transport,16932,0.0008268367587999055,0.018903296000290507,22.862186276922777,2.5001957,-2.3691836604922742
Exhausted/Activated CD8 T cell (CTLA4+),Chenodeoxycholic acid,16932,0.0,0.0,,2.9864738,-inf
Exhausted/Activated CD8 T cell (CTLA4+),Chenodeoxycholic acid 3-sulfate,16932,0.0,0.0,,2.9864738,-inf
Exhausted/Activated CD8 T cell (CTLA4+),Chloride,16932,0.00023623907394283014,0.005855619216336568,24.78683614275269,2.6124327,-4.235207209697633
Exhausted/Activated CD8 T cell (CTLA4+),Chloride ion,16932,0.00023623907394283014,0.012686101831678034,46.922810307835334,2.6702673,-3.508239009232549
Exhausted/Activated CD8 T cell (CTLA4+),Cholesterol,16932,0.00017717930545712261,0.003923882897971976,22.146395076153834,2.9230928,-2.6811648760414197
Exhausted/Activated CD8 T cell (CTLA4+),Cholic acid,16932,0.0018899125915426411,0.06909355778107018,33.485613589895586,2.2150414,-2.1162209194093804
Exhausted/Activated CD8 T cell (CTLA4+),Choline,16932,0.0,0.0,,2.9639537,-inf
Exhausted/Activated CD8 T cell (CTLA4+),Citric acid,16932,0.0011221356012284431,0.03512986668576694,31.30625803807399,2.8659127,-0.08894883100806
Exhausted/Activated CD8 T cell (CTLA4+),Coprocholic acid,16932,0.0,0.0,,2.9864738,-inf
Exhausted/Activated CD8 T cell (CTLA4+),Cortisol,16932,0.00017717930545712261,0.003923882897971976,22.146395076153834,2.9563956,-1.6766257164262524
Exhausted/Activated CD8 T cell (CTLA4+),Creatine,16932,0.0,0.0,,2.966009,-inf
Exhausted/Activated CD8 T cell (CTLA4+),Cyclic AMP,16932,5.9059768485707536e-05,0.0016619789346718926,28.140627321864486,2.9757316,-1.7066204567240897
Exhausted/Activated CD8 T cell (CTLA4+),Cytidine,16932,0.00011811953697141507,0.0062431469139108365,52.85448177316914,2.8142827,-3.4015694164167325
Exhausted/Activated CD8 T cell (CTLA4+),D-Aspartate,16932,0.0,0.0,,2.9933202,-inf
Exhausted/Activated CD8 T cell (CTLA4+),D-Galactose,16932,0.013583746751712733,0.5503693204135626,39.632808807753825,1.24908,-2.7592558825622717
Exhausted/Activated CD8 T cell (CTLA4+),D-Glucose,16932,0.012756909992912827,0.561576927457502,41.36690901666011,1.2424719,-2.6510376281891483
Exhausted/Activated CD8 T cell (CTLA4+),D-Lactate,16932,0.00011811953697141507,0.0020169501745542075,17.075500177775922,2.9082222,-2.942309700673995
Exhausted/Activated CD8 T cell (CTLA4+),D-Maltose,16932,0.011162296243798725,0.395261241489823,35.410388047120016,1.9901379,-0.5608758551349785
Exhausted/Activated CD8 T cell (CTLA4+),D-Mannose,16932,0.013583746751712733,0.5503693204135626,39.632808807753825,1.24908,-2.7592558825622717
Exhausted/Activated CD8 T cell (CTLA4+),D-Xylose,16932,0.011162296243798725,0.395261241489823,35.410388047120016,1.9901379,-0.5608758551349785
Exhausted/Activated CD8 T cell (CTLA4+),Dehydroascorbic acid,16932,0.013701866288684148,0.5503693204135626,39.451925264035474,1.2503102,-2.7821479879785915
Exhausted/Activated CD8 T cell (CTLA4+),Dehydroepiandrosterone,16932,0.0,0.0,,2.9925368,-inf
Exhausted/Activated CD8 T cell (CTLA4+),Deoxycholic acid,16932,0.0,0.0,,2.9864738,-inf
Exhausted/Activated CD8 T cell (CTLA4+),Docosahexaenoic acid,16932,0.013701866288684148,0.5503693204135626,39.451925264035474,1.2503102,-2.7821479879785915
Exhausted/Activated CD8 T cell (CTLA4+),Dopamine,16932,5.9059768485707536e-05,0.0020006457902524352,33.874934520554234,2.9614127,-2.684183067604334
Exhausted/Activated CD8 T cell (CTLA4+),E-3179,16932,0.00011811953697141507,0.0028279522352026537,23.941443623225666,2.990184,-0.6521726727017132
Exhausted/Activated CD8 T cell (CTLA4+),Eicosanoid,16932,0.0014764942121426885,0.06456605516096492,43.72929783941832,2.2702198,-3.644476302718884
Exhausted/Activated CD8 T cell (CTLA4+),Estradiol,16932,0.0012402551381998582,0.04230815226785593,31.832321283470726,2.7998831,-0.4542332950898042
Exhausted/Activated CD8 T cell (CTLA4+),Estriol,16932,0.00011811953697141507,0.0028279522352026537,23.941443623225666,2.990184,-0.6521726727017132
Exhausted/Activated CD8 T cell (CTLA4+),Estrone sulfate,16932,0.00011811953697141507,0.0029957006155769223,25.361601411474226,2.9983437,3.048267045439379
Exhausted/Activated CD8 T cell (CTLA4+),Ethanol,16932,0.00011811953697141507,0.0062431469139108365,52.85448177316914,2.7968578,-3.563987146949517
Exhausted/Activated CD8 T cell (CTLA4+),Fatty acid,16932,0.0004724781478856603,0.01153126373523565,24.405919695626253,2.494175,-3.5559772884364893
Exhausted/Activated CD8 T cell (CTLA4+),Folic acid,16932,0.00041341837939995273,0.009696879036707384,23.455365121361346,2.927832,-0.9125623572799434
Exhausted/Activated CD8 T cell (CTLA4+),Folinic acid,16932,5.9059768485707536e-05,0.0016619789346718926,28.140627321864486,2.968054,-2.067210171980557
Exhausted/Activated CD8 T cell (CTLA4+),Fusidic Acid,16932,0.0,0.0,,2.9967449,-inf
