,Cell Type 1,Cell Type 2,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
3,Exhausted/Activated CD8 T cell (CTLA4+),Exhausted/Activated CD8 T cell (CTLA4+),SLC2A3,SLC2A3,80.8604,1.15197907361029,0.12466483630968611,0.6273258259749859,0.09491900250974303,523.1701,0.005994005994005994,0.01990376036177563,0.11671530526089895,True
19,Exhausted/Activated CD8 T cell (CTLA4+),Exhausted/Activated CD8 T cell (CTLA4+),SLCO2A1,SLCO2A1,134.6755,1.9186569745810766,0.027513879999645052,0.22163958888602958,0.2702623603007973,62.257267,0.007992007992007992,0.024569070505466264,0.2387290851822307,True
148,Exhausted/Activated CD8 T cell (CTLA4+),Memory CD8 T cell,SLC2A3,SLC2A3,58.950794,0.6978991539148655,0.242620131782399,0.6273258259749859,0.07990942730619435,654.653,0.004995004995004995,0.0175227997808643,0.1644961809429118,True
184,Exhausted/Activated CD8 T cell (CTLA4+),Memory CD8 T cell,CUBN,SLC40A1,39.476624,0.46735082248082566,0.3201244503786538,0.6273258259749859,0.05433522602826742,166.59503,0.002997002997002997,0.012475562714797165,1.6715110421544088,True
291,Exhausted/Activated CD8 T cell (CTLA4+),other,SLC2A1,SLC2A2,598.93964,2.2229040967440294,0.013111133739795687,0.11293748864972522,0.08067590977241137,2597.8616,0.000999000999000999,0.005794205794205794,0.26404260787796974,True
293,Exhausted/Activated CD8 T cell (CTLA4+),other,SLC2A3,SLC2A3,304.75,1.1310489112830588,0.1290172527430321,0.6273258259749859,0.04008328896466171,5294.7407,0.000999000999000999,0.005794205794205794,0.13028922889885672,True
308,Exhausted/Activated CD8 T cell (CTLA4+),other,SLC16A4,SLC16A4,123.89619,0.4598282107452847,0.3228197661817537,0.6273258259749859,0.015674657305544626,61.290337,0.01998001998001998,0.04828504828504829,0.02933609022905112,True
309,Exhausted/Activated CD8 T cell (CTLA4+),other,SLCO2A1,SLCO2A1,621.9202,2.308194243513368,0.010494167602839041,0.09412294654092748,0.10339816331546267,994.42285,0.000999000999000999,0.005794205794205794,0.3315698479997606,True
312,Exhausted/Activated CD8 T cell (CTLA4+),other,SLCO2B1,SLCO2B1,573.9505,2.130159437924979,0.016579226278382805,0.13869160444416387,0.07680378574018239,600.72955,0.000999000999000999,0.005794205794205794,0.08726609634234185,True
329,Exhausted/Activated CD8 T cell (CTLA4+),other,CUBN,SLC40A1,494.32822,1.8346493556963621,0.03327883034066346,0.2608340756430379,0.05715815201268294,1656.9491,0.000999000999000999,0.005794205794205794,1.3445235374599953,True
365,Exhausted/Activated CD8 T cell (CTLA4+),other,SLCO1C1,SLCO1C1,1258.3984,4.670418975208129,1.5029301423845476e-06,2.334909328347422e-05,0.1810035631410489,33.277172,0.006993006993006993,0.022533022533022532,0.09706762647013928,True
369,Exhausted/Activated CD8 T cell (CTLA4+),other,ABCB1,ABCB1,127.514175,0.47325601075090046,0.3180152708652317,0.6273258259749859,0.015346490036913895,47.88289,0.02097902097902098,0.049868164622262984,0.030449976368445486,True
370,Exhausted/Activated CD8 T cell (CTLA4+),other,SLC6A3,SLC6A3,340.66132,1.264330141050936,0.10305577775230701,0.6273258259749859,0.0438566100869713,33.874935,0.012987012987012988,0.034135049240789424,0.04219727778268555,True
380,Exhausted/Activated CD8 T cell (CTLA4+),other,FOLR2,FOLR2,522.4073,1.9388619979775714,0.02625907219990268,0.21552257371618236,0.061908164603551495,87.60271,0.006993006993006993,0.022533022533022532,0.030093099776952584,True
406,Exhausted/Activated CD8 T cell (CTLA4+),other,AQP7,AQP7,595.8388,2.2113956784210202,0.013504224425709154,0.11406480825598994,0.06985552631923575,992.89935,0.000999000999000999,0.005794205794205794,0.21259953062150086,True
429,Exhausted/Activated CD8 T cell (CTLA4+),other,ORAI2,ORAI2,207.47383,0.770018214510901,0.22064454405213602,0.6273258259749859,0.026264487050773205,131.41187,0.008991008991008992,0.026515857024331606,0.031745979224204156,True
474,Memory CD8 T cell,Memory CD8 T cell,CUBN,SLC40A1,195.54747,1.67061381501446,0.047398990979027236,0.3554924323427043,0.04787763534770099,510.25195,0.000999000999000999,0.005794205794205794,0.554076951231631,True
488,Memory CD8 T cell,Memory CD8 T cell,SLC22A4,SLC5A1,298.1273,2.5469803679713423,0.005432977297189069,0.05310887919724146,0.1628140337383906,33.759533,0.002997002997002997,0.012475562714797165,0.09384941758252016,True
495,Memory CD8 T cell,Memory CD8 T cell,SLC1A5,SLC22A4,88.867744,0.7592206716348404,0.22386028114898243,0.6273258259749859,0.03933474073770563,38.484222,0.015984015984015984,0.04030751856838813,0.020298784300197343,True
561,Memory CD8 T cell,Memory CD8 T cell,SLC24A1,SLC24A1,152.35995,1.3016514367579124,0.09651778389120724,0.6273258259749859,0.03635911448451467,68.39631,0.004995004995004995,0.0175227997808643,0.0536207902531969,True
583,Memory CD8 T cell,other,SLC2A3,SLC2A3,739.97205,2.2139278129498243,0.013416872557805866,0.11406480825598994,0.05981687206486373,10670.652,0.000999000999000999,0.005794205794205794,0.13977710673705257,True
588,Memory CD8 T cell,other,SLC7A5,SLC7A5,276.56897,0.827468737056257,0.2039857173482787,0.6273258259749859,0.01973092730489213,179.02414,0.01098901098901099,0.03025455557101127,0.01584058752508414,True
599,Memory CD8 T cell,other,SLCO2A1,SLCO2A1,1393.0957,4.168013292319212,1.5363301027310285e-05,0.00021558180473806368,0.09989457481225177,2166.56,0.000999000999000999,0.005794205794205794,0.33817810237270574,True
602,Memory CD8 T cell,other,SLCO2B1,SLCO2B1,370.21332,1.1076439518253691,0.1340078069401131,0.6273258259749859,0.029288705415443702,370.70474,0.000999000999000999,0.005794205794205794,0.04868648254731642,True
603,Memory CD8 T cell,other,SLC1A3,SLC1A3,430.34543,1.2875536563028733,0.09895069020942937,0.6273258259749859,0.030746667851997266,62.185863,0.000999000999000999,0.005794205794205794,0.053942371474449025,True
616,Memory CD8 T cell,other,SLC3A2,SLC40A1,188.78389,0.5648239099253028,0.28609677118045895,0.6273258259749859,0.01375217120113694,360.59988,0.007992007992007992,0.024569070505466264,0.04060055403256954,True
617,Memory CD8 T cell,other,SLC40A1,SLC40A1,285.15466,0.853156336239413,0.19678630675511738,0.6273258259749859,0.02392408099028264,1588.5109,0.000999000999000999,0.005794205794205794,0.056399079488728174,True
619,Memory CD8 T cell,other,CUBN,SLC40A1,1505.0767,4.503049942239161,3.3492567241726393e-06,5.1120234211056065e-05,0.09627741329524096,5131.327,0.000999000999000999,0.005794205794205794,1.534500980964068,True
650,Memory CD8 T cell,other,MSR1,MSR1,194.10294,0.5807380028811584,0.2807085224004333,0.6273258259749859,0.014809201030824844,355.66306,0.001998001998001998,0.009197152054294912,0.04740454154940192,True
656,Memory CD8 T cell,other,ABCA1,ABCA1,292.43127,0.8749272832537719,0.1908067364361502,0.6273258259749859,0.0239648719020398,539.2447,0.003996003996003996,0.014985014985014986,0.08596848321418846,True
670,Memory CD8 T cell,other,FOLR2,FOLR2,301.6664,0.9025579604582857,0.18338027340654584,0.6273258259749859,0.022809879616913022,89.030106,0.005994005994005994,0.01990376036177563,0.02089578515885421,True
694,Memory CD8 T cell,other,TAP1,TAP1,350.2664,1.0479645852825394,0.14732746190152018,0.6273258259749859,0.02740847367282425,2228.8508,0.001998001998001998,0.009197152054294912,0.06719637464454611,True
696,Memory CD8 T cell,other,AQP7,AQP7,823.9498,2.465181560890442,0.0068471920160822885,0.06475062015208251,0.057091634947973806,2346.5295,0.000999000999000999,0.005794205794205794,0.409364565737028,True
723,Memory CD8 T cell,other,SCNN1A,SCNN1A,263.91885,0.7896207619453484,0.2148746396965252,0.6273258259749859,0.017182811645355588,64.01158,0.017982017982017984,0.044444192171464905,0.01707651641069964,True
725,other,other,SLC2A9,SLC2A9,-4725.252,-2.425759544986646,0.9923618059649396,0.996945463267318,-0.0024870009790367658,9241.5625,0.000999000999000999,0.005794205794205794,0.02166974020983937,True
726,other,other,SLC2A1,SLC2A2,352212.47,180.8121061922604,0.0,0.0,0.3000364473243609,3.7697248e+06,0.000999000999000999,0.005794205794205794,0.4257019753704513,True
