group,left,right,count
lr,-0.012867233,-0.012477332,2
lr,-0.012477332,-0.012087431,1
lr,-0.012087431,-0.01169753,0
lr,-0.01169753,-0.011307629,0
lr,-0.011307629,-0.010917728,0
lr,-0.010917728,-0.010527827,0
lr,-0.010527827,-0.010137926,0
lr,-0.010137926,-0.009748025,0
lr,-0.009748025,-0.009358124,0
lr,-0.009358124,-0.008968223,0
lr,-0.008968223,-0.008578322,0
lr,-0.008578322,-0.008188421,0
lr,-0.008188421,-0.0077985195,0
lr,-0.0077985195,-0.0074086185,0
lr,-0.0074086185,-0.0070187175,0
lr,-0.0070187175,-0.0066288165,0
lr,-0.0066288165,-0.0062389155,0
lr,-0.0062389155,-0.0058490145,0
lr,-0.0058490145,-0.0054591135,0
lr,-0.0054591135,-0.0050692125,0
lr,-0.0050692125,-0.0046793115,0
lr,-0.0046793115,-0.0042894105,2
lr,-0.0042894105,-0.0038995093,1
lr,-0.0038995093,-0.0035096083,0
lr,-0.0035096083,-0.0031197073,0
lr,-0.0031197073,-0.0027298064,0
lr,-0.0027298064,-0.0023399054,0
lr,-0.0023399054,-0.0019500043,0
lr,-0.0019500043,-0.0015601033,0
lr,-0.0015601033,-0.0011702023,5
lr,-0.0011702023,-0.0007803012,5
lr,-0.0007803012,-0.0003904002,9
lr,-0.0003904002,-4.991982e-07,435
lr,-4.991982e-07,0.00038940183,2781
lr,0.00038940183,0.00077930285,39
lr,0.00077930285,0.0011692039,12
lr,0.0011692039,0.0015591049,10
lr,0.0015591049,0.0019490059,5
lr,0.0019490059,0.002338907,5
lr,0.002338907,0.002728808,7
lr,0.002728808,0.003118709,5
lr,0.003118709,0.00350861,2
lr,0.00350861,0.003898511,4
lr,0.003898511,0.004288412,3
lr,0.004288412,0.004678313,1
lr,0.004678313,0.005068214,0
lr,0.005068214,0.005458115,2
lr,0.005458115,0.005848016,1
lr,0.005848016,0.006237917,1
lr,0.006237917,0.006627818,1
metab,-0.020784251,-0.019565403,2
metab,-0.019565403,-0.018346556,0
metab,-0.018346556,-0.017127706,0
metab,-0.017127706,-0.015908858,0
metab,-0.015908858,-0.01469001,0
metab,-0.01469001,-0.013471162,0
metab,-0.013471162,-0.012252313,0
metab,-0.012252313,-0.011033465,1
metab,-0.011033465,-0.009814616,0
metab,-0.009814616,-0.008595768,1
metab,-0.008595768,-0.00737692,2
metab,-0.00737692,-0.0061580716,1
metab,-0.0061580716,-0.0049392236,2
metab,-0.0049392236,-0.0037203752,5
metab,-0.0037203752,-0.0025015268,4
metab,-0.0025015268,-0.0012826786,13
metab,-0.0012826786,-6.3830244e-05,230
metab,-6.3830244e-05,0.0011550181,4794
metab,0.0011550181,0.0023738663,50
metab,0.0023738663,0.0035927147,18
metab,0.0035927147,0.004811563,18
metab,0.004811563,0.0060304115,13
metab,0.0060304115,0.0072492594,2
metab,0.0072492594,0.008468108,3
metab,0.008468108,0.009686956,8
metab,0.009686956,0.010905804,2
metab,0.010905804,0.012124653,3
metab,0.012124653,0.013343501,2
metab,0.013343501,0.01456235,3
metab,0.01456235,0.015781198,2
metab,0.015781198,0.017000046,1
metab,0.017000046,0.018218894,1
metab,0.018218894,0.019437743,0
metab,0.019437743,0.020656591,0
metab,0.020656591,0.02187544,0
metab,0.02187544,0.023094287,0
metab,0.023094287,0.024313135,0
metab,0.024313135,0.025531985,1
metab,0.025531985,0.026750833,0
metab,0.026750833,0.02796968,1
metab,0.02796968,0.029188529,1
metab,0.029188529,0.030407377,1
metab,0.030407377,0.031626225,0
metab,0.031626225,0.032845072,0
metab,0.032845072,0.03406392,0
metab,0.03406392,0.035282772,0
metab,0.035282772,0.03650162,0
metab,0.03650162,0.037720468,0
metab,0.037720468,0.038939316,1
metab,0.038939316,0.040158164,1
tf,-3.7969468,-3.615839,1
tf,-3.615839,-3.4347312,1
tf,-3.4347312,-3.2536232,1
tf,-3.2536232,-3.0725155,0
tf,-3.0725155,-2.8914077,0
tf,-2.8914077,-2.7103,1
tf,-2.7103,-2.529192,1
tf,-2.529192,-2.3480842,5
tf,-2.3480842,-2.1669765,3
tf,-2.1669765,-1.9858687,5
tf,-1.9858687,-1.8047608,12
tf,-1.8047608,-1.623653,7
tf,-1.623653,-1.4425452,5
tf,-1.4425452,-1.2614374,13
tf,-1.2614374,-1.0803295,17
tf,-1.0803295,-0.8992218,20
tf,-0.8992218,-0.71811396,26
tf,-0.71811396,-0.53700614,63
tf,-0.53700614,-0.35589835,87
tf,-0.35589835,-0.17479053,315
tf,-0.17479053,0.0063172863,4108
tf,0.0063172863,0.18742509,2569
tf,0.18742509,0.3685329,317
tf,0.3685329,0.5496407,126
tf,0.5496407,0.73074853,96
tf,0.73074853,0.91185635,32
tf,0.91185635,1.0929642,19
tf,1.0929642,1.2740719,9
tf,1.2740719,1.4551798,14
tf,1.4551798,1.6362876,4
tf,1.6362876,1.8173954,11
tf,1.8173954,1.9985032,7
tf,1.9985032,2.179611,3
tf,2.179611,2.3607187,3
tf,2.3607187,2.5418267,4
tf,2.5418267,2.7229345,3
tf,2.7229345,2.9040422,1
tf,2.9040422,3.08515,0
tf,3.08515,3.266258,1
tf,3.266258,3.4473658,2
tf,3.4473658,3.6284735,1
tf,3.6284735,3.8095813,0
tf,3.8095813,3.990689,1
tf,3.990689,4.171797,0
tf,4.171797,4.352905,0
tf,4.352905,4.534013,0
tf,4.534013,4.7151203,0
tf,4.7151203,4.8962283,1
tf,4.8962283,5.077336,1
tf,5.077336,5.258444,1
