gene,export,import,pair,cell_type,mean,std,n
CD3E,SLC11A2,SLC11A2,SLC11A2@SLC11A2,CD4,-0.00019848297,7.88432e-05,10604
CD3E,CUBN,SLC40A1,CUBN@SLC40A1,CD4,3.7858652e-05,1.4752826e-05,10604
CD3E,SLC40A1,CUBN,SLC40A1@CUBN,CD4,2.493108e-09,1.021681e-08,10604
CD3E,SLC3A2,SLC11A1,SLC3A2@SLC11A1,CD4,-3.1723317e-08,1.4793365e-08,10604
CD3E,SLC3A2,SLC3A2,SLC3A2@SLC3A2,CD4,-2.4314244e-07,8.581657e-08,10604
CD3E,SLC11A2,SLC3A2,SLC11A2@SLC3A2,CD4,-1.4840515e-06,7.2079575e-07,10604
CD3E,SLC3A2,SLC11A2,SLC3A2@SLC11A2,CD4,-5.429386e-05,2.7460424e-05,10604
CD3E,SLC40A1,SLC40A1,SLC40A1@SLC40A1,CD4,0.012965635,0.003954313,10604
CD3E,SLC1A5,SLC1A5,SLC1A5@SLC1A5,CD4,4.3776796e-05,1.9971034e-05,10604
CD3E,SLC43A2,SLC43A2,SLC43A2@SLC43A2,CD4,-4.5533817e-08,1.8108706e-08,10604
CD3E,SLC1A5,SLC3A2,SLC1A5@SLC3A2,CD4,-3.8200035e-08,1.5283268e-07,10604
CD3E,SLC3A2,SLC1A5,SLC3A2@SLC1A5,CD4,2.1620194e-06,1.3791182e-06,10604
CD3E,SLC7A7,SLC7A7,SLC7A7@SLC7A7,CD4,-0.0011999836,0.0004801004,10604
CD3E,SLC38A7,SLC1A5,SLC38A7@SLC1A5,CD4,3.9180383e-09,1.6033008e-08,10604
CD3E,SLC38A7,SLC7A7,SLC38A7@SLC7A7,CD4,-4.1458567e-05,2.0068908e-05,10604
CD3E,SLC7A7,SLC38A7,SLC7A7@SLC38A7,CD4,-0.00010194808,4.0449897e-05,10604
CD3E,SLC3A2,SLC7A7,SLC3A2@SLC7A7,CD4,-0.00021264284,7.700902e-05,10604
CD3E,SLC7A7,SLC3A2,SLC7A7@SLC3A2,CD4,-0.00018697776,8.264533e-05,10604
CD3E,SLC43A2,SLC3A2,SLC43A2@SLC3A2,CD4,-4.4331682e-07,2.826364e-07,10604
CD3E,SLC6A4,SLC6A4,SLC6A4@SLC6A4,CD4,1.2661241e-08,5.282505e-08,10604
CD3E,ABCC3,SLC22A5,ABCC3@SLC22A5,CD4,1.7359809e-09,6.917106e-09,10604
CD3E,SLC22A5,ABCC3,SLC22A5@ABCC3,CD4,-6.984374e-09,2.8199258e-08,10604
CD3E,SLC12A2,SLC22A5,SLC12A2@SLC22A5,CD4,2.0229303e-10,8.207233e-10,10604
CD3E,SLC22A5,SLC12A2,SLC22A5@SLC12A2,CD4,-1.2067336e-09,4.8316737e-09,10604
CD3E,SLC1A5,SLC22A5,SLC1A5@SLC22A5,CD4,1.3759742e-09,5.531081e-09,10604
CD3E,SLC22A5,SLC1A5,SLC22A5@SLC1A5,CD4,2.977462e-09,1.2170514e-08,10604
CD3E,SLC12A2,SLC5A3,SLC12A2@SLC5A3,CD4,3.8830192e-09,1.5755555e-08,10604
CD3E,SLC5A3,SLC12A2,SLC5A3@SLC12A2,CD4,-3.0362872e-09,1.2398732e-08,10604
CD3E,SLC22A4,SLC5A3,SLC22A4@SLC5A3,CD4,3.9347885e-08,1.5790374e-07,10604
CD3E,SLC12A2,SLC1A5,SLC12A2@SLC1A5,CD4,6.111692e-05,2.4710922e-05,10604
CD3E,SLC1A5,SLC12A2,SLC1A5@SLC12A2,CD4,-6.3850054e-09,2.6347646e-08,10604
CD3E,SLC5A3,SLC1A5,SLC5A3@SLC1A5,CD4,2.9613664e-05,1.1701365e-05,10604
CD3E,SLC5A3,SLC5A3,SLC5A3@SLC5A3,CD4,-8.176671e-11,3.433881e-10,10604
CD3E,SLC1A5,SLC29A1,SLC1A5@SLC29A1,CD4,-4.39572e-08,1.8106648e-07,10604
CD3E,SLC29A1,SLC1A5,SLC29A1@SLC1A5,CD4,3.2184102e-09,1.29652475e-08,10604
CD3E,SLC22A5,SLC29A1,SLC22A5@SLC29A1,CD4,-6.2833254e-09,2.60055e-08,10604
CD3E,SLC29A1,SLC22A5,SLC29A1@SLC22A5,CD4,-6.7860135e-09,2.7155583e-08,10604
CD3E,SLC12A2,SLC29A1,SLC12A2@SLC29A1,CD4,-1.8712233e-05,1.10144465e-05,10604
CD3E,SLC29A1,SLC12A2,SLC29A1@SLC12A2,CD4,-3.0252597e-08,1.20099e-07,10604
CD3E,SLC5A3,SLC29A1,SLC5A3@SLC29A1,CD4,-6.8753316e-06,3.0048197e-06,10604
CD3E,SLC9A1,SLC9A1,SLC9A1@SLC9A1,CD4,-7.5698864e-10,3.0782794e-09,10604
CD3E,AQP9,AQP9,AQP9@AQP9,CD4,-5.7545534e-05,4.1747735e-05,10604
CD3E,ABCC3,ABCC3,ABCC3@ABCC3,Cytotoxic CD4,1.9912938e-10,1.2443069e-09,377
CD3E,ABCA1,ABCA1,ABCA1@ABCA1,Cytotoxic CD4,-2.6811307e-05,0.00036739596,377
CD3E,ABCC1,ABCC1,ABCC1@ABCC1,Cytotoxic CD4,3.052699e-07,4.237617e-06,377
CD3E,FOLR1,FOLR1,FOLR1@FOLR1,Cytotoxic CD4,-2.0355414e-07,1.2427514e-06,377
CD3E,SLC16A4,SLC16A4,SLC16A4@SLC16A4,Cytotoxic CD4,-1.4947422e-09,9.124331e-09,377
CD3E,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,Cytotoxic CD4,-4.3933924e-06,6.027133e-05,377
CD3E,SLCO2B1,SLC16A1,SLCO2B1@SLC16A1,Cytotoxic CD4,-3.0919611e-09,1.9622574e-08,377
CD3E,SLC29A3,SLC29A3,SLC29A3@SLC29A3,Cytotoxic CD4,-1.0675697e-06,1.5766533e-05,377
CD3E,SLC29A1,SLC29A1,SLC29A1@SLC29A1,Cytotoxic CD4,-1.2136238e-06,1.7917742e-05,377
CD3E,CD38,CD38,CD38@CD38,Cytotoxic CD4,7.553942e-08,1.0908967e-06,377
CD3E,ATP7A,TAP1,ATP7A@TAP1,Cytotoxic CD4,7.361982e-07,1.0216201e-05,377
CD3E,TAP1,ATP7A,TAP1@ATP7A,Cytotoxic CD4,-6.0133776e-10,7.636387e-09,377
CD3E,TAP1,TAP1,TAP1@TAP1,Cytotoxic CD4,1.5693773e-06,2.7597962e-05,377
CD3E,SCNN1A,SCNN1A,SCNN1A@SCNN1A,Cytotoxic CD4,-2.8604212e-08,1.7863786e-07,377
CD3E,SLC39A8,SLC39A8,SLC39A8@SLC39A8,Cytotoxic CD4,-3.3102674e-09,2.1052225e-08,377
CD3E,ORAI2,ORAI2,ORAI2@ORAI2,Cytotoxic CD4,-6.9560097e-10,4.294078e-09,377
CD3E,CLCN3,CLCN3,CLCN3@CLCN3,Cytotoxic CD4,-2.916688e-09,1.8630626e-08,377
CD3E,SLC12A2,SLC12A2,SLC12A2@SLC12A2,Cytotoxic CD4,-2.2673944e-08,1.4878084e-07,377
CD3E,CD36,CD36,CD36@CD36,Cytotoxic CD4,-6.3932976e-07,8.83926e-06,377
CD3E,ABCC1,ABCC3,ABCC1@ABCC3,Cytotoxic CD4,-3.5973227e-09,2.2549626e-08,377
CD3E,ABCC3,ABCC1,ABCC3@ABCC1,Cytotoxic CD4,3.3974036e-08,6.931427e-07,377
CD3E,SLC2A1,SLC2A1,SLC2A1@SLC2A1,Cytotoxic CD4,2.1684564e-10,3.0365335e-09,377
CD3E,SLC2A3,SLC2A3,SLC2A3@SLC2A3,Cytotoxic CD4,-1.3822749e-05,0.0001901591,377
CD3E,SLC2A3,SLC2A9,SLC2A3@SLC2A9,Cytotoxic CD4,-4.6932507e-09,6.504256e-08,377
CD3E,SLC2A9,SLC2A3,SLC2A9@SLC2A3,Cytotoxic CD4,-6.5084726e-07,9.200198e-06,377
CD3E,MSR1,MSR1,MSR1@MSR1,Cytotoxic CD4,-4.768262e-05,0.00065388967,377
CD3E,CPT1A,CPT1A,CPT1A@CPT1A,Cytotoxic CD4,6.937933e-08,1.0164334e-06,377
CD3E,CD36,MSR1,CD36@MSR1,Cytotoxic CD4,-4.8817665e-06,7.598521e-05,377
CD3E,MSR1,CD36,MSR1@CD36,Cytotoxic CD4,-4.8545394e-06,7.5104756e-05,377
CD3E,ABCC4,FOLR1,ABCC4@FOLR1,Cytotoxic CD4,-1.1547874e-09,7.074543e-09,377
CD3E,FOLR1,ABCC4,FOLR1@ABCC4,Cytotoxic CD4,-2.7123206e-09,1.67417e-08,377
CD3E,ABCC3,FOLR1,ABCC3@FOLR1,Cytotoxic CD4,-5.318327e-08,8.2809015e-07,377
CD3E,FOLR1,ABCC3,FOLR1@ABCC3,Cytotoxic CD4,-2.077994e-08,1.2885651e-07,377
CD3E,LRP1,LRP1,LRP1@LRP1,Cytotoxic CD4,-4.7147083e-07,6.115108e-06,377
CD3E,SLC3A2,SLC40A1,SLC3A2@SLC40A1,Cytotoxic CD4,9.524331e-06,0.00013206682,377
CD3E,SLC40A1,SLC3A2,SLC40A1@SLC3A2,Cytotoxic CD4,1.82417e-07,2.8945085e-06,377
CD3E,SLC11A2,SLC40A1,SLC11A2@SLC40A1,Cytotoxic CD4,1.6690281e-05,0.00023206425,377
CD3E,SLC40A1,SLC11A2,SLC40A1@SLC11A2,Cytotoxic CD4,-1.5449963e-08,8.8633136e-08,377
CD3E,SLC11A1,SLC11A2,SLC11A1@SLC11A2,Cytotoxic CD4,-4.5348955e-08,6.58247e-07,377
CD3E,SLC11A2,SLC11A1,SLC11A2@SLC11A1,Cytotoxic CD4,-9.179518e-08,1.2610913e-06,377
CD3E,SLC11A2,SLC11A2,SLC11A2@SLC11A2,Cytotoxic CD4,-1.099133e-06,1.5335081e-05,377
CD3E,CUBN,SLC40A1,CUBN@SLC40A1,Cytotoxic CD4,2.7499658e-07,3.7808688e-06,377
CD3E,SLC40A1,CUBN,SLC40A1@CUBN,Cytotoxic CD4,1.099895e-09,6.967433e-09,377
CD3E,SLC3A2,SLC11A1,SLC3A2@SLC11A1,Cytotoxic CD4,-2.0031436e-10,3.1742338e-09,377
CD3E,SLC3A2,SLC3A2,SLC3A2@SLC3A2,Cytotoxic CD4,-1.0926475e-08,6.2098025e-08,377
CD3E,SLC11A2,SLC3A2,SLC11A2@SLC3A2,Cytotoxic CD4,-2.9792554e-08,1.7139291e-07,377
CD3E,SLC3A2,SLC11A2,SLC3A2@SLC11A2,Cytotoxic CD4,-2.7260347e-07,4.7162293e-06,377
CD3E,SLC40A1,SLC40A1,SLC40A1@SLC40A1,Cytotoxic CD4,7.7532975e-05,0.0010696183,377
CD3E,SLC1A5,SLC1A5,SLC1A5@SLC1A5,Cytotoxic CD4,1.9202258e-07,2.885755e-06,377
CD3E,SLC43A2,SLC43A2,SLC43A2@SLC43A2,Cytotoxic CD4,-1.6456947e-10,2.3674682e-09,377
CD3E,SLC1A5,SLC3A2,SLC1A5@SLC3A2,Cytotoxic CD4,-1.5544618e-08,9.684916e-08,377
CD3E,SLC3A2,SLC1A5,SLC3A2@SLC1A5,Cytotoxic CD4,4.6233355e-09,6.3395305e-08,377
CD3E,SLC7A7,SLC7A7,SLC7A7@SLC7A7,Cytotoxic CD4,-8.14105e-06,0.00011162455,377
CD3E,SLC38A7,SLC1A5,SLC38A7@SLC1A5,Cytotoxic CD4,1.613816e-09,1.0400874e-08,377
CD3E,SLC38A7,SLC7A7,SLC38A7@SLC7A7,Cytotoxic CD4,-1.5569948e-07,2.7054032e-06,377
CD3E,SLC7A7,SLC38A7,SLC7A7@SLC38A7,Cytotoxic CD4,-8.0240795e-07,1.1002054e-05,377
CD3E,SLC3A2,SLC7A7,SLC3A2@SLC7A7,Cytotoxic CD4,-1.4261352e-06,1.9964082e-05,377
CD3E,SLC7A7,SLC3A2,SLC7A7@SLC3A2,Cytotoxic CD4,-6.550485e-07,1.0302071e-05,377
CD3E,SLC43A2,SLC3A2,SLC43A2@SLC3A2,Cytotoxic CD4,-1.5771101e-09,2.7026735e-08,377
CD3E,SLC6A4,SLC6A4,SLC6A4@SLC6A4,Cytotoxic CD4,5.710502e-09,3.6829945e-08,377
CD3E,ABCC3,SLC22A5,ABCC3@SLC22A5,Cytotoxic CD4,7.0866374e-10,4.4022648e-09,377
CD3E,SLC22A5,ABCC3,SLC22A5@ABCC3,Cytotoxic CD4,-2.9101834e-09,1.855627e-08,377
CD3E,SLC12A2,SLC22A5,SLC12A2@SLC22A5,Cytotoxic CD4,1.03478254e-10,6.4424455e-10,377
CD3E,SLC22A5,SLC12A2,SLC22A5@SLC12A2,Cytotoxic CD4,-5.2728055e-10,3.2849892e-09,377
CD3E,SLC1A5,SLC22A5,SLC1A5@SLC22A5,Cytotoxic CD4,5.664419e-10,3.6273282e-09,377
CD3E,SLC22A5,SLC1A5,SLC22A5@SLC1A5,Cytotoxic CD4,1.2003257e-09,7.693577e-09,377
CD3E,SLC12A2,SLC5A3,SLC12A2@SLC5A3,Cytotoxic CD4,1.8168375e-09,1.1357132e-08,377
CD3E,SLC5A3,SLC12A2,SLC5A3@SLC12A2,Cytotoxic CD4,-1.1343244e-09,7.3915394e-09,377
CD3E,SLC22A4,SLC5A3,SLC22A4@SLC5A3,Cytotoxic CD4,1.6576607e-08,1.03627734e-07,377
CD3E,SLC12A2,SLC1A5,SLC12A2@SLC1A5,Cytotoxic CD4,4.179958e-07,5.830259e-06,377
CD3E,SLC1A5,SLC12A2,SLC1A5@SLC12A2,Cytotoxic CD4,-2.638358e-09,1.7062657e-08,377
CD3E,SLC5A3,SLC1A5,SLC5A3@SLC1A5,Cytotoxic CD4,1.4102488e-07,2.0812345e-06,377
CD3E,SLC5A3,SLC5A3,SLC5A3@SLC5A3,Cytotoxic CD4,-4.1478525e-11,2.6362743e-10,377
CD3E,SLC1A5,SLC29A1,SLC1A5@SLC29A1,Cytotoxic CD4,-1.9141805e-08,1.2088753e-07,377
CD3E,SLC29A1,SLC1A5,SLC29A1@SLC1A5,Cytotoxic CD4,1.5217163e-09,9.387718e-09,377
CD3E,SLC22A5,SLC29A1,SLC22A5@SLC29A1,Cytotoxic CD4,-2.5590208e-09,1.655563e-08,377
CD3E,SLC29A1,SLC22A5,SLC29A1@SLC22A5,Cytotoxic CD4,-2.79525e-09,1.7344044e-08,377
CD3E,SLC12A2,SLC29A1,SLC12A2@SLC29A1,Cytotoxic CD4,-1.0171544e-07,1.0869161e-06,377
CD3E,SLC29A1,SLC12A2,SLC29A1@SLC12A2,Cytotoxic CD4,-1.2348556e-08,7.580753e-08,377
CD3E,SLC5A3,SLC29A1,SLC5A3@SLC29A1,Cytotoxic CD4,-6.599844e-08,7.494558e-07,377
CD3E,SLC9A1,SLC9A1,SLC9A1@SLC9A1,Cytotoxic CD4,-3.6866e-10,2.2897408e-09,377
CD3E,AQP9,AQP9,AQP9@AQP9,Cytotoxic CD4,-1.09456785e-07,2.026899e-06,377
CD3E,ABCC3,ABCC3,ABCC3@ABCC3,Cytotoxic CD8,7.611645e-09,2.2508817e-09,11464
CD3E,ABCA1,ABCA1,ABCA1@ABCA1,Cytotoxic CD8,-2.1372111e-06,6.8005036e-05,11464
CD3E,ABCC1,ABCC1,ABCC1@ABCC1,Cytotoxic CD8,3.5796708e-07,1.3864142e-06,11464
CD3E,FOLR1,FOLR1,FOLR1@FOLR1,Cytotoxic CD8,-8.459505e-06,2.1554447e-06,11464
CD3E,SLC16A4,SLC16A4,SLC16A4@SLC16A4,Cytotoxic CD8,-6.215451e-08,2.1388542e-08,11464
CD3E,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,Cytotoxic CD8,-1.6926926e-07,8.94455e-06,11464
CD3E,SLCO2B1,SLC16A1,SLCO2B1@SLC16A1,Cytotoxic CD8,-1.0462252e-07,4.3317396e-08,11464
CD3E,SLC29A3,SLC29A3,SLC29A3@SLC29A3,Cytotoxic CD8,-3.1595636e-08,2.490562e-06,11464
CD3E,SLC29A1,SLC29A1,SLC29A1@SLC29A1,Cytotoxic CD8,-8.9138035e-07,4.3667137e-06,11464
CD3E,CD38,CD38,CD38@CD38,Cytotoxic CD8,-1.08639696e-07,1.39134e-07,11464
CD3E,ATP7A,TAP1,ATP7A@TAP1,Cytotoxic CD8,2.776174e-08,2.1145454e-06,11464
CD3E,TAP1,ATP7A,TAP1@ATP7A,Cytotoxic CD8,-3.995219e-08,7.880551e-09,11464
CD3E,TAP1,TAP1,TAP1@TAP1,Cytotoxic CD8,-3.956613e-06,1.3010318e-05,11464
CD3E,SCNN1A,SCNN1A,SCNN1A@SCNN1A,Cytotoxic CD8,-1.0099976e-06,3.9832165e-07,11464
CD3E,SLC39A8,SLC39A8,SLC39A8@SLC39A8,Cytotoxic CD8,-9.6480804e-08,5.2958466e-08,11464
CD3E,ORAI2,ORAI2,ORAI2@ORAI2,Cytotoxic CD8,-2.2098268e-08,7.514866e-09,11464
CD3E,CLCN3,CLCN3,CLCN3@CLCN3,Cytotoxic CD8,-1.4095514e-07,4.1740545e-08,11464
CD3E,SLC12A2,SLC12A2,SLC12A2@SLC12A2,Cytotoxic CD8,-6.1149314e-07,4.7539953e-07,11464
CD3E,CD36,CD36,CD36@CD36,Cytotoxic CD8,-1.4817097e-08,1.1329017e-06,11464
CD3E,ABCC1,ABCC3,ABCC1@ABCC3,Cytotoxic CD8,-1.1753713e-07,4.0222233e-08,11464
CD3E,ABCC3,ABCC1,ABCC3@ABCC1,Cytotoxic CD8,-6.786278e-07,2.884201e-07,11464
CD3E,SLC2A1,SLC2A1,SLC2A1@SLC2A1,Cytotoxic CD8,1.30943355e-11,1.078784e-09,11464
CD3E,SLC2A3,SLC2A3,SLC2A3@SLC2A3,Cytotoxic CD8,9.5024166e-07,2.9678326e-05,11464
CD3E,SLC2A3,SLC2A9,SLC2A3@SLC2A9,Cytotoxic CD8,-1.9765789e-10,1.5030391e-08,11464
CD3E,SLC2A9,SLC2A3,SLC2A9@SLC2A3,Cytotoxic CD8,-1.6153761e-08,1.2307956e-06,11464
CD3E,MSR1,MSR1,MSR1@MSR1,Cytotoxic CD8,-1.6504232e-06,0.000120497156,11464
CD3E,CPT1A,CPT1A,CPT1A@CPT1A,Cytotoxic CD8,3.0249179e-09,2.4768815e-07,11464
CD3E,CD36,MSR1,CD36@MSR1,Cytotoxic CD8,-1.5174935e-07,1.1585477e-05,11464
CD3E,MSR1,CD36,MSR1@CD36,Cytotoxic CD8,-1.287736e-07,9.902816e-06,11464
CD3E,ABCC4,FOLR1,ABCC4@FOLR1,Cytotoxic CD8,-4.124522e-08,1.2055001e-08,11464
CD3E,FOLR1,ABCC4,FOLR1@ABCC4,Cytotoxic CD8,-1.1862122e-07,2.6994721e-08,11464
CD3E,ABCC3,FOLR1,ABCC3@FOLR1,Cytotoxic CD8,-3.6450542e-06,9.2256846e-07,11464
CD3E,FOLR1,ABCC3,FOLR1@ABCC3,Cytotoxic CD8,-8.1234134e-07,2.2867188e-07,11464
CD3E,LRP1,LRP1,LRP1@LRP1,Cytotoxic CD8,-1.5582727e-06,9.804015e-07,11464
CD3E,SLC3A2,SLC40A1,SLC3A2@SLC40A1,Cytotoxic CD8,-3.5152152e-06,2.2480866e-05,11464
CD3E,SLC40A1,SLC3A2,SLC40A1@SLC3A2,Cytotoxic CD8,9.877062e-07,1.6531407e-06,11464
CD3E,SLC11A2,SLC40A1,SLC11A2@SLC40A1,Cytotoxic CD8,-8.867026e-06,4.080479e-05,11464
CD3E,SLC40A1,SLC11A2,SLC40A1@SLC11A2,Cytotoxic CD8,-5.5196904e-07,1.7959165e-07,11464
CD3E,SLC11A1,SLC11A2,SLC11A1@SLC11A2,Cytotoxic CD8,-8.817202e-10,6.733146e-08,11464
CD3E,SLC11A2,SLC11A1,SLC11A2@SLC11A1,Cytotoxic CD8,-2.446679e-09,1.8764229e-07,11464
CD3E,SLC11A2,SLC11A2,SLC11A2@SLC11A2,Cytotoxic CD8,-4.211063e-07,1.7077286e-06,11464
CD3E,CUBN,SLC40A1,CUBN@SLC40A1,Cytotoxic CD8,7.464834e-09,5.694799e-07,11464
CD3E,SLC40A1,CUBN,SLC40A1@CUBN,Cytotoxic CD8,4.973459e-08,1.7709004e-08,11464
CD3E,SLC3A2,SLC11A1,SLC3A2@SLC11A1,Cytotoxic CD8,-8.770416e-12,6.814552e-10,11464
CD3E,SLC3A2,SLC3A2,SLC3A2@SLC3A2,Cytotoxic CD8,-3.2267997e-07,1.16328074e-07,11464
CD3E,SLC11A2,SLC3A2,SLC11A2@SLC3A2,Cytotoxic CD8,-7.950972e-07,3.230732e-07,11464
CD3E,SLC3A2,SLC11A2,SLC3A2@SLC11A2,Cytotoxic CD8,-4.4892113e-07,4.3470982e-07,11464
CD3E,SLC40A1,SLC40A1,SLC40A1@SLC40A1,Cytotoxic CD8,-1.3647401e-05,0.00019376748,11464
CD3E,SLC1A5,SLC1A5,SLC1A5@SLC1A5,Cytotoxic CD8,5.9510343e-09,4.5715646e-07,11464
CD3E,SLC43A2,SLC43A2,SLC43A2@SLC43A2,Cytotoxic CD8,-1.1228999e-11,8.5095525e-10,11464
CD3E,SLC1A5,SLC3A2,SLC1A5@SLC3A2,Cytotoxic CD8,-6.986899e-07,1.666286e-07,11464
CD3E,SLC3A2,SLC1A5,SLC3A2@SLC1A5,Cytotoxic CD8,3.3576888e-10,2.6464134e-08,11464
CD3E,SLC7A7,SLC7A7,SLC7A7@SLC7A7,Cytotoxic CD8,-2.9523116e-07,2.2408522e-05,11464
CD3E,SLC38A7,SLC1A5,SLC38A7@SLC1A5,Cytotoxic CD8,4.8493384e-08,2.5657565e-08,11464
CD3E,SLC38A7,SLC7A7,SLC38A7@SLC7A7,Cytotoxic CD8,-4.473049e-09,4.0739002e-07,11464
CD3E,SLC7A7,SLC38A7,SLC7A7@SLC38A7,Cytotoxic CD8,-2.0213296e-08,1.5570027e-06,11464
CD3E,SLC3A2,SLC7A7,SLC3A2@SLC7A7,Cytotoxic CD8,-1.4076069e-07,3.1395166e-06,11464
CD3E,SLC7A7,SLC3A2,SLC7A7@SLC3A2,Cytotoxic CD8,-4.2220787e-08,3.3142653e-06,11464
CD3E,SLC43A2,SLC3A2,SLC43A2@SLC3A2,Cytotoxic CD8,-7.6045295e-11,6.0322454e-09,11464
CD3E,SLC6A4,SLC6A4,SLC6A4@SLC6A4,Cytotoxic CD8,2.685253e-07,1.0663258e-07,11464
CD3E,ABCC3,SLC22A5,ABCC3@SLC22A5,Cytotoxic CD8,2.895007e-08,7.4145494e-09,11464
CD3E,SLC22A5,ABCC3,SLC22A5@ABCC3,Cytotoxic CD8,-1.1794607e-07,3.6652214e-08,11464
CD3E,SLC12A2,SLC22A5,SLC12A2@SLC22A5,Cytotoxic CD8,3.6967756e-09,1.1703283e-09,11464
CD3E,SLC22A5,SLC12A2,SLC22A5@SLC12A2,Cytotoxic CD8,-2.2472209e-08,5.7464877e-09,11464
CD3E,SLC1A5,SLC22A5,SLC1A5@SLC22A5,Cytotoxic CD8,2.5644738e-08,7.7302325e-09,11464
CD3E,SLC22A5,SLC1A5,SLC22A5@SLC1A5,Cytotoxic CD8,3.6292317e-08,2.039741e-08,11464
CD3E,SLC12A2,SLC5A3,SLC12A2@SLC5A3,Cytotoxic CD8,5.3968726e-08,2.4331728e-08,11464
CD3E,SLC5A3,SLC12A2,SLC5A3@SLC12A2,Cytotoxic CD8,-3.9860893e-08,2.0488383e-08,11464
