gene,ligand,receptor,pair,cell_type,mean,std,n
CD3E,TGFB1,TGFBR2,TGFB1$TGFBR2,T Cell,1.15903035e-07,1.2638074e-07,46723
CD3E,TGFB2,TGFBR2,TGFB2$TGFBR2,T Cell,5.8917103e-06,7.018565e-06,46723
CD3E,TGFB3,TGFBR1,TGFB3$TGFBR1,T Cell,1.08451395e-05,1.1141677e-05,46723
CD3E,TGFB3,TGFBR2,TGFB3$TGFBR2,T Cell,2.315667e-05,2.1559152e-05,46723
CD3E,BMP2,BMPR2,BMP2$BMPR2,T Cell,-3.9091827e-07,4.2539875e-07,46723
CD3E,BMP5,BMPR2,BMP5$BMPR2,T Cell,-1.3366255e-07,1.5856588e-07,46723
CD3E,GDF15,TGFBR2,GDF15$TGFBR2,T Cell,2.773597e-07,2.2901207e-07,46723
CD3E,TGFA,EGFR,TGFA$EGFR,T Cell,-3.1678876e-08,4.025164e-08,46723
CD3E,PDGFA,PDGFRA,PDGFA$PDGFRA,T Cell,-4.6937086e-07,5.374654e-07,46723
CD3E,PDGFA,PDGFRB,PDGFA$PDGFRB,T Cell,-2.4526223e-06,2.897725e-06,46723
CD3E,PDGFC,PDGFRA,PDGFC$PDGFRA,T Cell,-8.527254e-06,9.470789e-06,46723
CD3E,VEGFA,KDR,VEGFA$KDR,T Cell,-1.244726e-06,1.4070679e-06,46723
CD3E,VEGFD,KDR,VEGFD$KDR,T Cell,-4.4606466e-08,4.9662134e-08,46723
CD3E,CCL8,CCR1,CCL8$CCR1,T Cell,-2.1447064e-05,2.2734115e-05,46723
CD3E,CCL7,CCR1,CCL7$CCR1,T Cell,-1.5285625e-05,1.5778798e-05,46723
CD3E,CCL13,CCR1,CCL13$CCR1,T Cell,-6.365075e-05,6.4368396e-05,46723
CD3E,CCL14,CCR1,CCL14$CCR1,T Cell,1.6439245e-06,1.8172456e-06,46723
CD3E,CCL22,CCR4,CCL22$CCR4,T Cell,-4.0404555e-07,4.6961392e-07,46723
CD3E,CCL19,CCR7,CCL19$CCR7,T Cell,-5.471471e-06,7.689032e-06,46723
CD3E,CXCL9,CXCR3,CXCL9$CXCR3,T Cell,2.7001922e-06,1.0740766e-05,46723
CD3E,CXCL10,CXCR3,CXCL10$CXCR3,T Cell,2.0220813e-08,2.319826e-07,46723
CD3E,CXCL13,CXCR3,CXCL13$CXCR3,T Cell,-1.5283347e-06,2.8511845e-06,46723
CD3E,CXCL12,CXCR4,CXCL12$CXCR4,T Cell,0.0019948226,0.0007578192,46723
CD3E,CXCL13,CXCR5,CXCL13$CXCR5,T Cell,1.0649408e-09,1.2014774e-08,46723
CD3E,CXCL16,CXCR6,CXCL16$CXCR6,T Cell,0.0001972114,0.00022313344,46723
CD3E,CX3CL1,CX3CR1,CX3CL1$CX3CR1,T Cell,-7.607553e-06,8.97262e-06,46723
CD3E,IL2,IL2RG,IL2$IL2RG,T Cell,2.1830244e-08,2.5041908e-08,46723
