gene,tf,cell_type,mean,std,n
CD3E,ARID3B,T Cell,-0.22794618,0.46896577,46723
CD3E,BCL6,T Cell,-0.31849808,0.26222324,46723
CD3E,BCL6B,T Cell,-0.7812888,0.781696,46723
CD3E,CTCF,T Cell,0.3360835,0.34661165,46723
CD3E,EHF,T Cell,1.0006236,1.0751821,46723
CD3E,ELK4,T Cell,1.0699158,0.7266849,46723
CD3E,EP300,T Cell,0.6764731,0.7023578,46723
CD3E,ESRRA,T Cell,-1.2470006,1.4145164,46723
CD3E,ETV5,T Cell,-0.06341929,0.07065256,46723
CD3E,FLI1,T Cell,0.3845183,0.15110905,46723
CD3E,FOXA1,T Cell,-0.18203752,0.20202786,46723
CD3E,FOXD2,T Cell,-0.09019569,0.04685465,46723
CD3E,FOXI1,T Cell,0.032503426,0.017808521,46723
CD3E,FOXJ2,T Cell,0.5904981,0.76394606,46723
CD3E,FOXL2,T Cell,-0.040664915,0.14590363,46723
CD3E,FOXO1,T Cell,0.52813613,0.4651626,46723
CD3E,FOXO3,T Cell,-0.303422,0.31308225,46723
CD3E,FOXO4,T Cell,-0.57052404,0.9336844,46723
CD3E,GATA1,T Cell,0.21253277,0.21684426,46723
CD3E,GATA2,T Cell,-0.17161568,0.5877582,46723
CD3E,GATA3,T Cell,0.9092944,0.4145265,46723
CD3E,HOXA5,T Cell,-0.7931831,1.1359943,46723
CD3E,HOXB4,T Cell,-0.5357493,0.8687683,46723
CD3E,HOXB6,T Cell,-0.47847298,0.6279212,46723
CD3E,HOXB7,T Cell,0.13034357,0.17149943,46723
CD3E,HOXB9,T Cell,0.46763337,0.62885576,46723
CD3E,IRX1,T Cell,0.025974203,0.034287147,46723
CD3E,MECOM,T Cell,-0.79905045,1.1022823,46723
CD3E,MEF2A,T Cell,-0.46795437,0.4966695,46723
CD3E,MYEF2,T Cell,0.17419851,0.21413869,46723
CD3E,NR3C1,T Cell,0.3620075,0.44258183,46723
CD3E,PDX1,T Cell,-0.08433105,0.028606553,46723
CD3E,PITX1,T Cell,-0.06430609,0.18412495,46723
CD3E,POU1F1,T Cell,-0.22612782,0.31658977,46723
CD3E,POU2F1,T Cell,-0.3124744,0.33116642,46723
CD3E,PPARGC1A,T Cell,0.21251576,0.40126923,46723
CD3E,RUNX1,T Cell,-0.02302139,0.06605307,46723
CD3E,SIN3A,T Cell,0.016800262,0.10447551,46723
CD3E,SMAD4,T Cell,0.11812401,0.13853544,46723
CD3E,STAT1,T Cell,-0.0036218273,0.055194248,46723
CD3E,STAT3,T Cell,0.017809046,0.11447752,46723
CD3E,STAT5A,T Cell,-0.01549934,0.14001231,46723
CD3E,STAT5B,T Cell,0.2749511,0.2814264,46723
CD3E,TCF7L2,T Cell,-0.87650996,0.8953359,46723
CD3E,THRA,T Cell,-0.115138575,0.12000296,46723
CD3E,THRB,T Cell,0.21728387,0.37285087,46723
CD3E,ZBTB1,T Cell,0.7911773,0.9220245,46723
CD3E,ARID3B,other,-0.054072976,0.280229,231605
CD3E,BCL6,other,-0.078836456,0.22946809,231605
CD3E,BCL6B,other,-0.16082922,0.47015947,231605
CD3E,CTCF,other,0.13632469,0.22852834,231605
CD3E,EHF,other,0.18217729,0.6784752,231605
CD3E,ELK4,other,0.2981313,0.5476019,231605
CD3E,EP300,other,0.14281556,0.44902897,231605
CD3E,ESRRA,other,-0.27137014,0.83002603,231605
CD3E,ETV5,other,-0.005093392,0.10731761,231605
CD3E,FLI1,other,0.2799814,0.33612198,231605
CD3E,FOXA1,other,-0.02005035,0.16235124,231605
CD3E,FOXD2,other,-0.061567795,0.11337831,231605
CD3E,FOXI1,other,0.0012807918,0.05129253,231605
CD3E,FOXJ2,other,0.15005936,0.44151023,231605
CD3E,FOXL2,other,-0.017182315,0.0672747,231605
CD3E,FOXO1,other,0.1330262,0.30552343,231605
CD3E,FOXO3,other,-0.100599825,0.2090725,231605
CD3E,FOXO4,other,-0.11334577,0.4586544,231605
CD3E,GATA1,other,0.049872003,0.14159723,231605
CD3E,GATA2,other,-0.01897729,0.3324167,231605
CD3E,GATA3,other,0.4399101,0.5412026,231605
CD3E,HOXA5,other,-0.2218186,0.6388841,231605
CD3E,HOXB4,other,-0.16952603,0.44841847,231605
CD3E,HOXB6,other,-0.13811958,0.3941165,231605
CD3E,HOXB7,other,0.03398599,0.10253512,231605
CD3E,HOXB9,other,0.104430564,0.36621612,231605
CD3E,IRX1,other,-0.012724189,0.043723915,231605
CD3E,MECOM,other,-0.24597347,0.60780317,231605
CD3E,MEF2A,other,-0.13667978,0.32046494,231605
CD3E,MYEF2,other,-0.021037057,0.09717211,231605
CD3E,NR3C1,other,0.102503724,0.27410913,231605
CD3E,PDX1,other,-0.0070972787,0.041395936,231605
CD3E,PITX1,other,-0.031428117,0.086173,231605
CD3E,POU1F1,other,-0.06724133,0.18575135,231605
CD3E,POU2F1,other,-0.059466664,0.21756253,231605
CD3E,PPARGC1A,other,0.05708286,0.20130847,231605
CD3E,RUNX1,other,0.041888613,0.12808745,231605
CD3E,SIN3A,other,0.02415639,0.07612779,231605
CD3E,SMAD4,other,0.024462534,0.10823009,231605
CD3E,STAT1,other,0.04017744,0.05535423,231605
CD3E,STAT3,other,0.00017808644,0.06604187,231605
CD3E,STAT5A,other,0.06610501,0.18299183,231605
CD3E,STAT5B,other,0.17194483,0.3043087,231605
CD3E,TCF7L2,other,-0.236845,0.55786514,231605
CD3E,THRA,other,-0.027262904,0.09460011,231605
CD3E,THRB,other,-0.053846017,0.11602073,231605
CD3E,ZBTB1,other,0.24919572,0.531742,231605
CD3G,ATOH8,T Cell,-0.04333804,0.05971902,46723
CD3G,BCL11A,T Cell,-0.13696185,0.2094064,46723
CD3G,BCL11B,T Cell,0.26431754,0.06396401,46723
CD3G,CTCF,T Cell,0.18402572,0.22057368,46723
CD3G,CTCFL,T Cell,-0.055477373,0.058745015,46723
CD3G,E2F3,T Cell,-0.034398384,0.08265149,46723
CD3G,E2F4,T Cell,0.10866416,0.1297876,46723
CD3G,EBF1,T Cell,-0.096568465,0.19527222,46723
CD3G,EP300,T Cell,0.1441253,0.16263488,46723
CD3G,ETS1,T Cell,0.0785744,0.08010519,46723
CD3G,FOXA1,T Cell,0.13283347,0.1643004,46723
CD3G,HNF4A,T Cell,-0.020922076,0.012654078,46723
CD3G,IRF1,T Cell,0.06788972,0.08210737,46723
CD3G,IRF3,T Cell,0.015470905,0.016830299,46723
CD3G,IRF4,T Cell,-0.06247537,0.07793348,46723
CD3G,IRF8,T Cell,-0.10455969,0.14544943,46723
CD3G,LMO2,T Cell,-0.015238846,0.031156003,46723
CD3G,MAFF,T Cell,-0.006027461,0.027341781,46723
CD3G,MAX,T Cell,-0.06548496,0.085357234,46723
CD3G,MYC,T Cell,-0.04919288,0.054713424,46723
CD3G,NHLH2,T Cell,0.0075337747,0.012538914,46723
CD3G,NR3C1,T Cell,0.2104146,0.2444106,46723
CD3G,NR4A1,T Cell,-0.024965892,0.03268971,46723
CD3G,NR4A3,T Cell,0.007106151,0.026586978,46723
CD3G,PAX5,T Cell,-0.07030233,0.14511672,46723
CD3G,PAX6,T Cell,0.020279586,0.034575306,46723
CD3G,REL,T Cell,-0.034003135,0.062703334,46723
CD3G,RELA,T Cell,-0.10040918,0.15026565,46723
CD3G,RFX5,T Cell,0.074587524,0.09436926,46723
CD3G,RXRA,T Cell,0.17292504,0.19396585,46723
CD3G,SMAD4,T Cell,-0.008587871,0.033550765,46723
CD3G,SMC3,T Cell,0.07324857,0.08256689,46723
CD3G,SP1,T Cell,0.1618165,0.16424087,46723
CD3G,SREBF1,T Cell,-0.048224337,0.06577238,46723
CD3G,STAT1,T Cell,-0.004641079,0.011679194,46723
CD3G,STAT2,T Cell,0.04515011,0.09043456,46723
CD3G,STAT3,T Cell,0.0038572154,0.002662332,46723
CD3G,TCF4,T Cell,-0.14242087,0.14685787,46723
CD3G,WT1,T Cell,-0.0038465469,0.013339776,46723
CD3G,ZEB1,T Cell,-0.029484194,0.046130072,46723
CD3G,ZIC2,T Cell,-0.005940016,0.005980203,46723
CD3G,ZNF76,T Cell,-0.069089256,0.11900121,46723
CD3G,ATOH8,other,-0.012025277,0.04157212,231605
CD3G,BCL11A,other,-0.029265597,0.120261975,231605
CD3G,BCL11B,other,0.10962908,0.11275447,231605
CD3G,CTCF,other,0.050228108,0.124432646,231605
CD3G,CTCFL,other,-0.0079994295,0.045678828,231605
CD3G,E2F3,other,-0.0007773174,0.043438427,231605
CD3G,E2F4,other,0.029231522,0.06862916,231605
CD3G,EBF1,other,-0.024986194,0.09762877,231605
CD3G,EP300,other,0.035047278,0.09853066,231605
CD3G,ETS1,other,0.048846696,0.06835181,231605
CD3G,FOXA1,other,0.032950982,0.098146535,231605
CD3G,HNF4A,other,0.006963348,0.05493162,231605
CD3G,IRF1,other,0.016170789,0.050443303,231605
CD3G,IRF3,other,0.0076816236,0.015142258,231605
CD3G,IRF4,other,-0.0028056437,0.061317418,231605
CD3G,IRF8,other,-0.004772321,0.09245555,231605
CD3G,LMO2,other,0.0005685126,0.027775954,231605
CD3G,MAFF,other,0.0014578035,0.019540804,231605
CD3G,MAX,other,-0.00850842,0.050422307,231605
CD3G,MYC,other,-0.013207377,0.035392743,231605
CD3G,NHLH2,other,0.002640089,0.026332976,231605
CD3G,NR3C1,other,0.044034824,0.13667457,231605
CD3G,NR4A1,other,-0.0065474883,0.017516302,231605
CD3G,NR4A3,other,0.009317823,0.02608495,231605
CD3G,PAX5,other,-0.017381663,0.07179437,231605
CD3G,PAX6,other,0.002227446,0.0229626,231605
CD3G,REL,other,-0.0015291597,0.03410765,231605
CD3G,RELA,other,-0.019811064,0.076132156,231605
CD3G,RFX5,other,0.017669825,0.04947813,231605
CD3G,RXRA,other,0.033293907,0.12786722,231605
CD3G,SMAD4,other,-0.005512881,0.01969379,231605
CD3G,SMC3,other,0.026059646,0.053467467,231605
CD3G,SP1,other,0.033240527,0.10773617,231605
CD3G,SREBF1,other,-0.009266525,0.035843868,231605
CD3G,STAT1,other,0.0016413728,0.0089805275,231605
CD3G,STAT2,other,0.010056827,0.04469275,231605
CD3G,STAT3,other,0.0018229797,0.008217502,231605
CD3G,TCF4,other,-0.031481005,0.095628954,231605
CD3G,WT1,other,-0.0028066065,0.00985239,231605
CD3G,ZEB1,other,-0.01162823,0.04415745,231605
CD3G,ZIC2,other,-0.0058278185,0.015859071,231605
CD3G,ZNF76,other,-0.011424902,0.06498755,231605
CD4,ATOH8,T Cell,-0.79790425,0.53352565,46723
CD4,BATF3,T Cell,-0.075113826,0.7023144,46723
CD4,BCL3,T Cell,0.56515837,0.12247393,46723
CD4,CTCF,T Cell,0.36212564,0.36185884,46723
CD4,CTCFL,T Cell,-0.43923274,0.28903437,46723
CD4,E2F1,T Cell,-0.90997785,0.28819937,46723
CD4,E2F3,T Cell,0.264861,0.31987494,46723
CD4,E2F4,T Cell,0.019744266,0.06679742,46723
CD4,EGR2,T Cell,-0.04070318,0.21409605,46723
CD4,EGR3,T Cell,0.1588857,0.31723493,46723
CD4,EGR4,T Cell,0.1230705,0.05784077,46723
CD4,ELK1,T Cell,-0.23998429,0.5319166,46723
CD4,ETS1,T Cell,0.0064228647,0.08663165,46723
CD4,FOXA1,T Cell,-1.7574995,0.34448913,46723
CD4,FOXC1,T Cell,-0.5804448,0.19876796,46723
CD4,FOXD2,T Cell,-0.08943805,0.23644339,46723
CD4,FOXE1,T Cell,0.27404368,0.27795613,46723
CD4,FOXE3,T Cell,0.13129187,0.06426906,46723
CD4,FOXI1,T Cell,-0.021449871,0.113474324,46723
CD4,FOXL2,T Cell,0.099388115,0.22997929,46723
CD4,FOXO1,T Cell,0.8647817,0.3361519,46723
CD4,FOXO3,T Cell,1.7058852,0.7416279,46723
CD4,FOXO4,T Cell,-0.89739275,0.9119606,46723
CD4,GATA1,T Cell,0.015294318,0.05143785,46723
CD4,GATA2,T Cell,0.23134921,0.38524985,46723
CD4,HDAC2,T Cell,-0.1089953,0.21178275,46723
CD4,HNF4A,T Cell,-0.23244752,0.26954338,46723
CD4,HOXA9,T Cell,-0.025757246,0.029702451,46723
CD4,KLF14,T Cell,-0.0021334002,0.058325246,46723
CD4,KLF16,T Cell,0.8502953,0.63315135,46723
CD4,KLF5,T Cell,-0.2049229,0.926386,46723
CD4,LMO2,T Cell,0.57406753,0.25518492,46723
CD4,MAX,T Cell,1.0064288,0.35000977,46723
CD4,MEF2A,T Cell,-0.088927574,0.17638724,46723
CD4,MEF2C,T Cell,1.0730354,0.80593944,46723
CD4,MEIS1,T Cell,0.31338528,0.7261342,46723
CD4,MYB,T Cell,0.41535833,0.48846895,46723
CD4,MYBL2,T Cell,-0.22589383,0.13473448,46723
CD4,NF1,T Cell,0.0591984,0.07472371,46723
CD4,NFATC1,T Cell,0.5664206,0.17656256,46723
CD4,NFATC2,T Cell,0.801214,1.2940657,46723
CD4,NFATC3,T Cell,-0.5229715,0.6107517,46723
CD4,NFATC4,T Cell,-1.6687695,0.8722681,46723
CD4,NHLH2,T Cell,0.1021078,0.092526145,46723
CD4,POU2F2,T Cell,0.11515186,0.53756213,46723
CD4,PTEN,T Cell,0.41704446,0.27902877,46723
CD4,REST,T Cell,0.5346421,0.49117288,46723
CD4,RXRA,T Cell,0.09222294,0.14753866,46723
CD4,SIN3A,T Cell,-0.125243,0.08851247,46723
CD4,SMC3,T Cell,0.011679425,0.033162337,46723
CD4,SP3,T Cell,0.44665715,0.12653302,46723
CD4,SP9,T Cell,-0.05004841,0.034593217,46723
CD4,TAL1,T Cell,-0.6693942,0.3981818,46723
CD4,TBX2,T Cell,-0.715171,0.22010992,46723
CD4,TBX4,T Cell,-0.64144045,0.5514734,46723
CD4,TBX5,T Cell,-0.16170494,0.26512977,46723
CD4,TFAP2A,T Cell,-0.4296113,0.14972854,46723
CD4,TFAP2B,T Cell,0.027884671,0.1374135,46723
CD4,USF1,T Cell,0.32636943,0.39059296,46723
CD4,VDR,T Cell,-0.23677342,0.4279815,46723
CD4,WT1,T Cell,0.1840438,0.17922859,46723
CD4,YY1,T Cell,-0.094446,0.24166012,46723
CD4,ZEB1,T Cell,-0.72374964,0.9192252,46723
CD4,ZFX,T Cell,-0.17408651,0.2114455,46723
CD4,ZIC4,T Cell,0.12707028,0.25358227,46723
CD4,ZNF281,T Cell,0.45036322,0.2549275,46723
CD4,ZNF341,T Cell,-0.9386914,0.3662231,46723
CD4,ATOH8,other,-0.26301056,0.42826393,231605
CD4,BATF3,other,0.122593306,0.30962119,231605
CD4,BCL3,other,0.11366439,0.20437908,231605
CD4,CTCF,other,0.0041452497,0.1320183,231605
CD4,CTCFL,other,-0.05694071,0.11654803,231605
CD4,E2F1,other,-0.15508062,0.34076837,231605
CD4,E2F3,other,0.22308527,0.43798745,231605
CD4,E2F4,other,0.03223391,0.1268531,231605
CD4,EGR2,other,0.10804309,0.31523144,231605
CD4,EGR3,other,0.022501355,0.23104563,231605
CD4,EGR4,other,-0.008443139,0.0910767,231605
CD4,ELK1,other,0.13139753,0.21431524,231605
CD4,ETS1,other,0.09126328,0.19398998,231605
CD4,FOXA1,other,-0.32567093,0.5996231,231605
CD4,FOXC1,other,-0.16518085,0.23656666,231605
CD4,FOXD2,other,0.043406032,0.120696336,231605
CD4,FOXE1,other,-0.006195403,0.08643427,231605
CD4,FOXE3,other,-5.7986195e-05,0.045242913,231605
CD4,FOXI1,other,-0.0086551495,0.053761937,231605
CD4,FOXL2,other,-0.0335335,0.07600496,231605
CD4,FOXO1,other,0.13608375,0.311328,231605
CD4,FOXO3,other,0.21971634,0.3940687,231605
CD4,FOXO4,other,-0.04208345,0.22176193,231605
CD4,GATA1,other,0.01680755,0.041730672,231605
CD4,GATA2,other,-0.029652733,0.13217406,231605
CD4,HDAC2,other,0.03920241,0.14735922,231605
CD4,HNF4A,other,0.009965854,0.060469434,231605
CD4,HOXA9,other,-0.019546125,0.0326329,231605
CD4,KLF14,other,0.008391479,0.05163049,231605
CD4,KLF16,other,0.29228157,0.46672943,231605
CD4,KLF5,other,-0.17999856,0.40400985,231605
CD4,LMO2,other,0.2272028,0.2834198,231605
CD4,MAX,other,0.2054272,0.2605215,231605
CD4,MEF2A,other,0.059473228,0.19155075,231605
CD4,MEF2C,other,0.2457468,0.42447326,231605
CD4,MEIS1,other,-0.027754098,0.18534201,231605
CD4,MYB,other,0.21739098,0.50007963,231605
CD4,MYBL2,other,0.03267773,0.20622802,231605
CD4,NF1,other,-0.09541441,0.19781324,231605
CD4,NFATC1,other,0.11625378,0.21208605,231605
CD4,NFATC2,other,0.075556554,0.29551834,231605
CD4,NFATC3,other,-0.041451626,0.42951474,231605
CD4,NFATC4,other,-0.15322666,0.40864977,231605
CD4,NHLH2,other,-0.017803453,0.20206164,231605
CD4,POU2F2,other,0.11366064,0.2591831,231605
CD4,PTEN,other,0.12960877,0.2278097,231605
CD4,REST,other,0.075501926,0.18015158,231605
CD4,RXRA,other,0.14384171,0.32767218,231605
CD4,SIN3A,other,0.011682229,0.1115552,231605
CD4,SMC3,other,0.06516653,0.1393439,231605
CD4,SP3,other,0.13127334,0.20868772,231605
CD4,SP9,other,-0.011642827,0.038068514,231605
CD4,TAL1,other,-0.14691827,0.24554375,231605
CD4,TBX2,other,-0.058216892,0.26491222,231605
CD4,TBX4,other,0.09165191,0.254619,231605
CD4,TBX5,other,0.072358795,0.14901888,231605
CD4,TFAP2A,other,-0.0835925,0.18755095,231605
CD4,TFAP2B,other,0.026887542,0.06618891,231605
CD4,USF1,other,0.11087668,0.26933226,231605
CD4,VDR,other,0.100656345,0.23750873,231605
CD4,WT1,other,0.019085724,0.06765536,231605
CD4,YY1,other,0.06868309,0.122989535,231605
CD4,ZEB1,other,-0.09180966,0.34234124,231605
CD4,ZFX,other,0.031349283,0.18018931,231605
CD4,ZIC4,other,-0.015052773,0.059367303,231605
CD4,ZNF281,other,0.003402925,0.23183405,231605
CD4,ZNF341,other,-0.08213958,0.26633146,231605
CTLA4,BATF3,T Cell,-1.6621933,1.9217546,46723
CTLA4,CBX5,T Cell,0.87514013,0.6692362,46723
CTLA4,DMRT2,T Cell,-0.0651021,0.06591971,46723
CTLA4,E2F4,T Cell,0.81208473,1.0391488,46723
CTLA4,FOXA1,T Cell,-1.2260454,1.2628385,46723
CTLA4,FOXD2,T Cell,-0.31218815,0.19268389,46723
CTLA4,FOXE1,T Cell,0.18528569,0.16940199,46723
CTLA4,FOXE3,T Cell,0.11225778,0.032878395,46723
CTLA4,FOXI1,T Cell,-0.1884708,0.09555516,46723
CTLA4,FOXL2,T Cell,0.007126394,0.103931695,46723
CTLA4,GATA3,T Cell,2.2488706,2.6567152,46723
