group,left,right,count
lr,-0.0044691684,-0.0043107877,1
lr,-0.0043107877,-0.0041524074,0
lr,-0.0041524074,-0.0039940267,0
lr,-0.0039940267,-0.0038356462,0
lr,-0.0038356462,-0.0036772657,0
lr,-0.0036772657,-0.003518885,0
lr,-0.003518885,-0.0033605045,0
lr,-0.0033605045,-0.003202124,0
lr,-0.003202124,-0.0030437433,0
lr,-0.0030437433,-0.0028853628,0
lr,-0.0028853628,-0.0027269823,0
lr,-0.0027269823,-0.0025686016,0
lr,-0.0025686016,-0.0024102211,0
lr,-0.0024102211,-0.0022518407,0
lr,-0.0022518407,-0.00209346,0
lr,-0.00209346,-0.0019350795,1
lr,-0.0019350795,-0.001776699,0
lr,-0.001776699,-0.0016183184,0
lr,-0.0016183184,-0.0014599379,0
lr,-0.0014599379,-0.0013015573,1
lr,-0.0013015573,-0.0011431767,0
lr,-0.0011431767,-0.0009847962,0
lr,-0.0009847962,-0.0008264156,0
lr,-0.0008264156,-0.00066803506,2
lr,-0.00066803506,-0.0005096545,1
lr,-0.0005096545,-0.00035127398,1
lr,-0.00035127398,-0.0001928934,3
lr,-0.0001928934,-3.4512857e-05,20
lr,-3.4512857e-05,0.00012386769,858
lr,0.00012386769,0.00028224825,32
lr,0.00028224825,0.0004406288,9
lr,0.0004406288,0.00059900933,7
lr,0.00059900933,0.00075738993,1
lr,0.00075738993,0.0009157705,2
lr,0.0009157705,0.001074151,3
lr,0.001074151,0.0012325316,1
lr,0.0012325316,0.0013909121,0
lr,0.0013909121,0.0015492927,3
lr,0.0015492927,0.0017076732,0
lr,0.0017076732,0.0018660538,1
lr,0.0018660538,0.0020244343,1
lr,0.0020244343,0.002182815,2
lr,0.002182815,0.0023411955,0
lr,0.0023411955,0.002499576,0
lr,0.002499576,0.0026579567,1
lr,0.0026579567,0.0028163372,0
lr,0.0028163372,0.0029747176,1
lr,0.0029747176,0.0031330981,0
lr,0.0031330981,0.0032914788,0
lr,0.0032914788,0.0034498593,2
metab,-0.010911003,-0.010225222,1
metab,-0.010225222,-0.009539442,0
metab,-0.009539442,-0.008853663,0
metab,-0.008853663,-0.008167882,0
metab,-0.008167882,-0.007482102,0
metab,-0.007482102,-0.0067963223,0
metab,-0.0067963223,-0.006110542,0
metab,-0.006110542,-0.005424762,1
metab,-0.005424762,-0.004738982,0
metab,-0.004738982,-0.004053202,1
metab,-0.004053202,-0.003367422,0
metab,-0.003367422,-0.0026816418,1
metab,-0.0026816418,-0.0019958615,4
metab,-0.0019958615,-0.0013100816,1
metab,-0.0013100816,-0.0006243015,8
metab,-0.0006243015,6.147861e-05,1259
metab,6.147861e-05,0.0007472587,152
metab,0.0007472587,0.0014330387,18
metab,0.0014330387,0.002118819,8
metab,0.002118819,0.002804599,9
metab,0.002804599,0.003490379,3
metab,0.003490379,0.004176159,1
metab,0.004176159,0.004861939,3
metab,0.004861939,0.005547719,3
metab,0.005547719,0.0062334994,1
metab,0.0062334994,0.0069192797,0
metab,0.0069192797,0.0076050595,3
metab,0.0076050595,0.008290839,1
metab,0.008290839,0.00897662,0
metab,0.00897662,0.0096624,1
metab,0.0096624,0.01034818,0
metab,0.01034818,0.01103396,0
metab,0.01103396,0.01171974,0
metab,0.01171974,0.01240552,0
metab,0.01240552,0.013091301,0
metab,0.013091301,0.01377708,0
metab,0.01377708,0.01446286,0
metab,0.01446286,0.015148641,1
metab,0.015148641,0.01583442,1
metab,0.01583442,0.0165202,0
metab,0.0165202,0.017205982,0
metab,0.017205982,0.01789176,0
metab,0.01789176,0.01857754,0
metab,0.01857754,0.019263322,0
metab,0.019263322,0.0199491,0
metab,0.0199491,0.02063488,0
metab,0.02063488,0.021320662,0
metab,0.021320662,0.02200644,0
metab,0.02200644,0.022692222,0
metab,0.022692222,0.023378002,1
tf,-1.7574995,-1.6773721,1
tf,-1.6773721,-1.5972446,2
tf,-1.5972446,-1.5171173,0
tf,-1.5171173,-1.4369899,0
tf,-1.4369899,-1.3568624,0
tf,-1.3568624,-1.2767351,0
tf,-1.2767351,-1.1966076,2
tf,-1.1966076,-1.1164802,0
tf,-1.1164802,-1.0363529,1
tf,-1.0363529,-0.95622545,0
tf,-0.95622545,-0.87609804,6
tf,-0.87609804,-0.7959706,3
tf,-0.7959706,-0.71584326,5
tf,-0.71584326,-0.63571584,7
tf,-0.63571584,-0.5555884,3
tf,-0.5555884,-0.47546104,6
tf,-0.47546104,-0.39533365,7
tf,-0.39533365,-0.31520623,8
tf,-0.31520623,-0.23507883,26
tf,-0.23507883,-0.15495142,50
tf,-0.15495142,-0.07482403,102
tf,-0.07482403,0.0053033736,1058
tf,0.0053033736,0.08543077,683
tf,0.08543077,0.16555817,136
tf,0.16555817,0.24568558,61
tf,0.24568558,0.32581297,37
tf,0.32581297,0.40594038,14
tf,0.40594038,0.48606777,8
tf,0.48606777,0.5661952,7
tf,0.5661952,0.6463226,5
tf,0.6463226,0.72644997,3
tf,0.72644997,0.8065774,3
tf,0.8065774,0.8867048,5
tf,0.8867048,0.96683216,2
tf,0.96683216,1.0469596,2
tf,1.0469596,1.127087,3
tf,1.127087,1.2072144,0
tf,1.2072144,1.2873418,0
tf,1.2873418,1.3674692,2
tf,1.3674692,1.4475965,0
tf,1.4475965,1.527724,0
tf,1.527724,1.6078514,1
tf,1.6078514,1.6879787,0
tf,1.6879787,1.7681062,1
tf,1.7681062,1.8482336,0
tf,1.8482336,1.928361,0
tf,1.928361,2.0084884,1
tf,2.0084884,2.088616,0
tf,2.088616,2.1687431,0
tf,2.1687431,2.2488706,1
