gene,export,import,pair,cell_type,mean,std,n
CD3E,SLC3A2,SLC11A1,SLC3A2@SLC11A1,other,-3.5215594e-10,3.766699e-09,231605
CD3E,SLC3A2,SLC3A2,SLC3A2@SLC3A2,other,-3.9717907e-08,1.1308871e-07,231605
CD3E,SLC11A2,SLC3A2,SLC11A2@SLC3A2,other,-1.1638781e-07,3.3974294e-07,231605
CD3E,SLC3A2,SLC11A2,SLC3A2@SLC11A2,other,-5.979444e-07,6.094734e-06,231605
CD3E,SLC40A1,SLC40A1,SLC40A1@SLC40A1,other,0.00013405354,0.0013845378,231605
CD3E,SLC1A5,SLC1A5,SLC1A5@SLC1A5,other,4.437166e-07,4.7546355e-06,231605
CD3E,SLC43A2,SLC43A2,SLC43A2@SLC43A2,other,-4.82292e-10,5.0518194e-09,231605
CD3E,SLC1A5,SLC3A2,SLC1A5@SLC3A2,other,-6.950256e-08,2.0420937e-07,231605
CD3E,SLC3A2,SLC1A5,SLC3A2@SLC1A5,other,2.3350458e-08,2.6867647e-07,231605
CD3E,SLC7A7,SLC7A7,SLC7A7@SLC7A7,other,-1.2486446e-05,0.00013091181,231605
CD3E,SLC38A7,SLC1A5,SLC38A7@SLC1A5,other,6.7100143e-09,2.0468317e-08,231605
CD3E,SLC38A7,SLC7A7,SLC38A7@SLC7A7,other,-4.210384e-07,4.569323e-06,231605
CD3E,SLC7A7,SLC38A7,SLC7A7@SLC38A7,other,-1.0328206e-06,1.0821181e-05,231605
CD3E,SLC3A2,SLC7A7,SLC3A2@SLC7A7,other,-2.1677288e-06,2.2388997e-05,231605
CD3E,SLC7A7,SLC3A2,SLC7A7@SLC3A2,other,-2.0030714e-06,2.129321e-05,231605
CD3E,SLC43A2,SLC3A2,SLC43A2@SLC3A2,other,-4.8301736e-09,5.4738642e-08,231605
CD3E,SLC6A4,SLC6A4,SLC6A4@SLC6A4,other,2.385821e-08,7.3452036e-08,231605
CD3E,ABCC3,SLC22A5,ABCC3@SLC22A5,other,3.110935e-09,9.117771e-09,231605
CD3E,SLC22A5,ABCC3,SLC22A5@ABCC3,other,-1.2495368e-08,3.7305494e-08,231605
CD3E,SLC12A2,SLC22A5,SLC12A2@SLC22A5,other,3.6627998e-10,1.1022767e-09,231605
CD3E,SLC22A5,SLC12A2,SLC22A5@SLC12A2,other,-2.1859572e-09,6.4535732e-09,231605
CD3E,SLC1A5,SLC22A5,SLC1A5@SLC22A5,other,2.4609128e-09,7.305157e-09,231605
CD3E,SLC22A5,SLC1A5,SLC22A5@SLC1A5,other,4.9599733e-09,1.5132557e-08,231605
CD3E,SLC12A2,SLC5A3,SLC12A2@SLC5A3,other,6.5985084e-09,1.9974149e-08,231605
CD3E,SLC5A3,SLC12A2,SLC5A3@SLC12A2,other,-5.161348e-09,1.5696141e-08,231605
CD3E,SLC22A4,SLC5A3,SLC22A4@SLC5A3,other,7.0990154e-08,2.1026032e-07,231605
CD3E,SLC12A2,SLC1A5,SLC12A2@SLC1A5,other,5.790916e-07,6.339278e-06,231605
CD3E,SLC1A5,SLC12A2,SLC1A5@SLC12A2,other,-1.1002429e-08,3.3869338e-08,231605
CD3E,SLC5A3,SLC1A5,SLC5A3@SLC1A5,other,2.897171e-07,3.089505e-06,231605
CD3E,SLC5A3,SLC5A3,SLC5A3@SLC5A3,other,-1.5334681e-10,4.783906e-10,231605
CD3E,SLC1A5,SLC29A1,SLC1A5@SLC29A1,other,-7.345291e-08,2.2649427e-07,231605
CD3E,SLC29A1,SLC1A5,SLC29A1@SLC1A5,other,5.7279e-09,1.7081671e-08,231605
CD3E,SLC22A5,SLC29A1,SLC22A5@SLC29A1,other,-1.046869e-08,3.259414e-08,231605
CD3E,SLC29A1,SLC22A5,SLC29A1@SLC22A5,other,-1.1606115e-08,3.429187e-08,231605
CD3E,SLC12A2,SLC29A1,SLC12A2@SLC29A1,other,-3.3724598e-07,2.471204e-06,231605
CD3E,SLC29A1,SLC12A2,SLC29A1@SLC12A2,other,-5.493184e-08,1.6015385e-07,231605
CD3E,SLC5A3,SLC29A1,SLC5A3@SLC29A1,other,-1.5166312e-07,8.171252e-07,231605
CD3E,SLC9A1,SLC9A1,SLC9A1@SLC9A1,other,-1.3671853e-09,4.084618e-09,231605
CD3E,AQP9,AQP9,AQP9@AQP9,other,-5.734553e-07,6.967938e-06,231605
CD4,ABCC3,ABCC3,ABCC3@ABCC3,T Cell,0.00016763569,0.00017479056,46723
CD4,ABCA1,ABCA1,ABCA1@ABCA1,T Cell,0.0002471485,0.00018309332,46723
CD4,ABCC1,ABCC4,ABCC1@ABCC4,T Cell,2.0024854e-06,2.3438852e-06,46723
CD4,ABCC4,ABCC1,ABCC4@ABCC1,T Cell,6.3662665e-05,6.773954e-05,46723
CD4,ABCC1,ABCC1,ABCC1@ABCC1,T Cell,0.00073273113,0.0007637112,46723
CD4,FOLR1,FOLR1,FOLR1@FOLR1,T Cell,-0.00036519888,0.000397412,46723
CD4,ATP7A,ATP7A,ATP7A@ATP7A,T Cell,3.055287e-05,3.362291e-05,46723
CD4,SLC16A4,SLC16A4,SLC16A4@SLC16A4,T Cell,-1.6146653e-07,2.9273016e-07,46723
CD4,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,T Cell,0.014785755,0.013010056,46723
CD4,SLC16A1,SLCO2B1,SLC16A1@SLCO2B1,T Cell,0.00034764237,0.00035369786,46723
CD4,SLCO2B1,SLC16A1,SLCO2B1@SLC16A1,T Cell,-9.60648e-07,1.2977657e-06,46723
CD4,SLC29A3,SLC29A3,SLC29A3@SLC29A3,T Cell,-9.137696e-05,0.000120256955,46723
CD4,SLC29A1,SLC29A1,SLC29A1@SLC29A1,T Cell,0.0005503966,0.0005498712,46723
CD4,CD38,CD38,CD38@CD38,T Cell,4.901743e-05,5.8194313e-05,46723
CD4,ATP7A,TAP1,ATP7A@TAP1,T Cell,0.00039074925,0.00038616275,46723
CD4,TAP1,ATP7A,TAP1@ATP7A,T Cell,0.00048321803,0.0004767751,46723
CD4,TAP1,TAP1,TAP1@TAP1,T Cell,0.002896959,0.0030662115,46723
CD4,SCNN1A,SCNN1A,SCNN1A@SCNN1A,T Cell,-0.00016132244,0.0001685959,46723
CD4,SLC39A8,SLC39A8,SLC39A8@SLC39A8,T Cell,4.009299e-05,4.224778e-05,46723
CD4,ORAI2,ORAI3,ORAI2@ORAI3,T Cell,4.286674e-05,4.418783e-05,46723
CD4,ORAI3,ORAI2,ORAI3@ORAI2,T Cell,4.317988e-10,4.7650435e-09,46723
CD4,ORAI2,ORAI2,ORAI2@ORAI2,T Cell,1.2806406e-07,1.4885408e-07,46723
CD4,ORAI3,ORAI3,ORAI3@ORAI3,T Cell,2.3938383e-05,2.5638737e-05,46723
CD4,CLCN3,CLCN5,CLCN3@CLCN5,T Cell,1.5729631e-06,2.283893e-06,46723
CD4,CLCN3,CLCN3,CLCN3@CLCN3,T Cell,8.41368e-05,9.4812196e-05,46723
CD4,CLCN3,CLCN4,CLCN3@CLCN4,T Cell,-4.647148e-08,5.9575665e-08,46723
CD4,CLCN4,CLCN3,CLCN4@CLCN3,T Cell,2.024764e-07,2.106708e-07,46723
CD4,SLC12A2,SLC12A6,SLC12A2@SLC12A6,T Cell,8.163342e-05,8.9042056e-05,46723
CD4,SLC12A2,SLC12A2,SLC12A2@SLC12A2,T Cell,-1.1548739e-05,1.15087705e-05,46723
CD4,ABCG2,CD36,ABCG2@CD36,T Cell,-7.699376e-08,8.1409624e-08,46723
CD4,CD36,ABCG2,CD36@ABCG2,T Cell,-6.057137e-08,6.755052e-08,46723
CD4,CD36,CD36,CD36@CD36,T Cell,-0.00019980589,0.00020561728,46723
CD4,ABCC3,ABCC4,ABCC3@ABCC4,T Cell,6.5261406e-07,6.6822105e-07,46723
CD4,ABCC1,ABCC3,ABCC1@ABCC3,T Cell,6.403052e-05,8.124086e-05,46723
CD4,ABCC3,ABCC1,ABCC3@ABCC1,T Cell,0.0010020365,0.0009846486,46723
CD4,SLC1A3,SLC1A3,SLC1A3@SLC1A3,T Cell,2.250976e-05,2.3678187e-05,46723
CD4,SLC2A1,SLC2A1,SLC2A1@SLC2A1,T Cell,-9.372181e-05,0.000107223204,46723
CD4,SLC2A3,SLC2A3,SLC2A3@SLC2A3,T Cell,6.255144e-06,0.00026040088,46723
CD4,SLC2A3,SLC2A9,SLC2A3@SLC2A9,T Cell,9.765822e-05,9.9418634e-05,46723
CD4,SLC2A9,SLC2A3,SLC2A9@SLC2A3,T Cell,-8.054947e-05,9.791328e-05,46723
CD4,SLC2A1,SLC2A9,SLC2A1@SLC2A9,T Cell,-8.014889e-08,9.25598e-08,46723
CD4,SLC2A9,SLC2A1,SLC2A9@SLC2A1,T Cell,-1.1888816e-05,1.7570357e-05,46723
CD4,ABCG2,SLCO2B1,ABCG2@SLCO2B1,T Cell,0.00025174825,0.00026702104,46723
CD4,SLCO2B1,ABCG2,SLCO2B1@ABCG2,T Cell,-1.8068147e-05,1.9618317e-05,46723
CD4,MSR1,MSR1,MSR1@MSR1,T Cell,0.007952312,0.0072415355,46723
CD4,CPT1A,CPT1A,CPT1A@CPT1A,T Cell,7.73951e-06,9.50662e-06,46723
CD4,CD36,MSR1,CD36@MSR1,T Cell,0.00028875208,0.0002633398,46723
CD4,MSR1,CD36,MSR1@CD36,T Cell,-0.0004250221,0.0008535729,46723
CD4,ABCC4,FOLR1,ABCC4@FOLR1,T Cell,-1.5583083e-06,9.84297e-07,46723
CD4,FOLR1,ABCC4,FOLR1@ABCC4,T Cell,5.3896615e-06,5.465888e-06,46723
CD4,ABCG2,FOLR2,ABCG2@FOLR2,T Cell,7.033668e-05,7.704457e-05,46723
CD4,FOLR2,FOLR2,FOLR2@FOLR2,T Cell,0.0010113589,0.0009727502,46723
CD4,ABCC3,FOLR1,ABCC3@FOLR1,T Cell,-0.00030344128,0.00031341743,46723
CD4,FOLR1,ABCC3,FOLR1@ABCC3,T Cell,0.00031160607,0.0003284495,46723
CD4,LRP1,LRP1,LRP1@LRP1,T Cell,0.0020798282,0.001980376,46723
CD4,SLC3A2,SLC40A1,SLC3A2@SLC40A1,T Cell,0.004108505,0.0034091026,46723
CD4,SLC40A1,SLC3A2,SLC40A1@SLC3A2,T Cell,0.0049481587,0.00474215,46723
CD4,SLC11A1,SLC11A1,SLC11A1@SLC11A1,T Cell,-4.476776e-06,5.442675e-06,46723
CD4,SLC11A2,SLC40A1,SLC11A2@SLC40A1,T Cell,0.007057473,0.005738434,46723
CD4,SLC40A1,SLC11A2,SLC40A1@SLC11A2,T Cell,0.005417389,0.005146292,46723
CD4,SLC11A1,SLC11A2,SLC11A1@SLC11A2,T Cell,-3.6068126e-05,3.8887556e-05,46723
CD4,SLC11A2,SLC11A1,SLC11A2@SLC11A1,T Cell,-4.247617e-06,4.7402546e-06,46723
CD4,SLC11A2,SLC11A2,SLC11A2@SLC11A2,T Cell,0.001268725,0.001261765,46723
CD4,CUBN,SLC40A1,CUBN@SLC40A1,T Cell,0.00010859866,0.000108357846,46723
CD4,SLC11A1,SLC3A2,SLC11A1@SLC3A2,T Cell,-2.60674e-07,2.8363831e-07,46723
CD4,SLC3A2,SLC11A1,SLC3A2@SLC11A1,T Cell,-1.3768162e-06,1.5424662e-06,46723
CD4,SLC3A2,SLC3A2,SLC3A2@SLC3A2,T Cell,0.00070013857,0.0006967085,46723
CD4,SLC11A2,SLC3A2,SLC11A2@SLC3A2,T Cell,0.0014385608,0.0014096261,46723
CD4,SLC3A2,SLC11A2,SLC3A2@SLC11A2,T Cell,0.0006634061,0.0006624942,46723
CD4,SLC40A1,SLC40A1,SLC40A1@SLC40A1,T Cell,0.023378002,0.017876327,46723
CD4,SLC1A5,SLC1A5,SLC1A5@SLC1A5,T Cell,5.7451296e-05,5.9743725e-05,46723
CD4,SLC7A5,SLC7A5,SLC7A5@SLC7A5,T Cell,6.777017e-11,8.8834184e-10,46723
CD4,SLC1A5,SLC43A2,SLC1A5@SLC43A2,T Cell,0.0003262487,0.0003281761,46723
CD4,SLC43A2,SLC1A5,SLC43A2@SLC1A5,T Cell,-3.7820986e-09,5.3744382e-09,46723
CD4,SLC43A2,SLC43A2,SLC43A2@SLC43A2,T Cell,2.4806049e-08,2.710867e-08,46723
CD4,SLC1A3,SLC3A2,SLC1A3@SLC3A2,T Cell,1.0691402e-06,1.1872e-06,46723
CD4,SLC3A2,SLC1A3,SLC3A2@SLC1A3,T Cell,0.00057745853,0.0005918682,46723
CD4,SLC1A1,SLC3A2,SLC1A1@SLC3A2,T Cell,5.8857822e-05,6.50707e-05,46723
CD4,SLC1A1,SLC1A5,SLC1A1@SLC1A5,T Cell,2.5876395e-07,2.7860227e-07,46723
CD4,SLC16A1,SLC1A3,SLC16A1@SLC1A3,T Cell,1.373276e-08,1.6695092e-08,46723
CD4,SLC1A5,SLC3A2,SLC1A5@SLC3A2,T Cell,0.0010271679,0.0010307613,46723
CD4,SLC3A2,SLC1A5,SLC3A2@SLC1A5,T Cell,1.2716225e-05,1.4062146e-05,46723
CD4,SLC7A7,SLC7A7,SLC7A7@SLC7A7,T Cell,0.0006109869,0.0005482179,46723
CD4,SLC38A7,SLC3A2,SLC38A7@SLC3A2,T Cell,0.00011753413,0.00012517604,46723
CD4,SLC3A2,SLC38A7,SLC3A2@SLC38A7,T Cell,0.00019629246,0.00021298554,46723
CD4,SLC38A7,SLC7A5,SLC38A7@SLC7A5,T Cell,1.3831561e-10,1.9817399e-09,46723
CD4,SLC7A5,SLC38A7,SLC7A5@SLC38A7,T Cell,1.6084972e-05,2.1060967e-05,46723
CD4,SLC1A5,SLC38A7,SLC1A5@SLC38A7,T Cell,0.00038570893,0.00038181062,46723
CD4,SLC38A7,SLC1A5,SLC38A7@SLC1A5,T Cell,5.318874e-08,5.686696e-08,46723
CD4,SLC3A2,SLC7A5,SLC3A2@SLC7A5,T Cell,-3.3119557e-07,1.11273636e-07,46723
CD4,SLC7A5,SLC3A2,SLC7A5@SLC3A2,T Cell,0.00013513147,0.00014425085,46723
