sample_id,metabolite,n_gene_pairs,transporter_genes,global_significant,global_FDR_np,n_sig_gene_pairs_global,25_06_11_ICI_5K_Coarse_annotations_n_sig_pairs,25_06_11_ICI_5K_Coarse_annotations_interactions,25_06_11_ICI_5K_Coarse_annotations_within_Tcell,25_06_11_ICI_5K_Coarse_annotations_Tcell_interfaces,25_06_11_ICI_5K_Coarse_annotations_tcell_involved
13473_HS4_UC-Slice_4,Adenosylcobalamin,1,CUBN,False,0.2025848164802461,0,0,,,,False
13473_HS4_UC-Slice_4,Amiloride-sensitive sodium transport,3,"SCNN1A, SCNN1G",True,0.0028698573354631,2,5,IEC (self) (2.0e-03); Fibroblast–IEC (7.1e-03); Fibroblast–Muscularis_mucosa (8.7e-03); IEC–T (1.9e-02); Fibroblast–MNP (4.4e-02),IEC (self) (2.0e-03),Fibroblast–IEC (7.1e-03); Fibroblast–Muscularis_mucosa (8.7e-03); IEC–T (1.9e-02); Fibroblast–MNP (4.4e-02),True
13473_HS4_UC-Slice_4,Ammonium,1,RHAG,False,0.2043382918187814,0,0,,,,False
13473_HS4_UC-Slice_4,Anion exchange,3,"SLC26A2, SLC26A3",True,0.0028698573354631,3,6,Fibroblast–IEC (2.0e-03); IEC (self) (2.0e-03); IEC–T (2.0e-03); MAST–MNP (1.6e-02); MNP–Pericyte (1.9e-02); IEC–MNP (2.2e-02),IEC (self) (2.0e-03),Fibroblast–IEC (2.0e-03); IEC–T (2.0e-03); MAST–MNP (1.6e-02); MNP–Pericyte (1.9e-02); IEC–MNP (2.2e-02),True
13473_HS4_UC-Slice_4,Betaine,1,SLC6A12,False,0.177091192666108,0,0,,,,False
13473_HS4_UC-Slice_4,Bilirubin,3,"ABCC2, SLCO1B1",True,0.0386209526356864,0,0,,,,False
13473_HS4_UC-Slice_4,Butyrate,1,SLC16A1,True,0.0028698573354631,1,1,Endothelial–Pericyte (2.0e-03),,Endothelial–Pericyte (2.0e-03),True
13473_HS4_UC-Slice_4,Cadmium,1,SLC39A8,True,0.0427489177091047,0,0,,,,False
13473_HS4_UC-Slice_4,Calcidiol,3,"CUBN, LRP2",False,0.3902809550500896,0,0,,,,False
13473_HS4_UC-Slice_4,Calcium,1,CUBN,False,0.2025848164802461,0,0,,,,False
13473_HS4_UC-Slice_4,Calcium release-activated calcium transport,1,ORAI3,False,0.6808257945378622,0,0,,,,False
13473_HS4_UC-Slice_4,Chenodeoxycholic acid,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",True,0.0039960038848221,1,0,,,,False
13473_HS4_UC-Slice_4,Chenodeoxycholic acid 3-sulfate,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",True,0.0039960038848221,1,0,,,,False
13473_HS4_UC-Slice_4,Chloride,3,"CLCN3, CLCN5",True,0.0028698573354631,1,5,Enteric_glia–Plasma (2.0e-02); Fibroblast–IEC (2.3e-02); Enteric_glia–Fibroblast (3.7e-02); IEC–MNP (3.7e-02); Enteric_glia–MAST (4.8e-02),,Enteric_glia–Plasma (2.0e-02); Fibroblast–IEC (2.3e-02); Enteric_glia–Fibroblast (3.7e-02); IEC–MNP (3.7e-02); Enteric_glia–MAST (4.8e-02),True
13473_HS4_UC-Slice_4,Chloride ion,6,"SLC12A2, SLC12A6, SLC5A7",True,0.0028698573354631,1,5,IEC (self) (2.0e-03); Endothelial–Fibroblast (1.0e-02); Enteric_glia–Fibroblast (1.8e-02); IEC–T (4.0e-02); Fibroblast–Pericyte (4.5e-02),IEC (self) (2.0e-03),Endothelial–Fibroblast (1.0e-02); Enteric_glia–Fibroblast (1.8e-02); IEC–T (4.0e-02); Fibroblast–Pericyte (4.5e-02),True
13473_HS4_UC-Slice_4,Chloride_bicarbonate anion exchange,1,SLC4A1,False,0.0651641936477171,0,0,,,,False
13473_HS4_UC-Slice_4,Cholesterol,6,"ABCB1, ABCG2, CD36",True,0.0028698573354631,4,3,IEC (self) (2.0e-03); IEC–T (7.1e-03); Enteric_glia–Pericyte (2.8e-02),IEC (self) (2.0e-03),IEC–T (7.1e-03); Enteric_glia–Pericyte (2.8e-02),True
13473_HS4_UC-Slice_4,Cholic acid,36,"ABCB1, ABCC1, ABCC2, ABCC3, ABCC4, SLC10A1, SLCO1B1, SLCO1B3",True,0.0028698573354631,3,3,IEC (self) (2.0e-03); Fibroblast (self) (5.6e-03); IEC–T (4.2e-02),IEC (self) (2.0e-03); Fibroblast (self) (5.6e-03),IEC–T (4.2e-02),True
13473_HS4_UC-Slice_4,Choline,10,"SLC22A1, SLC22A2, SLC22A5, SLC5A7",True,0.0028698573354631,1,2,IEC (self) (3.8e-03); IEC–MNP (2.0e-02),IEC (self) (3.8e-03),IEC–MNP (2.0e-02),True
13473_HS4_UC-Slice_4,Citric acid,1,SLCO2B1,True,0.0131535130065111,1,2,Enteric_glia–IEC (3.8e-03); Fibroblast–MNP (1.5e-02),,Enteric_glia–IEC (3.8e-03); Fibroblast–MNP (1.5e-02),True
13473_HS4_UC-Slice_4,Cobalamin,1,CUBN,False,0.2025848164802461,0,0,,,,False
13473_HS4_UC-Slice_4,Coprocholic acid,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",True,0.0039960038848221,1,0,,,,False
13473_HS4_UC-Slice_4,Cortisol,3,"ABCB1, ABCG2",True,0.0028698573354631,3,2,IEC (self) (2.0e-03); IEC–T (7.1e-03),IEC (self) (2.0e-03),IEC–T (7.1e-03),True
13473_HS4_UC-Slice_4,Creatine,1,SLC22A5,True,0.0028698573354631,1,2,IEC (self) (3.8e-03); IEC–MNP (2.0e-02),IEC (self) (3.8e-03),IEC–MNP (2.0e-02),True
13473_HS4_UC-Slice_4,Cyclic AMP,1,ABCC4,True,0.0131535130065111,1,2,Fibroblast (self) (7.1e-03); MNP (self) (3.6e-02),Fibroblast (self) (7.1e-03); MNP (self) (3.6e-02),,True
13473_HS4_UC-Slice_4,Cytidine,1,SLC29A1,False,0.8559901401018485,0,0,,,,False
13473_HS4_UC-Slice_4,D-Aspartate,3,"SLC1A2, SLC1A3",False,0.2802270119604857,0,0,,,,False
13473_HS4_UC-Slice_4,D-Fructose,1,SLC2A2,False,0.1618213658573246,0,0,,,,False
13473_HS4_UC-Slice_4,D-Galactose,6,"SLC2A1, SLC2A2, SLC2A3",True,0.0039960038848221,1,2,IEC (self) (2.0e-03); Fibroblast–Plasma (7.1e-03),IEC (self) (2.0e-03),Fibroblast–Plasma (7.1e-03),True
13473_HS4_UC-Slice_4,D-Glucose,15,"SLC2A1, SLC2A2, SLC2A3, SLC2A4, SLC2A9",True,0.030550093820659,1,2,IEC (self) (2.0e-03); Fibroblast–Plasma (7.1e-03),IEC (self) (2.0e-03),Fibroblast–Plasma (7.1e-03),True
13473_HS4_UC-Slice_4,D-Lactate,1,SLC16A1,True,0.0028698573354631,1,1,Endothelial–Pericyte (2.0e-03),,Endothelial–Pericyte (2.0e-03),True
13473_HS4_UC-Slice_4,D-Maltose,1,SLC2A3,False,0.0536663347482681,0,0,,,,False
13473_HS4_UC-Slice_4,D-Mannose,6,"SLC2A1, SLC2A2, SLC2A3",True,0.0039960038848221,1,2,IEC (self) (2.0e-03); Fibroblast–Plasma (7.1e-03),IEC (self) (2.0e-03),Fibroblast–Plasma (7.1e-03),True
13473_HS4_UC-Slice_4,D-Xylose,1,SLC2A3,False,0.0536663347482681,0,0,,,,False
