,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
324,TAP1,TAP1,1474.0060007724423,5.346078345311297,4.494015808397699e-08,9.271864194167885e-07,0.034586523934473944,6566.564357242316,0.000999001,0.010878010575349132,0.12090369052900495,True
341,AQP7,AQP8,245.2369404704362,0.6518047565029033,0.2572635664116376,0.6678630333335228,0.006557135710448235,11453.75763382464,0.000999001,0.010878010575349132,0.6213396480479454,True
344,AQP7,AQP7,239.49825555249404,0.8686371948811927,0.19252280173842595,0.537092854543616,0.006403694977847897,1185.9107667656424,0.000999001,0.010878010575349132,0.06433289423397578,True
347,AQP8,AQP8,2931.3213636342525,10.631621348258518,1.0619379232514076e-26,8.325593318291035e-25,0.6742175077422542,36758.19876803701,0.000999001,0.010878010575349132,0.7111097285810706,True
353,ABCB1,SLC22A5,-628.4793075504735,-1.6834229325288017,0.9538533765298353,0.9813924503929013,-0.023575914920135582,4832.231945473196,0.000999001,0.010878010575349132,0.2685719656712979,True
354,ABCG2,SLC22A5,-783.1703246543248,-2.097772939792827,0.9820373959873584,0.9973022259767992,-0.060160032195674326,3778.6221751076446,0.000999001,0.010878010575349132,0.3991875789556146,True
364,ABCC3,SLC22A5,1188.1112272998264,3.1739260640111415,0.0007519599745589933,0.006271666170789902,0.03479045926418456,7320.321778478588,0.000999001,0.010878010575349132,0.1934248987727771,True
369,ABCB1,SLC15A1,-200.8510526975209,-0.4860606153673988,0.6865379050837793,0.8747229122914058,-0.007534452245488019,676.9533654140691,0.000999001,0.010878010575349132,0.03762457971152979,True
373,CLCN3,CLCN3,1129.2610754791729,4.095721576885334,2.104277408942593e-05,0.00022913242897374902,0.028333748807771106,4348.567915260435,0.000999001,0.010878010575349132,0.09595541688705901,True
375,SLC9A3,SLC9A3,3574.246429541133,12.963448878608741,9.858937084046594e-39,9.661758342365663e-37,0.2601870270543304,42371.48818708831,0.000999001,0.010878010575349132,0.4874060919236231,True
376,SLC9A1,SLC9A1,447.6366165323517,1.6235350608870895,0.05223753734962037,0.21110427465001222,0.012906712674300486,2601.074293149016,0.000999001,0.010878010575349132,0.07813877177498393,True
377,SLC9A1,SLC9A3,-934.2674358616878,-2.555578025232442,0.9946994204593149,0.999800443128337,-0.026937745730080998,17330.72080822342,0.000999001,0.010878010575349132,0.5206315104095923,True
380,SLC6A9,SLC6A9,370.83542293157336,1.3449845001783696,0.089315120028779,0.3095962140480012,0.011072120758667595,793.6334787768867,0.000999001,0.010878010575349132,0.05360981344749628,True
381,SLC26A2,SLC26A2,4493.270800694258,16.296662099491382,5.21155576443877e-60,1.021464929829999e-57,0.18131650463250001,74244.1840774027,0.000999001,0.010878010575349132,0.4334040971159771,True
382,SLC26A3,SLC26A3,4031.40517941215,14.621519803540027,1.0238876550432342e-48,1.3378798692564926e-46,0.32175571445232826,46384.62047298628,0.000999001,0.010878010575349132,0.5389531635907896,True
383,SLC26A2,SLC26A3,2278.4532064519726,5.809902493465382,3.125461920446148e-09,8.167873818765933e-08,0.09194219304537622,89214.30984777755,0.000999001,0.010878010575349132,0.5207929468130497,True
385,SCNN1A,SCNN1A,634.8743992009232,2.3026285346070017,0.010649876129678916,0.06987467749692308,0.019233098756925995,8592.965491652074,0.000999001,0.010878010575349132,0.1577777550481948,True
