,Cell Type 1,Cell Type 2,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
674,Endothelial,Endothelial,ABCG2,ABCG2,58.8769,3.1426164179362934,0.0008372255575751166,0.05851562627790392,0.19021181482993127,44.022015,0.006993006993006993,0.01197934795219863,0.1937421136927774,True
675,Endothelial,Endothelial,ABCB1,ABCG2,42.46193,2.266450116406705,0.011711919042527049,0.5721209484967783,0.1450575871289409,43.459396,0.004995004995004995,0.008962206829505407,0.19870162474840591,True
701,Endothelial,Endothelial,SLC9A1,SLC9A3,97.96438,5.228951681652938,8.523695378749992e-08,1.2491338098600392e-05,0.28110349604823087,48.07663,0.005994005994005994,0.010481435423698704,0.28110778495543937,True
704,Endothelial,Endothelial,SLC26A3,SLC26A3,74.37695,3.9699480631845856,3.5944150094773484e-05,0.003711233497285362,0.06221029417537467,25.552986,0.017982017982017984,0.02653209083868389,0.31874109146246826,True
767,Endothelial,Fibroblast,SLC16A1,SLC16A1,90.5313,5.307038993077168,5.571017481267668e-08,9.038975863356791e-06,1.3684109899276515,15.970646,0.007992007992007992,0.013392730471299264,0.9728373287709711,True
769,Endothelial,Fibroblast,SLC16A1,SLC22A5,76.86138,4.505693980979105,3.3078185791835085e-06,0.0004174283279230744,1.161785539707834,17.8697,0.01098901098901099,0.017473950620607956,1.088516445118849,True
787,Endothelial,Fibroblast,CD36,MSR1,13.790659,0.8084227448281324,0.2094236314192725,0.667406621886333,0.11492730263660428,33.36797,0.017982017982017984,0.02653209083868389,0.060582622854402954,True
842,Endothelial,IEC,SLC1A5,SLC5A3,38.00935,1.7439885767172008,0.04058054088409916,0.667406621886333,0.27894035307209986,70.277176,0.012987012987012988,0.020170940170940174,0.40739199744251076,True
846,Endothelial,IEC,CD36,MSR1,80.84279,3.709321539380382,0.000103907687844112,0.009377329449699351,0.5049333564944106,36.261135,0.001998001998001998,0.004030605273944528,0.08817848016399289,True
948,Endothelial,MNP,SLC16A1,SLCO2B1,21.160688,1.8703582828006762,0.030717040500393193,0.667406621886333,0.32347526292684875,41.79458,0.03396603396603397,0.04531797130916074,2.545878632517595,True
963,Endothelial,MNP,MSR1,MSR1,14.151194,1.2508006212148983,0.10550361409856035,0.667406621886333,14.151193618774414,122.51395,0.005994005994005994,0.010481435423698704,122.51394653320312,True
964,Endothelial,MNP,CD36,MSR1,4.3798647,0.3871290031099013,0.34933035352524566,0.667406621886333,0.11427524705462981,92.03082,0.011988011988011988,0.01880577985550361,0.4457791434269082,True
1188,Endothelial,Plasma,SLC40A1,SLC40A1,31.656725,1.7950881833811274,0.03631982557844811,0.667406621886333,0.265177118930171,63.61483,0.015984015984015984,0.024028916153337066,0.36593424582612044,True
1203,Endothelial,Plasma,FABP5,FABP5,13.985605,0.7930509160118459,0.21387407928351654,0.667406621886333,0.177743274307324,144.97144,0.01998001998001998,0.028898195087306837,0.15008418009259342,True
1365,Enteric_glia,Fibroblast,SLC40A1,SLC40A1,11.3012,1.7649509042722866,0.038786008674596355,0.667406621886333,0.5181489988152471,39.784843,0.01898101898101898,0.02775370750909856,0.5958025542168603,True
1381,Enteric_glia,Fibroblast,ABCA1,ABCA1,7.8269486,1.222364013644175,0.11078500078843384,0.667406621886333,0.5264297267515327,39.047726,0.023976023976023976,0.03373275841532268,0.7971216115960967,True
1399,Enteric_glia,Fibroblast,AQP7,AQP7,11.35428,1.7732406948196175,0.03809441571562114,0.667406621886333,0.5492503835065796,14.062086,0.023976023976023976,0.03373275841532268,0.4254501908245709,True
1433,Enteric_glia,IEC,SLC12A2,SLC12A2,39.404167,2.5595757088220137,0.005240001297151267,0.28213422421838885,0.6578254132207659,169.0563,0.01098901098901099,0.017473950620607956,0.7993646073555335,True
1434,Enteric_glia,IEC,SLC12A2,SLC5A3,38.437794,2.4968030081354433,0.006265927602253707,0.33100126857021617,0.6416924746146518,72.21749,0.008991008991008992,0.014756558470431303,0.3414726619074412,True
1576,Enteric_glia,MNP,AQP7,AQP7,36.97981,6.8669781022078595,3.278806553660849e-12,7.093151511086303e-10,4.495374732539661,19.692507,0.012987012987012988,0.020170940170940174,1.0619860624095543,True
1635,Enteric_glia,Muscularis_mucosa,AQP7,AQP7,16.516119,5.505373001098633,1.841937238651732e-08,3.218431105844161e-06,1.185316755436564,26.495852,0.000999000999000999,0.0021148469424331494,0.6733040668089096,True
1835,Enteric_glia,T,SLC3A1,SLC3A1,149.71208,24.612514653245842,4.639590429464946e-134,3.01109418872275e-131,2.7176613679612305,19.151318,0.000999000999000999,0.0021148469424331494,2.142869832495582,True
1847,Enteric_glia,T,SLC12A2,SLC5A3,22.261185,3.659716219645256,0.00012624735758237057,0.01062114343512425,3.105992982124743,38.761898,0.000999000999000999,0.0021148469424331494,1.313479113366561,True
1850,Enteric_glia,T,CD36,CD36,9.744755,1.602027819222134,0.05457472894801302,0.667406621886333,9.744754791259766,54.93398,0.014985014985014986,0.022730191344548605,54.93397903442383,True
1890,Fibroblast,Fibroblast,SLC16A1,SLC22A5,105.730156,4.156681345560039,1.614519383213982e-05,0.0017889662336441757,0.34471236196151317,17.384312,0.011988011988011988,0.01880577985550361,0.4332217945727339,True
1904,Fibroblast,Fibroblast,SLC1A5,SLC5A3,2.4007392,0.09438279675053482,0.46240254050062785,0.667406621886333,0.0038897067356916735,107.83171,0.02197802197802198,0.03136856859759782,0.1300573912451073,True
1911,Fibroblast,Fibroblast,FABP5,FABP5,109.94313,4.322310465822967,7.720185413989814e-06,0.0009229684825198876,0.21405468308566525,107.98182,0.03296703296703297,0.04420579420579421,0.19234554994537142,True
1961,Fibroblast,IEC,SLC12A2,SLC1A5,157.03575,3.6159939282257834,0.00014959869407324555,0.012162882722755805,0.20215762337594848,254.97046,0.000999000999000999,0.0021148469424331494,0.23549864038700488,True
1964,Fibroblast,IEC,SLC12A2,SLC12A2,135.23373,3.113968362790851,0.0009229464077373401,0.06352947773258691,0.17409112293464693,650.9134,0.001998001998001998,0.004030605273944528,0.601203838387671,True
1965,Fibroblast,IEC,SLC12A2,SLC5A3,118.25624,2.723035010899862,0.003234260122119303,0.18837491967676914,0.15223540113716805,257.88702,0.002997002997002997,0.005779025728091943,0.23819247041357933,True
1968,Fibroblast,IEC,CD36,CD36,46.001564,1.059258001978048,0.14474114805819488,0.667406621886333,0.1547728843680176,1399.7892,0.016983016983016984,0.025296343001261032,17.265503502581893,True
1990,Fibroblast,IEC,AQP8,AQP8,22.300875,0.5135125400187733,0.30379642060386947,0.667406621886333,0.05652255382910394,106.70037,0.03196803196803197,0.04300585408077265,0.9231137111740891,True
1998,Fibroblast,IEC,SLC9A3,SLC9A3,45.7834,1.0542344681582474,0.14588779149173886,0.667406621886333,0.2118142313313927,189.2284,0.000999000999000999,0.0021148469424331494,1.2479136469085792,True
2002,Fibroblast,IEC,SLC26A3,SLC26A3,66.79255,1.5380029709893983,0.06202394417920978,0.667406621886333,0.13609994634183892,474.84427,0.000999000999000999,0.0021148469424331494,1.0243700610289035,True
