,Cell Type 1,Cell Type 2,metabolite,C_p,Z,Z_pval,Z_FDR,C_np,pval_np,FDR_np,selected
1239,Endothelial_arterial,Enteric_glia,25-Hydroxycholesterol,,,,,19.228151,0.03596403596403597,0.04683923904751084,True
1346,Endothelial_arterial,Fibroblast_CTF_S2,Adenosine triphosphate,,,,,47.246,0.000999000999000999,0.0023646655358064753,True
1912,Endothelial_arterial,IEC_Goblet,5-Hydroxyomeprazole,,,,,23.69547,0.001998001998001998,0.004358897887081603,True
1927,Endothelial_arterial,IEC_Goblet,Cholic acid,,,,,23.69547,0.000999000999000999,0.0023646655358064753,True
1975,Endothelial_arterial,IEC_Goblet,O-Desmethylverapamil (D-702),,,,,23.69547,0.002997002997002997,0.0060508364622854785,True
1983,Endothelial_arterial,IEC_Goblet,Taurocholic acid,,,,,23.69547,0.002997002997002997,0.0060508364622854785,True
2019,Endothelial_arterial,IEC_Goblet_2,Chloride,,,,,15.378694,0.011988011988011988,0.018600041695999905,True
2114,Endothelial_arterial,IEC_ISC,Chloride,,,,,16.217363,0.003996003996003996,0.007696583572069953,True
2363,Endothelial_arterial,MNP_mDC,Taurocholic acid,,,,,21.253874,0.006993006993006993,0.012077351552163329,True
2421,Endothelial_arterial,MNP_macrophage,Fatty acid,,,,,256.70364,0.012987012987012988,0.01983267868740915,True
2718,Endothelial_arterial,Pericyte,Iron,,,,,23.803236,0.01098901098901099,0.01746886839004705,True
2758,Endothelial_arterial,Plasma,2-Hydroxychlorpropamide,,,,,19.444752,0.004995004995004995,0.009181372373554783,True
2808,Endothelial_arterial,Plasma,Glycyl-glycine,,,,,19.444752,0.000999000999000999,0.0023646655358064753,True
2818,Endothelial_arterial,Plasma,L-Dopa,,,,,19.444752,0.000999000999000999,0.0023646655358064753,True
3147,Endothelial_lymphatic,Endothelial_venous,5-Hydroxyomeprazole,,,,,25.987913,0.000999000999000999,0.0023646655358064753,True
3161,Endothelial_lymphatic,Endothelial_venous,Cholesterol,,,,,25.987913,0.000999000999000999,0.0023646655358064753,True
3166,Endothelial_lymphatic,Endothelial_venous,Cortisol,,,,,25.987913,0.000999000999000999,0.0023646655358064753,True
3179,Endothelial_lymphatic,Endothelial_venous,Estradiol,,,,,25.987913,0.000999000999000999,0.0023646655358064753,True
3182,Endothelial_lymphatic,Endothelial_venous,Folic acid,,,,,25.987913,0.000999000999000999,0.0023646655358064753,True
3191,Endothelial_lymphatic,Endothelial_venous,Hydroxylansoprazole,,,,,25.987913,0.000999000999000999,0.0023646655358064753,True
3205,Endothelial_lymphatic,Endothelial_venous,N-Desmethyltamoxifen,,,,,25.987913,0.000999000999000999,0.0023646655358064753,True
3206,Endothelial_lymphatic,Endothelial_venous,N-desmethylimatinib,,,,,25.987913,0.000999000999000999,0.0023646655358064753,True
3210,Endothelial_lymphatic,Endothelial_venous,O-Desmethylverapamil (D-702),,,,,25.987913,0.014985014985014986,0.02233503422092963,True
3218,Endothelial_lymphatic,Endothelial_venous,Taurocholic acid,,,,,25.987913,0.000999000999000999,0.0023646655358064753,True
3219,Endothelial_lymphatic,Endothelial_venous,Testosterone,,,,,25.987913,0.000999000999000999,0.0023646655358064753,True
3343,Endothelial_lymphatic,Fibroblast_CTF_S2,Anion exchange,,,,,27.695602,0.03596403596403597,0.04683923904751084,True
3371,Endothelial_lymphatic,Fibroblast_CTF_S2,Fatty acid,,,,,55.7113,0.00999000999000999,0.016158457456324916,True
3913,Endothelial_lymphatic,IEC_Colonocyte_NOS,Anion exchange,,,,,137.02985,0.016983016983016984,0.024813620432697643,True
5305,Endothelial_venous,Enteric_glia,Sodium,,,,,22.85184,0.006993006993006993,0.012077351552163329,True
5984,Endothelial_venous,IEC_Goblet_2,alpha-Tocopherol,,,,,19.49988,0.000999000999000999,0.0023646655358064753,True
6518,Endothelial_venous,Myofibroblast,Iron,,,,,21.620811,0.01098901098901099,0.01746886839004705,True
6696,Endothelial_venous,Plasma,Fatty acid,,,,,122.03177,0.003996003996003996,0.007696583572069953,True
7008,Enteric_glia,Enteric_glia,Norepinephrine,,,,,21.543274,0.001998001998001998,0.004358897887081603,True
7153,Enteric_glia,Fibroblast_cCF_S1,Choline,,,,,19.859842,0.01998001998001998,0.028516175008157407,True
