,Cell Type 1,Cell Type 2,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
1,T Cell,T Cell,SLC2A1,SLC2A3,5176.7197,28.582781560319408,5.4994745218866124e-180,2.5382190101015133e-179,0.23137974797454416,51486.297,0.000999000999000999,0.001816365452729089,0.5050766422251823,True
5,T Cell,T Cell,SLC2A4,SLC2A4,2819.1514,15.565684829397393,6.226504773491464e-55,2.1182954384043126e-54,0.13972260148262425,25348.184,0.026973026973026972,0.04341999463950683,211.23992400752263,True
8,T Cell,T Cell,SLC38A7,SLC7A7,234.59761,1.2953091163761674,0.09760680779575648,0.1548569546759598,0.006873195279768307,3001.0544,0.001998001998001998,0.003516483516483516,0.23561818478489582,True
9,T Cell,T Cell,SLC7A5,SLC7A5,-288.9841,-1.595599115032615,0.9447108373766085,1.0,-0.007749291785450701,12022.099,0.028971028971028972,0.046297528137721845,0.21209531138821416,True
10,T Cell,T Cell,SLC7A5,SLC7A7,1681.9508,9.286736584717962,7.954567292861401e-21,2.2629372471071227e-20,0.04510257673847381,63472.766,0.000999000999000999,0.001816365452729089,1.1197941724718732,True
11,T Cell,T Cell,SLC1A5,SLC1A5,3187.908,17.601740414592633,1.1943477965687027e-69,4.4037404789684004e-69,0.10068070884926612,11606.068,0.000999000999000999,0.001816365452729089,0.1946846083372684,True
13,T Cell,T Cell,SLC1A5,SLC3A2,627.96893,3.467272672600182,0.00026288412574000707,0.0005194716257137864,0.01983255418093012,34483.438,0.000999000999000999,0.001816365452729089,0.5784383062320423,True
14,T Cell,T Cell,SLC3A2,SLC7A5,1144.1451,6.31729210447595,1.3309308276641216e-10,3.205891774665402e-10,0.03691480808047627,31128.436,0.000999000999000999,0.001816365452729089,0.2584209077562962,True
15,T Cell,T Cell,SLC3A2,SLC7A7,1460.7869,8.065600241198181,3.643845550522499e-16,9.776170989206705e-16,0.047130966881635594,19857.451,0.000999000999000999,0.001816365452729089,0.16485186188797812,True
16,T Cell,T Cell,SLC1A5,SLC38A7,3647.8447,20.141238949116243,1.6060009069922858e-90,6.463174381798224e-90,0.11520646065307871,18040.645,0.000999000999000999,0.001816365452729089,0.30262063826991165,True
17,T Cell,T Cell,SLC1A5,SLC7A5,-295.45566,-1.631331224842995,0.9485897759116471,1.0,-0.009331099096823912,22695.178,0.000999000999000999,0.001816365452729089,0.3806975498978904,True
18,T Cell,T Cell,SLC7A7,SLC7A7,22.102468,0.12203674569613612,0.451434958446698,0.6055834808431314,0.0006755237869878082,10925.093,0.000999000999000999,0.001816365452729089,0.2680550098563035,True
19,T Cell,T Cell,SLC1A5,SLC7A7,636.002,3.5116265903648087,0.00022268664706521563,0.0004426903224790431,0.020086255449986587,1152.1249,0.024975024975024976,0.040400775694893344,0.019326181241572767,True
22,T Cell,T Cell,SLC38A7,SLC7A5,646.3125,3.568554989062706,0.00017947776095987464,0.0003611442751021868,0.018935538240507914,17168.047,0.000999000999000999,0.001816365452729089,1.3478942542813122,True
27,T Cell,T Cell,SLC43A2,SLC43A2,1603.2532,8.852214853023845,4.289966394201889e-19,1.1748455685366168e-18,0.04492583420312258,5852.7637,0.000999000999000999,0.001816365452729089,0.1963453562696885,True
28,T Cell,T Cell,SLC43A2,SLC7A5,129.84145,0.7169075944455778,0.23671555782451054,0.3471828181426155,0.0036383743799462335,8415.662,0.000999000999000999,0.001816365452729089,0.28232408956659527,True
30,T Cell,T Cell,SLC16A4,SLC16A4,2101.7573,11.604659642417413,1.9511858599360406e-31,6.017676016625172e-31,0.06031587679361961,556.7464,0.000999000999000999,0.001816365452729089,0.08814616365844824,True
32,T Cell,T Cell,SLCO2B1,SLCO2B1,5043.2188,27.845668204231057,6.077117745415239e-171,2.766136353085557e-170,0.2024179629641696,32567.695,0.000999000999000999,0.001816365452729089,0.42476811987703483,True
50,T Cell,T Cell,SLC39A8,SLC39A8,1744.971,9.63469649687144,2.8530184085435174e-22,8.295119601932694e-22,0.05237138430157142,1544.8596,0.000999000999000999,0.001816365452729089,0.11964755549436445,True
51,T Cell,T Cell,CUBN,SLC40A1,10698.255,59.06942978253554,0.0,0.0,0.2909227554267373,14276.878,0.000999000999000999,0.001816365452729089,9.573420004408852,True
56,T Cell,T Cell,SLC40A1,SLC40A1,1626.203,8.978930222351403,1.3670604831904814e-19,3.775146104208024e-19,0.05013501433685827,18811.102,0.000999000999000999,0.001816365452729089,0.5083389482564162,True
58,T Cell,T Cell,SLC11A2,SLC3A2,-54.968697,-0.30350459951438846,0.6192473286108323,0.7390655278176299,-0.0018006317333451893,32804.836,0.000999000999000999,0.001816365452729089,0.5770083078970774,True
63,T Cell,T Cell,SLC16A9,SLC22A5,1672.3337,9.233636842999749,1.3079779015404584e-20,3.6845102724207495e-20,0.05985998880619334,838.62604,0.000999000999000999,0.001816365452729089,0.10530691421980744,True
65,T Cell,T Cell,SLC22A4,SLC22A5,753.83374,4.162223621912278,1.5758174085799226e-05,3.301712665596028e-05,0.025772610750919647,292.17938,0.000999000999000999,0.001816365452729089,0.059257135591564834,True
66,T Cell,T Cell,SLC22A4,SLC22A4,139.36592,0.7694961071665057,0.22079942730506108,0.3252848705833489,0.00476474246600878,320.4911,0.028971028971028972,0.046297528137721845,0.06499905557270728,True
70,T Cell,T Cell,SLC5A5,SLC5A5,3219.9116,17.77844568965491,5.190922929773024e-71,1.9247242323877506e-70,0.10952087734512614,852.10583,0.000999000999000999,0.001816365452729089,0.1346081085377372,True
85,T Cell,T Cell,SLC5A1,SLC5A1,1649.0775,9.105229733681167,4.3042027551829687e-20,1.1986387419496874e-19,0.0540141156268945,396.19138,0.000999000999000999,0.001816365452729089,0.08515732540202384,True
93,T Cell,T Cell,SLC1A5,SLC5A5,403.98953,2.2305910246628957,0.012854115936706517,0.023243058954044663,0.012758822720149105,2503.2,0.000999000999000999,0.001816365452729089,0.04198962878674698,True
95,T Cell,T Cell,SLC12A2,SLC5A5,163.89066,0.9049071716979182,0.18275728366200183,0.27476038090414856,0.005118358559938984,930.3577,0.002997002997002997,0.005246742647273151,0.04440998651275417,True
99,T Cell,T Cell,SLC5A3,SLC5A5,-116.9508,-0.6457330684482805,0.7407738795794931,0.8414987272331592,-0.003497170805255059,3537.1165,0.000999000999000999,0.001816365452729089,0.035406667485016266,True
