cell_type,gene_pair,n_cells,frac_sig,mean_cs,mean_cs_sig,mean_neg_log10_pval,log2_enrichment
T Cell,SLC2A9_SLC2A9,47703,0.013269605685177033,0.07195891354408022,4.95460235119424,1.3882821,-1.5065135856314011
T Cell,SLC2A1_SLC2A1,47703,0.05557302475735279,9.842267248504287,55.85003103385458,0.5190094,-0.991766531971259
T Cell,SLC2A3_SLC2A4,47703,0.0020963042156677777,0.04276295603459092,9.085266239592283,2.5535643,2.138934227758959
T Cell,SLC2A4_SLC2A4,47703,0.0,0.0,,2.9859807,-inf
T Cell,SLC2A2_SLC2A2,47703,0.0,0.0,,2.9996707,-inf
T Cell,SLC2A3_SLC2A3,47703,0.14787329937320504,1.8339407027143118,10.976288642064814,1.4237907,1.7692667266086204
T Cell,SLC2A1_SLC2A3,47703,0.002222082468607844,4.487468780748087,81.03154144952245,0.9663376,-1.0899997301393087
T Cell,SLC2A1_SLC2A9,47703,8.385216862671111e-05,1.751000412134151,45.27255152565934,1.3136208,-3.784875854086069
T Cell,SLC38A7_SLC7A7,47703,0.004423201895059011,1.1088130770983635,43.721585353737126,1.405652,1.091464802132711
T Cell,SLC1A5_SLC7A7,47703,0.003102530239188311,4.357332154560732,55.02600132978805,0.8899315,1.2558510605067044
T Cell,SLC3A2_SLC3A2,47703,0.07959667106890551,10.481472638480994,37.054069439827884,0.6284209,0.41241691043331735
T Cell,SLC7A7_SLC7A7,47703,0.09605265916189758,1.9696937740976337,16.245569607926786,1.0792531,0.7971668984543714
T Cell,SLC38A7_SLC3A2,47703,0.0022011194264511666,2.541414020947142,69.08220345816798,0.9516384,0.5297795960629719
T Cell,SLC1A5_SLC3A2,47703,0.0028928998176215334,11.599525954546861,87.25650565002667,0.4801913,0.39776268832860207
T Cell,SLC3A2_SLC7A5,47703,0.0038571997568287108,4.312463836107808,45.48144978284391,1.0416358,0.8105317987110467
T Cell,SLC1A5_SLC1A5,47703,0.042051862566295624,3.485399915919178,23.508814983361727,0.60195225,-0.4825789484276315
T Cell,SLC7A5_SLC7A5,47703,0.13057878959394587,1.1762290456943967,8.479759430828189,1.4472518,1.6318284182590959
T Cell,SLC3A2_SLC7A7,47703,0.003563717166635222,8.05418825657217,61.692080971601705,0.7189932,1.1208735192816182
T Cell,SLC7A5_SLC7A7,47703,0.017986290170429534,3.874763107385669,48.72361627891581,1.2916671,2.988268379436854
T Cell,SLC38A7_SLC38A7,47703,0.028006624321321512,0.23116528370855755,6.652388455455755,1.257696,-0.12856296762183198
T Cell,SLC1A5_SLC38A7,47703,0.0012787455715573444,1.8892971070568847,35.414582226402025,1.2505515,0.6659906132665194
T Cell,SLC38A7_SLC7A5,47703,0.0019285998784143554,0.4889194562912675,30.54389470994719,1.7951401,0.7495090712654799
T Cell,SLC1A5_SLC7A5,47703,0.0030396411127182775,2.465509109663311,40.51589336159358,1.3108537,0.7127891607115531
T Cell,SLC7A11_SLC7A11,47703,0.0024107498480179443,0.00966040485186632,4.007219936074601,2.2112806,-2.105231664120921
T Cell,SLC1A5_SLC43A2,47703,0.0019495629205710332,4.369267394205636,53.75066618680773,0.7792015,0.6982386531211842
T Cell,SLC43A2_SLC7A11,47703,0.0005869651803869778,0.1756072758029207,17.477270454211986,2.3750062,-0.4166172719155262
T Cell,SLC1A5_SLC7A11,47703,0.0006708173490136889,0.3804825809665665,21.52444426296034,2.0659616,-0.9107661072119877
T Cell,SLC43A2_SLC43A2,47703,0.0494308534054462,1.2195218318647219,14.430344115430684,0.8531533,0.16550271805572472
T Cell,SLC43A2_SLC7A5,47703,0.0025994172274280444,1.1443982413816423,36.5273744004841,1.5584993,0.8643118476499533
T Cell,SLC16A1_SLC16A1,47703,0.029956187241892543,0.48938603318216295,9.545637843980005,0.99785036,-0.3566902540912269
T Cell,SLC16A4_SLC16A4,47703,0.01913925748904681,0.1304660325698819,6.766229478863881,1.6305186,-1.042016099077249
T Cell,SLC22A5_SLC22A5,47703,0.0092447015910949,0.47546913295191706,16.25179268641752,0.6828522,-3.2100294661921125
T Cell,SLCO2B1_SLCO2B1,47703,0.1098882669853049,5.955838783759061,34.93783911291014,0.88683206,0.6064669089206866
T Cell,SLC16A1_SLC22A5,47703,0.0005660021382303,1.0037525261472078,48.48597763947152,1.4513113,-1.8687306328196387
T Cell,SLC16A1_SLCO2B1,47703,0.005010167075445989,2.7231923500338646,71.27267270181939,1.0273756,1.2718329188305066
T Cell,SLC16A1_SLC1A5,47703,0.0012158564450873112,2.291050714949577,59.12072770142812,0.92938346,-0.12223304024199301
T Cell,SLC16A1_SLC1A1,47703,0.0011948934029306333,0.03810510868825102,11.226302159988492,2.7431695,0.41289662181592207
T Cell,SLC16A1_SLC3A2,47703,0.0024317128901746223,3.980598428027069,72.43377768259808,0.78705555,0.8553411966967721
T Cell,SLC1A2_SLC1A2,47703,0.00012577825294006665,0.0006864038778162076,5.457254030577758,2.9824061,-0.39147978075920076
T Cell,SLC1A3_SLC7A11,47703,0.0007546695176404,0.04512706292162265,13.583856814537386,2.6746786,-0.4458343101976014
T Cell,SLC1A3_SLC1A5,47703,0.001404523824497411,0.7519853448950379,47.020718062720235,1.2844384,-0.41972394861028867
T Cell,SLC3A2_SLC7A11,47703,0.0008594847284237888,0.6563967097824882,22.547524093667086,1.6698478,-0.13949353178705118
T Cell,SLC1A1_SLC1A1,47703,0.0005031130117602666,0.0017103206047214751,3.399475991959522,2.9443088,-0.24867918036017664
T Cell,SLC16A1_SLC1A3,47703,0.0016141542460641888,0.4347131646265886,24.080622863857123,1.9655651,0.7909574901994623
T Cell,SLC1A3_SLC3A2,47703,0.002725195480368111,1.2692895396133206,60.81541234139945,1.1460637,0.44842867708316764
