group,left,right,count
lr,-0.008764712,-0.00839211,6
lr,-0.00839211,-0.008019507,2
lr,-0.008019507,-0.007646905,0
lr,-0.007646905,-0.007274302,0
lr,-0.007274302,-0.0069017,3
lr,-0.0069017,-0.0065290974,1
lr,-0.0065290974,-0.006156495,0
lr,-0.006156495,-0.0057838927,0
lr,-0.0057838927,-0.00541129,0
lr,-0.00541129,-0.0050386875,0
lr,-0.0050386875,-0.0046660854,4
lr,-0.0046660854,-0.0042934828,0
lr,-0.0042934828,-0.00392088,4
lr,-0.00392088,-0.0035482778,0
lr,-0.0035482778,-0.0031756754,0
lr,-0.0031756754,-0.0028030728,4
lr,-0.0028030728,-0.0024304704,0
lr,-0.0024304704,-0.002057868,0
lr,-0.002057868,-0.0016852655,4
lr,-0.0016852655,-0.0013126631,0
lr,-0.0013126631,-0.0009400606,17
lr,-0.0009400606,-0.0005674581,30
lr,-0.0005674581,-0.00019485567,80
lr,-0.00019485567,0.00017774678,3697
lr,0.00017774678,0.00055034924,64
lr,0.00055034924,0.0009229517,25
lr,0.0009229517,0.0012955541,15
lr,0.0012955541,0.0016681566,1
lr,0.0016681566,0.002040759,4
lr,0.002040759,0.0024133616,6
lr,0.0024133616,0.002785964,2
lr,0.002785964,0.0031585665,0
lr,0.0031585665,0.003531169,0
lr,0.003531169,0.0039037713,4
lr,0.0039037713,0.004276374,0
lr,0.004276374,0.004648976,0
lr,0.004648976,0.0050215786,1
lr,0.0050215786,0.0053941812,3
lr,0.0053941812,0.005766784,1
lr,0.005766784,0.006139386,3
lr,0.006139386,0.0065119886,0
lr,0.0065119886,0.006884591,0
lr,0.006884591,0.0072571933,0
lr,0.0072571933,0.007629796,0
lr,0.007629796,0.008002399,0
lr,0.008002399,0.008375001,0
lr,0.008375001,0.008747603,0
lr,0.008747603,0.009120205,0
lr,0.009120205,0.009492808,0
lr,0.009492808,0.009865411,4
ltf,-3.8028487e-05,-3.7183094e-05,4
ltf,-3.7183094e-05,-3.6337704e-05,0
ltf,-3.6337704e-05,-3.549231e-05,0
ltf,-3.549231e-05,-3.464692e-05,0
ltf,-3.464692e-05,-3.3801527e-05,0
ltf,-3.3801527e-05,-3.2956134e-05,0
ltf,-3.2956134e-05,-3.2110744e-05,0
ltf,-3.2110744e-05,-3.126535e-05,0
ltf,-3.126535e-05,-3.0419958e-05,0
ltf,-3.0419958e-05,-2.9574567e-05,0
ltf,-2.9574567e-05,-2.8729175e-05,0
ltf,-2.8729175e-05,-2.7883783e-05,0
ltf,-2.7883783e-05,-2.703839e-05,0
ltf,-2.703839e-05,-2.6192998e-05,0
ltf,-2.6192998e-05,-2.5347606e-05,0
ltf,-2.5347606e-05,-2.4502215e-05,0
ltf,-2.4502215e-05,-2.3656823e-05,0
ltf,-2.3656823e-05,-2.281143e-05,0
ltf,-2.281143e-05,-2.1966038e-05,0
ltf,-2.1966038e-05,-2.1120646e-05,0
ltf,-2.1120646e-05,-2.0275254e-05,0
ltf,-2.0275254e-05,-1.9429863e-05,0
ltf,-1.9429863e-05,-1.8584471e-05,0
ltf,-1.8584471e-05,-1.7739078e-05,0
ltf,-1.7739078e-05,-1.6893686e-05,0
ltf,-1.6893686e-05,-1.6048294e-05,0
ltf,-1.6048294e-05,-1.52029015e-05,0
ltf,-1.52029015e-05,-1.435751e-05,0
ltf,-1.435751e-05,-1.3512118e-05,0
ltf,-1.3512118e-05,-1.26667255e-05,0
ltf,-1.26667255e-05,-1.1821334e-05,0
ltf,-1.1821334e-05,-1.0975942e-05,0
ltf,-1.0975942e-05,-1.01305495e-05,0
ltf,-1.01305495e-05,-9.285158e-06,0
ltf,-9.285158e-06,-8.439765e-06,0
ltf,-8.439765e-06,-7.5943735e-06,0
ltf,-7.5943735e-06,-6.7489814e-06,1
ltf,-6.7489814e-06,-5.903589e-06,0
ltf,-5.903589e-06,-5.0581975e-06,0
ltf,-5.0581975e-06,-4.2128054e-06,1
ltf,-4.2128054e-06,-3.3674132e-06,3
ltf,-3.3674132e-06,-2.522021e-06,1
ltf,-2.522021e-06,-1.6766292e-06,0
ltf,-1.6766292e-06,-8.3123706e-07,8
ltf,-8.3123706e-07,1.4154966e-08,241
ltf,1.4154966e-08,8.59547e-07,37
ltf,8.59547e-07,1.7049391e-06,0
ltf,1.7049391e-06,2.5503311e-06,0
ltf,2.5503311e-06,3.395723e-06,0
ltf,3.395723e-06,4.241115e-06,4
metab,-0.003422489,-0.003083109,2
metab,-0.003083109,-0.002743729,0
metab,-0.002743729,-0.002404349,0
metab,-0.002404349,-0.002064969,0
metab,-0.002064969,-0.001725589,1
metab,-0.001725589,-0.001386209,0
metab,-0.001386209,-0.0010468292,0
metab,-0.0010468292,-0.00070744916,0
metab,-0.00070744916,-0.0003680692,5
metab,-0.0003680692,-2.8689206e-05,68
metab,-2.8689206e-05,0.00031069075,992
metab,0.00031069075,0.0006500707,14
metab,0.0006500707,0.0009894507,9
metab,0.0009894507,0.0013288307,13
metab,0.0013288307,0.0016682106,5
metab,0.0016682106,0.0020075906,10
metab,0.0020075906,0.0023469706,4
metab,0.0023469706,0.0026863506,6
metab,0.0026863506,0.0030257306,1
metab,0.0030257306,0.0033651106,1
metab,0.0033651106,0.0037044904,2
metab,0.0037044904,0.0040438706,0
metab,0.0040438706,0.0043832506,1
metab,0.0043832506,0.0047226306,1
metab,0.0047226306,0.00506201,1
metab,0.00506201,0.00540139,0
metab,0.00540139,0.00574077,1
metab,0.00574077,0.00608015,0
metab,0.00608015,0.00641953,0
metab,0.00641953,0.00675891,0
metab,0.00675891,0.00709829,0
metab,0.00709829,0.00743767,1
metab,0.00743767,0.00777705,0
metab,0.00777705,0.00811643,0
metab,0.00811643,0.00845581,0
metab,0.00845581,0.00879519,1
metab,0.00879519,0.00913457,0
metab,0.00913457,0.00947395,0
metab,0.00947395,0.00981333,0
metab,0.00981333,0.01015271,0
metab,0.01015271,0.01049209,0
metab,0.01049209,0.01083147,0
metab,0.01083147,0.01117085,0
metab,0.01117085,0.01151023,0
metab,0.01151023,0.01184961,0
metab,0.01184961,0.01218899,0
metab,0.01218899,0.01252837,0
metab,0.01252837,0.01286775,0
metab,0.01286775,0.01320713,0
metab,0.01320713,0.01354651,1
tf,-2.2406764,-2.1150377,4
tf,-2.1150377,-1.9893988,0
tf,-1.9893988,-1.8637601,0
tf,-1.8637601,-1.7381214,1
tf,-1.7381214,-1.6124825,7
tf,-1.6124825,-1.4868438,5
tf,-1.4868438,-1.3612051,2
tf,-1.3612051,-1.2355663,9
tf,-1.2355663,-1.1099275,2
tf,-1.1099275,-0.9842888,6
tf,-0.9842888,-0.85865,15
tf,-0.85865,-0.73301125,18
tf,-0.73301125,-0.6073725,24
tf,-0.6073725,-0.48173374,41
tf,-0.48173374,-0.356095,51
tf,-0.356095,-0.23045622,91
tf,-0.23045622,-0.10481746,276
tf,-0.10481746,0.020821305,3503
tf,0.020821305,0.14646007,1134
tf,0.14646007,0.27209884,184
tf,0.27209884,0.3977376,108
tf,0.3977376,0.52337635,63
tf,0.52337635,0.6490151,18
tf,0.6490151,0.77465385,9
tf,0.77465385,0.90029263,9
tf,0.90029263,1.0259314,12
tf,1.0259314,1.1515702,9
tf,1.1515702,1.2772089,1
tf,1.2772089,1.4028476,5
tf,1.4028476,1.5284865,4
tf,1.5284865,1.6541252,1
tf,1.6541252,1.7797639,3
tf,1.7797639,1.9054028,4
tf,1.9054028,2.0310414,12
tf,2.0310414,2.1566803,0
tf,2.1566803,2.282319,4
tf,2.282319,2.4079578,0
tf,2.4079578,2.5335965,8
tf,2.5335965,2.6592352,4
tf,2.6592352,2.784874,0
tf,2.784874,2.910513,4
tf,2.910513,3.0361516,0
tf,3.0361516,3.1617904,0
tf,3.1617904,3.287429,0
tf,3.287429,3.4130678,0
tf,3.4130678,3.5387065,1
tf,3.5387065,3.6643455,0
tf,3.6643455,3.7899842,1
tf,3.7899842,3.915623,1
tf,3.915623,4.0412617,1
