gene,ligand,tf,pair,cell_type,mean,std,n
CD3E,VEGFC,ZBTB1,VEGFC#ZBTB1,Gamma delta T cell,-2.8456764e-08,4.8493107e-09,2417
CD3E,EBI3,CTCF,EBI3#CTCF,ISG CD8 T cell,-3.3256304e-09,3.4828818e-09,239
CD3E,CSF1,ETV5,CSF1#ETV5,ISG CD8 T cell,1.4091853e-07,1.098086e-07,239
CD3E,IL15,ETV5,IL15#ETV5,ISG CD8 T cell,1.1448673e-07,8.640292e-08,239
CD3E,IL6,FLI1,IL6#FLI1,ISG CD8 T cell,8.2002266e-08,4.3175202e-08,239
CD3E,CXCL12,FOXJ2,CXCL12#FOXJ2,ISG CD8 T cell,-4.1342835e-07,3.0774487e-07,239
CD3E,TGFB3,FOXO1,TGFB3#FOXO1,ISG CD8 T cell,-4.257261e-08,2.4947278e-08,239
CD3E,TNFSF9,HOXB7,TNFSF9#HOXB7,ISG CD8 T cell,2.0250194e-07,1.8770412e-07,239
CD3E,IL18,HOXB7,IL18#HOXB7,ISG CD8 T cell,4.1552175e-06,1.2626734e-06,239
CD3E,HBEGF,HOXB7,HBEGF#HOXB7,ISG CD8 T cell,2.8728988e-07,1.8243267e-07,239
CD3E,CXCL12,HOXB7,CXCL12#HOXB7,ISG CD8 T cell,-3.7320373e-05,7.13192e-06,239
CD3E,POSTN,POU1F1,POSTN#POU1F1,ISG CD8 T cell,-1.6207046e-08,1.4111563e-08,239
CD3E,PDGFA,POU2F1,PDGFA#POU2F1,ISG CD8 T cell,4.6978323e-09,2.0520456e-09,239
CD3E,FGF2,RUNX1,FGF2#RUNX1,ISG CD8 T cell,8.0354646e-08,1.6194182e-08,239
CD3E,IL18,SIN3A,IL18#SIN3A,ISG CD8 T cell,-7.022093e-08,2.537347e-08,239
CD3E,CXCL12,SIN3A,CXCL12#SIN3A,ISG CD8 T cell,-3.3562476e-06,1.6598827e-06,239
CD3E,EBI3,SIN3A,EBI3#SIN3A,ISG CD8 T cell,2.4170999e-09,4.5251547e-10,239
CD3E,IFNG,STAT1,IFNG#STAT1,ISG CD8 T cell,-1.0270873e-07,5.532516e-08,239
CD3E,IL6,STAT3,IL6#STAT3,ISG CD8 T cell,-9.717185e-07,2.9690383e-07,239
CD3E,TNFSF12,STAT5A,TNFSF12#STAT5A,ISG CD8 T cell,2.289228e-07,1.6108916e-07,239
CD3E,TNFSF12,TCF7L2,TNFSF12#TCF7L2,ISG CD8 T cell,-1.02781996e-07,2.0820202e-08,239
CD3E,VEGFC,ZBTB1,VEGFC#ZBTB1,ISG CD8 T cell,-2.8669009e-08,5.0326348e-09,239
CD3E,EBI3,CTCF,EBI3#CTCF,Proliferating CD8 T cell,-2.7614822e-09,3.5440024e-09,1993
CD3E,CSF1,ETV5,CSF1#ETV5,Proliferating CD8 T cell,1.1762614e-07,1.2058676e-07,1993
CD3E,IL15,ETV5,IL15#ETV5,Proliferating CD8 T cell,1.2094168e-07,9.3342194e-08,1993
CD3E,IL6,FLI1,IL6#FLI1,Proliferating CD8 T cell,7.031447e-08,4.220969e-08,1993
CD3E,CXCL12,FOXJ2,CXCL12#FOXJ2,Proliferating CD8 T cell,-4.3216036e-07,3.3078345e-07,1993
CD3E,TGFB3,FOXO1,TGFB3#FOXO1,Proliferating CD8 T cell,-3.9155683e-08,2.6345344e-08,1993
CD3E,TNFSF9,HOXB7,TNFSF9#HOXB7,Proliferating CD8 T cell,1.619393e-07,1.8874245e-07,1993
CD3E,IL18,HOXB7,IL18#HOXB7,Proliferating CD8 T cell,4.0260297e-06,1.1695261e-06,1993
CD3E,HBEGF,HOXB7,HBEGF#HOXB7,Proliferating CD8 T cell,3.275312e-07,1.8733152e-07,1993
CD3E,CXCL12,HOXB7,CXCL12#HOXB7,Proliferating CD8 T cell,-3.8028487e-05,6.9476087e-06,1993
CD3E,POSTN,POU1F1,POSTN#POU1F1,Proliferating CD8 T cell,-1.2160281e-08,1.3510654e-08,1993
CD3E,PDGFA,POU2F1,PDGFA#POU2F1,Proliferating CD8 T cell,5.1546922e-09,2.1664122e-09,1993
CD3E,FGF2,RUNX1,FGF2#RUNX1,Proliferating CD8 T cell,8.2205396e-08,1.5041797e-08,1993
CD3E,IL18,SIN3A,IL18#SIN3A,Proliferating CD8 T cell,-7.345263e-08,2.7058366e-08,1993
CD3E,CXCL12,SIN3A,CXCL12#SIN3A,Proliferating CD8 T cell,-3.7796513e-06,1.692712e-06,1993
CD3E,EBI3,SIN3A,EBI3#SIN3A,Proliferating CD8 T cell,2.4591011e-09,4.5144816e-10,1993
CD3E,IFNG,STAT1,IFNG#STAT1,Proliferating CD8 T cell,-9.046705e-08,5.5694088e-08,1993
CD3E,IL6,STAT3,IL6#STAT3,Proliferating CD8 T cell,-1.0386333e-06,2.8975427e-07,1993
CD3E,TNFSF12,STAT5A,TNFSF12#STAT5A,Proliferating CD8 T cell,1.8018864e-07,1.5759952e-07,1993
CD3E,TNFSF12,TCF7L2,TNFSF12#TCF7L2,Proliferating CD8 T cell,-9.8621385e-08,2.0307597e-08,1993
CD3E,VEGFC,ZBTB1,VEGFC#ZBTB1,Proliferating CD8 T cell,-2.8059231e-08,4.994094e-09,1993
CD3E,EBI3,CTCF,EBI3#CTCF,other,-4.5727702e-10,1.8316123e-09,103187
CD3E,CSF1,ETV5,CSF1#ETV5,other,1.8217401e-08,6.3497694e-08,103187
CD3E,IL15,ETV5,IL15#ETV5,other,1.437073e-08,5.089027e-08,103187
CD3E,IL6,FLI1,IL6#FLI1,other,1.0117541e-08,3.1118407e-08,103187
CD3E,CXCL12,FOXJ2,CXCL12#FOXJ2,other,-4.753416e-08,1.7140677e-07,103187
CD3E,TGFB3,FOXO1,TGFB3#FOXO1,other,-5.5519025e-09,1.731964e-08,103187
CD3E,TNFSF9,HOXB7,TNFSF9#HOXB7,other,2.5808642e-08,9.757446e-08,103187
CD3E,IL18,HOXB7,IL18#HOXB7,other,5.064173e-07,1.4554566e-06,103187
CD3E,HBEGF,HOXB7,HBEGF#HOXB7,other,3.02258e-08,1.0251379e-07,103187
CD3E,CXCL12,HOXB7,CXCL12#HOXB7,other,-4.270671e-06,1.2011763e-05,103187
CD3E,POSTN,POU1F1,POSTN#POU1F1,other,-2.059904e-09,7.491986e-09,103187
CD3E,PDGFA,POU2F1,PDGFA#POU2F1,other,5.180854e-10,1.5942068e-09,103187
CD3E,FGF2,RUNX1,FGF2#RUNX1,other,9.389201e-09,2.6398e-08,103187
CD3E,IL18,SIN3A,IL18#SIN3A,other,-8.2247045e-09,2.4328797e-08,103187
CD3E,CXCL12,SIN3A,CXCL12#SIN3A,other,-3.6088082e-07,1.1372102e-06,103187
CD3E,EBI3,SIN3A,EBI3#SIN3A,other,2.7952685e-10,7.8509754e-10,103187
CD3E,IFNG,STAT1,IFNG#STAT1,other,-1.2925097e-08,3.965012e-08,103187
CD3E,IL6,STAT3,IL6#STAT3,other,-1.090403e-07,3.1812343e-07,103187
CD3E,TNFSF12,STAT5A,TNFSF12#STAT5A,other,2.8502857e-08,9.4281376e-08,103187
CD3E,TNFSF12,TCF7L2,TNFSF12#TCF7L2,other,-1.1900489e-08,3.3441072e-08,103187
CD3E,VEGFC,ZBTB1,VEGFC#ZBTB1,other,-3.3004837e-09,9.2426315e-09,103187
HIF1A,PDGFD,ATF3,PDGFD#ATF3,Effector CD8 T cell,0.0,0.0,4715
HIF1A,ANGPTL4,BRCA1,ANGPTL4#BRCA1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,IL18,E2F1,IL18#E2F1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,VEGFA,EGR3,VEGFA#EGR3,Effector CD8 T cell,0.0,0.0,4715
HIF1A,IL18,EMX2,IL18#EMX2,Effector CD8 T cell,0.0,0.0,4715
HIF1A,VEGFA,ETS1,VEGFA#ETS1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,CXCL12,FOXJ2,CXCL12#FOXJ2,Effector CD8 T cell,0.0,0.0,4715
HIF1A,TGFA,FOXN1,TGFA#FOXN1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,VEGFA,FOXO4,VEGFA#FOXO4,Effector CD8 T cell,0.0,0.0,4715
HIF1A,BMP4,GATA3,BMP4#GATA3,Effector CD8 T cell,0.0,0.0,4715
HIF1A,BMP4,HES1,BMP4#HES1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,VEGFA,HLX,VEGFA#HLX,Effector CD8 T cell,0.0,0.0,4715
HIF1A,VEGFA,KLF4,VEGFA#KLF4,Effector CD8 T cell,0.0,0.0,4715
HIF1A,TNFSF10,KLF4,TNFSF10#KLF4,Effector CD8 T cell,0.0,0.0,4715
HIF1A,WNT3A,KLF5,WNT3A#KLF5,Effector CD8 T cell,0.0,0.0,4715
HIF1A,PDGFC,KLF5,PDGFC#KLF5,Effector CD8 T cell,0.0,0.0,4715
HIF1A,TGFB3,MYC,TGFB3#MYC,Effector CD8 T cell,0.0,0.0,4715
HIF1A,ADM,PAX1,ADM#PAX1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,WNT5A,PAX8,WNT5A#PAX8,Effector CD8 T cell,0.0,0.0,4715
HIF1A,IL18,POLR2A,IL18#POLR2A,Effector CD8 T cell,0.0,0.0,4715
HIF1A,TGFA,POLR2A,TGFA#POLR2A,Effector CD8 T cell,0.0,0.0,4715
HIF1A,IL6,POU5F1,IL6#POU5F1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,IL36G,PPARD,IL36G#PPARD,Effector CD8 T cell,0.0,0.0,4715
HIF1A,INHBA,PRDM1,INHBA#PRDM1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,VEGFA,PRDM1,VEGFA#PRDM1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,WNT3A,PRDM1,WNT3A#PRDM1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,IL36G,PRDM1,IL36G#PRDM1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,IL18,RREB1,IL18#RREB1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,ANGPTL4,RREB1,ANGPTL4#RREB1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,ADM,RREB1,ADM#RREB1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,BMP2,RXRA,BMP2#RXRA,Effector CD8 T cell,0.0,0.0,4715
HIF1A,CXCL12,RXRA,CXCL12#RXRA,Effector CD8 T cell,0.0,0.0,4715
HIF1A,IL18,SIN3A,IL18#SIN3A,Effector CD8 T cell,0.0,0.0,4715
HIF1A,CXCL12,SIN3A,CXCL12#SIN3A,Effector CD8 T cell,0.0,0.0,4715
HIF1A,IL6,SMAD1,IL6#SMAD1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,IL18,SMAD1,IL18#SMAD1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,PDGFA,SP1,PDGFA#SP1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,IL6,STAT3,IL6#STAT3,Effector CD8 T cell,0.0,0.0,4715
HIF1A,PDGFA,TAF1,PDGFA#TAF1,Effector CD8 T cell,0.0,0.0,4715
HIF1A,PDGFD,ATF3,PDGFD#ATF3,Gamma delta T cell,0.0,0.0,2417
HIF1A,ANGPTL4,BRCA1,ANGPTL4#BRCA1,Gamma delta T cell,0.0,0.0,2417
HIF1A,IL18,E2F1,IL18#E2F1,Gamma delta T cell,0.0,0.0,2417
HIF1A,VEGFA,EGR3,VEGFA#EGR3,Gamma delta T cell,0.0,0.0,2417
HIF1A,IL18,EMX2,IL18#EMX2,Gamma delta T cell,0.0,0.0,2417
HIF1A,VEGFA,ETS1,VEGFA#ETS1,Gamma delta T cell,0.0,0.0,2417
HIF1A,CXCL12,FOXJ2,CXCL12#FOXJ2,Gamma delta T cell,0.0,0.0,2417
HIF1A,TGFA,FOXN1,TGFA#FOXN1,Gamma delta T cell,0.0,0.0,2417
HIF1A,VEGFA,FOXO4,VEGFA#FOXO4,Gamma delta T cell,0.0,0.0,2417
HIF1A,BMP4,GATA3,BMP4#GATA3,Gamma delta T cell,0.0,0.0,2417
HIF1A,BMP4,HES1,BMP4#HES1,Gamma delta T cell,0.0,0.0,2417
HIF1A,VEGFA,HLX,VEGFA#HLX,Gamma delta T cell,0.0,0.0,2417
HIF1A,VEGFA,KLF4,VEGFA#KLF4,Gamma delta T cell,0.0,0.0,2417
HIF1A,TNFSF10,KLF4,TNFSF10#KLF4,Gamma delta T cell,0.0,0.0,2417
HIF1A,WNT3A,KLF5,WNT3A#KLF5,Gamma delta T cell,0.0,0.0,2417
HIF1A,PDGFC,KLF5,PDGFC#KLF5,Gamma delta T cell,0.0,0.0,2417
HIF1A,TGFB3,MYC,TGFB3#MYC,Gamma delta T cell,0.0,0.0,2417
HIF1A,ADM,PAX1,ADM#PAX1,Gamma delta T cell,0.0,0.0,2417
HIF1A,WNT5A,PAX8,WNT5A#PAX8,Gamma delta T cell,0.0,0.0,2417
HIF1A,IL18,POLR2A,IL18#POLR2A,Gamma delta T cell,0.0,0.0,2417
HIF1A,TGFA,POLR2A,TGFA#POLR2A,Gamma delta T cell,0.0,0.0,2417
HIF1A,IL6,POU5F1,IL6#POU5F1,Gamma delta T cell,0.0,0.0,2417
HIF1A,IL36G,PPARD,IL36G#PPARD,Gamma delta T cell,0.0,0.0,2417
HIF1A,INHBA,PRDM1,INHBA#PRDM1,Gamma delta T cell,0.0,0.0,2417
HIF1A,VEGFA,PRDM1,VEGFA#PRDM1,Gamma delta T cell,0.0,0.0,2417
HIF1A,WNT3A,PRDM1,WNT3A#PRDM1,Gamma delta T cell,0.0,0.0,2417
HIF1A,IL36G,PRDM1,IL36G#PRDM1,Gamma delta T cell,0.0,0.0,2417
HIF1A,IL18,RREB1,IL18#RREB1,Gamma delta T cell,0.0,0.0,2417
HIF1A,ANGPTL4,RREB1,ANGPTL4#RREB1,Gamma delta T cell,0.0,0.0,2417
HIF1A,ADM,RREB1,ADM#RREB1,Gamma delta T cell,0.0,0.0,2417
HIF1A,BMP2,RXRA,BMP2#RXRA,Gamma delta T cell,0.0,0.0,2417
HIF1A,CXCL12,RXRA,CXCL12#RXRA,Gamma delta T cell,0.0,0.0,2417
HIF1A,IL18,SIN3A,IL18#SIN3A,Gamma delta T cell,0.0,0.0,2417
HIF1A,CXCL12,SIN3A,CXCL12#SIN3A,Gamma delta T cell,0.0,0.0,2417
HIF1A,IL6,SMAD1,IL6#SMAD1,Gamma delta T cell,0.0,0.0,2417
HIF1A,IL18,SMAD1,IL18#SMAD1,Gamma delta T cell,0.0,0.0,2417
HIF1A,PDGFA,SP1,PDGFA#SP1,Gamma delta T cell,0.0,0.0,2417
HIF1A,IL6,STAT3,IL6#STAT3,Gamma delta T cell,0.0,0.0,2417
HIF1A,PDGFA,TAF1,PDGFA#TAF1,Gamma delta T cell,0.0,0.0,2417
HIF1A,PDGFD,ATF3,PDGFD#ATF3,ISG CD8 T cell,0.0,0.0,239
HIF1A,ANGPTL4,BRCA1,ANGPTL4#BRCA1,ISG CD8 T cell,0.0,0.0,239
HIF1A,IL18,E2F1,IL18#E2F1,ISG CD8 T cell,0.0,0.0,239
HIF1A,VEGFA,EGR3,VEGFA#EGR3,ISG CD8 T cell,0.0,0.0,239
HIF1A,IL18,EMX2,IL18#EMX2,ISG CD8 T cell,0.0,0.0,239
HIF1A,VEGFA,ETS1,VEGFA#ETS1,ISG CD8 T cell,0.0,0.0,239
HIF1A,CXCL12,FOXJ2,CXCL12#FOXJ2,ISG CD8 T cell,0.0,0.0,239
HIF1A,TGFA,FOXN1,TGFA#FOXN1,ISG CD8 T cell,0.0,0.0,239
HIF1A,VEGFA,FOXO4,VEGFA#FOXO4,ISG CD8 T cell,0.0,0.0,239
HIF1A,BMP4,GATA3,BMP4#GATA3,ISG CD8 T cell,0.0,0.0,239
HIF1A,BMP4,HES1,BMP4#HES1,ISG CD8 T cell,0.0,0.0,239
HIF1A,VEGFA,HLX,VEGFA#HLX,ISG CD8 T cell,0.0,0.0,239
HIF1A,VEGFA,KLF4,VEGFA#KLF4,ISG CD8 T cell,0.0,0.0,239
HIF1A,TNFSF10,KLF4,TNFSF10#KLF4,ISG CD8 T cell,0.0,0.0,239
HIF1A,WNT3A,KLF5,WNT3A#KLF5,ISG CD8 T cell,0.0,0.0,239
HIF1A,PDGFC,KLF5,PDGFC#KLF5,ISG CD8 T cell,0.0,0.0,239
HIF1A,TGFB3,MYC,TGFB3#MYC,ISG CD8 T cell,0.0,0.0,239
HIF1A,ADM,PAX1,ADM#PAX1,ISG CD8 T cell,0.0,0.0,239
HIF1A,WNT5A,PAX8,WNT5A#PAX8,ISG CD8 T cell,0.0,0.0,239
HIF1A,IL18,POLR2A,IL18#POLR2A,ISG CD8 T cell,0.0,0.0,239
HIF1A,TGFA,POLR2A,TGFA#POLR2A,ISG CD8 T cell,0.0,0.0,239
HIF1A,IL6,POU5F1,IL6#POU5F1,ISG CD8 T cell,0.0,0.0,239
HIF1A,IL36G,PPARD,IL36G#PPARD,ISG CD8 T cell,0.0,0.0,239
HIF1A,INHBA,PRDM1,INHBA#PRDM1,ISG CD8 T cell,0.0,0.0,239
HIF1A,VEGFA,PRDM1,VEGFA#PRDM1,ISG CD8 T cell,0.0,0.0,239
HIF1A,WNT3A,PRDM1,WNT3A#PRDM1,ISG CD8 T cell,0.0,0.0,239
HIF1A,IL36G,PRDM1,IL36G#PRDM1,ISG CD8 T cell,0.0,0.0,239
HIF1A,IL18,RREB1,IL18#RREB1,ISG CD8 T cell,0.0,0.0,239
HIF1A,ANGPTL4,RREB1,ANGPTL4#RREB1,ISG CD8 T cell,0.0,0.0,239
HIF1A,ADM,RREB1,ADM#RREB1,ISG CD8 T cell,0.0,0.0,239
HIF1A,BMP2,RXRA,BMP2#RXRA,ISG CD8 T cell,0.0,0.0,239
HIF1A,CXCL12,RXRA,CXCL12#RXRA,ISG CD8 T cell,0.0,0.0,239
HIF1A,IL18,SIN3A,IL18#SIN3A,ISG CD8 T cell,0.0,0.0,239
HIF1A,CXCL12,SIN3A,CXCL12#SIN3A,ISG CD8 T cell,0.0,0.0,239
HIF1A,IL6,SMAD1,IL6#SMAD1,ISG CD8 T cell,0.0,0.0,239
HIF1A,IL18,SMAD1,IL18#SMAD1,ISG CD8 T cell,0.0,0.0,239
HIF1A,PDGFA,SP1,PDGFA#SP1,ISG CD8 T cell,0.0,0.0,239
HIF1A,IL6,STAT3,IL6#STAT3,ISG CD8 T cell,0.0,0.0,239
HIF1A,PDGFA,TAF1,PDGFA#TAF1,ISG CD8 T cell,0.0,0.0,239
HIF1A,PDGFD,ATF3,PDGFD#ATF3,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,ANGPTL4,BRCA1,ANGPTL4#BRCA1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,IL18,E2F1,IL18#E2F1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,VEGFA,EGR3,VEGFA#EGR3,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,IL18,EMX2,IL18#EMX2,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,VEGFA,ETS1,VEGFA#ETS1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,CXCL12,FOXJ2,CXCL12#FOXJ2,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,TGFA,FOXN1,TGFA#FOXN1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,VEGFA,FOXO4,VEGFA#FOXO4,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,BMP4,GATA3,BMP4#GATA3,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,BMP4,HES1,BMP4#HES1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,VEGFA,HLX,VEGFA#HLX,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,VEGFA,KLF4,VEGFA#KLF4,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,TNFSF10,KLF4,TNFSF10#KLF4,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,WNT3A,KLF5,WNT3A#KLF5,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,PDGFC,KLF5,PDGFC#KLF5,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,TGFB3,MYC,TGFB3#MYC,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,ADM,PAX1,ADM#PAX1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,WNT5A,PAX8,WNT5A#PAX8,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,IL18,POLR2A,IL18#POLR2A,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,TGFA,POLR2A,TGFA#POLR2A,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,IL6,POU5F1,IL6#POU5F1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,IL36G,PPARD,IL36G#PPARD,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,INHBA,PRDM1,INHBA#PRDM1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,VEGFA,PRDM1,VEGFA#PRDM1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,WNT3A,PRDM1,WNT3A#PRDM1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,IL36G,PRDM1,IL36G#PRDM1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,IL18,RREB1,IL18#RREB1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,ANGPTL4,RREB1,ANGPTL4#RREB1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,ADM,RREB1,ADM#RREB1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,BMP2,RXRA,BMP2#RXRA,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,CXCL12,RXRA,CXCL12#RXRA,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,IL18,SIN3A,IL18#SIN3A,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,CXCL12,SIN3A,CXCL12#SIN3A,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,IL6,SMAD1,IL6#SMAD1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,IL18,SMAD1,IL18#SMAD1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,PDGFA,SP1,PDGFA#SP1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,IL6,STAT3,IL6#STAT3,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,PDGFA,TAF1,PDGFA#TAF1,Proliferating CD8 T cell,0.0,0.0,1993
HIF1A,PDGFD,ATF3,PDGFD#ATF3,other,-6.159695e-10,2.894365e-09,103187
HIF1A,ANGPTL4,BRCA1,ANGPTL4#BRCA1,other,-1.8260906e-08,1.0319616e-07,103187
HIF1A,IL18,E2F1,IL18#E2F1,other,-3.8932413e-08,2.2023957e-07,103187
