gene,metabolite,cell_type,mean,std,n
ATP1A1,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid|1b,3a,12a-Trihydroxy-5b-cholanoic acid|3-Sulfodeoxycholic acid|3alpha,7alpha-Dihydroxycoprostanic acid|3b-Hydroxy-5-cholenoic acid|Chenodeoxycholic acid|Chenodeoxycholic acid 3-sulfate|Coprocholic acid|Deoxycholic acid|Folinic acid|Glutathione|Glycochenodeoxycholate-3-sulfate|Hyodeoxycholic acid|Isoursodeoxycholic acid|Lithocholic acid|Sulfolithocholic acid|Trihydroxycoprostanoic acid|Ursocholic acid|Ursodeoxycholic acid|Ursodeoxycholic acid 3-sulfate|Varanic acid",Endothelial,0.0,0.0,265
ATP1A1,"17a-Ethynylestradiol|3',4'-Dihydrodiol|4'-Hydroxydiclofenac|4-Hydroxycyclophosphamide|8-Hydroxycarvedilol|E-3179|Estriol|Glycerol|N-Desmethylcitalopram|N-Desmethyleletriptan|O-Deethylated candesartan|Progesterone",Endothelial,0.0,0.0,265
ATP1A1,2-Hydroxychlorpropamide,Endothelial,0.0,0.0,265
ATP1A1,25-Hydroxycholesterol,Endothelial,0.0,0.0,265
ATP1A1,4-ene-Valproic acid,Endothelial,0.0,0.0,265
ATP1A1,5-Hydroxyomeprazole,Endothelial,0.0,0.0,265
ATP1A1,Acetate,Endothelial,0.0,0.0,265
ATP1A1,Acetyl-L-Carnitine|Choline|Creatine|Dopamine|Histamine|Norepinephrine,Endothelial,0.0,0.0,265
ATP1A1,Adenosine triphosphate,Endothelial,0.0,0.0,265
ATP1A1,Amiloride-sensitive sodium transport,Endothelial,0.0,0.0,265
ATP1A1,Anion exchange,Endothelial,0.0,0.0,265
ATP1A1,Chloride,Endothelial,0.0,0.0,265
ATP1A1,Chloride ion,Endothelial,0.0,0.0,265
ATP1A1,Cholesterol|Cortisol|Hydroxylansoprazole|N-Desmethyltamoxifen|N-desmethylimatinib,Endothelial,0.0,0.0,265
ATP1A1,Cholic acid,Endothelial,0.0,0.0,265
ATP1A1,Citric acid|Oxalic acid,Endothelial,0.0,0.0,265
ATP1A1,Estradiol,Endothelial,0.0,0.0,265
ATP1A1,Fatty acid,Endothelial,0.0,0.0,265
ATP1A1,Folic acid,Endothelial,0.0,0.0,265
ATP1A1,Glycyl-glycine|L-Dopa,Endothelial,0.0,0.0,265
ATP1A1,Iron,Endothelial,0.0,0.0,265
ATP1A1,L-Arginine|L-Cystine|L-Lysine|L-Ornithine,Endothelial,0.0,0.0,265
ATP1A1,L-Carnitine,Endothelial,0.0,0.0,265
ATP1A1,Neurotransmitter,Endothelial,0.0,0.0,265
ATP1A1,Nicotinate,Endothelial,0.0,0.0,265
ATP1A1,O-Desmethylverapamil (D-702),Endothelial,0.0,0.0,265
ATP1A1,Phosphate,Endothelial,0.0,0.0,265
ATP1A1,Sodium,Endothelial,0.0,0.0,265
ATP1A1,Sodium_hydrogen exchange,Endothelial,0.0,0.0,265
ATP1A1,Taurocholic acid,Endothelial,0.0,0.0,265
ATP1A1,Testosterone,Endothelial,0.0,0.0,265
ATP1A1,Water,Endothelial,0.0,0.0,265
ATP1A1,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid|1b,3a,12a-Trihydroxy-5b-cholanoic acid|3-Sulfodeoxycholic acid|3alpha,7alpha-Dihydroxycoprostanic acid|3b-Hydroxy-5-cholenoic acid|Chenodeoxycholic acid|Chenodeoxycholic acid 3-sulfate|Coprocholic acid|Deoxycholic acid|Folinic acid|Glutathione|Glycochenodeoxycholate-3-sulfate|Hyodeoxycholic acid|Isoursodeoxycholic acid|Lithocholic acid|Sulfolithocholic acid|Trihydroxycoprostanoic acid|Ursocholic acid|Ursodeoxycholic acid|Ursodeoxycholic acid 3-sulfate|Varanic acid",Enteric_glia,0.0,0.0,91
ATP1A1,"17a-Ethynylestradiol|3',4'-Dihydrodiol|4'-Hydroxydiclofenac|4-Hydroxycyclophosphamide|8-Hydroxycarvedilol|E-3179|Estriol|Glycerol|N-Desmethylcitalopram|N-Desmethyleletriptan|O-Deethylated candesartan|Progesterone",Enteric_glia,0.0,0.0,91
ATP1A1,2-Hydroxychlorpropamide,Enteric_glia,0.0,0.0,91
