gene,tf,cell_type,mean,std,n
ATP1A1,AR,Endothelial,0.0,0.0,265
ATP1A1,ARNT,Endothelial,-0.06904729,0.0025980251,265
ATP1A1,ARNTL,Endothelial,0.07657337,0.0019912424,265
ATP1A1,ASCL2,Endothelial,0.10858114,0.004039067,265
ATP1A1,ATF3,Endothelial,0.0,0.0,265
ATP1A1,ATOH1,Endothelial,0.05815011,0.0022966124,265
ATP1A1,ATOH7,Endothelial,0.0,0.0,265
ATP1A1,BACH2,Endothelial,0.0,0.0,265
ATP1A1,BATF,Endothelial,0.0,0.0,265
ATP1A1,BCL6,Endothelial,-0.049946256,0.0013559376,265
ATP1A1,CBFB,Endothelial,0.016386334,0.0013333075,265
ATP1A1,CLOCK,Endothelial,-0.010719285,0.00044111736,265
ATP1A1,CREB1,Endothelial,0.088032454,0.0044663823,265
ATP1A1,CREB3,Endothelial,0.05572876,0.002221453,265
ATP1A1,CTCF,Endothelial,-0.010766976,0.0014977722,265
ATP1A1,CTCFL,Endothelial,-0.15137264,0.0022472667,265
ATP1A1,CUX2,Endothelial,0.0,0.0,265
ATP1A1,E2F1,Endothelial,-0.19404182,0.0033811096,265
ATP1A1,E2F3,Endothelial,-0.0051674843,0.00010375076,265
ATP1A1,E2F4,Endothelial,0.029079696,0.0010854835,265
ATP1A1,EBF1,Endothelial,0.2308995,0.008994335,265
ATP1A1,EGR2,Endothelial,0.14415129,0.0014301535,265
ATP1A1,ELK1,Endothelial,-0.031084543,0.00081767666,265
ATP1A1,ELK4,Endothelial,0.23193307,0.00688687,265
ATP1A1,EP300,Endothelial,0.08871199,0.002854007,265
ATP1A1,ESRRA,Endothelial,0.056363452,0.0016891317,265
ATP1A1,ETV5,Endothelial,0.14063129,0.0010891927,265
ATP1A1,ETV6,Endothelial,0.0085803205,0.00036726976,265
ATP1A1,FEV,Endothelial,0.08194219,0.0006821822,265
ATP1A1,FLI1,Endothelial,0.0054318043,5.4630524e-05,265
ATP1A1,FOXA1,Endothelial,-0.063153274,0.001225905,265
ATP1A1,FOXA2,Endothelial,-0.04490248,0.0016823115,265
ATP1A1,FOXE1,Endothelial,-0.058749754,0.001189499,265
ATP1A1,FOXE3,Endothelial,0.0,0.0,265
ATP1A1,FOXI1,Endothelial,-0.05495528,0.0010286944,265
ATP1A1,FOXL2,Endothelial,0.0,0.0,265
ATP1A1,GATA1,Endothelial,0.0,0.0,265
ATP1A1,GATA2,Endothelial,0.24352098,0.0071259737,265
ATP1A1,GRHL2,Endothelial,0.0,0.0,265
ATP1A1,HDAC2,Endothelial,-0.025693262,0.0018323384,265
ATP1A1,HES1,Endothelial,0.03983907,0.0019267885,265
ATP1A1,HES4,Endothelial,-0.0011479224,0.00019549622,265
ATP1A1,HNF4A,Endothelial,-0.010128935,0.00027853184,265
ATP1A1,HOXA5,Endothelial,0.10923928,0.0044906675,265
ATP1A1,HOXB4,Endothelial,-0.080502145,0.0017828385,265
ATP1A1,HOXB5,Endothelial,-0.10720757,0.0028422675,265
