gene,tf,cell_type,mean,std,n
ATP1A1,AR,B,0.0,0.0,20
ATP1A1,ARNT,B,0.0,0.0,20
ATP1A1,ARNTL,B,0.0,0.0,20
ATP1A1,ASCL2,B,-0.0031845947,1.379474e-05,20
ATP1A1,ATF3,B,0.0,0.0,20
ATP1A1,ATOH1,B,0.0,0.0,20
ATP1A1,ATOH7,B,0.0,0.0,20
ATP1A1,BACH2,B,0.0,0.0,20
ATP1A1,BATF,B,0.00076111866,4.4548342e-05,20
ATP1A1,BCL6,B,0.0,0.0,20
ATP1A1,CBFB,B,-0.0017143877,3.3123001e-06,20
ATP1A1,CLOCK,B,-0.00066747615,1.5053365e-05,20
ATP1A1,CREB1,B,0.00037669603,3.0448658e-05,20
ATP1A1,CREB3,B,-0.0029613911,1.1585117e-05,20
ATP1A1,CTCF,B,0.0,0.0,20
ATP1A1,CTCFL,B,0.0,0.0,20
ATP1A1,CUX2,B,0.0,0.0,20
ATP1A1,E2F1,B,-0.0028491877,1.2555461e-05,20
ATP1A1,E2F3,B,0.0,0.0,20
ATP1A1,E2F4,B,0.0,0.0,20
ATP1A1,EBF1,B,0.0,0.0,20
ATP1A1,EGR2,B,-0.0023167357,1.47070705e-05,20
ATP1A1,ELK1,B,0.0,0.0,20
ATP1A1,ELK4,B,0.015230244,0.00015466752,20
ATP1A1,EP300,B,-0.011094768,0.0001243021,20
ATP1A1,ESRRA,B,0.0,0.0,20
ATP1A1,ETV5,B,0.0,0.0,20
ATP1A1,ETV6,B,0.0,0.0,20
ATP1A1,FEV,B,0.0,0.0,20
ATP1A1,FLI1,B,0.0,0.0,20
ATP1A1,FOXA1,B,0.0,0.0,20
ATP1A1,FOXA2,B,-0.0017231368,6.3052994e-06,20
ATP1A1,FOXE1,B,0.0,0.0,20
ATP1A1,FOXE3,B,0.0,0.0,20
ATP1A1,FOXI1,B,0.0,0.0,20
ATP1A1,FOXL2,B,0.0,0.0,20
ATP1A1,GATA1,B,0.0,0.0,20
ATP1A1,GATA2,B,0.0,0.0,20
ATP1A1,GRHL2,B,0.0,0.0,20
ATP1A1,HDAC2,B,0.0,0.0,20
ATP1A1,HES1,B,0.0,0.0,20
ATP1A1,HES4,B,0.0,0.0,20
ATP1A1,HNF4A,B,0.0,0.0,20
ATP1A1,HOXA5,B,0.0,0.0,20
ATP1A1,HOXB4,B,0.0,0.0,20
ATP1A1,HOXB5,B,0.0,0.0,20
ATP1A1,ID4,B,0.0,0.0,20
ATP1A1,IRF1,B,0.0027790251,0.00017969155,20
ATP1A1,IRF3,B,-0.0010087349,2.0352192e-05,20
ATP1A1,IRF4,B,-0.006455723,2.1309343e-05,20
ATP1A1,JUN,B,-0.00096113596,9.804867e-06,20
ATP1A1,KLF12,B,0.0,0.0,20
ATP1A1,KLF14,B,0.0,0.0,20
ATP1A1,KLF16,B,-0.005846538,3.498083e-05,20
ATP1A1,KLF4,B,-0.0032255494,1.9080351e-05,20
ATP1A1,KLF5,B,0.0,0.0,20
ATP1A1,MAX,B,0.0,0.0,20
ATP1A1,MECOM,B,0.0,0.0,20
ATP1A1,MEF2A,B,0.0,0.0,20
ATP1A1,MEF2C,B,-0.0029083898,1.983213e-05,20
ATP1A1,MLXIP,B,0.0,0.0,20
ATP1A1,MLXIPL,B,0.0,0.0,20
ATP1A1,MYC,B,0.0,0.0,20
ATP1A1,MYCN,B,0.0,0.0,20
ATP1A1,NEUROD1,B,0.0,0.0,20
ATP1A1,NEUROD2,B,0.0,0.0,20
ATP1A1,NEUROG2,B,0.0,0.0,20
ATP1A1,NR0B1,B,0.0,0.0,20
ATP1A1,NR2C2,B,-0.0069106026,2.4742923e-05,20
ATP1A1,NR3C1,B,-0.0009702804,1.7640376e-05,20
ATP1A1,NR4A1,B,0.0,0.0,20
ATP1A1,NR4A3,B,0.0,0.0,20
ATP1A1,NRF1,B,0.0,0.0,20
ATP1A1,OLIG1,B,0.0,0.0,20
ATP1A1,OLIG2,B,0.0,0.0,20
ATP1A1,OVOL2,B,0.0,0.0,20
ATP1A1,PAX1,B,0.0,0.0,20
ATP1A1,PAX2,B,0.0,0.0,20
ATP1A1,PAX5,B,0.0,0.0,20
ATP1A1,PAX8,B,0.0,0.0,20
ATP1A1,PBX3,B,0.0,0.0,20
ATP1A1,POLR2A,B,0.0,0.0,20
ATP1A1,POU1F1,B,0.0,0.0,20
ATP1A1,POU2F1,B,-0.010424461,0.000117905125,20
ATP1A1,POU2F2,B,0.0038764197,4.981043e-05,20
ATP1A1,POU3F3,B,0.0,0.0,20
ATP1A1,POU3F4,B,0.0,0.0,20
ATP1A1,POU4F3,B,0.0,0.0,20
ATP1A1,PPARGC1A,B,0.0,0.0,20
ATP1A1,PRDM1,B,0.0,0.0,20
ATP1A1,PROX1,B,0.0,0.0,20
ATP1A1,REL,B,0.0,0.0,20
ATP1A1,RELA,B,0.03546224,0.00013430731,20
ATP1A1,REST,B,0.0,0.0,20
ATP1A1,RFX1,B,0.0,0.0,20
ATP1A1,RFX2,B,0.0,0.0,20
ATP1A1,RFX4,B,0.0,0.0,20
ATP1A1,RFX5,B,0.0,0.0,20
ATP1A1,RUNX1,B,0.0,0.0,20
ATP1A1,RUNX2,B,-0.0010506298,1.7114562e-05,20
ATP1A1,RUNX3,B,-0.00023612808,1.2096472e-06,20
ATP1A1,RXRA,B,0.0,0.0,20
ATP1A1,SETDB1,B,0.0,0.0,20
ATP1A1,SIN3A,B,0.0,0.0,20
ATP1A1,SIRT6,B,0.0,0.0,20
ATP1A1,SMAD1,B,0.0,0.0,20
ATP1A1,SMAD4,B,0.0,0.0,20
ATP1A1,SMC3,B,0.0,0.0,20
ATP1A1,SNAI2,B,0.0,0.0,20
ATP1A1,SP1,B,-0.013963701,6.589096e-05,20
ATP1A1,SP3,B,0.0,0.0,20
ATP1A1,SPZ1,B,-0.0025631585,1.9565294e-05,20
ATP1A1,SREBF1,B,0.0,0.0,20
ATP1A1,SRF,B,0.00012162846,7.055133e-06,20
ATP1A1,STAT1,B,-0.0027594443,2.9509387e-05,20
ATP1A1,STAT2,B,0.0,0.0,20
ATP1A1,TAF1,B,0.0,0.0,20
ATP1A1,TAL1,B,0.0,0.0,20
ATP1A1,TBP,B,-0.00026196748,4.333437e-06,20
ATP1A1,TBX19,B,0.0,0.0,20
ATP1A1,TCF21,B,-0.0025568276,2.4062214e-05,20
ATP1A1,TCF3,B,-0.003045456,1.21697385e-05,20
ATP1A1,TCF7L2,B,0.0,0.0,20
ATP1A1,TCFL5,B,0.0,0.0,20
ATP1A1,TFAP2A,B,0.0,0.0,20
ATP1A1,TFAP2B,B,0.0,0.0,20
ATP1A1,TFE3,B,0.0,0.0,20
ATP1A1,TFEB,B,0.0,0.0,20
ATP1A1,TRIM28,B,0.0,0.0,20
ATP1A1,TWIST1,B,0.0,0.0,20
ATP1A1,TWIST2,B,0.0,0.0,20
ATP1A1,USF1,B,0.0,0.0,20
ATP1A1,VDR,B,0.0,0.0,20
ATP1A1,WT1,B,0.0,0.0,20
ATP1A1,XBP1,B,-0.014006088,0.00014330517,20
ATP1A1,YY1,B,0.0,0.0,20
ATP1A1,ZBTB1,B,0.0,0.0,20
ATP1A1,ZBTB16,B,0.0,0.0,20
ATP1A1,ZBTB33,B,0.0,0.0,20
ATP1A1,ZBTB4,B,0.0,0.0,20
ATP1A1,ZEB1,B,0.0,0.0,20
ATP1A1,ZFP57,B,0.0,0.0,20
ATP1A1,ZIC2,B,0.0,0.0,20
ATP1A1,ZIC4,B,0.0,0.0,20
ATP1A1,ZNF165,B,0.0,0.0,20
ATP1A1,ZNF281,B,0.0,0.0,20
ATP1A1,ZNF341,B,0.0,0.0,20
ATP1A1,AR,Endothelial_arterial,0.04006392,0.00029449738,178
ATP1A1,ARNT,Endothelial_arterial,0.0832289,0.0017442562,178
ATP1A1,ARNTL,Endothelial_arterial,-0.051955286,0.0001668936,178
ATP1A1,ASCL2,Endothelial_arterial,-0.05335929,9.636076e-05,178
ATP1A1,ATF3,Endothelial_arterial,-0.10992481,7.328112e-05,178
ATP1A1,ATOH1,Endothelial_arterial,0.0,0.0,178
ATP1A1,ATOH7,Endothelial_arterial,-0.00386425,5.975639e-05,178
ATP1A1,BACH2,Endothelial_arterial,0.0877195,0.00010867495,178
ATP1A1,BATF,Endothelial_arterial,0.15930632,1.3396266e-05,178
ATP1A1,BCL6,Endothelial_arterial,-0.16919817,3.9234328e-05,178
ATP1A1,CBFB,Endothelial_arterial,-0.23537584,0.00048421285,178
ATP1A1,CLOCK,Endothelial_arterial,0.25860777,0.0010016356,178
ATP1A1,CREB1,Endothelial_arterial,-0.04015045,0.0015715618,178
ATP1A1,CREB3,Endothelial_arterial,0.10963355,0.0019037329,178
ATP1A1,CTCF,Endothelial_arterial,-0.22524114,0.0004219727,178
ATP1A1,CTCFL,Endothelial_arterial,-0.087569654,9.9212244e-05,178
ATP1A1,CUX2,Endothelial_arterial,0.0,0.0,178
ATP1A1,E2F1,Endothelial_arterial,0.0,0.0,178
ATP1A1,E2F3,Endothelial_arterial,0.10797811,0.0015049047,178
ATP1A1,E2F4,Endothelial_arterial,0.00021643916,9.794023e-05,178
ATP1A1,EBF1,Endothelial_arterial,-0.2629601,0.0023465522,178
ATP1A1,EGR2,Endothelial_arterial,0.0,0.0,178
ATP1A1,ELK1,Endothelial_arterial,-0.0004970238,0.0001050055,178
ATP1A1,ELK4,Endothelial_arterial,0.40753016,0.00082917314,178
ATP1A1,EP300,Endothelial_arterial,-0.06392387,0.0015868796,178
ATP1A1,ESRRA,Endothelial_arterial,-0.08892408,0.00069421955,178
ATP1A1,ETV5,Endothelial_arterial,-0.05942631,0.00026198782,178
ATP1A1,ETV6,Endothelial_arterial,0.28414083,0.0043817493,178
ATP1A1,FEV,Endothelial_arterial,-0.03383797,0.00023530281,178
ATP1A1,FLI1,Endothelial_arterial,-0.23769908,0.0006625145,178
ATP1A1,FOXA1,Endothelial_arterial,0.0,0.0,178
ATP1A1,FOXA2,Endothelial_arterial,0.0030494852,9.589545e-05,178
ATP1A1,FOXE1,Endothelial_arterial,-0.0760208,0.0017357778,178
ATP1A1,FOXE3,Endothelial_arterial,0.0,0.0,178
ATP1A1,FOXI1,Endothelial_arterial,0.09879096,4.1704046e-05,178
ATP1A1,FOXL2,Endothelial_arterial,0.090972394,0.0002247579,178
ATP1A1,GATA1,Endothelial_arterial,-0.07191014,3.6931793e-05,178
ATP1A1,GATA2,Endothelial_arterial,0.16304494,0.0046730335,178
ATP1A1,GRHL2,Endothelial_arterial,0.0,0.0,178
ATP1A1,HDAC2,Endothelial_arterial,-0.19020475,0.0017571037,178
ATP1A1,HES1,Endothelial_arterial,0.091815926,0.002716795,178
ATP1A1,HES4,Endothelial_arterial,-0.0058239317,6.563181e-05,178
ATP1A1,HNF4A,Endothelial_arterial,0.0,0.0,178
ATP1A1,HOXA5,Endothelial_arterial,-0.048520826,0.00083031144,178
ATP1A1,HOXB4,Endothelial_arterial,-0.051701862,0.0013630723,178
ATP1A1,HOXB5,Endothelial_arterial,-0.13014187,0.00022807672,178
ATP1A1,ID4,Endothelial_arterial,-0.098453715,2.3783321e-05,178
ATP1A1,IRF1,Endothelial_arterial,-0.14486086,0.004374772,178
ATP1A1,IRF3,Endothelial_arterial,-0.2529263,0.006885704,178
ATP1A1,IRF4,Endothelial_arterial,0.112460986,0.00059903506,178
ATP1A1,JUN,Endothelial_arterial,0.2385357,0.0078722825,178
ATP1A1,KLF12,Endothelial_arterial,-0.079692274,9.749084e-05,178
ATP1A1,KLF14,Endothelial_arterial,-0.074352,3.0067042e-05,178
ATP1A1,KLF16,Endothelial_arterial,-0.2616636,0.00082682015,178
ATP1A1,KLF4,Endothelial_arterial,0.23933068,0.00435815,178
ATP1A1,KLF5,Endothelial_arterial,-0.014490271,0.00010839745,178
ATP1A1,MAX,Endothelial_arterial,0.1324841,0.0038411207,178
ATP1A1,MECOM,Endothelial_arterial,-0.03398925,0.00062498683,178
ATP1A1,MEF2A,Endothelial_arterial,0.21753038,0.005024266,178
ATP1A1,MEF2C,Endothelial_arterial,0.2158566,0.0020420435,178
ATP1A1,MLXIP,Endothelial_arterial,-0.106998466,0.002398877,178
ATP1A1,MLXIPL,Endothelial_arterial,0.0,0.0,178
ATP1A1,MYC,Endothelial_arterial,-0.2599503,0.0006716374,178
ATP1A1,MYCN,Endothelial_arterial,0.01148966,6.573856e-05,178
ATP1A1,NEUROD1,Endothelial_arterial,0.0,0.0,178
ATP1A1,NEUROD2,Endothelial_arterial,-0.10384662,2.1194983e-05,178
ATP1A1,NEUROG2,Endothelial_arterial,0.0,0.0,178
ATP1A1,NR0B1,Endothelial_arterial,0.0,0.0,178
ATP1A1,NR2C2,Endothelial_arterial,0.3742433,0.004175313,178
ATP1A1,NR3C1,Endothelial_arterial,-0.061150327,0.00050098385,178
