,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
33,SLC16A1,SLC16A1,1084.5735879929514,3.2602281532649164,0.0005566131275942918,0.004196006654172353,0.018460824174046892,2595.4065587723608,0.000999001,0.00799200776964426,0.07979685662193504,True
35,SLCO2B1,SLCO2B1,2954.034078337069,8.879826297190894,3.3482425203701267e-19,7.29172815547272e-18,0.04110542317959338,5196.93163594129,0.000999001,0.00799200776964426,0.08527544091024995,True
36,SLC16A1,SLC22A5,1632.838372466143,3.366102111948436,0.0003811924040686767,0.00317930685946641,0.02779298927472154,8888.103325370506,0.000999001,0.00799200776964426,0.2732684420089504,True
38,SLC22A5,SLC22A5,598.3825155714393,1.798737812984772,0.03603008223594377,0.14266456804535313,0.01160659268959173,8771.913765193316,0.000999001,0.00799200776964426,0.1428334914459461,True
52,SLC16A1,SLC1A1,-115.2634858191305,-0.23761608594506417,0.5939105634850816,0.8810398049285723,-0.001961931370034934,1306.384222909678,0.000999001,0.00799200776964426,0.04016532753850716,True
58,SLC1A1,SLC1A1,-144.14885291767578,-0.43331144492715085,0.667605737671522,0.8810398049285723,-0.002936133964848192,252.59775976706555,0.004995005,0.03318715322825868,0.02883863089499302,True
62,SLC3A1,SLC3A1,493.45876410235275,1.4833370211226802,0.06899244548461736,0.22168064450795086,0.012161822992372819,1403.8857002167783,0.000999001,0.00799200776964426,0.08921371089594878,True
66,SLC39A8,SLC39A8,2560.598090860325,7.697157737786883,6.956305656832928e-15,1.29851038927548e-13,0.02985694516795174,2863.5841139906133,0.000999001,0.00799200776964426,0.0656193375326507,True
70,SLC3A2,SLC40A1,2601.767661638276,4.541021951395607,2.7991100916719067e-06,3.3250035028345074e-05,0.03022296003141156,7429.675336851917,0.002997003,0.020610968206535307,0.22220618323453278,True
78,SLC40A1,SLC40A1,3101.627677067463,9.32349264786515,5.628613646467076e-21,1.3790103433844336e-19,0.04680183735685384,13425.870944867082,0.000999001,0.00799200776964426,0.14906954935288555,True
