,Metabolite,C_p,Z,Z_pval,Z_FDR,C_np,pval_np,FDR_np,selected
0,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid",6561.722476200355,3.8190814862612905,6.697475622862585e-05,0.00019240020880223425,4565.770531949587,0.000999001,0.001901712692174387,True
1,17a-Ethynylestradiol,1087.732313372277,0.8639649405324381,0.19380357519067432,0.28617724187034155,6204.135907353069,0.000999001,0.001901712692174387,True
2,"1b,3a,12a-Trihydroxy-5b-cholanoic acid",6561.722476200355,3.8190814862612905,6.697475622862585e-05,0.00019240020880223425,4565.770531949587,0.000999001,0.001901712692174387,True
3,2-Hydroxychlorpropamide,983.8054843967598,1.6371778600654048,0.05079665584699981,0.09787648321738987,8111.022840923089,0.000999001,0.001901712692174387,True
4,25-Hydroxycholesterol,2345.5715416634575,7.050787941258529,8.895372573168203e-13,9.369792443737174e-12,2269.4431201521284,0.002997003,0.005570899749941686,True
5,"3',4'-Dihydrodiol",-12.702044629900684,-0.016783824696803246,0.5066954629485422,0.6456280898860457,6003.395440536924,0.000999001,0.001901712692174387,True
6,3-Sulfodeoxycholic acid,6561.722476200355,3.8190814862612905,6.697475622862585e-05,0.00019240020880223425,4565.770531949587,0.000999001,0.001901712692174387,True
7,"3alpha,7alpha-Dihydroxycoprostanic acid",6561.722476200355,3.8190814862612905,6.697475622862585e-05,0.00019240020880223425,4565.770531949587,0.000999001,0.001901712692174387,True
8,3b-Hydroxy-5-cholenoic acid,6561.722476200355,3.8190814862612905,6.697475622862585e-05,0.00019240020880223425,4565.770531949587,0.000999001,0.001901712692174387,True
9,4'-Hydroxydiclofenac,624.5244329015778,0.5345152079825304,0.2964925652490496,0.4258711391759076,11525.533862333188,0.000999001,0.001901712692174387,True
10,4-Hydroxycyclophosphamide,330.61784185388245,0.9938372166875232,0.1601510620572465,0.24330642120235527,5788.623905040276,0.000999001,0.001901712692174387,True
11,4-Hydroxyvalsartan,3137.773415047238,3.9344745340673284,4.1689454063791246e-05,0.00018297038172441715,165.8420173640584,0.016983017,0.028852868144230173,True
12,4-ene-Valproic acid,3315.7944760305336,4.906818346541845,4.628284525723428e-07,2.5216170864286263e-06,20255.423649336182,0.000999001,0.001901712692174387,True
13,5-Hydroxyomeprazole,1636.3535651039783,1.6753402222996614,0.04693374896876001,0.09386749793752001,36513.261563643246,0.000999001,0.001901712692174387,True
15,8-Hydroxycarvedilol,330.61784185388245,0.9938372166875232,0.1601510620572465,0.24330642120235527,5788.623905040276,0.000999001,0.001901712692174387,True
