,Cell Type 1,Cell Type 2,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
21,CD8 T Cell,CD8 T Cell,SLCO2B1,SLCO2B1,60.69194,2.3088302205693743,0.01047650217210052,0.05282831946357071,0.13254346911209286,43.477158,0.007992007992007992,0.016328499087119776,0.1924433075655719,True
115,CD8 T Cell,CD8 T Cell,ABCC3,SLCO2B1,113.64218,4.323152323187459,7.690772774029345e-06,6.178688635406627e-05,0.03296818866727958,21.738579,0.003996003996003996,0.009865134865134866,0.24131457139037846,True
161,CD8 T Cell,other,SLC2A3,SLC2A4,300.28217,2.7923862940691695,0.00261604263455562,0.014588284809168987,0.10777869143992747,3857.1306,0.000999000999000999,0.00305500950662241,0.2887615832071324,True
162,CD8 T Cell,other,SLC2A3,SLC2A3,107.46906,0.9993771607668285,0.15880600972565906,0.5699754515808658,0.038573303010106634,202.1429,0.015984015984015984,0.029711465005582655,0.015133297065853556,True
179,CD8 T Cell,other,SLCO2B1,SLCO2B1,15.459765,0.14376357327899728,0.44284358415753966,0.6911977803171666,0.005670990231051522,112.197,0.005994005994005994,0.013529327815042102,0.1042000491251716,True
182,CD8 T Cell,other,SLC16A1,SLC1A5,228.65016,2.1262653966379834,0.016740583784593713,0.08265663243643145,0.1046666147563712,20.009583,0.014985014985014986,0.02818609961467105,0.038996151293027435,True
196,CD8 T Cell,other,SLC40A1,SLC40A1,351.44724,3.268180914704059,0.000541205760334819,0.00337541487366716,0.15868799200299452,2313.4233,0.000999000999000999,0.00305500950662241,0.32342351031768724,True
213,CD8 T Cell,other,SLC5A7,SLC5A7,285.37463,2.6537580567535333,0.003980043935028186,0.02119708792363326,0.11533898914434301,18.012146,0.02197802197802198,0.03872707218432126,0.06539288508310369,True
230,CD8 T Cell,other,SLC16A4,SLCO2B1,249.93172,2.3241670032317887,0.01005827252959704,0.05126474386052685,0.08388211811009443,98.4053,0.000999000999000999,0.00305500950662241,0.2031049370387347,True
232,CD8 T Cell,other,MSR1,MSR1,225.27357,2.094865812839848,0.01809146133570182,0.08800561573379936,0.09470584210136006,161.9585,0.000999000999000999,0.00305500950662241,0.12697612653541843,True
233,CD8 T Cell,other,CPT1A,CPT1A,202.77496,1.8856465468911603,0.02967130023633642,0.13924946843587588,0.07426622856884546,278.00873,0.004995004995004995,0.011957739230466504,0.1467804622982184,True
240,CD8 T Cell,other,ABCB1,ABCB1,106.971085,0.9947463578446454,0.15992982080222606,0.5699754515808658,0.03820917194283846,175.58784,0.028971028971028972,0.04852391424829587,0.041637806357335355,True
258,CD8 T Cell,other,FOLR2,FOLR2,208.3972,1.93792890854962,0.02631594823896646,0.12599757035626366,0.10119782895293646,81.00695,0.000999000999000999,0.00305500950662241,0.08544929953367973,True
274,CD8 T Cell,other,ABCB1,SLCO2B1,134.70651,1.2526638684316327,0.10516403028080107,0.41539791960916417,0.048116033557732786,392.26764,0.000999000999000999,0.00305500950662241,0.0930199013130997,True
291,CD8 T Cell,other,AQP9,AQP9,330.02026,3.068927052074697,0.0010741452053541275,0.006527497786382775,330.020263671875,24.48905,0.008991008991008992,0.017982017982017984,24.489049911499023,True
313,CD8 T Cell,other,SCNN1G,SCNN1G,86.75499,0.8067526872360204,0.20990449127044436,0.6911977803171666,0.08031634622613182,26.678585,0.006993006993006993,0.015135549382124724,0.2654823253821838,True
316,other,other,SLC2A1,SLC2A1,11326.848,11.67333573458941,8.722318340407668e-32,1.4765638904832982e-30,0.018081224371292597,42589.67,0.000999000999000999,0.00305500950662241,0.07652743249408614,True
317,other,other,SLC2A3,SLC2A9,6674.5107,6.878683912967298,3.0204013572524687e-12,3.181489429639267e-11,0.009055242149636294,787.0824,0.000999000999000999,0.00305500950662241,0.0005413528319797114,True
318,other,other,SLC2A9,SLC2A9,8626.226,8.89010168079647,3.0526506599604774e-19,3.910693007625044e-18,0.01012162434863795,4976.988,0.000999000999000999,0.00305500950662241,0.07974332732208726,True
319,other,other,SLC2A3,SLC2A4,109670.125,113.02493226992256,0.0,0.0,0.1487883646929912,280196.25,0.000999000999000999,0.00305500950662241,0.19271811177192952,True
